Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4650.0 at 16:38 16/9/2010  Report at 19:05 Thursday 16/9/2010. Processed 19:44 Thursday 16/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.55,2.61,-,-,ONT,1300 Smiles Ltd,3.30,,-,3.25,3.29,13.7,f,1.53,0.15,4.15,21,15.7,
0.18,0.07,-,-,TQH,3Q Hldgs Ltd,0.075,,-,0.07,0.075,-,,-,-0.07,-,0.84,8.9,
0.05,0.015,0.04,0.031,FCS,4C Sec Solution,0.032,-0.8,3776,0.033,0.042,-,,-,0.10,-,-0.58,-,
0.275,0.03,-,-,AAY,Aacl Hldgs Ltd,0.055,,-,0.056,0.072,-,,-,-,-,-,-,
0.48,0.365,0.425,0.42,ABP,Abacus Prop stp,0.425,,60422,0.42,0.425,3.9,,0.39,0.58,9.18,1.53,27.8,
1.47,1.21,1.26,1.25,ALR,Aberdeen Leaders,1.25,,99,1.25,1.275,9.5,f,1.08,1.31,7.60,10.29,12.1,
2.60,1.43,2.19,2.15,ACR,Acrux Ltd,2.19,2,504,2.19,2.20,-,,-,-,-,29.08,7.5,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.09,,-,0.08,0.105,-,,-,0.03,-,-1.85,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.018,0.002,0.002,0.002,ACU,Acuvax Ltd,0.002,,600,0.002,0.003,-,,-,-,-,-0.34,-,
0.71,0.30,0.335,0.335,ADA,Adacel Tech,0.335,0.5,14,0.30,0.335,-,,-,0.19,-,-3.5,-,
0.305,0.145,0.19,0.19,AAU,Adcorp Aust,0.19,,500,0.19,0.20,-,,-,0.08,-,-11.03,-,
3.46,2.293,3.46,3.36,ABC,Adelaide Brighton,3.39,-4,31319,3.36,3.39,15.5,f,1.52,1.16,4.57,23.6,14.4,
1.56,1.144,1.55,1.545,AYT,Adelaide Managed unt,1.55,1,448,1.55,1.56,15.35,,0.14,1.63,9.90,2.11,73.5,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.06,,-,0.061,0.072,-,,-,0.01,-,-1.09,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.01,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.002,0.003,-,,-,-,-,-0.56,-,
4.19,2.75,4.00,3.97,ADG,Adtrans Grp,4.00,3,357,3.95,4.07,23,f,1.60,2.54,5.75,36.7,10.9,
