Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4389.4 at 16:37 26/8/2010  Report at 19:05 Thursday 26/8/2010. Processed 19:26 Thursday 26/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,3.28,3.20,ONT,1300 Smiles Ltd,3.28,8,40,3.20,3.28,13.7,f,1.53,0.15,4.18,21,15.6,
0.18,0.08,-,-,TQH,3Q Hldgs Ltd,0.08,,-,0.05,0.11,-,,-,-0.08,-,3.28,2.4,
0.05,0.015,0.038,0.038,FCS,4C Sec Solution,0.038,-0.2,114,0.038,0.042,-,,-,0.01,-,-2.77,-,
0.275,0.05,0.07,0.07,AAY,Aacl Hldgs Ltd,0.07,0.7,300,0.063,0.069,-,,-,-,-,-,-,
0.48,0.33,0.405,0.395,ABP,Abacus Prop stp,0.405,1,42592,0.40,0.405,3.9,,-,0.60,9.63,-2.32,-,
1.47,1.21,-,-,ALR,Aberdeen Leaders,1.23,,-,1.225,1.23,9.5,f,1.08,1.31,7.72,10.29,12.0,
2.60,1.24,2.00,1.95,ACR,Acrux Ltd,1.95,-3,816,1.945,1.95,-,,-,-,-,29.08,6.7,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.07,0.082,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.029,0.002,-,-,ACU,Acuvax Ltd,0.002,,-,0.002,0.003,-,,-,-,-,-0.37,-,
0.84,0.30,0.31,0.30,ADA,Adacel Tech,0.30,-3,453,0.305,0.34,-,,-,0.21,-,2.7,11.1,
0.305,0.145,-,-,AAU,Adcorp Aust,0.175,,-,0.175,0.19,-,,-,0.07,-,-2.18,-,
3.435,2.293,3.30,3.22,ABC,Adelaide Brighton,3.26,,34016,3.25,3.26,15.5,f,1.52,1.16,4.75,23.6,13.8,
1.465,1.144,1.465,1.465,AYT,Adelaide Managed unt,1.465,1,425,1.46,1.47,15.35,,0.14,1.63,10.48,2.11,69.4,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.05,,-,0.05,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.001,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
4.18,2.73,4.11,4.11,ADG,Adtrans Grp,4.11,1,17,4.07,4.20,20,f,1.86,2.44,4.87,37.1,11.1,
0.019,0.005,0.014,0.013,ASC,Adultshop Com,0.014,0.1,18176,0.013,0.014,-,,-,0.02,-,-0.19,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.005,0.007,-,,-,-,-,-,-,
0.038,0.016,-,-,ABV,Adv Braking Tech,0.02,,-,0.017,0.02,-,,-,-,-,-0.32,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.47,,-,0.275,0.50,-,,-,0.22,-,-0.1,-,
0.125,0.033,-,-,AES,Advanced Energy,0.049,,-,0.046,0.11,-,,-,0.01,-,-0.09,-,
0.093,0.031,0.033,0.033,ACE,Advanced Engine,0.033,,456,0.033,0.037,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.051,0.051,ANM,Advanced Magnesium,0.051,,16,0.051,0.064,-,,-,0.02,-,-2.64,-,
0.78,0.235,0.75,0.735,ASW,Advanced Share,0.75,3,211,0.72,0.75,3.6,f,1.00,0.11,4.80,3.61,20.8,
0.16,0.055,0.12,0.12,AEI,Aeris Environmental,0.12,,50,0.095,0.135,-,,-,-,-,-2.05,-,
1.77,1.01,1.77,1.71,AVE,Aevum Ltd,1.71,-1,1159,1.71,1.745,5,,3.84,2.02,2.92,19.2,8.9,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,2660,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.37,15.25,14.89,AGK,AGL Energy Ltd,14.95,-27,26122,14.95,14.97,57,f,0.47,6.21,3.81,27,55.4,
0.175,0.121,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,-,2.02,,-,0.38,15.54,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.04,,-,-,2.04,-,,-,4.89,-,14.09,14.5,
16.50,13.95,-,-,ENY,Aii200energy etf unt,15.03,,-,14.69,14.78,-,,-,-,-,-,-,
5.09,4.18,-,-,FIN,Aii200financials etf unt,4.30,,-,4.27,4.30,-,,-,-,-,-,-,
5.98,4.83,4.95,4.89,FIX,Aii200finxareit etf unt,4.95,4,395,4.93,4.96,-,,-,-,-,-,-,
3.97,3.21,3.43,3.43,IDD,Aii200industrials etf unt,3.43,-2,15,3.43,3.46,-,,-,-,-,-,-,
5.65,4.60,5.00,4.91,RSR,Aii200res etf unt,4.93,1,626,4.91,4.96,-,,-,-,-,-,-,
4.83,3.90,4.14,4.14,MAM,Aii300metals&Min etf unt,4.14,-1,14,4.14,4.17,-,,-,-,-,-,-,
0.22,0.08,0.165,0.15,AGI,Ainsworth Game Tech,0.16,-1.5,480,0.15,0.16,-,,-,0.01,-,-4.95,-,
1.145,0.83,1.005,1.00,AIZ,Air New Zealand,1.005,5.5,548,1.005,1.04,5.17,,0.75,1.12,5.14,3.9,25.8,
0.11,0.065,-,-,AIG,Aircruising Aust,0.065,,-,0.055,0.08,-,,-,-0.11,-,-8.38,-,
5.60,1.96,2.06,1.98,AJL,AJ Lucas Grp,1.98,-5,418,1.98,2.10,5.5,,2.91,1.32,2.78,16,12.4,
0.81,0.345,0.50,0.47,ACL,Alchemia Ltd,0.47,-2,530,0.47,0.495,-,,-,0.09,-,-4.6,-,
47.10,12.49,-,-,AAI,Alcoa Inc cdi,12.49,,-,10.80,12.48,11.4,,-,-,0.91,-14.02,-,
2.43,1.905,1.99,1.96,LEP,ALE Prop Grp stp,1.965,1.5,694,1.965,1.99,24,,-,2.10,12.21,-10.94,-,
5.91,2.25,2.75,2.57,ALS,Alesco Corp,2.70,2,2854,2.68,2.70,7,,-,0.60,2.59,-132.84,-,
0.205,0.01,0.17,0.16,AJX,Alexium Int Grp,0.16,-1.5,800,0.15,0.17,-,,-,-,-,-0.13,-,
0.105,0.041,0.054,0.051,AEJ,Alinta Energy Grp stp,0.051,-0.3,1952,0.051,0.054,-,,-,-1.53,-,-58.71,-,
0.195,0.024,0.03,0.03,ABQ,Allied Brands Ltd,0.03,,7950,0.03,0.035,0.5,,4.60,0.06,16.67,2.3,1.3,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,0.30,0.275,AEA,Altera Res Ltd,0.28,,700,0.275,0.30,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.15,,-,-,0.13,-,,-,-,-,-,-,
1.15,0.91,1.09,1.08,AIQ,Alternative Invest unt,1.09,1,404,1.09,1.115,47,,-,1.53,43.12,-44.5,-,
0.365,0.20,-,-,ALU,Altium Ltd,0.215,,-,0.215,0.255,-,,-,0.09,-,-6.97,-,
0.078,0.031,0.05,0.05,AMA,AMA Grp Ltd,0.05,,1700,0.04,0.054,-,,-,-0.09,-,7.75,0.6,
6.24,4.561,6.09,5.98,AHD,Amalgamated Hldgs,6.05,6,213,5.98,6.05,37,f,1.79,4.57,6.12,66.4,9.1,
0.63,0.34,0.40,0.39,AMO,Ambertech Ltd,0.39,-1,350,0.39,0.46,5.5,f,1.69,0.61,14.10,9.3,4.2,
0.42,0.26,0.31,0.285,AMB,Ambition Grp Ltd,0.31,-2,100,0.29,0.30,-,,-,0.15,-,-10.32,-,
104.17,100.00,-,-,AKS,Amcbf One,104.00,,-,103.45,104.00,-,,-,-,-,-,-,
104.00,103.19,-,-,AKU,Amcbf Thr,104.00,,-,104.00,105.00,-,,-,-,-,-,-,
102.69,101.00,-,-,AKT,Amcbf Two,102.00,,-,100.15,101.95,-,,-,-,-,-,-,
0.72,0.595,0.605,0.605,AMH,Amcil Ltd,0.605,-0.5,1200,0.60,0.61,2,f,1.87,0.73,3.31,3.73,16.2,
0.365,0.19,0.315,0.305,AMM,Amcom Telecomm,0.315,0.5,7419,0.31,0.32,1.4,f,1.95,0.16,4.44,2.73,11.5,
7.04,5.27,6.57,6.31,AMC,Amcor Ltd,6.40,1,106043,6.37,6.41,29.5,,0.71,2.25,4.61,20.9,30.6,
3.80,2.11,3.55,3.50,AEC,Ammtec Ltd,3.50,,234,3.48,3.50,17.5,f,1.16,1.11,5.00,20.34,17.2,
1.15,0.675,0.85,0.825,AGF,AMP Capital China unt,0.84,,2884,0.84,0.855,8.47,,-,0.93,10.08,-1.38,-,
6.97,4.85,4.97,4.90,AMP,AMP Ltd,4.95,7,104648,4.94,4.96,31,p,1.28,0.90,6.26,39.8,12.4,
0.295,0.14,0.145,0.14,ANQ,Anaeco Ltd,0.145,,3776,0.14,0.15,-,,-,-,-,-5.5,-,
0.004,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.115,0.019,0.024,0.024,ALT,Analytica Ltd,0.024,-0.1,1180,0.024,0.025,-,,-,-,-,-0.24,-,
13.73,9.07,13.28,13.04,ANN,Ansell Ltd,13.11,-12,13408,13.02,13.35,30.5,,2.94,2.22,2.33,89.6,14.6,
0.06,0.032,-,-,ANO,Antaria Ltd,0.045,,-,0.036,0.042,-,,-,0.04,-,1.46,3.1,
0.105,0.006,0.053,0.05,ADO,Anteo Diagnostics,0.05,-0.5,4911,0.05,0.052,-,,-,-,-,-0.8,-,
0.07,0.001,0.036,0.036,ADOO,  opt sep10,0.036,0.1,3000,0.037,0.04,-,,-,-,-,-,-,
0.025,0.005,-,-,ADOOA,  opt feb11,0.015,,-,0.015,0.03,-,,-,-,-,-,-,
0.20,0.013,0.014,0.014,ANP,Antisense Therapeutic,0.014,-0.1,5000,0.014,0.015,-,,-,-,-,-0.55,-,
26.23,19.95,22.55,22.11,ANZ,ANZ Banking Grp,22.47,28,101414,22.45,22.48,108,f,1.34,9.99,4.81,144.8,15.5,
13.55,8.93,-,-,APE,AP Eagers Ltd,12.50,,-,12.51,12.89,62,f,1.96,8.81,4.96,121.6,10.3,
0.022,0.009,-,-,APP,APA Financial,0.018,,-,0.013,0.019,-,,-,-,-,0.1,18.0,
3.83,2.88,3.72,3.66,APA,APA Grp stp,3.68,-2,14768,3.66,3.68,32.75,,0.59,1.28,8.90,19.4,19.0,
0.115,0.024,0.036,0.031,AEZ,APN European Retail stp,0.031,-0.7,25013,0.031,0.034,-,,-,0.24,-,-11.22,-,
2.61,1.68,1.88,1.845,APN,APN News & Media,1.855,-2.5,13984,1.82,1.88,9,,1.86,-0.75,4.85,16.7,11.1,
0.41,0.165,0.20,0.20,APD,APN Prop Grp,0.20,,222,0.21,0.23,1.25,f,-,0.21,6.25,-17.88,-,
0.04,0.007,0.011,0.01,AOP,Apollo Cons,0.01,,11000,0.01,0.011,-,,-,-,-,0.18,5.6,
0.352,0.15,-,-,AQL,Aquacarotene Ltd,0.16,,-,0.12,0.20,-,,-,-,-,-0.27,-,
