Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4513.8 at 2011-06-27T16:37:44. Report at Monday, June 27, 2011. Processed Tuesday at 2011-06-28T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
4.25,2.90,3.42,3.42,ONT,1300 Smiles,3.42,-8,20,3.40,3.50,14.70,f,1.55,.18,4.30,22.77,15.0,,
.11,.052,-,-,TQH,3Q Hldgs,.06,-,-,.041,.06,-,,-,-.06,-,1.08,5.6,,
.045,.01,.012,.012,FCS,4C Sec Solution,.012,-,130,.012,.023,-,,-,.01,-,-.15,-,,
.14,.03,-,-,AAY,AACL Hldgs,.038,-,-,-,-,-,,-,-,-,-3.00,-,,
.725,.008,.009,.008,AAQ,AAQ Hldgs,.008,-.1,10910,.008,.011,-,,-,-,-,-3.24,-,,
2.45,1.90,2.23,2.19,ABP,Abacus Prop stp,2.21,-3,5933,2.21,2.25,9.90,,.29,2.83,4.48,2.91,75.9,,
1.345,1.175,1.21,1.185,ALR,Aberdeen Leaders,1.185,-3.5,573,1.185,1.24,9.50,f,.50,1.35,8.02,4.77,24.8,,
.55,.365,-,-,AKG,Academies A'asia,.55,-,-,.505,.545,4.00,f,1.24,.15,7.27,4.95,11.1,,
3.90,1.433,3.39,3.25,ACR,Acrux,3.30,-7,3745,3.30,3.37,-,,-,.77,-,65.08,5.1,,
.105,.023,.031,.031,ACW,Actinogen,.031,-,1000,.031,.045,-,,-,.02,-,-2.12,-,,
.014,.001,-,-,ACWO,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.015,.01,-,-,ACWOA,  opt sep15,.015,-,-,-,-,-,,-,-,-,-,-,,
