Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4422.4 at 16:37 12/8/2010  Report at 19:05 Thursday 12/8/2010. Processed 19:16 Thursday 12/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,-,-,ONT,1300 Smiles Ltd,3.20,,-,3.15,3.18,12.5,f,1.54,0.08,3.91,19.23,16.6,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.04,0.08,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.034,-,,-,0.01,-,-2.77,-,
0.275,0.07,-,-,AAY,Aacl Hldgs Ltd,0.07,,-,0.055,0.07,-,,-,-,-,-,-,
0.48,0.33,0.405,0.395,ABP,Abacus Prop stp,0.395,-1,31013,0.395,0.40,3.9,,-,0.60,9.87,-2.32,-,
1.47,1.20,1.25,1.22,ALR,Aberdeen Leaders,1.24,-2,346,1.225,1.235,9.5,f,0.81,1.31,7.66,7.67,16.2,
2.60,1.18,1.95,1.855,ACR,Acrux Ltd,1.95,-1,1506,1.93,1.95,-,,-,0.06,-,-2.84,-,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.085,,-,0.045,0.11,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,0.04,-,,-,-,-,-,-,
0.033,0.002,0.002,0.002,ACU,Acuvax Ltd,0.002,-0.1,6660,0.002,0.004,-,,-,-,-,-0.37,-,
0.84,0.30,0.32,0.305,ADA,Adacel Tech,0.305,-2.5,428,0.305,0.32,-,,-,0.21,-,2.7,11.3,
0.305,0.145,0.185,0.18,AAU,Adcorp Aust,0.18,-1,215,0.185,0.195,-,,-,0.07,-,-2.18,-,
