Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4628.8 at 16:34 2/2/2010  Report at 19:05 Tuesday 2/2/2010. Processed 19:26 Tuesday 2/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.75,,-,2.72,2.75,11.4,f,1.64,0.13,4.15,18.7,14.7
0.19,0.105,-,-,TQH,3Q Hldgs Ltd,0.145,,-,0.11,0.16,-,,-,-0.10,-,1.07,13.6
0.083,0.015,-,-,FCS,4C Sec Solution,0.018,,-,0.018,0.023,-,,-,0.03,-,-4.2,-
0.48,0.216,0.39,0.375,ABP,Abacus Prop stpld,0.385,0.5,63393,0.385,0.39,5.75,,-,0.62,14.94,-11.81,-
1.45,0.90,-,-,ALR,Aberdeen Leaders,1.395,,-,1.36,1.39,9,f,-,1.52,6.45,-21.34,-
2.54,0.42,2.00,1.94,ACR,Acrux Ltd,1.95,2,674,1.935,1.99,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.06,,-,0.05,0.074,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.015,0.014,ACU,Acuvax Ltd,0.014,-0.1,2800,0.014,0.017,-,,-,-,-,-0.43,-
0.84,0.325,0.46,0.45,ADA,Adacel Tech,0.46,1,91,0.455,0.475,-,,-,0.22,-,8.2,5.6
0.31,0.165,0.21,0.20,AAU,Adcorp Aust,0.20,-1,462,0.195,0.20,1,,0.45,0.08,5.00,0.45,44.4
3.01,1.445,2.53,2.42,ABC,Adelaide Brighton,2.53,12,10671,2.51,2.54,14,f,1.49,1.15,5.53,20.8,12.2
1.76,1.10,-,-,AYT,Adelaide Managed unt,1.32,,-,1.30,1.35,15.47,,0.81,1.78,11.72,12.59,10.5
0.123,0.058,0.06,0.06,ADQ,ADG Global Supply,0.06,,22,0.055,0.063,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,-,0.02,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.008,,-,0.008,0.01,-,,-,0.01,-,-2.68,-
3.53,1.65,-,-,ADG,Adtrans Grp,3.50,,-,3.40,3.55,16,f,1.74,2.37,4.57,27.9,12.5
0.014,0.003,0.012,0.01,ASC,Adultshop Com,0.01,,3700,0.01,0.011,-,,-,0.04,-,-0.28,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.003,0.005,-,,-,-,-,-,-
0.038,0.005,0.025,0.025,ABV,Adv Braking Tech,0.025,0.1,8687,0.025,0.026,-,,-,0.01,-,-0.36,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.38,0.50,-,,-,0.20,-,-2.9,-
0.085,0.02,0.05,0.05,AES,Advanced Energy,0.05,,386,0.039,0.065,-,,-,0.01,-,-0.06,-
0.093,0.031,0.053,0.051,ACE,Advanced Engine,0.053,0.2,5000,0.032,0.055,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.068,0.068,ANM,Advanced Magnesium,0.068,,252,0.068,0.069,-,,-,0.01,-,-3.07,-
0.435,0.15,0.39,0.39,ASW,Advanced Share,0.39,,640,0.36,0.39,2,f,1.05,0.09,5.13,2.1,18.6
0.185,0.05,-,-,AEI,Aeris Environmental,0.105,,-,0.10,0.105,-,,-,0.01,-,-2.31,-
1.67,0.545,1.37,1.255,AVE,Aevum Ltd,1.335,-3.5,721,1.32,1.35,4,,-,2.07,3.00,-9.7,-
0.002,0.001,0.002,0.001,AFT,AFT Corp,0.001,,151320,0.001,0.002,-,,-,-,-,-0.03,-
15.46,12.83,14.01,13.76,AGK,AGL Energy Ltd,13.98,7,12832,13.90,14.01,54,f,6.63,6.00,3.86,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.17,,-,0.17,-,2.42,,-,0.38,14.24,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,-,-,-,,-,3.31,-,17.79,12.6
0.22,0.05,0.165,0.165,AGI,Ainsworth Game Tech,0.165,,237,0.165,0.185,-,,-,0.02,-,-4.45,-
1.12,0.55,1.04,1.01,AIZ,Air New Zealand fpo nz,1.01,,109,1.01,1.04,5.22,,0.31,1.18,5.17,1.61,62.7
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.07,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,3.23,3.13,AJL,AJ Lucas Grp,3.20,4,6748,3.13,3.20,10.5,f,23.78,2.11,3.28,249.7,1.3
0.81,0.116,0.715,0.69,ACL,Alchemia Ltd,0.705,,1427,0.70,0.71,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,45.50,,-,-,-,12.39,,-,-,0.27,-251.67,-
2.43,1.416,2.30,2.26,LEP,ALE Prop Grp stpld,2.30,4,918,2.28,2.30,30,,1.05,3.08,13.04,31.51,7.3
5.91,0.60,4.23,4.05,ALS,Alesco Corp,4.22,5,3657,4.20,4.22,14,f,-,0.65,3.32,-17.36,-
0.13,0.032,0.08,0.077,AEJ,Alinta Energy Grp stp,0.078,,11938,0.077,0.08,-,,-,-1.48,-,-20.34,-
0.245,0.10,0.145,0.145,ABQ,Allied Brands Ltd,0.145,0.5,2525,0.145,0.15,0.5,f,5.60,0.05,3.45,2.8,5.2
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,0.001,0.002,-,,-,-,-,-,-
0.15,0.014,0.125,0.115,AEA,Altera Res Ltd,0.115,-1,103,0.115,0.125,-,,-,-,-,-3.25,-
-,-,-,-,AEAO,  opt jan12,-,,-,0.015,-,-,,-,-,-,-,-
1.45,0.575,1.025,1.01,AIQ,Alternative Invest unt,1.025,1.5,27,1.025,1.035,47,,-,1.46,45.85,-33.96,-
0.50,0.235,-,-,ALU,Altium Ltd,0.24,,-,0.23,0.25,2,,-,0.12,8.33,-0.47,-
0.078,0.017,0.055,0.055,AMA,AMA Grp Ltd,0.055,,28300,0.053,0.059,-,,-,-0.23,-,-43.5,-
6.24,3.598,5.65,5.50,AHD,Amalgamated Hldgs,5.64,14,103,5.56,5.65,32,f,1.67,4.48,5.67,53.5,10.5
0.57,0.32,-,-,AMO,Ambertech Ltd,0.50,,-,0.47,0.56,3.5,f,1.69,0.57,7.00,5.9,8.5
0.40,0.096,-,-,AMB,Ambition Grp Ltd,0.40,,-,0.345,0.395,-,,-,0.13,-,-52.3,-
0.72,0.43,0.665,0.65,AMH,Amcil Ltd,0.65,-1,800,0.66,0.695,2,,-,0.74,3.08,-1.14,-
0.345,0.10,0.33,0.315,AMM,Amcom Telecomm,0.32,0.5,64606,0.32,0.33,0.8,f,2.81,0.18,2.50,2.25,14.2
6.35,3.50,6.15,5.89,AMC,Amcor Ltd,6.00,14,89827,5.96,6.01,34,,0.74,1.61,5.67,25.3,23.7
3.00,1.30,2.70,2.67,AEC,Ammtec Ltd,2.70,3,146,2.72,2.77,16,f,1.69,0.77,5.93,27.1,10.0
1.265,0.73,0.96,0.925,AGF,AMP Capital China unt,0.945,2,2325,0.94,0.945,3.9,,1.12,1.33,4.13,4.35,21.7
6.97,3.52,6.27,6.16,AMP,AMP Ltd,6.21,1,51294,6.20,6.22,30,p,0.99,0.67,4.83,29.6,21.0
0.39,0.11,0.21,0.21,ANQ,Anaeco Ltd,0.21,-4,100,0.205,0.21,-,,-,0.02,-,-5.6,-
0.023,0.001,0.001,0.001,ANQO,  opt may10,0.001,-0.2,-,0.001,-,-,,-,-,-,-,-
0.016,0.001,0.001,0.001,ANQOA,  opt may12,0.001,-0.3,-,0.001,-,-,,-,-,-,-,-
0.083,0.019,0.042,0.042,ALT,Analytica Ltd,0.042,,305,0.04,0.042,-,,-,-,-,-0.6,-
10.98,7.51,10.31,10.01,ANN,Ansell Ltd,10.25,15,5413,10.15,10.30,28,,3.19,1.98,2.73,89.2,11.5
0.065,0.029,-,-,ANO,Antaria Ltd,0.047,,-,0.04,0.047,-,,-,0.03,-,0.77,6.1
0.105,0.004,0.035,0.031,ADO,Anteo Diagnostics,0.032,0.1,196783,0.031,0.032,-,,-,0.01,-,-1.1,-
0.07,0.001,0.023,0.02,ADOO,  opt sep10,0.023,0.2,26115,0.02,0.023,-,,-,-,-,-,-
0.025,0.018,-,-,ADOOA,  opt feb11,0.025,,-,0.006,0.035,-,,-,-,-,-,-
0.075,0.029,0.05,0.05,ANP,Antisense Therapeutic,0.05,-0.2,3745,0.05,0.052,-,,-,0.01,-,-0.46,-
25.25,11.83,21.96,21.68,ANZ,ANZ Banking Grp,21.89,9,116321,21.86,21.90,102,f,1.67,10.72,4.66,170.4,12.8
13.00,4.45,12.75,12.75,APE,AP Eagers Ltd,12.75,25,2,12.51,12.99,44,f,0.82,8.41,3.45,36.1,35.3
0.028,0.009,0.018,0.014,APP,APA Financial,0.014,-0.8,1160,0.014,0.019,-,,-,-,-,-3.7,-
3.68,2.50,3.21,3.15,APA,APA Grp stpld,3.19,4,8268,3.19,3.20,31,,0.52,1.18,9.72,16.2,19.7
0.115,0.014,0.071,0.067,AEZ,APN European Retail stpld,0.07,0.4,2238,0.067,0.07,-,,-,0.33,-,-56.84,-
2.61,0.866,2.36,2.24,APN,APN News & Media,2.36,11,10635,2.28,2.37,12,,-,-1.23,5.08,-13.1,-
0.41,0.09,0.34,0.305,APD,APN Prop Grp,0.305,-2.5,598,0.30,0.365,-,,-,0.20,-,-18.08,-
0.04,0.008,0.009,0.008,AOP,Apollo Cons,0.009,0.1,16350,0.009,0.01,-,,-,-,-,-0.91,-
0.018,0.008,-,-,AQL,Aquacarotene Ltd,0.011,,-,0.012,0.015,-,,-,-,-,-0.35,-
0.08,0.035,0.042,0.04,APB,Arafura Pearls,0.04,,2962,0.037,0.04,-,,-,0.22,-,2,2.0
5.48,2.368,5.00,4.66,ARP,ARB Corp,4.87,-13,2363,4.70,4.87,16.5,f,2.05,1.22,3.39,33.86,14.4
1.845,0.79,1.62,1.56,AAD,Ardent Leisure Grp stp,1.57,-5,5859,1.56,1.60,14.3,,-,1.18,9.11,-0.32,-
7.05,4.52,6.83,6.67,ARG,Argo Invest,6.75,10,1752,6.71,6.74,25,f,-,6.56,3.70,-11.1,-
1.098,0.006,0.22,0.22,ASV,Argus Solutions,0.22,,12,0.22,0.275,-,,-,-,-,-0.12,-
0.37,0.205,0.25,0.25,ARA,Ariadne Aust,0.25,-1.5,3,0.26,0.28,1,,-,0.30,4.00,-4.51,-
5.75,3.16,4.57,4.41,ALL,Aristocrat Leisure,4.45,4,55006,4.40,4.49,14.5,f,-,0.35,3.26,-0.2,-
0.80,0.395,-,-,ARJ,ARK Fund Ltd (The),0.395,,-,0.37,0.44,7,f,1.15,1.08,17.72,8.07,4.9
0.025,0.004,-,-,AEM,Artist & Entertain,0.012,,-,0.011,0.012,-,,-,-,-,2.83,0.4
0.30,0.07,0.17,0.17,AKW,Arturus Capital,0.17,,396,0.17,0.195,-,,-,0.43,-,51.76,0.3
0.26,0.12,0.20,0.195,APH,Ascent Pharmahealth,0.20,0.5,235,0.195,0.22,-,,-,0.04,-,3.1,6.5
1.94,0.32,1.71,1.66,AIO,Asciano Grp stpld,1.70,0.5,110444,1.70,1.71,-,,-,-1.41,-,-32.5,-
0.43,0.06,0.16,0.16,AFA,ASF Grp Ltd,0.16,0.5,200,0.16,0.195,-,,-,0.01,-,-2.61,-
1.30,0.42,1.18,1.125,ASZ,ASG Grp Ltd,1.175,4.5,4408,1.14,1.175,5.5,f,1.55,0.05,4.68,8.52,13.8
0.267,0.007,-,-,AJJ,Asia Liver Trans,0.095,,-,0.03,0.10,-,,-,-0.02,-,-2.51,-
0.002,0.001,-,-,AJJO,  opt sep10,-,,-,-,-,-,,-,-,-,-,-
1.06,0.77,1.03,1.03,AUF,Asian Masters Fund,1.03,,420,1.03,1.05,-,,-,1.02,-,0.76,135.5
0.37,0.125,-,-,AKF,ASK Funding Ltd,0.30,,-,0.23,0.285,1.3,f,4.15,0.35,4.33,5.4,5.6
0.575,0.218,0.48,0.475,APZ,Aspen Grp stpld,0.475,,2522,0.475,0.48,5.18,,-,0.68,10.91,-22.53,-
0.271,0.11,-,-,ASP,Aspermont Ltd,0.13,,-,0.13,0.155,-,,-,-0.06,-,-0.22,-
1.15,0.75,1.08,1.00,AIR,Astivita Renewables,1.08,,230,1.00,1.10,-,,-,-,-,-,-
1.10,0.008,0.685,0.685,AKR,Astra Capital Ltd,0.685,-1.5,2,0.685,0.70,-,,-,1.60,-,-0.03,-
0.515,0.16,0.36,0.345,AJA,Astro Jap Prop stp,0.355,3,33857,0.355,0.36,9,,-,0.93,25.35,-71.94,-
2.70,1.41,1.93,1.93,ATR,Astron Ltd,1.93,7.5,180,1.85,1.95,-,,-,0.03,-,-3.9,-
37.90,23.52,34.62,34.00,ASX,ASX Ltd,34.56,59,7548,34.55,34.58,164.9,f,1.11,2.66,4.77,183.2,18.9
0.24,0.155,0.18,0.165,ACG,Atcor Medical,0.18,1.5,81,0.16,0.18,-,,-,0.05,-,-1.7,-
0.048,0.005,0.031,0.03,ATI,Atlantic Ltd,0.03,,6550,0.03,0.031,-,,-,0.01,-,-0.11,-
0.039,0.003,0.02,0.019,ATIO,  opt dec11,0.02,,3500,0.019,0.02,-,,-,-,-,-,-
0.185,0.075,0.13,0.115,ATP,Atlas Southsea Pearl,0.115,-1,400,0.115,0.13,-,,-,0.20,-,-4.39,-
0.04,0.01,-,-,ATW,Atos Wellness,0.018,,-,0.019,0.04,-,,-,0.01,-,-0.12,-
1.66,1.175,1.56,1.52,AIA,Auckland Airport fpo nz,1.555,9,5898,1.555,1.58,6.7,,0.41,1.21,4.31,2.74,56.8
