Industrial Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.03,0.004,0.01,0.01,ERJO,  opt dec16,0.01,-0.1,1090,0.01,0.012,-,,-,-,-,-,-
0.199,0.12,0.13,0.125,EGN,Engenco,0.13,-,7333,0.125,0.13,-,,-,0.08,-,-64.82,-
0.7,0.3,0.53,0.53,ENG,engin,0.53,-,4,0.53,0.55,-,,-,0.22,-,0.7,75.7
0.053,0.016,0.02,0.018,ESI,ENV Clean Tech,0.018,-0.1,12128,0.018,0.019,-,,-,-,-,-0.5,-
0.036,0.008,-,-,ESIO,  opt jan14,0.009,-,-,0.008,0.009,-,,-,-,-,-,-
0.64,0.48,0.58,0.565,ENV,Envestra,0.58,1,14247,0.575,0.58,5.5,,0.53,-0.05,9.48,2.9,20
0.079,0.017,0.043,0.043,EVM,EnviroMission,0.043,0.1,500,0.042,0.045,-,,-,-0.01,-,-1.41,-
0.159,0.038,-,-,EGL,Environment Grp,0.082,-,-,0.07,0.08,-,,-,0.06,-,-1.12,-
0.232,0.09,0.15,0.125,EPY,E-Pay Asia,0.125,-,162,0.11,0.15,-,,-,0.27,-,4.67,2.7
0.26,0.19,0.21,0.21,EQF,Equities & Freeholds,0.21,-,2381,0.205,0.22,-,,-,0.06,-,-14.27,-
17.8,14.65,-,-,EQT,Equity Trustees,15.4,-,-,15.6,15.99,110,f,0.87,1.37,7.14,96.22,16
2.03,1.62,1.725,1.68,EPW,ERM Power,1.68,-2,314,1.68,1.7,-,,-,-,-,-,-
0.71,0.42,0.665,0.665,ESV,eServGlobal,0.665,-,2474,0.625,0.68,-,,-,0.47,-,16.5,4
0.63,0.134,-,-,ESS,Essa Aust,0.59,-,-,-,-,1.75,,4.17,0.38,2.97,7.29,8.1
37.49,18.21,36.03,35.39,ETPMAG,ETFS Physical Silver,35.4,65,214,35.4,36,-,,-,-,-,-,-
83.68,49.18,79.5,79.5,ETPMPD,ETFS Physical Palladium,79.5,32,-,61.25,84.48,-,,-,-,-,-,-
141.96,96.5,-,-,ETPMPM,ETFS Precious PM Basket,141.96,-,-,117.81,138,-,,-,-,-,-,-
193.6,161.82,-,-,ETPMPT,ETFS Physical Platinum,168,-,-,154.52,189.32,-,,-,-,-,-,-
1.71,1.25,1.63,1.605,EPX,Ethane Pipeline stp,1.63,3,489,1.61,1.645,16.12,,0.63,0.55,9.89,10.11,16.1
0.058,0.027,-,-,EBG,Eumundi Grp,0.051,-,-,0.051,0.053,-,,-,0.11,-,0.61,8.4
0.21,0.08,-,-,EGH,Eureka Gold Hldgs,0.08,-,-,0.072,0.1,-,,-,-0.03,-,-0.05,-
2.34,1.06,2.14,1.945,EZL,Euroz,2.09,22,1347,2.09,2.1,13,f,2.05,-,6.22,26.65,7.8
1.5,0.31,1.2,1.2,EZLO,  opt mar14,1.2,12,5,1.095,1.34,-,,-,-,-,-,-
0.135,0.06,0.07,0.07,EVZ,EVZ,0.07,-,80,0.07,0.077,0.25,,-,0.04,3.57,-0.02,-
0.5,0.15,0.28,0.25,EXA,Excela,0.28,-2,120,0.16,0.28,2,,-,0.44,7.14,-12.45,-
0.095,0.04,0.05,0.05,EPL,Eyecare Partners,0.05,-1,1000,0.046,0.05,-,,-,-,-,-0.43,-
0.059,0.018,-,-,EZE,Ezenet,0.04,-,-,0.04,0.048,-,,-,0.04,-,-0.12,-
0.12,0.059,-,-,FAC,Facilitate Digital,0.068,-,-,0.069,0.09,-,,-,0.01,-,-0.11,-
1.855,1.17,1.265,1.23,FXJ,Fairfax Media,1.25,0.5,79928,1.24,1.265,2.9,f,4.29,-0.22,2.32,12.43,10.1
3.8,1.9,2.28,2.26,FAN,Fantastic Hldgs,2.27,-,57,2.21,2.28,9,f,1.68,0.85,3.96,15.08,15.1
0.2,0.12,-,-,FRM,Farm Pride Foods,0.14,-,-,0.14,0.2,-,,-,0.43,-,3.05,4.6
0.26,0.085,0.1,0.1,FWA,FarmWorks Aust,0.1,-,50,0.1,0.11,-,,-,0.09,-,-2.42,-
5.2,3.509,-,-,FFI,FFI Hldgs,4.3,-,-,4.3,4.35,25,f,2,2.95,5.81,50,8.6
1.66,1.16,-,-,FPS,Fiducian Portfolio,1.49,-,-,1.48,1.5,9.75,f,1.43,0.36,6.54,13.96,10.7
1.51,0.92,1.01,0.95,FRI,Finbar Grp,0.995,-1.5,1174,0.99,1,8.5,f,1.24,1.04,8.54,10.53,9.4
0.089,0.05,0.055,0.053,FFF,Firstfolio,0.055,0.2,4618,0.053,0.055,-,,-,-0.08,-,0.71,7.7
0.53,0.37,0.425,0.42,FPA,Fisher & Paykel App,0.425,0.5,399,0.425,0.43,-,,-,-,-,4.12,10.3
2.83,2.16,-,-,FPH,Fisher & Paykel Health,2.22,-,-,2.23,2.27,9.95,,0.74,0.41,4.48,7.37,30.1
0.995,0.66,0.83,0.8,FKP,FKP Prop Grp stp,0.83,1,14054,0.815,0.83,2.4,p,1.97,1.24,2.89,4.73,17.5
0.32,0.14,0.14,0.14,FGI,Flat Glass Ind,0.14,-,559,0.125,0.14,-,,-,0.31,-,-6.73,-
14.25,8,11.81,11.42,FWD,Fleetwood Corp,11.56,-16,2346,11.42,11.68,70,f,1.2,2.1,6.06,84.1,13.7
6.8,5.61,6.42,6.31,FBU,Fletcher Bldg,6.4,2,32473,6.4,6.41,20.86,f,1.75,2.35,3.26,36.57,17.5
1.98,1.11,1.875,1.81,FXL,FlexiGroup,1.875,5,3929,1.81,1.875,9.5,f,1.94,0.46,5.07,18.4,10.2
25.12,15.33,20.75,20.39,FLT,Flight Centre,20.68,-33,3829,20.5,20.73,80,f,2,3.28,3.87,159.6,13
0.324,0.036,-,-,FLS,Fluorotechnics,0.036,-,-,0.036,0.059,-,,-,-0.02,-,-9.5,-
0.17,0.095,-,-,FLK,Folkestone,0.12,-,-,0.115,0.12,-,,-,0.17,-,-13.42,-
1.35,0.78,-,-,FPG,Forest Place Grp,1.35,-,-,1.4,-,2.2,f,9.87,2.77,1.63,21.71,6.2
6.94,2.28,6.7,6.45,FGE,Forge Grp,6.5,-10,2686,6.47,6.5,9,f,5.16,1.11,1.38,46.47,14
6.44,5.11,5.56,5.45,FGL,Foster's Grp,5.53,8,58419,5.53,5.55,27.25,f,-,0.54,4.93,-26.3,-
0.023,0.005,-,-,FLR,Frankland River,0.008,-,-,0.01,0.013,-,,-,0.12,-,0.01,80
0.36,0.25,-,-,FNP,Freedom Foods grp,0.27,-,-,0.27,0.28,0.5,f,12.4,0.29,1.85,6.2,4.4
0.008,0.001,0.003,0.003,FRE,Freshtel Hldgs,0.003,-,61602,0.003,0.004,-,,-,-,-,0.31,1
0.415,0.28,0.32,0.32,FSA,FSA Grp,0.32,-,75,0.3,0.32,-,,-,0.31,-,5.71,5.6
0.27,0.13,0.16,0.155,FUN,Funtastic,0.16,0.5,190,0.16,0.175,-,,-,0.01,-,-25,-
0.004,0.001,0.002,0.001,FUT,Future Corp,0.002,-,20000,0.001,0.002,-,,-,-,-,-0.08,-
0.001,0.001,-,-,FUTO,  opt dec15,0.001,-,-,-,0.001,-,,-,-,-,-,-
1.05,0.36,0.99,0.975,GEM,G8 Education,0.98,-0.5,95,0.96,0.99,2,,2.08,0.05,2.04,4.15,23.6
0.105,0.066,0.071,0.071,GRB,Gage Roads Brewing,0.071,0.1,150,0.072,0.075,-,,-,0.02,-,-0.91,-
0.26,0.125,0.215,0.2,GAP,Gale Pacific,0.215,0.5,310,0.2,0.23,3,f,0.78,0.22,13.95,2.34,9.2
2.35,0.031,1.01,0.95,GJT,Galileo Japan Tr unt,1.01,1,290,1.01,1.1,-,,-,0.35,-,-18.64,-
2.2,1.36,-,-,GZL,Gazal Corp,2.05,-,-,2.06,2.12,13,f,1.41,0.74,6.34,18.3,11.2
1.08,0.8,-,-,GBT,GBST Hldgs,0.97,-,-,0.98,1.03,4,f,-,-0.43,4.12,-4.29,-
0.75,0.25,0.28,0.28,GBI,Genera Biosystems,0.28,-,881,0.265,0.28,-,,-,0.02,-,-4.54,-
0.06,0.02,-,-,GEN,Genesis Research,0.023,-,-,0.023,0.05,-,,-,-,-,-3.64,-
0.155,0.02,0.085,0.081,GTG,Genetic Tech,0.081,0.3,2240,0.08,0.081,-,,-,-,-,-0.3,-
0.25,0.17,0.19,0.185,GPM,GEO Prop Grp stp,0.185,-0.5,324,0.185,0.19,3.5,,1.35,0.36,18.92,4.74,3.9
0.675,0.25,0.32,0.3,GDY,Geodynamics,0.305,1.5,2360,0.3,0.315,-,,-,0.84,-,-6.01,-
0.045,0.027,-,-,GDYO,  opt mar12,0.03,-,-,0.03,0.034,-,,-,-,-,-,-
1,0.8,0.93,0.93,GLG,Gerard Lighting,0.93,-,625,0.91,0.93,4.7,f,1.21,0.16,5.05,5.67,16.4
0.05,0.027,-,-,GIA,Giaconda,0.034,-,-,-,-,-,,-,-,-,-1.74,-
0.39,0.24,-,-,GLE,GLG Corp,0.26,-,-,0.265,0.3,-,,-,0.48,-,6.31,4.1
1.9,0.8,1.75,1.71,GCS,Global Construct,1.73,-,1524,1.73,1.75,7,f,2.49,0.67,4.05,17.4,9.9
0.032,0.003,-,-,GLH,Global Health,0.018,-,-,0.005,0.025,-,,-,-,-,-0.36,-
0.905,0.71,-,-,GFL,Global Masters Fund,0.73,-,-,0.74,0.805,-,,-,0.97,-,-2.36,-
1.37,1.01,1.245,1.22,GMI,Global Min,1.235,-1,615,1.235,1.245,6,f,-,1.61,4.86,-1.13,-
1.89,1.55,1.88,1.88,GRF,Global Res Masters Fd,1.88,3,410,1.88,1.88,0.5,,-,1.78,0.27,-1.16,-
0.76,0.415,0.5,0.5,GLB,Globe Int'l,0.5,-,40,0.5,0.54,5,,0.68,0.67,10,3.39,14.7
0.073,0.018,-,-,GCN,GoConnect,0.026,-,-,0.026,0.027,-,,-,-,-,-0.4,-
1.665,1.06,1.175,1.155,GFF,Goodman Fielder,1.175,2.5,63574,1.165,1.175,10.75,p,1.09,-0.16,9.15,11.7,10
0.75,0.56,0.715,0.68,GMG,Goodman Grp forus,0.715,3.5,436221,0.71,0.715,3.4,,1.03,0.48,4.76,3.5,20.4
2.55,2.3,2.4,2.35,GOW,Gowing Bros,2.35,-,1745,2.35,2.4,10,f,1.39,3.09,4.26,13.85,17
3.19,0.525,2.99,2.91,GPT,GPT Grp stp,2.99,2,120309,2.96,3,13.5,,2.82,3.6,4.52,38.1,7.8
8.2,5.063,7.65,7.31,GNC,GrainCorp,7.32,-9,11419,7.3,7.42,25,f,1.6,4.54,3.42,39.9,18.3
0.87,0.105,-,-,GBA,Grandbridge,0.13,-,-,0.105,0.125,-,,-,0.94,-,14.67,0.9
0.072,0.037,-,-,GNV,Green Invest,0.05,-,-,0.042,0.07,-,,-,0.07,-,1.47,3.4
0.115,0.066,0.08,0.079,GCG,Greencap,0.079,-0.1,156,0.079,0.08,-,,-,-0.01,-,1.61,4.9
1,0.6,0.84,0.84,GXL,Greencross,0.84,-1,50,0.84,0.85,5.5,f,1.83,-0.5,6.55,10.05,8.4
0.31,0.17,0.17,0.17,GRG,GRG Int'l,0.17,-,50,0.17,0.19,-,,-,-,-,-,-
0.1,0.04,-,-,GRGO,  opt jun13,0.04,-,-,0.04,0.06,-,,-,-,-,-,-
2.05,1.67,1.9,1.885,GOZ,Growthpoint Prop stp,1.89,4,3265,1.89,1.9,16.9,,1.67,2.03,8.94,28.2,6.7
10.74,7.79,9.37,9.17,GUD,GUD Hldgs,9.35,8,1666,9.33,9.38,63,f,1.11,1.25,6.74,69.9,13.4
0.655,0.48,0.58,0.58,GPG,Guinness Peat cdi,0.58,-,300,0.575,0.58,1.66,,2.35,0.74,2.86,3.9,14.9
0.835,0.26,0.58,0.52,GNS,Gunns,0.56,2.5,242108,0.56,0.57,-,,-,1.56,-,2.99,18.7
3.5,2.83,3.2,3.13,GWA,GWA Grp,3.18,-2,5697,3.11,3.19,18,f,1.04,0.23,5.66,18.65,17.1
0.04,0.02,-,-,HJB,Hamilton James Bruce,0.027,-,-,0.027,0.04,-,,-,-,-,-0.02,-
1.05,0.53,0.95,0.94,HSN,Hansen Tech,0.94,6,491,0.94,0.95,6,p,1.47,0.13,6.38,8.8,10.7
3.95,2.75,2.92,2.87,HVN,Harvey Norman,2.88,-4,20688,2.87,2.9,13,f,1.48,2.14,4.51,19.22,15
1.74,1.17,1.54,1.515,HDF,Hastings Divers stp,1.53,-1.5,8201,1.515,1.54,12,,-,1.08,7.84,-7.32,-
1.41,1.085,1.195,1.155,HHY,Hastings High Yld unt,1.17,-1,2338,1.17,1.185,14.8,,-,1.65,12.65,-9.3,-
0.031,0.013,-,-,HEA,Health Corp,0.019,-,-,0.017,0.022,-,,-,-,-,-0.23,-
0.001,0.001,-,-,HEAO,  opt dec11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.205,0.053,0.055,0.054,HTX,HealthLinx,0.054,-0.1,2358,0.054,0.055,-,,-,-,-,-1.5,-
0.03,0.022,-,-,HTXO,  opt mar11,0.022,-,-,-,0.03,-,,-,-,-,-,-
0.15,0.02,-,-,HTXOA,  opt dec13,0.02,-,-,0.01,0.029,-,,-,-,-,-,-
0.485,0.24,0.405,0.4,HZL,Healthzone,0.405,2,395,0.385,0.41,-,,-,-0.03,-,6.8,6
2.8,1.3,2.48,2.47,HIN,Heartware Int'l cdi,2.47,7,94,2.28,2.5,-,,-,11.57,-,-213.52,-
0.068,0.011,-,-,HCG,Helicon Grp,0.04,-,-,0.038,0.04,-,,-,0.01,-,-0.34,-
2.73,1.92,2.61,2.54,HGG,Henderson Grp cdi,2.6,5,29067,2.57,2.62,10.22,,1.47,0.02,3.93,15.03,17.3
0.46,0.175,0.36,0.32,HXL,Hexima,0.33,-2,733,0.31,0.33,-,,-,0.25,-,-7.6,-
1.48,0.58,1.19,1.16,HFA,HFA Hldgs,1.16,-,987,1.16,1.2,-,,-,-0.12,-,1.43,81.1
1.6,1.1,1.33,1.32,HNG,HGL,1.33,-,265,1.33,1.345,11,f,2.39,0.83,8.27,26.3,5.1
0.085,0.05,-,-,HLS,Hillcrest Litigation,0.055,-,-,0.05,0.055,-,,-,0.06,-,-2.23,-
2.93,1.37,1.535,1.49,HIL,Hills Ind,1.525,2.5,6700,1.515,1.53,11,f,-,1.26,7.21,-9.5,-
0.14,0.055,-,-,HII,Hire Intelligence,0.12,-,-,0.11,0.155,0.4,,2.7,0.14,3.33,1.08,11.1
0.075,0.015,-,-,HIT,Hitech Grp Aust,0.07,-,-,0.07,0.084,-,,-,0.07,-,1.54,4.5
0.2,0.07,0.105,0.105,HCT,Holista Colltech,0.105,-3.5,198,0.09,0.105,-,,-,0.03,-,-0.39,-
0.85,0.412,0.79,0.79,HOM,Homeloans,0.79,-3,6,0.66,0.79,6,f,2,0.22,7.59,11.97,6.6
0.124,0.044,0.047,0.044,HRL,Hot Rock,0.047,0.3,5778,0.047,0.048,-,,-,-,-,-1.45,-
0.12,0.08,-,-,HGL,Hudson Invest,0.09,-,-,0.075,0.1,-,,-,0.13,-,2.09,4.3
0.024,0.005,0.012,0.011,HUM,Humanis Grp,0.012,-,140026,0.011,0.012,-,,-,-,-,-0.04,-
0.002,0.001,-,-,HUMO,  opt aug11,0.002,-,-,-,0.001,-,,-,-,-,-,-
0.94,0.695,0.83,0.82,HHV,Hunter Hall Global,0.83,0.5,2781,0.83,0.84,6,,0.44,1.05,7.23,2.66,31.2
6.9,5.09,5.5,5.45,HHL,Hunter Hall Int'l,5.5,-5,261,5.45,5.5,48.5,f,0.94,1.78,8.82,45.64,12.1
0.13,0.086,0.088,0.086,HTA,Hutchison,0.088,-,1033,0.088,0.092,-,,-,0.11,-,0.54,16.3
0.068,0.025,-,-,HMC,HydroMet Corp,0.048,-,-,0.048,0.051,0.17,f,0.35,0.05,3.54,0.06,80
0.015,0.003,-,-,HTI,Hydrotech Int'l,0.011,-,-,0.01,0.011,-,,-,0.11,-,-0.05,-
1.52,1.25,-,-,HIP,Hyperion Flagship,1.35,-,-,1.35,1.395,8.5,f,0.54,1.45,6.3,4.57,29.5
0.014,0.002,0.005,0.004,HYO,Hyro,0.004,-0.1,13700,0.004,0.005,-,,-,-,-,0.95,0.4
0.001,0.001,-,-,HYOR,  rts30mard,0.001,-,-,0.001,-,-,,-,-,-,-,-
0.52,0.305,0.31,0.31,ICP,iCash Payment Sys,0.31,-,50,0.315,0.32,-,,-,0.22,-,2.25,13.8
0.024,0.009,-,-,ICS,ICSGlobal,0.019,-,-,0.018,0.02,-,,-,-,-,-1.8,-
0.9,0.25,0.875,0.875,IDE,Ideas Int'l,0.875,-1.5,100,-,0.875,4,p,2.26,0.14,4.57,9.05,9.7
0.97,0.485,0.525,0.525,IDT,IDT Aust,0.525,1.5,3,0.51,0.55,1,,-,0.74,1.9,-0.11,-
0.082,0.03,-,-,IFS,IFS Construct,0.03,-,-,0.025,0.034,-,,-,-,-,-1.11,-
0.02,0.001,-,-,IFSO,  opt jun12,0.001,-,-,0.001,0.003,-,,-,-,-,-,-
3.13,2.35,2.46,2.37,IIN,iiNet,2.44,8,1298,2.44,2.45,11,f,2.08,-0.5,4.51,22.9,10.7
0.003,0.001,-,-,IMI,IM Medical,0.001,-,-,-,-,-,,-,-,-,-0.1,-
2.12,0.625,1.975,1.83,IMD,Imdex,1.96,14,5487,1.92,1.96,1.75,f,4.43,0.28,0.89,7.75,25.3
1.8,1.32,1.76,1.7,IMF,IMF (Aust),1.75,2,699,1.735,1.76,10,f,1.56,0.39,5.71,15.62,11.2
0.115,0.061,-,-,IMC,Immuron,0.07,-,-,0.068,0.07,-,,-,-,-,-0.74,-
0.9,0.525,0.74,0.74,IPD,ImpediMed,0.74,-1,62,0.74,0.745,-,,-,0.14,-,-11,-
0.23,0.1,0.23,0.23,IPDO,  opt oct12,0.23,4,22,0.19,0.23,-,,-,-,-,-,-
1.3,0.9,-,-,IPC,Imperial Pacific,1,-,-,1,-,3.5,,-,1.47,3.5,-1.97,-
0.1,0.034,-,-,IMU,Imugene,0.039,-,-,0.039,0.048,-,,-,0.02,-,0.02,195
4.72,2.54,4.23,4.15,IPL,Incitec Pivot,4.18,-6,65346,4.18,4.19,7.8,,3.24,0.37,1.87,25.3,16.5
0.645,0.041,0.042,0.042,INE,India Equities Fund,0.042,0.1,2531,0.042,0.045,-,,-,0.06,-,2.73,1.5
1.5,0.675,1.34,1.29,IDL,Industrea,1.33,-1.5,47964,1.29,1.34,4,f,3.53,0.34,3.01,14.12,9.4
1.34,0.28,0.4,0.36,IFN,Infigen Energy stp,0.395,4,55804,0.39,0.395,3,,-,0.44,7.59,-11.3,-
0.485,0.44,-,-,ICH,InfoChoice,0.45,-,-,-,0.485,-,,-,0.04,-,0.51,88.2
0.285,0.205,0.25,0.24,IFM,Infomedia,0.25,-,585,0.24,0.25,2.4,f,1.44,0.02,9.6,3.46,7.2
1.5,1.28,1.4,1.4,IFZ,Infratil,1.4,-,4,1.33,1.45,1.93,,0.4,0.77,1.38,0.78,179.5
0.545,0.345,0.54,0.535,IIF,ING Industrial Fd unt,0.535,-,706482,0.535,0.54,3.21,p,-,0.56,6,-2.3,-
0.64,0.525,0.58,0.57,IOF,ING Office Fd stp,0.575,-,127888,0.57,0.575,3.9,,1.92,0.74,6.78,7.5,7.7
0.35,0.23,0.32,0.315,IPE,ING Private Equity,0.32,0.5,1341,0.32,0.325,-,,-,0.51,-,1.16,27.6
0.115,0.048,0.099,0.096,ILF,ING Real Est Com stp,0.096,0.3,1126,0.093,0.1,-,,-,0.26,-,-1.4,-
0.98,0.72,0.835,0.79,IHF,ING Real Est Hlth unt,0.835,3.5,346,0.79,0.82,7.65,,0.97,1.01,9.16,7.43,11.2
0.18,0.083,0.12,0.12,IEF,ING Real Est Ente unt,0.12,0.5,950,0.115,0.12,-,,-,0.2,-,-16.66,-
4.03,3.22,3.45,3.35,IAG,Insurance Aust Grp,3.41,5,245943,3.36,3.42,13.5,f,-,1.28,3.96,-3.78,-
0.15,0.091,-,-,IAW,Integrated Legal,0.15,-,-,0.125,0.145,0.8,f,1.26,0.07,5.33,1.01,14.9
0.44,0.3,0.32,0.31,IRI,Integrated Research,0.31,-2,300,0.315,0.33,2.5,p,1.22,0.07,8.06,3.04,10.2
0.105,0.013,-,-,ISL,Intelligent Solar,0.016,-,-,0.016,0.02,-,,-,-,-,-4.99,-
0.013,0.003,0.004,0.004,INT,Intermoco,0.004,-,63904,0.004,0.005,-,,-,-,-,-0.08,-
0.05,0.01,-,-,IEQ,Int'l Equities,0.01,-,-,-,-,-,,-,0.13,-,-4.05,-
0.19,0.097,-,-,IPX,IntraPower,0.16,-,-,0.16,0.19,-,,-,0.01,-,0.88,18.2
0.12,0.034,0.1,0.1,IVT,Inventis,0.1,2,309,0.105,0.12,-,,-,0.01,-,-1.35,-
0.145,0.05,0.105,0.1,INQ,Investorfirst,0.105,0.5,1180,0.098,0.105,-,,-,0.03,-,-0.25,-
7.73,5.7,7,6.86,IVC,InvoCare,6.94,-5,2533,6.88,6.95,28.25,f,0.95,-,4.07,26.9,25.8
8.14,5.75,7.2,7.04,IFL,IOOF Hldgs,7.11,-4,3835,7.07,7.11,39,f,0.86,0.6,5.49,33.7,21.1
0.155,0.073,0.08,0.076,IPR,Ipernica,0.08,0.5,850,0.075,0.08,-,,-,0.02,-,-2.03,-
0.62,0.25,0.52,0.52,IPP,IPGA,0.52,5.5,1000,0.475,0.52,-,,-,-0.01,-,-1.9,-
9.383,7.62,9.21,8.93,IRE,IRESS Market Tech,9.14,11,3257,9,9.17,38,p,1.06,0.83,4.16,40.34,22.7
0.51,0.425,-,-,IBC,Ironbark Capital,0.46,-,-,0.465,0.475,3.5,f,1,0.56,7.61,3.5,13.1
49.49,39.88,42.3,42.09,IZZ,iShares China 25 cdi,42.16,-24,14,41.5,44.88,-,,-,-,-,-,-
66.2,60,61.98,61.75,IXI,iShares Glb Cons cdi,61.98,16,16,61.65,62.1,-,,-,-,-,-,-
58.52,51.2,-,-,IXJ,iShares Glb Health cdi,52.96,-,-,52.5,53.05,-,,-,-,-,-,-
60.8,55.04,-,-,IXP,iShares Glb Telco cdi,58.45,-,-,58.43,59.06,-,,-,-,-,-,-
67.28,59.71,63.96,63.4,IOO,iShares Global 100 cdi,63.79,-10,59,61.08,75.12,-,,-,-,-,-,-
22.61,19.34,20.09,19.92,IOZ,iShares MSCI Aus 200,20.09,14,190,20.06,22.61,-,,-,-,-,-,-
53.98,44,48,47.23,IBK,iShares MSCI BRIC cdi,47.61,-1,63,45.88,51.28,-,,-,-,-,-,-
62.57,55,58.88,58.7,IVE,iShares MSCI EAFE cdi,58.71,71,58,55.88,58.68,-,,-,-,-,-,-
48.88,41.11,46.5,45.42,IEM,iShares MSCI Em Mkt cdi,46.5,61,118,45.4,46.88,-,,-,-,-,-,-
20.27,16.54,18.16,18.07,IHK,iShares MSCI Hong Kong cdi,18.14,7,18,17.08,19.66,-,,-,-,-,-,-
11.96,8.9,10.5,10.38,IJP,iShares MSCI Japan cdi,10.45,27,484,10.3,10.74,-,,-,-,-,-,-
64.03,50.56,59.79,58,IKO,iShares MSCI Sth Korea cdi,59.24,147,3,54.18,59.67,-,,-,-,-,-,-
14.96,12.43,12.94,12.94,ISG,iShares MSCI Singapore cdi,12.94,-5,2,12.18,13.2,-,,-,-,-,-,-
16.23,12.97,14.48,14.44,ITW,iShares MSCI Taiwan cdi,14.48,7,9,14.31,14.65,-,,-,-,-,-,-
84.14,67.19,-,-,IRU,iShares Russell 2000 cdi,80.38,-,-,75,80.29,-,,-,-,-,-,-
134.51,117.84,130,129.5,IVV,iShares S&P 500 cdi,129.5,-92,187,125,129.5,-,,-,-,-,-,-
53.53,40.47,45.56,45.1,IAA,iShares S&P Asia 50 cdi,45.3,-13,471,43.58,45.3,-,,-,-,-,-,-
42.65,36.83,40.69,40.64,IEU,iShares S&P Europe 350 cdi,40.69,1,42,38.88,42.88,-,,-,-,-,-,-
15.42,14.4,14.74,14.69,IHD,iShares S&P High Div,14.73,10,72,14.7,14.75,-,,-,-,-,-,-
97.51,80.51,94.97,94.97,IJH,iShares S&P Mcap 400 cdi,94.97,-47,-,88.88,94.93,-,,-,-,-,-,-
72.39,59.4,70.67,70.32,IJR,iShares S&P Mcap 600 cdi,70.32,32,16,66.66,70.49,-,,-,-,-,-,-
21.24,19.47,20.09,19.91,ILC,iShares S&P/ASX 20,20.09,15,79,20.06,20.09,-,,-,-,-,-,-
5.78,4.74,5.04,4.99,ISO,iShares Small Ords,5.02,-,2749,5,5.05,-,,-,-,-,-,-
0.1,0.009,-,-,ISK,Island Sky Aust,0.017,-,-,0.017,0.02,-,,-,0.01,-,-2.42,-
0.025,0.01,-,-,ISKO,  opt nov11,0.01,-,-,-,0.009,-,,-,-,-,-,-
0.625,0.032,0.037,0.035,ISF,iSOFT Group,0.035,0.2,57765,0.035,0.036,-,,-,-,-,-46.27,-
0.23,0.099,0.13,0.125,ISS,ISS Grp,0.125,-2.5,120,0.125,0.14,1,p,0.31,0.09,8,0.31,40.3
0.085,0.045,-,-,ITD,ITL,0.064,-,-,0.06,0.08,-,,-,0.08,-,-8.51,-
0.6,0.2,-,-,ITS,ITS Capital Invest,0.5,-,-,-,-,-,,-,0.19,-,0.08,625
8.05,5.05,6.25,6.03,JHX,James Hardie Ind cdi,6.22,3,11897,5.86,6.3,-,,-,-1.02,-,-70.78,-
22.46,17.32,18.65,18.15,JBH,JB Hi-Fi,18.25,-5,3431,18.16,18.35,81,f,1.48,2.34,4.44,119.93,15.2
1.1,0.63,-,-,JET,Jetset Travelworld,0.78,-,-,0.76,0.79,1.6,,1.33,0.84,2.05,2.13,36.6
0.43,0.26,-,-,JYC,Joyce Corp,0.42,-,-,0.5,0.8,2,,-,0.35,4.76,-29.95,-
0.43,0.215,0.43,0.41,JIN,Jumbo Interactive,0.43,2.5,2536,0.435,0.45,0.5,f,-,-,1.16,-11.41,-
0.27,0.125,-,-,JMB,Jumbuck Entertain,0.135,-,-,0.11,0.135,1.5,f,-,0.18,11.11,-9.76,-
0.014,0.003,0.008,0.008,JVG,JV Global,0.008,-,7500,0.008,0.01,-,,-,-0.01,-,-0.98,-
2.901,2.01,-,-,KSC,K & S Corp,2.05,-,-,2.01,2.04,12,f,2.02,1.61,5.85,24.3,8.4
1.2,0.4,0.915,0.915,KAM,K2 Asset Mgt,0.915,-,150,0.915,0.95,10.5,p,1.1,0.11,11.48,11.5,8
0.12,0.046,-,-,KTE,K2 Energy,0.099,-,-,0.091,0.095,-,,-,0.03,-,-2.72,-
0.035,0.012,0.018,0.018,KSX,KarmelSonix,0.018,-,1000,0.017,0.018,-,,-,-,-,-0.96,-
0.01,0.001,-,-,KSXO,  opt jul11,0.001,-,-,-,0.002,-,,-,-,-,-,-
0.91,0.6,-,-,KAT,Katana Capital,0.82,-,-,0.82,0.87,3.25,f,2.3,1.07,3.96,7.48,11
1.97,1.18,1.625,1.55,KMD,Kathmandu Hldgs,1.615,2.5,2450,1.58,1.625,5.5,,0.05,-0.01,3.41,0.27,598.1
0.14,0.075,0.08,0.079,KBC,Keybridge Capital,0.08,-,13972,0.076,0.08,-,,-,0.36,-,-18.22,-
