Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4677.1 at 16:38 20/9/2010  Report at 19:05 Monday 20/9/2010. Processed 19:18 Monday 20/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.55,2.61,3.27,3.27,ONT,1300 Smiles Ltd,3.27,,5,3.27,3.49,13.7,f,1.53,0.15,4.19,21,15.6,
0.18,0.07,-,-,TQH,3Q Hldgs Ltd,0.075,,-,0.07,0.075,-,,-,-0.07,-,0.84,8.9,
0.05,0.015,0.031,0.031,FCS,4C Sec Solution,0.031,-0.1,165,0.024,0.039,-,,-,0.10,-,-0.58,-,
0.275,0.03,-,-,AAY,Aacl Hldgs Ltd,0.055,,-,0.056,0.072,-,,-,-,-,-,-,
0.48,0.365,0.42,0.415,ABP,Abacus Prop stp,0.415,-0.5,47004,0.415,0.42,3.9,,0.39,0.58,9.40,1.53,27.1,
1.47,1.21,1.27,1.27,ALR,Aberdeen Leaders,1.27,1.5,156,1.27,1.28,9.5,f,1.08,1.31,7.48,10.29,12.3,
2.60,1.43,2.24,2.16,ACR,Acrux Ltd,2.17,-3,1149,2.17,2.20,-,,-,-,-,29.08,7.5,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.09,,-,0.09,0.105,-,,-,0.03,-,-1.85,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.016,0.002,-,-,ACU,Acuvax Ltd,0.002,,-,0.002,0.003,-,,-,-,-,-0.34,-,
0.71,0.30,0.335,0.335,ADA,Adacel Tech,0.335,,30,0.30,0.33,-,,-,0.19,-,-3.5,-,
0.305,0.145,0.195,0.19,AAU,Adcorp Aust,0.195,0.5,144,0.195,0.20,-,,-,0.08,-,-11.03,-,
3.46,2.293,3.40,3.31,ABC,Adelaide Brighton,3.37,1,6563,3.36,3.43,15.5,f,1.52,1.16,4.60,23.6,14.3,
1.56,1.144,1.55,1.54,AYT,Adelaide Managed unt,1.54,-1,7401,1.545,1.56,15.35,,0.14,1.63,9.97,2.11,73.0,
0.118,0.05,0.064,0.064,ADQ,ADG Global Supply,0.064,0.4,1000,0.057,0.072,-,,-,0.01,-,-1.09,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.002,,-,0.002,0.003,-,,-,-,-,-0.56,-,
4.19,2.75,3.99,3.98,ADG,Adtrans Grp,3.99,-1,71,3.98,3.99,23,f,1.60,2.54,5.76,36.7,10.9,
0.019,0.008,-,-,ASC,Adultshop Com,0.014,,-,0.014,0.016,-,,-,0.02,-,-0.43,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.005,0.007,-,,-,-,-,-,-,
0.034,0.016,0.016,0.016,ABV,Adv Braking Tech,0.016,-0.1,13450,0.016,0.017,-,,-,-,-,-0.16,-,
0.64,0.33,0.40,0.35,AMT,Adv Surg Dsgn & Mnft,0.36,-11,234,0.31,0.40,-,,-,0.16,-,-1.31,-,
0.125,0.033,-,-,AES,Advanced Energy,0.04,,-,0.035,0.04,-,,-,0.01,-,-0.1,-,
