Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:06 Friday 5/3/2010. Processed 20:45 Friday 5/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,-,-,ONT,1300 Smiles Ltd,2.90,,-,2.85,2.90,12.5,f,1.54,0.08,4.31,19.23,15.1
0.18,0.10,-,-,TQH,3Q Hldgs Ltd,0.14,,-,0.14,0.17,-,,-,-0.08,-,3.28,4.3
0.07,0.015,-,-,FCS,4C Sec Solution,0.02,,-,0.02,0.035,-,,-,0.03,-,-4.2,-
0.48,0.255,0.435,0.42,ABP,Abacus Prop stp,0.425,-1,64266,0.42,0.425,5.75,,-,0.60,13.53,-2.32,-
1.45,0.90,1.355,1.355,ALR,Aberdeen Leaders,1.355,,9,1.355,1.385,9,f,0.85,1.41,6.64,7.67,17.7
2.54,0.42,2.19,2.05,ACR,Acrux Ltd,2.19,12,6405,2.15,2.19,-,,-,0.06,-,-2.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.07,,-,0.042,0.072,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,0.001,-,,-,-,-,-,-
0.05,0.012,0.014,0.013,ACU,Acuvax Ltd,0.014,,7003,0.013,0.015,-,,-,-,-,-0.43,-
0.84,0.32,-,-,ADA,Adacel Tech,0.40,,-,0.39,0.40,-,,-,0.21,-,2.7,14.8
0.31,0.17,-,-,AAU,Adcorp Aust,0.185,,-,0.19,0.195,1,,0.45,0.08,5.41,0.45,41.1
3.01,1.445,2.42,2.39,ABC,Adelaide Brighton,2.39,,15012,2.38,2.40,13.5,f,1.51,1.21,5.65,20.4,11.7
1.575,1.10,1.31,1.30,AYT,Adelaide Managed unt,1.31,1,426,1.30,1.31,13.82,,0.49,1.78,10.55,6.83,19.2
0.123,0.058,-,-,ADQ,ADG Global Supply,0.072,,-,0.072,0.083,-,,-,-,-,-8.68,-
0.01,0.01,-,-,ADQO,  opt mar11,0.01,,-,0.01,0.029,-,,-,-,-,-,-
0.016,0.004,0.007,0.006,ADL,Admerex Ltd,0.007,0.2,2500,0.005,0.007,-,,-,0.01,-,-2.68,-
3.60,1.90,3.55,3.50,ADG,Adtrans Grp,3.55,5,76,3.55,3.60,20,f,1.86,2.44,5.63,37.1,9.6
0.014,0.004,0.011,0.01,ASC,Adultshop Com,0.011,,7364,0.01,0.011,-,,-,0.02,-,-0.19,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.003,0.005,-,,-,-,-,-,-
