Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4578.3 at 16:37 8/9/2010  Report at 19:05 Wednesday 8/9/2010. Processed 19:09 Wednesday 8/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.35,2.61,3.35,3.35,ONT,1300 Smiles Ltd,3.35,1,27,3.35,3.40,13.7,f,1.53,0.15,4.09,21,16.0,
0.18,0.08,-,-,TQH,3Q Hldgs Ltd,0.08,,-,0.07,0.08,-,,-,-0.08,-,3.28,2.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.045,,-,0.031,0.04,-,,-,0.10,-,-0.58,-,
0.275,0.03,0.056,0.056,AAY,Aacl Hldgs Ltd,0.056,-0.1,200,0.056,0.078,-,,-,-,-,-,-,
0.48,0.365,0.43,0.42,ABP,Abacus Prop stp,0.425,-0.5,18792,0.42,0.425,3.9,,0.39,0.58,9.18,1.53,27.8,
1.47,1.21,1.27,1.255,ALR,Aberdeen Leaders,1.255,-2.5,105,1.255,1.27,9.5,f,1.08,1.31,7.57,10.29,12.2,
2.60,1.43,2.20,2.07,ACR,Acrux Ltd,2.09,-7,1760,2.09,2.15,-,,-,-,-,29.08,7.2,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.045,0.068,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.023,0.002,0.003,0.002,ACU,Acuvax Ltd,0.003,,6600,0.002,0.003,-,,-,-,-,-0.34,-,
0.745,0.30,-,-,ADA,Adacel Tech,0.30,,-,0.30,0.315,-,,-,0.19,-,-3.5,-,
0.305,0.145,0.20,0.195,AAU,Adcorp Aust,0.195,,395,0.19,0.195,-,,-,0.08,-,-11.03,-,
3.435,2.293,3.37,3.32,ABC,Adelaide Brighton,3.35,2,11791,3.34,3.35,15.5,f,1.52,1.16,4.63,23.6,14.2,
1.55,1.144,1.55,1.54,AYT,Adelaide Managed unt,1.545,0.5,3820,1.545,1.56,15.35,,0.14,1.63,9.94,2.11,73.2,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.05,,-,0.06,0.08,-,,-,0.01,-,-1.09,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,-,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.56,-,
4.19,2.75,4.09,4.04,ADG,Adtrans Grp,4.07,-12,219,3.95,3.98,23,f,1.60,2.54,5.65,36.7,11.1,
0.019,0.005,0.015,0.015,ASC,Adultshop Com,0.015,,2295,0.015,0.017,-,,-,0.02,-,-0.19,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.006,,-,0.005,0.007,-,,-,-,-,-,-,
