Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4866.9 at 16:34 17/3/2010  Report at 19:06 Wednesday 17/3/2010. Processed 19:27 Wednesday 17/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.85,2.85,ONT,1300 Smiles Ltd,2.85,5,205,2.85,2.90,12.5,f,1.54,0.08,4.39,19.23,14.8
0.18,0.10,0.10,0.10,TQH,3Q Hldgs Ltd,0.10,,50,0.10,0.14,-,,-,-0.08,-,3.28,3.0
0.07,0.015,0.017,0.017,FCS,4C Sec Solution,0.017,,71,0.017,0.02,-,,-,0.01,-,-2.77,-
0.48,0.255,0.405,0.395,ABP,Abacus Prop stp,0.395,-1.5,104733,0.395,0.40,5.75,,-,0.60,14.56,-2.32,-
1.45,1.05,1.39,1.39,ALR,Aberdeen Leaders,1.39,,9,1.40,1.41,9,f,0.85,1.38,6.47,7.67,18.1
2.60,0.46,2.55,2.46,ACR,Acrux Ltd,2.50,7,17945,2.48,2.52,-,,-,0.06,-,-2.84,-
0.10,0.017,0.05,0.042,ACW,Actinogen Ltd,0.042,-2.8,588,0.032,0.067,-,,-,0.04,-,-1.88,-
0.004,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-
0.05,0.012,-,-,ACU,Acuvax Ltd,0.012,,-,0.012,0.013,-,,-,-,-,-0.37,-
0.84,0.32,0.37,0.35,ADA,Adacel Tech,0.35,-2,45,0.35,0.385,-,,-,0.21,-,2.7,13.0
0.31,0.18,-,-,AAU,Adcorp Aust,0.195,,-,0.195,0.23,1,,-,0.07,5.13,-2.18,-
3.01,1.84,2.59,2.51,ABC,Adelaide Brighton,2.55,-1,27881,2.51,2.57,13.5,f,1.51,1.21,5.29,20.4,12.5
1.55,1.10,-,-,AYT,Adelaide Managed unt,1.305,,-,1.305,1.33,13.82,,0.49,1.78,10.59,6.83,19.1
0.123,0.058,-,-,ADQ,ADG Global Supply,0.064,,-,0.06,0.072,-,,-,0.02,-,-11.08,-
0.013,0.01,-,-,ADQO,  opt mar11,0.012,,-,0.01,0.028,-,,-,-,-,-,-
0.016,0.005,-,-,ADL,Admerex Ltd,0.006,,-,0.004,0.006,-,,-,-,-,-0.4,-
3.70,2.00,3.70,3.70,ADG,Adtrans Grp,3.70,19,79,3.70,3.72,20,f,1.86,2.44,5.41,37.1,10.0
0.015,0.004,0.012,0.01,ASC,Adultshop Com,0.012,,21045,0.011,0.012,-,,-,0.02,-,-0.19,-
0.005,0.002,0.004,0.004,ASCO,  opt dec11,0.004,-0.1,1500,0.004,0.005,-,,-,-,-,-,-
0.038,0.005,0.022,0.02,ABV,Adv Braking Tech,0.02,-0.2,1011,0.02,0.022,-,,-,-,-,-0.32,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.54,,-,0.51,0.59,-,,-,0.22,-,-0.1,-
0.085,0.02,-,-,AES,Advanced Energy,0.06,,-,0.05,0.06,-,,-,0.01,-,-0.09,-
0.093,0.031,0.051,0.048,ACE,Advanced Engine,0.049,-0.3,2917,0.048,0.052,-,,-,-0.05,-,-2.58,-
0.124,0.019,0.059,0.058,ANM,Advanced Magnesium,0.059,0.2,392,0.057,0.059,-,,-,0.02,-,-2.64,-
0.435,0.15,-,-,ASW,Advanced Share,0.40,,-,0.395,0.40,2.75,f,1.15,0.11,6.88,3.16,12.7
0.185,0.054,-,-,AEI,Aeris Environmental,0.085,,-,0.088,0.095,-,,-,-,-,-2.05,-
1.67,0.59,1.155,1.12,AVE,Aevum Ltd,1.13,-3,683,1.125,1.15,4,,1.05,2.07,3.54,4.2,26.9
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,7000,0.001,0.002,-,,-,-,-,-0.01,-
15.46,13.07,14.95,14.82,AGK,AGL Energy Ltd,14.88,6,16927,14.85,14.90,57,f,0.47,6.21,3.83,27,55.1
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.13,,-,0.14,0.30,2.12,,-,0.38,16.31,-2.28,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.00,-,-,,-,4.89,-,14.09,16.0
0.22,0.06,-,-,AGI,Ainsworth Game Tech,0.15,,-,0.15,0.16,-,,-,0.01,-,-4.95,-
1.12,0.67,1.02,0.985,AIZ,Air New Zealand,1.02,2,7515,1.02,1.04,5.17,,0.75,1.12,5.07,3.9,26.2
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.11,-,-8.38,-
5.60,2.03,2.90,2.81,AJL,AJ Lucas Grp,2.86,6,521,2.85,2.90,5.5,,2.91,1.32,1.92,16,17.9
0.81,0.227,0.68,0.65,ACL,Alchemia Ltd,0.68,1,1464,0.67,0.68,-,,-,0.09,-,-4.6,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,45.19,,-,-,45.25,12.39,,-,-,0.27,-137.14,-
2.43,1.502,2.23,2.21,LEP,ALE Prop Grp stp,2.23,2,270,2.23,2.25,27,,3.55,2.39,12.11,95.98,2.3
5.91,0.95,3.21,3.16,ALS,Alesco Corp,3.18,3,5373,3.17,3.19,14,f,-,0.65,4.40,-17.36,-
0.13,0.033,0.08,0.077,AEJ,Alinta Energy Grp stp,0.078,-0.1,54305,0.078,0.079,-,,-,-1.53,-,-58.71,-
0.245,0.10,0.13,0.13,ABQ,Allied Brands Ltd,0.13,,390,0.125,0.13,0.5,,4.60,0.06,3.85,2.3,5.7
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-
0.225,0.014,0.18,0.18,AEA,Altera Res Ltd,0.18,,1200,0.18,0.19,-,,-,-,-,-3.25,-
0.075,0.06,-,-,AEAO,  opt jan12,0.06,,-,0.06,-,-,,-,-,-,-,-
1.45,0.67,1.05,1.045,AIQ,Alternative Invest unt,1.05,0.5,926,1.045,1.05,47,,-,1.46,44.76,-44.5,-
0.50,0.235,0.315,0.305,ALU,Altium Ltd,0.305,-2.5,150,0.245,0.30,2,,-,0.09,6.56,-6.97,-
0.078,0.017,-,-,AMA,AMA Grp Ltd,0.062,,-,0.052,0.057,-,,-,-0.09,-,7.75,0.8
6.24,3.598,5.68,5.60,AHD,Amalgamated Hldgs,5.60,-6,140,5.60,5.64,35,f,1.96,4.65,6.25,68.5,8.2
0.63,0.35,-,-,AMO,Ambertech Ltd,0.63,,-,0.56,0.62,5.5,f,1.69,0.61,8.73,9.3,6.8
0.41,0.101,0.35,0.35,AMB,Ambition Grp Ltd,0.35,-4,28,0.35,0.40,-,,-,0.14,-,-13.07,-
0.72,0.45,0.68,0.68,AMH,Amcil Ltd,0.68,,40,0.68,0.69,2,,-,0.72,2.94,-1.14,-
