Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4402.6 at 16:39 9/6/2010  Report at 19:06 Wednesday 9/6/2010. Processed 19:54 Wednesday 9/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.15,2.50,-,-,ONT,1300 Smiles Ltd,3.15,,-,3.05,3.20,12.5,f,1.54,0.08,3.97,19.23,16.4,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.061,0.11,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.03,,-,0.008,0.03,-,,-,0.01,-,-2.77,-,
0.275,0.20,-,-,AAY,Aacl Hldgs Ltd,0.21,,-,0.15,0.21,-,,-,-,-,-,-,
0.48,0.33,0.38,0.375,ABP,Abacus Prop stp,0.38,0.5,33389,0.375,0.38,5.75,,-,0.60,15.13,-2.32,-,
1.47,1.17,1.285,1.285,ALR,Aberdeen Leaders,1.285,-0.5,257,1.285,1.29,9,f,0.85,1.46,7.00,7.67,16.8,
2.60,1.05,1.87,1.865,ACR,Acrux Ltd,1.865,-4.5,164,1.855,1.88,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.04,,-,0.027,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,-,-,ACU,Acuvax Ltd,0.004,,-,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,0.45,0.45,ADA,Adacel Tech,0.45,3,12,0.425,0.48,-,,-,0.21,-,2.7,16.7,
0.305,0.17,-,-,AAU,Adcorp Aust,0.17,,-,0.175,0.18,1,,-,0.07,5.88,-2.18,-,
3.01,2.03,2.78,2.69,ABC,Adelaide Brighton,2.74,-1,15943,2.68,2.75,13.5,f,1.51,1.21,4.93,20.4,13.4,
1.565,1.10,1.49,1.45,AYT,Adelaide Managed unt,1.49,1.5,975,1.45,1.49,16.02,,0.43,1.79,10.75,6.83,21.8,
0.123,0.056,0.058,0.056,ADQ,ADG Global Supply,0.056,-0.2,2500,0.033,0.066,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.004,0.008,-,,-,-,-,-,-,
0.016,0.004,-,-,ADL,Admerex Ltd,0.006,,-,0.004,0.005,-,,-,-,-,-0.4,-,
3.70,2.10,3.51,3.50,ADG,Adtrans Grp,3.50,,35,3.50,3.60,20,f,1.86,2.44,5.71,37.1,9.4,
0.015,0.004,0.01,0.01,ASC,Adultshop Com,0.01,0.1,2200,0.01,0.011,-,,-,0.02,-,-0.19,-,
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.003,0.005,-,,-,-,-,-,-,
0.038,0.009,0.018,0.018,ABV,Adv Braking Tech,0.018,,7579,0.018,0.019,-,,-,-,-,-0.32,-,
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.35,,-,0.385,0.44,-,,-,0.22,-,-0.1,-,
0.125,0.02,-,-,AES,Advanced Energy,0.065,,-,0.037,0.065,-,,-,0.01,-,-0.09,-,
0.093,0.031,0.039,0.035,ACE,Advanced Engine,0.035,0.3,5000,0.035,0.05,-,,-,-0.05,-,-2.58,-,
0.124,0.019,0.055,0.054,ANM,Advanced Magnesium,0.055,0.5,100,0.052,0.055,-,,-,0.02,-,-2.64,-,
0.44,0.22,-,-,ASW,Advanced Share,0.375,,-,0.375,0.395,2.75,f,1.15,0.11,7.33,3.16,11.9,
0.185,0.06,-,-,AEI,Aeris Environmental,0.06,,-,0.06,0.065,-,,-,-,-,-2.05,-,
1.67,0.795,1.18,1.165,AVE,Aevum Ltd,1.17,,1145,1.155,1.17,4,,1.05,2.07,3.42,4.2,27.9,
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,15050,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.07,14.83,14.61,AGK,AGL Energy Ltd,14.80,24,12683,14.73,14.80,57,f,0.47,6.21,3.85,27,54.8,
0.18,0.13,-,-,AGJ,Agricultural Land unt,0.15,,-,0.13,0.15,2.12,,-,0.38,14.13,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.10,,-,-,2.10,-,,-,4.89,-,14.09,14.9,
16.50,14.36,-,-,ENY,Aii200energy etf unt,14.44,,-,14.35,14.43,-,,-,-,-,-,-,
5.09,4.32,-,-,FIN,Aii200financials etf unt,4.35,,-,4.37,4.40,-,,-,-,-,-,-,
5.98,5.08,-,-,FIX,Aii200finxareit etf unt,5.08,,-,5.04,5.08,-,,-,-,-,-,-,
3.97,3.36,-,-,IDD,Aii200industrials etf unt,3.36,,-,3.32,3.34,-,,-,-,-,-,-,
5.65,4.60,-,-,RSR,Aii200res etf unt,4.81,,-,4.78,4.81,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.01,,-,4.00,4.02,-,,-,-,-,-,-,
0.22,0.065,0.10,0.10,AGI,Ainsworth Game Tech,0.10,0.4,20,0.096,0.115,-,,-,0.01,-,-4.95,-,
1.145,0.67,-,-,AIZ,Air New Zealand,0.935,,-,0.925,0.945,5.17,,0.75,1.12,5.53,3.9,24.0,
0.11,0.10,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.11,-,-8.38,-,
5.60,2.00,2.29,2.23,AJL,AJ Lucas Grp,2.27,2,337,2.20,2.27,5.5,,2.91,1.32,2.42,16,14.2,
0.81,0.299,0.54,0.53,ACL,Alchemia Ltd,0.53,-1,534,0.53,0.54,-,,-,0.09,-,-4.6,-,
47.10,14.50,15.50,15.50,AAI,Alcoa Inc cdi,15.50,-3,3,14.51,15.50,11.61,,-,-,0.75,-137.14,-,
2.43,1.871,2.16,2.15,LEP,ALE Prop Grp stp,2.16,2,3216,2.15,2.19,27,,3.55,2.39,12.50,95.98,2.3,
5.91,2.37,2.69,2.59,ALS,Alesco Corp,2.67,10,3419,2.62,2.68,14,f,-,0.65,5.24,-17.36,-,
0.205,0.01,0.12,0.115,AJX,Alexium Int Grp,0.115,-0.5,1845,0.115,0.13,-,,-,-,-,-0.13,-,
0.105,0.045,0.046,0.045,AEJ,Alinta Energy Grp stp,0.045,-0.1,20277,0.045,0.047,-,,-,-1.53,-,-58.71,-,
0.245,0.063,-,-,ABQ,Allied Brands Ltd,0.063,,-,0.063,0.064,0.5,,4.60,0.06,7.94,2.3,2.7,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.037,0.25,0.25,AEA,Altera Res Ltd,0.25,,610,0.215,0.29,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.16,,-,-,0.16,-,,-,-,-,-,-,
1.45,0.91,1.02,1.02,AIQ,Alternative Invest unt,1.02,,6,1.005,1.04,47,,-,1.44,46.08,-44.5,-,
0.405,0.20,0.24,0.23,ALU,Altium Ltd,0.23,-1,135,0.23,0.265,2,,-,0.09,8.70,-6.97,-,
0.078,0.019,0.055,0.05,AMA,AMA Grp Ltd,0.055,,600,0.055,0.059,-,,-,-0.09,-,7.75,0.7,
6.24,3.73,5.70,5.66,AHD,Amalgamated Hldgs,5.69,,184,5.65,5.69,35,f,1.96,4.65,6.15,68.5,8.3,
0.63,0.385,-,-,AMO,Ambertech Ltd,0.46,,-,0.39,0.45,5.5,f,1.69,0.61,11.96,9.3,4.9,
0.42,0.165,-,-,AMB,Ambition Grp Ltd,0.37,,-,0.21,0.345,-,,-,0.14,-,-13.07,-,
0.72,0.53,-,-,AMH,Amcil Ltd,0.61,,-,0.615,0.63,2,,-,0.71,3.28,-1.14,-,
0.355,0.145,0.315,0.31,AMM,Amcom Telecomm,0.315,0.5,1175,0.305,0.32,0.9,f,3.09,0.18,2.86,2.78,11.3,
6.76,4.276,6.18,6.02,AMC,Amcor Ltd,6.13,-10,36716,6.07,6.18,29.5,,0.71,2.25,4.81,20.9,29.3,
3.40,1.83,3.37,3.34,AEC,Ammtec Ltd,3.37,-1,597,3.34,3.36,16.5,f,1.18,1.05,4.90,19.39,17.4,
1.265,0.675,0.725,0.72,AGF,AMP Capital China unt,0.72,-0.5,388,0.715,0.73,8.47,,1.18,1.14,11.76,10.02,7.2,
6.97,4.55,5.60,5.46,AMP,AMP Ltd,5.53,-3,57680,5.52,5.53,30,p,1.24,0.80,5.42,37.1,14.9,
0.33,0.175,0.175,0.175,ANQ,Anaeco Ltd,0.175,,220,0.175,0.195,-,,-,-,-,-5.5,-,
0.004,0.001,-,-,ANQOA,  opt may12,0.001,,-,-,-,-,,-,-,-,-,-,
0.115,0.019,0.035,0.03,ALT,Analytica Ltd,0.03,-0.3,851,0.03,0.035,-,,-,-,-,-0.24,-,
13.48,8.16,12.96,12.69,ANN,Ansell Ltd,12.80,-15,8655,12.68,12.84,29,,2.82,1.92,2.27,81.7,15.7,
0.065,0.029,-,-,ANO,Antaria Ltd,0.035,,-,0.035,0.04,-,,-,0.04,-,1.46,2.4,
0.105,0.006,0.064,0.059,ADO,Anteo Diagnostics,0.06,,163363,0.06,0.061,-,,-,-,-,-0.8,-,
0.07,0.001,0.055,0.046,ADOO,  opt sep10,0.05,0.6,15416,0.04,0.05,-,,-,-,-,-,-,
0.025,0.005,-,-,ADOOA,  opt feb11,0.01,,-,0.006,0.025,-,,-,-,-,-,-,
0.20,0.013,0.015,0.014,ANP,Antisense Therapeutic,0.014,,9600,0.014,0.015,-,,-,-,-,-0.55,-,
26.23,15.68,22.47,22.04,ANZ,ANZ Banking Grp,22.26,-5,63779,22.13,22.28,108,f,1.34,9.99,4.85,144.8,15.4,
13.55,7.25,12.50,12.50,APE,AP Eagers Ltd,12.50,,1,12.50,12.70,62,f,1.96,8.81,4.96,121.6,10.3,
0.023,0.009,-,-,APP,APA Financial,0.012,,-,0.015,0.019,-,,-,-,-,0.1,12.0,
3.79,2.60,3.63,3.54,APA,APA Grp stp,3.56,-12,10226,3.56,3.58,31.75,,0.79,-,8.92,25,14.2,
0.115,0.029,0.03,0.029,AEZ,APN European Retail stp,0.029,,8587,0.029,0.03,-,,-,0.24,-,-11.22,-,
2.61,1.32,2.29,2.15,APN,APN News & Media,2.18,-5,13272,2.11,2.18,4,f,4.17,-0.78,1.83,16.7,13.1,
0.41,0.15,0.19,0.19,APD,APN Prop Grp,0.19,,1027,0.19,0.20,1.25,f,-,0.21,6.58,-17.88,-,
0.04,0.007,0.007,0.007,AOP,Apollo Cons,0.007,,7,0.007,0.008,-,,-,-,-,0.18,3.9,
0.15,0.15,-,-,AQLDA,Aquacarotene Ltd def,0.15,,-,0.15,0.20,-,,-,-,-,-0.27,-,
0.058,0.008,-,-,APB,Arafura Pearls,0.01,,-,0.01,0.014,-,,-,0.12,-,-7.66,-,
6.19,3.176,5.89,5.77,ARP,ARB Corp,5.89,9,275,5.60,5.89,17.5,f,2.31,1.22,2.97,40.44,14.6,
1.845,1.00,1.03,1.01,AAD,Ardent Leisure stp,1.025,0.5,11325,1.02,1.025,14.3,,0.19,1.10,13.95,2.73,37.5,
7.05,5.61,5.94,5.86,ARG,Argo Invest,5.90,,1329,5.85,5.90,25,f,-,5.99,4.24,-11.1,-,
0.878,0.006,-,-,ASV,Argus Solutions,0.075,,-,0.08,0.115,-,,-,-,-,-0.44,-,
0.37,0.225,0.235,0.235,ARA,Ariadne Aust,0.235,-1.5,22,0.235,0.245,1,,-,0.32,4.26,-2.46,-,
5.75,3.37,3.98,3.91,ALL,Aristocrat Leisure,3.96,3,22007,3.92,4.04,4.5,,-,0.07,1.14,-31.3,-,
0.025,0.009,-,-,AEM,Artist & Entertain,0.011,,-,0.009,0.012,-,,-,-,-,-1.54,-,
0.30,0.10,0.135,0.12,AKW,Arturus Capital,0.12,,930,0.12,0.14,-,,-,0.25,-,21.65,0.6,
