Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4895.9 at 2011-03-07T16:40:01. Report at Monday, March 7, 2011. Processed Tuesday at 2011-03-08T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
4.25,2.75,4.00,4.00,ONT,1300 Smiles,4.00,-10,10,3.95,4.00,14.70,f,1.55,.18,3.67,22.77,17.6,,
.14,.061,-,-,TQH,3Q Hldgs,.078,-,-,.052,.07,-,,-,-.07,-,.84,9.3,,
.048,.015,-,-,FCS,4C Sec Solution,.031,-,-,.031,.043,-,,-,.01,-,-.15,-,,
.275,.03,-,-,AAY,AACL Hldgs,.071,-,-,.071,.085,-,,-,-,-,-3.00,-,,
.725,.015,.017,.017,AAQ,AAQ Hldgs,.017,-.1,8576,.016,.018,-,,-,-,-,-3.24,-,,
2.37,1.825,2.25,2.22,ABP,Abacus Prop stp,2.24,-1,3870,2.22,2.25,9.90,,.29,2.83,4.42,2.91,77.0,,
1.47,1.21,1.31,1.305,ALR,Aberdeen Leaders,1.305,-.5,156,1.305,1.315,9.50,f,.50,1.37,7.28,4.77,27.4,,
.56,.365,-,-,AKG,Academies A'asia,.51,-,-,.51,.56,4.00,f,1.24,.15,7.84,4.95,10.3,,
3.67,1.72,3.50,3.42,ACR,Acrux,3.45,+1,1731,3.45,3.47,-,,-,.77,-,65.08,5.3,,
.105,.023,-,-,ACW,Actinogen,.08,-,-,.055,.075,-,,-,.02,-,-2.12,-,,
.014,.001,-,-,ACWO,  opt aug12,.01,-,-,-,-,-,,-,-,-,-,-,,
.015,.01,-,-,ACWOA,  opt sep15,.015,-,-,.012,-,-,,-,-,-,-,-,,
.008,.001,.002,.002,ACU,Acuvax,.002,-,10000,.002,.003,-,,-,-,-,-.14,-,,
.69,.28,.32,.31,ADA,Adacel Tech,.32,-,75,.32,.335,-,,-,.17,-,-2.10,-,,
