Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:05 Friday 17/9/2010. Processed 22:54 Friday 17/9/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.55,2.61,3.27,3.27,ONT,1300 Smiles Ltd,3.27,-3,20,3.27,3.49,13.7,f,1.53,0.15,4.19,21,15.6,
0.18,0.07,-,-,TQH,3Q Hldgs Ltd,0.075,,-,0.07,0.075,-,,-,-0.07,-,0.84,8.9,
0.05,0.015,-,-,FCS,4C Sec Solution,0.032,,-,0.031,0.04,-,,-,0.10,-,-0.58,-,
0.275,0.03,-,-,AAY,Aacl Hldgs Ltd,0.055,,-,0.056,0.072,-,,-,-,-,-,-,
0.48,0.365,0.425,0.415,ABP,Abacus Prop stp,0.42,-0.5,91250,0.415,0.425,3.9,,0.39,0.58,9.29,1.53,27.5,
1.47,1.21,1.28,1.255,ALR,Aberdeen Leaders,1.255,0.5,118,1.27,1.28,9.5,f,1.08,1.31,7.57,10.29,12.2,
2.60,1.43,2.24,2.18,ACR,Acrux Ltd,2.20,1,2708,2.20,2.24,-,,-,-,-,29.08,7.6,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.09,,-,0.09,0.105,-,,-,0.03,-,-1.85,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.018,0.002,-,-,ACU,Acuvax Ltd,0.002,,-,0.002,0.003,-,,-,-,-,-0.34,-,
0.71,0.30,-,-,ADA,Adacel Tech,0.335,,-,0.30,0.335,-,,-,0.19,-,-3.5,-,
0.305,0.145,-,-,AAU,Adcorp Aust,0.19,,-,0.19,0.195,-,,-,0.08,-,-11.03,-,
3.46,2.293,3.42,3.34,ABC,Adelaide Brighton,3.36,-3,11476,3.32,3.37,15.5,f,1.52,1.16,4.61,23.6,14.2,
1.56,1.144,1.555,1.54,AYT,Adelaide Managed unt,1.55,,1964,1.545,1.56,15.35,,0.14,1.63,9.90,2.11,73.5,
