Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4632.7 at 16:36 21/6/2010  Report at 19:05 Monday 21/6/2010. Processed 19:12 Monday 21/6/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.20,2.50,3.20,3.20,ONT,1300 Smiles Ltd,3.20,,60,3.20,3.35,12.5,f,1.54,0.08,3.91,19.23,16.6,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.071,0.105,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,0.02,0.02,FCS,4C Sec Solution,0.02,-0.6,39,0.025,0.027,-,,-,0.01,-,-2.77,-,
0.275,0.105,0.11,0.105,AAY,Aacl Hldgs Ltd,0.105,-4.5,450,0.105,0.14,-,,-,-,-,-,-,
0.48,0.33,0.41,0.40,ABP,Abacus Prop stp,0.405,,32149,0.40,0.405,5.75,,-,0.60,14.20,-2.32,-,
1.47,1.17,1.29,1.28,ALR,Aberdeen Leaders,1.29,1,167,1.29,1.30,9,f,0.85,1.46,6.98,7.67,16.8,
2.60,1.05,1.90,1.87,ACR,Acrux Ltd,1.875,-2.5,762,1.875,1.89,-,,-,0.06,-,-2.84,-,
0.10,0.027,-,-,ACW,Actinogen Ltd,0.04,,-,0.027,0.04,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.004,0.004,0.004,ACU,Acuvax Ltd,0.004,,6000,0.004,0.005,-,,-,-,-,-0.37,-,
0.84,0.32,-,-,ADA,Adacel Tech,0.41,,-,0.41,0.455,-,,-,0.21,-,2.7,15.2,
0.305,0.15,0.155,0.15,AAU,Adcorp Aust,0.155,-0.5,474,0.155,0.17,1,,-,0.07,6.45,-2.18,-,
3.01,2.03,2.86,2.82,ABC,Adelaide Brighton,2.84,1,31069,2.84,2.85,13.5,f,1.51,1.21,4.75,20.4,13.9,
1.565,1.10,1.47,1.47,AYT,Adelaide Managed unt,1.47,1,170,1.48,1.51,16.02,,0.43,1.79,10.90,6.83,21.5,
0.118,0.052,0.071,0.07,ADQ,ADG Global Supply,0.071,0.1,3264,0.071,0.074,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.001,0.008,-,,-,-,-,-,-,
0.016,0.003,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
3.70,2.15,3.50,3.50,ADG,Adtrans Grp,3.50,,45,3.50,3.70,20,f,1.86,2.44,5.71,37.1,9.4,
