Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4429.5 at 16:36 12/7/2010  Report at 19:05 Monday 12/7/2010. Processed 19:30 Monday 12/7/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.20,2.50,3.19,3.19,ONT,1300 Smiles Ltd,3.19,4,50,3.11,3.20,12.5,f,1.54,0.08,3.92,19.23,16.6,
0.18,0.095,-,-,TQH,3Q Hldgs Ltd,0.11,,-,0.035,0.095,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.023,,-,0.023,0.026,-,,-,0.01,-,-2.77,-,
0.275,0.07,-,-,AAY,Aacl Hldgs Ltd,0.11,,-,0.12,0.17,-,,-,-,-,-,-,
0.48,0.33,0.395,0.38,ABP,Abacus Prop stp,0.385,-1,35164,0.38,0.385,3.9,,-,0.60,10.13,-2.32,-,
1.47,1.19,1.23,1.215,ALR,Aberdeen Leaders,1.215,-1.5,373,1.215,1.23,9.5,f,0.81,1.21,7.82,7.67,15.8,
2.60,1.065,1.80,1.77,ACR,Acrux Ltd,1.795,-0.5,298,1.755,1.795,-,,-,0.06,-,-2.84,-,
0.095,0.027,-,-,ACW,Actinogen Ltd,0.027,,-,0.02,0.048,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,-,-,-,,-,-,-,-,-,
0.035,0.003,0.004,0.004,ACU,Acuvax Ltd,0.004,0.1,1500,0.003,0.004,-,,-,-,-,-0.37,-,
0.84,0.30,0.33,0.33,ADA,Adacel Tech,0.33,3,200,0.31,0.345,-,,-,0.21,-,2.7,12.2,
0.305,0.145,-,-,AAU,Adcorp Aust,0.20,,-,0.20,0.23,-,,-,0.07,-,-2.18,-,
3.15,2.16,3.15,3.07,ABC,Adelaide Brighton,3.14,4,31061,3.10,3.15,13.5,f,1.51,1.21,4.30,20.4,15.4,
1.565,1.10,-,-,AYT,Adelaide Managed unt,1.40,,-,1.42,1.44,16.02,,0.43,1.79,11.44,6.83,20.5,
0.118,0.052,0.07,0.07,ADQ,ADG Global Supply,0.07,1.5,1000,0.068,0.07,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.002,0.01,-,,-,-,-,-,-,
