Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4483.1 at 16:36 30/8/2010  Report at 19:05 Monday 30/8/2010. Processed 19:14 Monday 30/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,-,-,ONT,1300 Smiles Ltd,3.28,,-,3.20,3.28,13.7,f,1.53,0.15,4.18,21,15.6,
0.18,0.08,0.11,0.11,TQH,3Q Hldgs Ltd,0.11,1,300,0.08,0.14,-,,-,-0.08,-,3.28,3.4,
0.05,0.015,0.042,0.042,FCS,4C Sec Solution,0.042,,14,0.042,0.045,-,,-,0.01,-,-2.77,-,
0.275,0.05,0.07,0.069,AAY,Aacl Hldgs Ltd,0.07,0.1,950,0.07,0.09,-,,-,-,-,-,-,
0.48,0.33,0.42,0.41,ABP,Abacus Prop stp,0.42,1,41950,0.415,0.42,3.9,,0.39,0.58,9.29,1.53,27.5,
1.47,1.21,1.235,1.225,ALR,Aberdeen Leaders,1.225,,39,1.225,1.24,9.5,f,1.08,1.31,7.76,10.29,11.9,
2.60,1.24,2.01,1.92,ACR,Acrux Ltd,2.01,7,929,1.97,2.01,-,,-,-,-,29.08,6.9,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.07,0.082,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.029,0.002,0.003,0.002,ACU,Acuvax Ltd,0.003,0.1,47000,0.002,0.003,-,,-,-,-,-0.37,-,
0.84,0.30,0.305,0.305,ADA,Adacel Tech,0.305,,30,0.29,0.315,-,,-,0.21,-,2.7,11.3,
0.305,0.145,0.19,0.175,AAU,Adcorp Aust,0.19,1.5,1335,0.19,0.195,-,,-,0.07,-,-2.18,-,
3.435,2.293,3.34,3.28,ABC,Adelaide Brighton,3.31,7,19806,3.31,3.33,15.5,f,1.52,1.16,4.68,23.6,14.0,
1.465,1.144,1.455,1.445,AYT,Adelaide Managed unt,1.45,-1,1018,1.45,1.46,15.35,,0.14,1.63,10.59,2.11,68.7,
0.118,0.05,-,-,ADQ,ADG Global Supply,0.05,,-,0.058,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.001,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
