Industrial Market - Daily,,,,,,,,,,,,,,,,,,
XAO 4460.5 at 16:38 23/8/2010  Report at 19:05 Monday 23/8/2010. Processed 19:27 Monday 23/8/2010.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio,
3.30,2.61,3.25,3.25,ONT,1300 Smiles Ltd,3.25,-5,1,3.25,3.30,13.7,f,1.53,0.15,4.22,21,15.5,
0.18,0.08,0.08,0.08,TQH,3Q Hldgs Ltd,0.08,-2,250,0.05,0.10,-,,-,-0.08,-,3.28,2.4,
0.05,0.015,-,-,FCS,4C Sec Solution,0.034,,-,0.036,0.039,-,,-,0.01,-,-2.77,-,
0.275,0.05,-,-,AAY,Aacl Hldgs Ltd,0.06,,-,0.063,0.09,-,,-,-,-,-,-,
0.48,0.33,0.405,0.40,ABP,Abacus Prop stp,0.405,0.5,30223,0.40,0.405,3.9,,-,0.60,9.63,-2.32,-,
1.47,1.21,-,-,ALR,Aberdeen Leaders,1.235,,-,1.23,1.245,9.5,f,1.08,1.31,7.69,10.29,12.0,
2.60,1.23,2.00,1.96,ACR,Acrux Ltd,1.995,-0.5,738,1.995,2.00,-,,-,0.06,-,-2.84,-,
0.11,0.027,-,-,ACW,Actinogen Ltd,0.07,,-,0.07,0.082,-,,-,0.04,-,-1.88,-,
0.003,0.001,-,-,ACWO,  opt aug12,0.001,,-,0.001,0.02,-,,-,-,-,-,-,
0.033,0.002,0.003,0.002,ACU,Acuvax Ltd,0.002,-0.1,5500,0.002,0.004,-,,-,-,-,-0.37,-,
0.84,0.30,-,-,ADA,Adacel Tech,0.33,,-,0.33,0.34,-,,-,0.21,-,2.7,12.2,
0.305,0.145,-,-,AAU,Adcorp Aust,0.185,,-,0.18,0.19,-,,-,0.07,-,-2.18,-,
3.46,2.31,3.46,3.41,ABC,Adelaide Brighton,3.44,1,27986,3.43,3.45,15.5,f,1.52,1.16,4.51,23.6,14.6,
1.45,1.144,1.445,1.445,AYT,Adelaide Managed unt,1.445,-0.5,4,1.455,1.48,15.35,,0.14,1.63,10.62,2.11,68.5,
0.118,0.052,-,-,ADQ,ADG Global Supply,0.062,,-,0.05,0.071,-,,-,0.02,-,-11.08,-,
0.013,0.008,-,-,ADQO,  opt mar11,0.008,,-,0.002,0.009,-,,-,-,-,-,-,
0.016,0.002,-,-,ADL,Admerex Ltd,0.003,,-,0.003,0.004,-,,-,-,-,-0.4,-,
4.18,2.60,4.11,4.10,ADG,Adtrans Grp,4.10,-1,200,4.10,4.11,20,f,1.86,2.44,4.88,37.1,11.1,
0.019,0.005,-,-,ASC,Adultshop Com,0.015,,-,0.012,0.015,-,,-,0.02,-,-0.19,-,
0.008,0.002,-,-,ASCO,  opt dec11,0.005,,-,0.005,0.007,-,,-,-,-,-,-,
0.038,0.016,0.019,0.019,ABV,Adv Braking Tech,0.019,-0.1,2000,0.019,0.02,-,,-,-,-,-0.32,-,
0.64,0.33,-,-,AMT,Adv Surg Dsgn & Mnft,0.47,,-,0.26,0.50,-,,-,0.22,-,-0.1,-,
0.125,0.033,-,-,AES,Advanced Energy,0.049,,-,0.046,0.11,-,,-,0.01,-,-0.09,-,
0.093,0.031,-,-,ACE,Advanced Engine,0.033,,-,0.033,0.037,-,,-,-0.05,-,-2.58,-,
0.07,0.03,0.05,0.05,ANM,Advanced Magnesium,0.05,-0.1,631,0.05,0.053,-,,-,0.02,-,-2.64,-,
0.78,0.235,0.77,0.75,ASW,Advanced Share,0.75,-1.5,270,0.75,0.79,3.6,f,1.00,0.11,4.80,3.61,20.8,
0.16,0.055,0.12,0.12,AEI,Aeris Environmental,0.12,,100,0.12,0.14,-,,-,-,-,-2.05,-,
1.70,1.01,1.685,1.655,AVE,Aevum Ltd,1.67,2,1206,1.67,1.69,4,,1.05,2.07,2.40,4.2,39.8,
0.002,0.001,-,-,AFT,AFT Corp,0.001,,-,0.001,0.002,-,,-,-,-,-0.01,-,
15.69,13.37,15.60,15.19,AGK,AGL Energy Ltd,15.60,31,15965,15.30,15.60,57,f,0.47,6.21,3.65,27,57.8,
0.175,0.121,-,-,AGJ,Agricultural Land unt,0.13,,-,0.13,0.16,2.02,,-,0.38,15.54,-2.28,-,
2.45,2.00,-,-,AHC,AHC Ltd,2.04,,-,-,2.04,-,,-,4.89,-,14.09,14.5,
16.50,13.95,-,-,ENY,Aii200energy etf unt,14.95,,-,14.91,15.00,-,,-,-,-,-,-,
5.09,4.18,4.35,4.35,FIN,Aii200financials etf unt,4.35,1,53,4.32,4.35,-,,-,-,-,-,-,
5.98,4.83,5.03,5.03,FIX,Aii200finxareit etf unt,5.03,-4,23,4.99,5.02,-,,-,-,-,-,-,
3.97,3.21,-,-,IDD,Aii200industrials etf unt,3.45,,-,3.47,3.50,-,,-,-,-,-,-,
5.65,4.60,5.08,5.04,RSR,Aii200res etf unt,5.07,4,46,5.02,5.07,-,,-,-,-,-,-,
4.83,3.90,-,-,MAM,Aii300metals&Min etf unt,4.24,,-,4.23,4.28,-,,-,-,-,-,-,
0.22,0.08,0.14,0.12,AGI,Ainsworth Game Tech,0.14,2,2112,0.125,0.15,-,,-,0.01,-,-4.95,-,
1.145,0.83,0.96,0.955,AIZ,Air New Zealand,0.955,3,788,0.955,0.98,5.17,,0.75,1.12,5.41,3.9,24.5,
0.11,0.065,-,-,AIG,Aircruising Aust,0.065,,-,0.055,0.08,-,,-,-0.11,-,-8.38,-,
5.60,1.96,2.10,2.07,AJL,AJ Lucas Grp,2.08,5,112,2.08,2.10,5.5,,2.91,1.32,2.64,16,13.0,
0.81,0.345,0.49,0.48,ACL,Alchemia Ltd,0.48,-1,84,0.48,0.49,-,,-,0.09,-,-4.6,-,
47.10,12.50,13.00,12.50,AAI,Alcoa Inc cdi,12.50,-100,11,10.80,13.00,11.4,,-,-,0.91,-14.02,-,
2.43,1.905,2.04,1.98,LEP,ALE Prop Grp stp,2.00,0.5,442,1.98,2.00,24,,-,2.10,12.00,-10.94,-,
5.91,2.25,2.89,2.82,ALS,Alesco Corp,2.88,3,1531,2.86,2.92,7,,-,0.60,2.43,-132.84,-,
0.205,0.01,0.195,0.185,AJX,Alexium Int Grp,0.185,0.5,2511,0.185,0.19,-,,-,-,-,-0.13,-,
0.105,0.041,0.055,0.052,AEJ,Alinta Energy Grp stp,0.052,-0.1,6349,0.052,0.053,-,,-,-1.53,-,-58.71,-,
0.195,0.024,0.032,0.032,ABQ,Allied Brands Ltd,0.032,,2285,0.03,0.032,0.5,,4.60,0.06,15.63,2.3,1.4,
0.005,0.001,-,-,ABQO,  opt dec10,0.001,,-,-,0.001,-,,-,-,-,-,-,
0.36,0.048,0.32,0.29,AEA,Altera Res Ltd,0.31,2,2315,0.28,0.30,-,,-,-,-,-3,-,
0.16,0.06,-,-,AEAO,  opt feb12,0.15,,-,-,0.135,-,,-,-,-,-,-,
1.15,0.91,1.09,1.08,AIQ,Alternative Invest unt,1.08,,508,1.08,1.115,47,,-,1.53,43.52,-44.5,-,
