Industrial Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5026.1 at 2011-02-18T16:38:24. Report at Friday, February 18, 2011. Processed Saturday at 2011-02-19T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
4.25,2.68,3.90,3.90,ONT,1300 Smiles,3.90,-,11,3.80,3.90,13.70,f,1.53,.15,3.51,21.00,18.6,,
.17,.061,-,-,TQH,3Q Hldgs,.078,-,-,.07,-,-,,-,-.07,-,.84,9.3,,
.048,.015,-,-,FCS,4C Sec Solution,.036,-,-,.032,.035,-,,-,.10,-,-.58,-,,
.275,.03,.076,.07,AAY,AACL Hldgs,.07,-.6,1000,.07,.08,-,,-,-,-,-,-,,
.725,.015,.022,.02,AAQ,AAQ Hldgs,.021,+.1,23092,.021,.022,-,,-,.16,-,-5.06,-,,
2.37,1.825,2.27,2.24,ABP,Abacus Prop stp,2.26,-1,3792,2.25,2.27,9.90,,.29,2.83,4.38,2.91,77.7,,
1.47,1.21,1.33,1.32,ALR,Aberdeen Leaders,1.33,+1.5,394,1.33,1.34,9.50,f,.50,1.37,7.14,4.77,27.9,,
.56,.365,-,-,AKG,Academies A'asia,.50,-,-,.50,.56,4.00,f,1.24,.15,8.00,4.95,10.1,,
3.67,1.72,3.50,3.44,ACR,Acrux,3.50,-,1854,3.47,3.50,-,,-,-,-,29.08,12.0,,
.105,.023,-,-,ACW,Actinogen,.072,-,-,.064,.072,-,,-,.03,-,-1.85,-,,
.014,.001,-,-,ACWO,  opt aug12,.01,-,-,.002,-,-,,-,-,-,-,-,,
.015,.01,-,-,ACWOA,  opt sep15,.015,-,-,.015,-,-,,-,-,-,-,-,,
.009,.001,.003,.002,ACU,Acuvax,.002,-.1,11780,.002,.003,-,,-,-,-,-.34,-,,
.69,.28,-,-,ADA,Adacel Tech,.30,-,-,.30,.35,-,,-,.19,-,-3.50,-,,
.24,.145,.24,.24,AAU,Adcorp Aust,.24,+1,241,.23,.25,-,,-,.08,-,-11.03,-,,
.003,.001,-,-,ABN,AdEffective,.002,-,-,.001,.002,-,,-,-,-,.04,5.0,,
3.72,2.293,3.44,3.36,ABC,Adelaide Brighton,3.39,-2,18869,3.38,3.39,16.50,f,1.45,1.19,4.87,23.90,14.2,,
.296,.147,.25,.25,AYT,Adelaide Mgd unt,.25,+.5,1000,.245,.25,11.60,,1.02,.29,46.40,11.88,2.1,,
.082,.05,.078,.078,ADQ,ADG Global Supply,.078,-,23,.078,.08,-,,-,.01,-,-1.09,-,,
.013,.008,-,-,ADQO,  opt mar11,.008,-,-,-,.004,-,,-,-,-,-,-,,
.038,.014,.029,.028,ABV,Adv Braking Tech,.028,-.1,7778,.028,.029,-,,-,-,-,-.16,-,,
.54,.28,-,-,AMT,Adv Surg Dsgn & Mnft,.30,-,-,.31,.34,-,,-,.16,-,-1.31,-,,
.125,.035,-,-,AES,Advanced Energy,.04,-,-,.031,.045,-,,-,.01,-,-.10,-,,
.059,.02,-,-,ACE,Advanced Engine,.02,-,-,.015,.02,-,,-,-.03,-,-2.30,-,,
.062,.039,.044,.044,ANM,Advanced Magnesium,.044,-,609,.042,.044,-,,-,.03,-,-1.66,-,,
1.20,.375,1.18,1.15,ASW,Advanced Share Reg,1.15,-3,85,1.10,1.15,3.70,f,.98,.11,3.22,3.61,31.9,,
.39,.055,.22,.22,AEI,Aeris Environmental,.22,+2,300,.20,.245,-,,-,.01,-,-1.93,-,,
.002,.001,.002,.001,AFT,AFT Corp,.001,-,27900,.001,.002,-,,-,-,-,-,-,,
.047,.017,.024,.024,AGX,Agenix,.024,-,623,.024,.026,-,,-,.01,-,.54,4.4,,
.01,.001,-,-,AGXO,  opt jun11,.001,-,-,-,.001,-,,-,-,-,-,-,,
16.92,13.51,14.84,14.72,AGK,AGL Energy,14.75,-2,7009,14.74,14.79,59.00,,1.34,5.89,4.00,79.30,18.6,,
.19,.121,-,-,AGJ,Agricultural Land unt,.19,-,-,.15,.40,2.02,,1.11,.37,10.63,2.25,8.4,,
2.25,1.80,-,-,AHC,AHC,1.98,-,-,-,2.00,10.00,f,-,4.94,5.05,-.31,-,,
16.62,13.95,16.45,16.45,ENY,AII 200 Energy etf unt,16.45,+5,8,16.45,16.58,-,p,-,-,-,-,-,,
5.09,4.18,-,-,FIN,AII 200 Financials etf unt,4.72,-,-,4.71,4.72,-,p,-,-,-,-,-,,
5.98,4.83,-,-,FIX,AII 200 Fin X-A-REIT etf unt,5.54,-,-,5.25,5.52,-,p,-,-,-,-,-,,
3.97,3.21,-,-,IDD,AII 200 Industrials etf unt,3.85,-,-,3.86,3.89,-,p,-,-,-,-,-,,
6.10,4.60,6.03,6.03,RSR,AII 200 Resources etf unt,6.03,-1,2,6.03,6.06,-,p,-,-,-,-,-,,
5.32,3.90,-,-,MAM,AII 300 Metals & Mining etf unt,5.26,-,-,5.25,5.44,-,p,-,-,-,-,-,,
.32,.08,.255,.25,AGI,Ainsworth Game Tech,.25,-,882,.25,.265,-,,-,.01,-,-1.00,-,,
1.175,.83,1.06,1.04,AIZ,Air New Zealand,1.05,+1.5,267,1.04,1.05,5.45,,1.13,1.15,5.19,6.17,17.0,,
