Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4533.0 at 16:35 10/2/2010  Report at 19:06 Wednesday 10/2/2010. Processed 19:19 Wednesday 10/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.75,2.75,ONT,1300 Smiles Ltd,2.75,,20,2.73,2.75,11.4,f,1.64,0.13,4.15,18.7,14.7
0.19,0.10,0.10,0.10,TQH,3Q Hldgs Ltd,0.10,-4.5,4883,0.12,0.16,-,,-,-0.10,-,1.07,9.3
0.083,0.015,0.016,0.016,FCS,4C Sec Solution,0.016,-0.2,90,0.019,0.023,-,,-,0.03,-,-4.2,-
0.48,0.226,0.40,0.385,ABP,Abacus Prop stpld,0.40,2,23765,0.395,0.40,5.75,,-,0.62,14.38,-11.81,-
1.45,0.90,1.34,1.30,ALR,Aberdeen Leaders,1.31,-3,450,1.31,1.325,9,f,0.85,1.52,6.87,7.67,17.1
2.54,0.42,1.84,1.79,ACR,Acrux Ltd,1.80,0.5,1241,1.79,1.80,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.05,,-,0.05,0.06,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,0.001,-,,-,-,-,-,-
0.05,0.012,-,-,ACU,Acuvax Ltd,0.014,,-,0.014,0.016,-,,-,-,-,-0.43,-
0.84,0.325,-,-,ADA,Adacel Tech,0.425,,-,0.38,0.425,-,,-,0.22,-,8.2,5.2
0.31,0.165,0.22,0.22,AAU,Adcorp Aust,0.22,1,150,0.205,0.23,1,,0.45,0.08,4.55,0.45,48.9
3.01,1.445,2.56,2.47,ABC,Adelaide Brighton,2.48,-1,16072,2.47,2.54,14,f,1.49,1.15,5.65,20.8,11.9
1.76,1.10,1.325,1.305,AYT,Adelaide Managed unt,1.305,-2.5,370,1.305,1.32,15.47,,0.81,1.78,11.85,12.59,10.4
0.123,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.056,0.063,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,-,0.02,-,,-,-,-,-,-
0.016,0.004,-,-,ADL,Admerex Ltd,0.008,,-,0.006,0.008,-,,-,0.01,-,-2.68,-
3.53,1.65,3.50,3.50,ADG,Adtrans Grp,3.50,,600,3.50,3.53,16,f,1.74,2.37,4.57,27.9,12.5
0.014,0.003,-,-,ASC,Adultshop Com,0.009,,-,0.009,0.011,-,,-,0.04,-,-0.28,-
0.005,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.001,0.004,-,,-,-,-,-,-
0.038,0.005,0.022,0.022,ABV,Adv Braking Tech,0.022,-0.2,1000,0.022,0.025,-,,-,-,-,-0.32,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.50,,-,0.34,0.50,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.05,,-,0.025,0.065,-,,-,0.01,-,-0.06,-
0.093,0.031,0.05,0.05,ACE,Advanced Engine,0.05,,3000,0.05,0.055,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.065,0.06,ANM,Advanced Magnesium,0.06,-0.6,550,0.06,0.065,-,,-,0.01,-,-3.07,-
0.435,0.15,-,-,ASW,Advanced Share,0.38,,-,0.385,0.39,2.75,f,0.76,0.09,7.24,2.1,18.1
0.185,0.05,-,-,AEI,Aeris Environmental,0.09,,-,0.09,0.10,-,,-,0.01,-,-2.31,-
1.67,0.545,1.25,1.235,AVE,Aevum Ltd,1.25,,353,1.25,1.30,4,,1.05,2.07,3.20,4.2,29.8
0.002,0.001,0.001,0.001,AFT,AFT Corp,0.001,,40000,0.001,0.002,-,,-,-,-,-0.03,-
15.46,12.83,14.07,13.70,AGK,AGL Energy Ltd,14.00,27,19325,14.00,14.03,54,f,6.63,6.00,3.86,358,3.9
0.28,0.13,-,-,AGJ,Agricultural Land unt,0.17,,-,0.17,-,2.42,,-,0.38,14.24,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,-,2.40,-,,-,3.31,-,17.79,12.6
0.22,0.05,0.145,0.14,AGI,Ainsworth Game Tech,0.14,,220,0.14,0.17,-,,-,0.02,-,-4.45,-
1.12,0.55,-,-,AIZ,Air New Zealand fpo nz,1.00,,-,1.02,1.04,5.22,,0.31,1.18,5.22,1.61,62.1
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,0.07,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,3.25,3.14,AJL,AJ Lucas Grp,3.17,-1,1026,3.12,3.25,5.5,,45.40,2.11,1.74,249.7,1.3
0.81,0.116,0.675,0.62,ACL,Alchemia Ltd,0.62,-3,2783,0.62,0.64,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,45.25,,-,-,45.20,12.39,,-,-,0.27,-251.67,-
2.43,1.416,2.29,2.25,LEP,ALE Prop Grp stpld,2.27,-2,1578,2.27,2.28,30,,1.05,3.08,13.22,31.51,7.2
