Industrial Market - Daily,,,,,,,,,,,,,,,,,
XAO 4929.4 at 16:34 14/1/2010  Report at 19:05 Thursday 14/1/2010. Processed 19:37 Thursday 14/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
3.00,2.50,2.70,2.68,ONT,1300 Smiles Ltd,2.70,,79,2.68,2.70,11.4,f,1.64,0.13,4.22,18.7,14.4
0.195,0.105,-,-,TQH,3Q Hldgs Ltd,0.16,,-,0.16,0.18,-,,-,-0.10,-,1.07,15.0
0.09,0.015,0.018,0.018,FCS,4C Sec Solution,0.018,,80,0.018,0.021,-,,-,0.03,-,-4.2,-
0.48,0.191,0.44,0.43,ABP,Abacus Prop stpld,0.435,-0.5,21466,0.43,0.435,5.75,,-,0.62,13.22,-11.81,-
1.45,0.90,1.45,1.44,ALR,Aberdeen Leaders,1.45,1.5,637,1.42,1.44,9,f,-,1.45,6.21,-21.34,-
2.54,0.42,2.13,2.04,ACR,Acrux Ltd,2.06,-1,3149,2.06,2.12,-,,-,0.09,-,-4.84,-
0.10,0.017,-,-,ACW,Actinogen Ltd,0.05,,-,0.05,0.06,-,,-,0.05,-,-2.32,-
0.004,0.001,-,-,ACWO,  opt aug12,0.003,,-,-,-,-,,-,-,-,-,-
0.05,0.012,0.019,0.017,ACU,Acuvax Ltd,0.019,,1500,0.018,0.019,-,,-,-,-,-0.43,-
0.84,0.325,0.58,0.58,ADA,Adacel Tech,0.58,2,30,0.58,0.59,-,,-,0.22,-,8.2,7.1
0.31,0.165,0.235,0.235,AAU,Adcorp Aust,0.235,,102,0.235,0.24,1,,0.45,0.08,4.26,0.45,52.2
3.01,1.445,2.64,2.61,ABC,Adelaide Brighton,2.62,-1,7574,2.62,2.63,14,f,1.49,1.15,5.34,20.8,12.6
1.76,1.10,1.36,1.35,AYT,Adelaide Managed unt,1.35,,192,1.35,1.38,15.47,,0.81,1.78,11.46,12.59,10.7
0.142,0.058,-,-,ADQ,ADG Global Supply,0.06,,-,0.06,0.067,-,,-,-,-,-8.68,-
-,-,-,-,ADQO,  opt mar11,-,,-,0.002,-,-,,-,-,-,-,-
0.016,0.004,0.011,0.011,ADL,Admerex Ltd,0.011,0.2,2700,0.008,0.011,-,,-,0.01,-,-2.68,-
3.53,1.65,3.45,3.45,ADG,Adtrans Grp,3.45,,20,3.40,3.45,16,f,1.74,2.37,4.64,27.9,12.4
0.012,0.003,0.011,0.011,ASC,Adultshop Com,0.011,0.1,1417,0.011,0.012,-,,-,0.04,-,-0.28,-
0.004,0.002,-,-,ASCO,  opt dec11,0.003,,-,0.002,0.004,-,,-,-,-,-,-
0.038,0.005,0.029,0.029,ABV,Adv Braking Tech,0.029,,243,0.029,0.03,-,,-,0.01,-,-0.36,-
0.64,0.28,-,-,AMT,Adv Surg Dsgn & Mnft,0.57,,-,0.50,0.595,-,,-,0.20,-,-2.9,-
0.085,0.02,-,-,AES,Advanced Energy,0.05,,-,0.046,0.05,-,,-,0.01,-,-0.06,-
0.093,0.031,-,-,ACE,Advanced Engine,0.054,,-,0.054,0.057,-,,-,-0.04,-,-1.9,-
0.124,0.014,0.063,0.063,ANM,Advanced Magnesium,0.063,,180,0.063,0.064,-,,-,0.01,-,-3.07,-
0.435,0.15,-,-,ASW,Advanced Share,0.39,,-,0.395,0.42,2,f,1.05,0.09,5.13,2.1,18.6
0.185,0.05,-,-,AEI,Aeris Environmental,0.115,,-,0.115,0.12,-,,-,0.01,-,-2.31,-
1.67,0.545,1.515,1.46,AVE,Aevum Ltd,1.46,-5,238,1.46,1.52,4,,-,2.07,2.74,-9.7,-
0.001,0.001,0.001,0.001,AFT,AFT Corp,0.001,,971,-,0.001,-,,-,-,-,-0.03,-
15.46,12.83,14.34,14.22,AGK,AGL Energy Ltd,14.26,3,6330,14.22,14.31,54,f,6.63,6.00,3.79,358,4.0
0.28,0.13,0.17,0.17,AGJ,Agricultural Land unt,0.17,-0.5,251,0.17,-,2.42,,-,0.38,14.24,-3.63,-
2.45,1.295,-,-,AHC,AHC Ltd,2.25,,-,2.25,2.45,-,,-,3.31,-,17.79,12.6
0.22,0.05,0.18,0.18,AGI,Ainsworth Game Tech,0.18,-2.5,67,0.18,0.19,-,,-,0.02,-,-4.45,-
1.12,0.55,0.94,0.94,AIZ,Air New Zealand fpo nz,0.94,-0.5,281,0.90,0.94,5.22,,0.31,1.18,5.55,1.61,58.4
0.12,0.098,-,-,AIG,Aircruising Aust,0.11,,-,-,-,-,,-,-0.07,-,-5.34,-
5.60,2.03,4.30,4.21,AJL,AJ Lucas Grp,4.29,-1,633,4.29,4.31,10.5,f,23.78,2.11,2.45,249.7,1.7
0.78,0.106,0.78,0.705,ACL,Alchemia Ltd,0.765,6,3502,0.76,0.765,-,,-,0.03,-,-5.2,-
47.10,44.00,-,-,AAI,Alcoa Inc cdi,44.89,,-,-,47.10,31.58,,-,-,0.70,-251.67,-
2.43,1.416,2.28,2.23,LEP,ALE Prop Grp stpld,2.28,4,543,2.24,2.28,30,,1.05,3.08,13.16,31.51,7.2
5.91,0.60,4.81,4.75,ALS,Alesco Corp,4.76,-8,1170,4.73,4.79,7,f,-,0.49,1.47,-13.94,-
0.13,0.032,0.089,0.086,AEJ,Alinta Energy Grp stpld,0.088,0.2,6249,0.086,0.088,-,,-,-1.48,-,-20.34,-
0.245,0.10,0.16,0.16,ABQ,Allied Brands Ltd,0.16,-0.5,1500,0.16,0.165,0.5,f,5.60,0.05,3.13,2.8,5.7
0.029,0.001,-,-,ABQO,  opt dec10,0.003,,-,0.003,0.005,-,,-,-,-,-,-
0.13,0.014,0.13,0.13,AEA,Altera Res Ltd,0.13,0.5,300,0.14,0.15,-,,-,-,-,-3.25,-
1.45,0.575,1.055,1.05,AIQ,Alternative Invest unt,1.05,-0.5,1240,1.05,1.065,47,,-,1.41,44.76,-33.96,-
0.55,0.235,-,-,ALU,Altium Ltd,0.265,,-,0.29,0.33,2,,-,0.12,7.55,-0.47,-
0.078,0.017,0.056,0.056,AMA,AMA Grp Ltd,0.056,0.1,110,0.056,0.06,-,,-,-0.23,-,-43.5,-
6.24,3.598,5.85,5.70,AHD,Amalgamated Hldgs,5.76,-8,1193,5.70,5.80,32,f,1.67,4.48,5.56,53.5,10.8
0.57,0.32,0.505,0.50,AMO,Ambertech Ltd,0.50,-0.5,1000,0.50,0.52,3.5,f,1.69,0.57,7.00,5.9,8.5
0.39,0.096,0.39,0.39,AMB,Ambition Grp Ltd,0.39,2,135,0.36,0.39,-,,-,0.13,-,-52.3,-
0.72,0.43,0.68,0.675,AMH,Amcil Ltd,0.68,,896,0.68,0.69,2,f,1.31,0.74,2.94,2.63,25.9
0.295,0.10,0.295,0.29,AMM,Amcom Telecomm,0.295,,10403,0.29,0.30,0.8,f,2.81,0.18,2.71,2.25,13.1
-,-,-,-,AMMN,  def x opt,-,,-,-,-,-,,-,-,-,-,-
6.35,3.50,6.34,6.23,AMC,Amcor Ltd,6.28,6,31273,6.27,6.29,34,,0.74,1.61,5.41,25.3,24.8
3.00,1.30,2.75,2.72,AEC,Ammtec Ltd,2.75,,573,2.75,2.79,16,f,1.69,0.77,5.82,27.1,10.1
1.265,0.73,1.065,1.05,AGF,AMP Capital China unt,1.05,-0.5,2332,1.05,1.06,3.9,,1.12,1.33,3.71,4.35,24.1
6.97,3.52,6.49,6.44,AMP,AMP Ltd,6.44,5,31192,6.43,6.46,30,p,0.99,0.67,4.66,29.6,21.8
0.39,0.095,0.25,0.25,ANQ,Anaeco Ltd,0.25,-1,600,0.245,0.25,-,,-,0.02,-,-5.6,-
0.023,0.003,-,-,ANQO,  opt may10,0.003,,-,0.001,-,-,,-,-,-,-,-
0.016,0.001,-,-,ANQOA,  opt may12,0.004,,-,0.001,-,-,,-,-,-,-,-
0.083,0.019,0.049,0.043,ALT,Analytica Ltd,0.049,0.4,3926,0.043,0.048,-,,-,-,-,-0.6,-
11.31,7.51,10.42,10.20,ANN,Ansell Ltd,10.23,-17,8719,10.23,10.27,28,,3.19,1.98,2.74,89.2,11.5
0.065,0.029,-,-,ANO,Antaria Ltd,0.049,,-,0.042,0.05,-,,-,0.03,-,0.77,6.4
0.098,0.004,0.098,0.028,ADO,Anteo Diagnostics,0.086,6.7,6771555,0.085,0.086,-,,-,0.01,-,-1.1,-
0.07,0.001,0.07,0.014,ADOO,  opt sep10,0.055,4.7,1088062,0.054,0.055,-,,-,-,-,-,-
0.02,0.018,0.02,0.018,ADOOA,  opt feb11,0.018,,3542,0.011,0.018,-,,-,-,-,-,-
0.075,0.029,0.06,0.058,ANP,Antisense Therapeutic,0.06,,613,0.056,0.059,-,,-,0.01,-,-0.46,-
25.25,11.83,22.46,22.27,ANZ,ANZ Banking Grp,22.40,10,50737,22.39,22.42,102,f,1.67,10.72,4.55,170.4,13.1
13.00,4.45,12.60,12.00,APE,AP Eagers Ltd,12.60,50,18,12.00,12.60,44,f,0.82,8.41,3.49,36.1,34.9
0.035,0.009,0.012,0.012,APP,APA Financial,0.012,0.3,80,0.012,0.022,-,,-,-,-,-3.7,-
3.68,2.50,3.49,3.41,APA,APA Grp stpld,3.42,1,8730,3.41,3.43,31,,0.52,1.18,9.06,16.2,21.1
0.115,0.014,0.081,0.078,AEZ,APN European Retail stpld,0.08,0.3,4874,0.08,0.083,-,,-,0.33,-,-56.84,-
2.61,0.866,2.44,2.33,APN,APN News & Media,2.33,-8,8456,2.32,2.39,12,,-,-1.23,5.15,-13.1,-
0.41,0.09,-,-,APD,APN Prop Grp,0.35,,-,0.35,0.375,-,,-,0.20,-,-18.08,-
0.04,0.009,0.01,0.01,AOP,Apollo Cons,0.01,,1414,0.01,0.011,-,,-,-,-,-0.91,-
0.018,0.008,0.015,0.015,AQL,Aquacarotene Ltd,0.015,,2460,0.015,0.016,-,,-,-,-,-0.35,-
0.08,0.035,-,-,APB,Arafura Pearls,0.041,,-,0.041,0.044,-,,-,0.22,-,2,2.0
5.30,2.368,5.29,5.27,ARP,ARB Corp,5.29,,159,5.26,5.29,16.5,f,2.05,1.22,3.12,33.86,15.6
1.845,0.79,1.795,1.78,AAD,Ardent Leisure Grp stp,1.78,-1,5288,1.78,1.79,14.3,,-,1.18,8.03,-0.32,-
7.05,4.52,7.00,6.85,ARG,Argo Invest,6.85,-9,2025,6.84,6.88,27,f,-,6.33,3.94,-11.1,-
1.244,0.006,-,-,ASV,Argus Solutions,-,,-,-,-,-,,-,-,-,-0.12,-
0.37,0.20,-,-,ARA,Ariadne Aust,0.30,,-,0.30,0.34,1,,-,0.30,3.33,-4.51,-
5.75,3.16,4.08,4.04,ALL,Aristocrat Leisure,4.04,-1,5578,4.03,4.06,14.5,f,-,0.35,3.59,-0.2,-
0.80,0.405,0.48,0.445,ARJ,ARK Fund Ltd (The),0.445,-3.5,841,0.445,0.48,7,f,1.15,1.08,15.73,8.07,5.5
0.025,0.004,0.014,0.014,AEM,Artist & Entertain,0.014,-0.2,800,0.014,0.015,-,,-,-,-,2.83,0.5
0.30,0.07,0.235,0.20,AKW,Arturus Capital,0.22,2,1008,0.185,0.21,-,,-,0.43,-,51.76,0.4
0.26,0.12,0.20,0.20,APH,Ascent Pharmahealth,0.20,-2,753,0.20,0.22,-,,-,0.04,-,3.1,6.5
1.94,0.32,1.93,1.885,AIO,Asciano Grp stpld,1.905,0.5,91900,1.905,1.91,-,,-,-1.41,-,-32.5,-
0.43,0.06,0.155,0.155,AFA,ASF Grp Ltd,0.155,,24,0.155,0.17,-,,-,0.01,-,-2.61,-
1.24,0.33,1.20,1.19,ASZ,ASG Grp Ltd,1.20,,1357,1.19,1.20,5.5,f,1.55,0.05,4.58,8.52,14.1
0.267,0.007,-,-,AJJ,Asia Liver Trans,0.105,,-,0.075,0.12,-,,-,-0.02,-,-2.51,-
0.002,0.001,-,-,AJJO,  opt sep10,-,,-,-,-,-,,-,-,-,-,-
1.05,0.77,-,-,AUF,Asian Masters Fund,1.01,,-,0.94,1.01,-,,-,0.98,-,0.76,132.9
0.37,0.125,0.26,0.26,AKF,ASK Funding Ltd,0.26,,11,0.26,0.30,1.3,f,4.15,0.35,5.00,5.4,4.8
0.575,0.218,0.51,0.505,APZ,Aspen Grp stpld,0.505,-0.5,15471,0.50,0.51,5.18,,-,0.68,10.26,-22.53,-
0.271,0.11,-,-,ASP,Aspermont Ltd,0.14,,-,0.135,0.20,-,,-,-0.06,-,-0.22,-
1.15,0.75,1.09,1.09,AIR,Astivita Renewables,1.09,5,10,1.05,1.14,-,,-,-,-,-,-
1.10,0.008,0.70,0.70,AKR,Astra Capital Ltd,0.70,,742,0.70,0.71,-,,-,1.60,-,-0.03,-
