ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 2, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4364.1 at 2012-03-02T16:38:53. Report at Friday, March 2, 2012. Processed Saturday at 2012-03-03T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,66.755,.181,.119,.116,.55,8.9,26.01,18.8,16.60,1.57,3.40,f,1300 Smiles,,4.88,+39,4.60,4.88,4.88,4.49,+9.25,4.88,3.00,,
TQH,-,.120,.219,.010,-.05,-,1.79,3.5,-,-,-,,3Q Hldgs,,.063,-,-,-,.063,.063,+.57,.08,.041,,
AYI,-,.125,.868,.016,.01,3.7,-.94,-,-,-,-,,A1 Invest & Res,,.037,-,-,-,.037,.037,+.57,.066,.026,,
AAY,-,4.151,.290,.003,-,-,.22,11.4,-,-,-,,AACL Hldgs,,.025,-,-,-,.025,.025,+.57,.066,.02,,
AAQ,2628.00,24.046,58.154,.003,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.007,-.1,.006,.007,.007,.006,-11.93,.018,.006,,
ABPDC,894.367,.894,-,.813,2.43,.8,2.52,76.0,-,-,-,,Abacus Prop Grp,†,1.915,-,1.91,1.93,2.01,1.89,-,2.01,1.89,,
ALR,110.982,.876,.985,.064,1.05,1.0,3.48,30.5,9.50,.37,8.96,f,Aberdeen Leaders,,1.06,+1.5,1.055,1.06,1.065,1.045,+2.00,1.315,.98,,
AKG,-,-,.046,.028,.09,6.7,5.39,11.1,4.00,1.35,6.67,f,Academies A'asia,,.60,-,-,-,.58,.58,+.57,.60,.50,,
ACR,4265.15,21.608,10.275,.623,.16,23.4,2.73,137.0,-,-,-,,Acrux,,3.74,+9,3.70,3.79,3.86,3.65,+3.03,4.30,2.49,,
ACW,439.000,.509,.782,.002,.02,1.8,-1.66,-,-,-,-,,Actinogen,,.035,-1.7,.028,.035,.052,.035,-32.13,.08,.018,,
ACWO,-,-,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.57,.01,.001,,
ACWOA,-,.198,.142,-,-,-,-,-,-,-,-,,  opt sep15,,.003,-,-,-,.003,.003,+.57,.015,.001,,
ACU,1004.58,39.398,345.091,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+.57,.003,.001,,
ADA,57.423,.312,.630,.025,.13,2.4,.80,38.8,-,-,-,,Adacel Tech,,.31,+2,-,-,.31,.29,+7.46,.36,.18,,
AAU,64.738,.613,10.709,.011,.07,2.6,2.31,8.0,2.00,1.16,10.81,f,Adcorp Aust,,.185,+1.5,.185,.20,.185,.17,+9.39,.25,.125,,
ABN,280.700,.286,70.938,.002,-,-,-,-,-,-,-,,AdEffective,†,.019,+.1,.016,.02,.02,.001,+6.12,.05,.001,,
ABC,7880.84,66.530,70.518,1.864,1.22,2.4,23.30,12.6,16.50,1.41,5.63,f,Adelaide Brighton,,2.93,-4,2.91,2.97,3.02,2.90,-.78,3.39,2.22,,
ADQ,524.637,2.362,2.774,.015,.04,1.7,.65,10.2,-,-,-,,ADG Global Supply,,.066,-,-,-,.066,.066,+.57,.09,.05,,
ABV,8592.53,15.175,20.662,.016,.01,1.7,-.02,-,-,-,-,,Adv Braking Tech,,.017,-.1,.017,.019,.023,.017,-4.99,.03,.016,,
AMT,8.752,.060,.051,.008,.10,2.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.24,-,-,-,.25,.24,+.57,.30,.15,,
ASW,52.200,.240,1.106,.028,.13,5.0,4.42,14.7,3.85,1.15,5.92,f,Advanced Share Reg,,.65,-.5,.66,.695,.65,.645,-.20,.98,.605,,
AEI,44.700,1.227,1.060,.024,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.225,-,-,-,.23,.225,+.57,.30,.155,,
AFT,-,25.700,204.590,.007,-,-,.03,3.3,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+.57,.002,.001,,
AGX,463.472,6.037,8.728,.008,-,-,-.27,-,-,-,-,,Agenix,,.011,-,.011,.012,.011,.01,+.57,.025,.01,,
AGK,13881.8,56.142,40.566,6.430,6.98,2.0,94.90,14.6,60.00,1.58,4.34,f,AGL Energy,,13.84,+17,13.77,13.84,13.99,13.46,+1.81,15.79,12.50,,
AGJ,16.085,.248,.131,.016,.33,.5,-1.01,-,1.49,-,9.31,,Agricultural Land,,.16,-2.5,.15,.19,.16,.145,-14.14,.20,.13,,
AHC,-,.039,.017,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,-,-,2.20,2.20,+.57,2.30,1.90,,
ENY,5.475,.016,.422,.003,-,-,-,-,-,-,-,p,All 200 Energy,,14.50,+3,14.20,14.26,14.60,14.42,+.77,18.26,11.87,,
FIN,-,.076,.613,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.10,-,4.05,4.08,4.10,4.10,+.57,4.70,3.55,,
FIX,-,.066,.498,.003,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.80,-,4.81,4.84,4.80,4.80,+.57,5.45,4.34,,
IDD,-,-,.465,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.63,-,3.76,3.79,3.63,3.63,+.57,3.84,3.00,,
RSR,-,.050,.456,.007,-,-,-,-,-,-,-,p,All 200 Resources,,4.85,-,4.76,4.90,4.85,4.85,+.57,6.42,4.33,,
MAM,-,.057,1.303,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,4.09,-,3.99,4.01,4.09,4.09,+.57,5.58,3.75,,
AGI,5320.52,21.860,2.457,.349,.23,5.4,21.81,5.7,-,-,-,,Ainsworth Game Tech,,1.25,+14.5,1.245,1.25,1.26,1.06,+13.69,1.26,.185,,
AIZ,93.187,1.528,5.225,.751,1.03,.7,5.87,11.7,3.00,1.96,4.38,,Air New Zealand,,.685,+.5,.68,.70,.69,.67,+1.30,.96,.66,,
AIG,-,-,-,-,-.16,-,-5.00,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,+.57,.08,.035,,
AJL,2367.47,8.210,2.942,.113,.86,1.3,-9.40,-,-,-,-,,AJ Lucas Grp,,1.10,-14,1.09,1.15,1.25,1.05,-10.72,2.37,1.005,,
ACL,2432.22,24.445,7.501,.122,.06,7.3,-6.40,-,-,-,-,,Alchemia,,.435,+2,.43,.435,.46,.41,+5.39,.86,.25,,
AAI,1.700,.005,.030,8.227,-,-,23.62,40.2,9.57,2.47,1.01,,Alcoa Inc,,9.50,+20,6.55,9.60,9.50,9.30,+2.72,18.99,9.00,,
LEP,344.699,2.268,6.951,.314,2.14,.9,6.98,28.3,17.75,.39,8.99,,ALE Prop Grp,,1.975,+2.5,1.955,1.975,1.995,1.95,+1.85,2.15,1.72,,
ALS,503.185,8.354,14.537,.125,.83,1.6,21.32,6.2,10.00,2.13,7.52,f,Alesco Corp,,1.33,-2,1.32,1.33,1.39,1.30,-.91,3.300,.995,,
AJX,429.910,4.318,3.290,.007,-.01,-,-2.37,-,-,-,-,,Alexium Int'l,,.084,-.6,.084,.095,.088,.08,-6.10,.14,.06,,
AEB,523.451,15.229,4.140,.018,-,-,-1.00,-,-,-,-,,Algae.Tec,,.37,-.5,.375,.38,.38,.365,-.77,.63,.29,,
AEBO,594.168,1.913,-,-,-,-,-,-,-,-,-,,  opt jan14,,.045,-.1,.043,.06,.045,.045,-1.61,.046,.035,,
AQZ,90.177,9.575,-,.195,-,-,-,-,-,-,-,,Alliance Aviation,,2.17,+22,1.95,2.17,2.17,1.95,+11.85,2.17,1.59,,
AHZ,8073.39,26.599,19.509,.023,.01,3.5,-.70,-,-,-,-,,Allied Healthcare,,.035,+.6,.033,.035,.036,.028,+21.26,.084,.026,,
AZG,7339.40,27.016,9.757,.052,-,-,-,-,-,-,-,,Allmine Grp,,.19,-,.19,.195,.21,.185,+.57,.30,.095,,
AIQ,59.800,16.184,1.213,.065,.65,.8,-.07,-,-,-,-,,Alternative Invest,,.50,-,.495,.53,.50,.50,+.57,.63,.391,,
ALU,112.741,.901,1.912,.022,-,-,-6.80,-,-,-,-,,Altium,,.21,+3,.19,.21,.21,.175,+17.23,.21,.082,,
AMA,1769.68,11.430,4.994,.042,-.04,-,3.28,4.6,1.00,3.28,6.67,,AMA Grp,,.15,+1.5,.15,.155,.155,.14,+11.68,.155,.09,,
AHD,35.372,.584,1.556,.945,5.19,1.2,58.80,10.2,37.00,1.59,6.17,f,Amalgamated Hldgs,,6.00,+2,5.85,6.35,6.06,5.80,+.90,6.28,5.10,,
AMO,16.300,.082,.098,.008,.55,.5,-2.45,-,.50,-,1.82,,Ambertech,,.275,+2.5,.25,.265,.275,.25,+10.57,.355,.205,,
AMB,-,1.482,.872,.010,.19,.8,2.03,7.4,-,-,-,,Ambition Grp,,.15,-,-,-,.15,.15,+.57,.33,.12,,
AKY,1.025,.002,-,.078,.99,100.5,270.00,36.8,-,-,-,f,AMCB Fund No 5,,99.45,+30,99.45,-,99.45,99.15,+.87,99.45,95.478,,
AKX,.200,.002,-,.022,58.10,.5,250.00,12.0,135.00,1.85,4.50,f,AMCB Fund No 4,†,30.00,+7.1,30.00,30.00,30.00,29.929,+.80,30.957,28.138,,
AMH,63.141,2.149,5.004,.144,.77,.9,3.93,17.6,3.50,1.12,5.07,,AMCIL,,.69,-,.70,.72,.70,.69,+.57,.70,.60,,
AMM,2305.68,8.251,27.912,.258,.32,3.3,13.23,8.1,4.80,2.76,4.49,f,Amcom Telco,†,1.07,+6.5,1.07,1.09,1.10,.99,+7.03,1.10,.567,,
AMC,18949.8,191.834,144.291,8.423,1.20,5.8,27.40,25.5,36.00,.76,5.16,,Amcor,,6.98,-12,6.91,7.03,7.11,6.83,-1.12,7.54,5.87,,
AMP,91109.5,401.901,434.899,11.561,.89,4.6,26.30,15.4,29.00,.91,7.16,p,AMP,,4.05,-14,4.03,4.06,4.11,3.97,-2.77,5.82,3.61,,
AGF,778.482,8.040,7.723,.232,.82,.8,-14.40,-,2.05,-,3.06,,AMP Capital China,,.67,-,.67,.68,.69,.66,+.57,.82,.60,,
ANQ,585.363,3.243,2.198,.016,-.04,-,-6.20,-,-,-,-,,AnaeCo,,.046,+.6,.044,.046,.047,.04,+15.57,.12,.04,,
ANQOA,-,-,-,-,-,-,-,-,-,-,-,,  opt may12,,.001,-,-,-,.001,.001,+.57,.001,.001,,
ALT,8674.38,172.317,22.973,.012,-,-,-.23,-,-,-,-,,Analytica,,.023,-.4,.024,.025,.029,.023,-14.25,.040,.016,,
ALTO,1010.00,28.183,-,-,-,-,-,-,-,-,-,,  opt sep12,,.006,+.1,.004,.006,.006,.003,+20.57,.009,.001,,
ALTOA,605.000,20.908,-,-,-,-,-,-,-,-,-,,  opt jun13,,.002,-.2,.002,.005,.004,.002,-49.43,.005,.001,,
AYG,9410.00,43.521,56.620,.012,-.01,-,-1.46,-,-,-,-,,Anittel Grp,,.006,-.1,.005,.006,.007,.006,-13.72,.009,.004,,
ANN,2953.86,21.181,27.796,1.926,2.31,6.4,93.30,15.8,34.00,2.74,2.31,,Ansell,,14.74,+26,14.68,14.85,14.84,14.27,+2.36,15.36,11.82,,
ANO,442.946,2.707,12.135,.009,.01,1.5,-1.03,-,-,-,-,,Antaria,,.015,+.3,-,-,.015,.012,+25.57,.038,.012,,
ADO,19532.2,93.917,428.312,.063,-,-,-.35,-,-,-,-,,Anteo Diagnostics,,.083,+.1,.082,.084,.087,.078,+1.79,.105,.054,,
ANP,69418.5,517.976,326.645,.021,-,-,-.29,-,-,-,-,,Antisense Therapeutic,,.021,-,.021,.022,.024,.02,+.57,.039,.006,,
ANPO,2558.48,28.129,52.292,.002,-,-,-,-,-,-,-,,  opt jul12,,.013,+.1,.011,.013,.015,.011,+8.90,.027,.002,,
ANZ,37167.0,331.737,299.713,58.941,11.44,1.9,208.20,10.6,140.00,1.49,6.36,f,ANZ Banking Grp,,22.00,-20,21.99,22.01,22.27,21.69,-.33,24.49,17.63,,
APE,33.564,.090,.054,.416,8.37,1.6,127.70,10.4,80.00,1.60,6.03,f,AP Eagers,,13.27,+37,13.25,13.32,13.32,12.80,+3.44,13.32,9.20,,
APP,-,.015,.278,-,.02,.4,-.08,-,-,-,-,,APA Fin Services,,.008,-,-,-,.008,.008,+.57,.025,.005,,
APA,58978.1,137.493,32.107,3.082,1.64,2.9,17.30,27.9,34.90,.50,7.24,,APA Grp,,4.82,+1,4.75,4.83,4.94,4.74,+.77,4.94,3.53,,
AEZ,22863.0,82.228,35.545,.001,-.20,-,-23.10,-,-,-,-,,APN European Ret,,.002,-.1,.002,.003,.002,.002,-32.77,.018,.001,,
APN,15936.8,54.437,47.699,.536,-.57,-,-7.30,-,8.50,-,10.00,p,APN News & Media,,.85,-,.85,.88,.905,.825,+.57,1.68,.695,,
APD,187.524,.693,2.065,.027,.20,.8,-3.88,-,1.25,-,7.58,f,APN Prop Grp,,.165,+1.5,.165,.17,.17,.16,+10.57,.235,.125,,
ARP,370.589,2.770,4.122,.631,1.75,5.0,52.63,16.5,24.00,2.19,2.76,f,ARB Corp,,8.71,-9,8.66,8.86,8.86,8.67,-.46,8.86,6.65,,
AAD,4014.74,28.448,55.808,.386,.92,1.3,10.32,11.3,11.50,.90,9.87,,Ardent Leisure Grp,,1.165,+1,1.165,1.175,1.17,1.13,+1.43,1.59,1.005,,
ARG,838.702,6.190,5.360,3.190,5.40,.9,27.10,18.9,26.00,1.04,5.08,f,Argo Invest,,5.12,-13,5.12,5.14,5.29,5.11,-1.91,6.25,4.75,,
ARA,419.870,1.897,.673,.076,.35,1.1,3.94,9.4,2.00,1.97,5.41,,Ariadne Aust,,.37,+1,-,-,.37,.355,+3.34,.38,.29,,
ALL,17823.4,71.098,63.646,1.488,.26,10.5,12.30,22.3,6.50,1.89,2.37,,Aristocrat Leisure,,2.74,+15,2.67,2.76,2.95,2.50,+6.36,3.54,1.88,,
AIK,8.000,.124,4.141,.011,.10,.7,9.52,.7,-,-,-,,Armidale Invest,,.07,-.5,-,-,.075,.07,-6.10,.076,.04,,
AEM,16004.1,51.575,18.714,.006,-,-,-.25,-,-,-,-,,Artist & Entertain,,.014,+.2,.013,.014,.014,.012,+17.23,.015,.004,,
AKW,1776.56,3.122,3.158,.002,-.10,-,-19.55,-,-,-,-,,Arturus Capital,,.018,-.7,-,-,.025,.011,-27.43,.073,.01,,
AIO,19220.8,161.755,682.782,4.779,.51,9.6,16.70,29.3,6.50,2.57,1.33,f,Asciano,†,4.90,-,4.87,4.90,4.97,4.835,+.57,4.97,1.33,,
AFA,1050.00,2.225,.955,.043,.03,4.7,-.53,-,-,-,-,,ASF Grp,,.14,-1,.13,.14,.15,.14,-6.10,.195,.087,,
ASZ,2974.24,13.481,10.874,.141,-,-,9.81,8.4,7.50,1.31,9.15,f,ASG Grp,,.82,+2.5,.81,.82,.84,.795,+3.71,1.12,.75,,
