ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 3, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5528.0 at 2015-07-03T16:35:36. Report at Friday, July 3, 2015. Processed Saturday at 2015-07-04T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,23.727,.565,1.200,.163,.38,18.16,24.60,28.0,17.00,1.45,2.46,f,1300 Smiles,,6.90,-20,6.90,7.00,7.10,6.80,-2.67,7.20,5.70,,
1ST,1649.41,11.560,-,.009,-,-,-,-,-,-,-,,1ST Available,,.15,-1,.15,.155,.16,.13,-6.10,.22,.13,,
TIX,570.910,21.033,11.591,.366,2.19,1.10,48.68,4.9,21.00,2.32,8.75,,360 Capital Indust,,2.40,-2,2.38,2.44,2.44,2.35,-.68,2.79,2.17,,
TGP,229.690,27.828,22.763,.265,-,-,15.09,7.1,5.52,2.73,5.18,,360 Capital Grp,,1.065,+2.5,1.065,1.09,1.10,.96,+2.55,1.41,.795,,
TOF,256.551,12.984,12.792,.162,2.10,1.00,4.70,44.5,17.00,.28,8.13,,360 Capital Office,,2.09,+6,2.04,2.09,2.13,2.04,+3.10,2.24,1.925,,
TOT,6.000,1.514,-,.047,-,-,-,-,-,-,-,,360 Capital Total Re,,1.18,+1,1.13,1.20,1.18,1.13,+1.00,1.35,1.13,,
3DM,2382.44,334.941,232.491,.038,.01,12.00,-.24,-,-,-,-,,3D Medical,†,.12,-,.115,.12,.125,.115,+.15,.195,.004,,
3PL,270.403,19.867,-,.290,.10,21.50,-2.29,-,-,-,-,,3P Learning,,2.15,-9,2.12,2.15,2.24,2.00,-3.87,2.85,1.94,,
8CO,158.900,1.343,-,.003,-,-,-.61,-,-,-,-,,8common,,.24,-,.24,.245,.25,.22,+.15,.295,.145,,
8IH,121.810,17.294,-,.307,-,-,-,-,-,-,-,,8I Hldgs,,.86,-4,.78,.895,.90,.82,-4.30,1.13,.25,,
NNW,396.154,37.874,33.107,.029,.04,4.75,.13,146.2,-,-,-,,99 Wuxian,,.19,+1,.175,.195,.195,.16,+5.70,.73,.15,,
AYI,183397,195.402,67.643,.010,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,.001,.001,.001,.001,+.15,.002,.001,,
ABP,4715.44,94.427,88.497,1.648,2.42,1.23,24.24,12.3,17.00,1.43,5.70,,Abacus Prop,,2.98,-,2.96,3.00,3.04,2.885,+.15,3.337,2.45,,
ALR,85.186,3.119,3.650,.069,1.31,.85,2.86,39.2,7.00,.41,6.25,f,Aberdeen Leaders,,1.12,+2.5,1.12,1.15,1.15,1.085,+2.43,1.25,1.04,,
AKG,52.005,4.893,3.844,.044,-.01,-,6.20,11.4,4.50,1.38,6.38,f,Academies A'asia,,.705,-3.5,.695,.77,.75,.65,-4.58,1.40,.645,,
ACX,1562.24,8.349,-,.585,-,-,27.00,13.1,-,-,-,,Aconex,,3.55,+40,3.50,3.55,3.55,3.13,+12.85,3.55,1.65,,
ACQ,317.768,9.819,4.863,.037,.92,.78,-8.05,-,-,-,-,,Acorn Capital Invest,,.72,+1,.715,.72,.725,.69,+1.56,.94,.69,,
ACQO,-,6.685,5.323,-,-,-,-,-,-,-,-,,  opt oct15,,.001,-,-,.001,.001,.001,+.15,.037,.001,,
ACR,943.822,68.263,221.558,.142,.09,9.50,6.01,14.2,8.00,.75,9.36,f,Acrux,,.855,+3,.855,.86,.875,.80,+3.78,2.10,.755,,
ACW,1789.73,146.957,11.493,.046,.01,7.60,-.58,-,-,-,-,,Actinogen,,.076,+.6,.07,.075,.077,.063,+8.72,.15,.016,,
ACWOA,-,1.193,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,.001,.002,.002,+.15,.006,.001,,
ACU,1154.51,96.250,-,.012,-,-,-.04,-,-,-,-,,Acuvax,†,.135,+.5,.135,.14,.14,.11,+3.99,.215,.001,,
ADA,27.275,1.219,.525,.046,.12,4.83,-2.60,-,.75,-,1.29,,Adacel Tech,,.58,-5,.585,.62,.625,.575,-7.79,.64,.20,,
ADH,3247.67,42.033,-,.448,-,-,-,-,-,-,-,,Adairs,,2.70,-8,2.64,2.72,2.77,2.61,-2.73,2.82,2.57,,
AAU,130.000,1.056,2.617,.002,-.03,-,-1.78,-,-,-,-,,Adcorp Aust,,.036,-,.037,.06,.036,.036,+.15,.062,.035,,
ABC,5913.60,191.416,254.914,2.849,1.35,3.25,26.90,16.3,17.00,1.58,3.87,f,Adelaide Brighton,,4.39,-3,4.38,4.42,4.50,4.24,-.53,4.80,3.12,,
AHZ,10316.4,585.344,556.022,.131,.01,7.10,-1.22,-,-,-,-,,ADMEDUS,,.071,+.1,.071,.072,.072,.069,+1.58,.167,.057,,
ADJ,5027.92,130.952,249.028,.090,.69,.12,-1.04,-,-,-,-,,Adslot,,.085,-1,.084,.085,.095,.084,-10.38,.17,.077,,
ABV,2502.62,75.369,47.975,.010,-,-,-.64,-,-,-,-,,Adv Braking Tech,,.007,+.1,.006,.007,.007,.005,+16.81,.009,.005,,
ABVO,357.142,6.929,1.135,-,-,-,-,-,-,-,-,,  opt aug16,,.002,-,.002,.003,.002,.002,+.15,.003,.002,,
ASW,18.318,.862,.632,.028,.15,4.40,3.69,17.9,3.85,.96,5.83,f,Advanced Share Reg,,.66,-3,.635,.65,.69,.65,-4.20,.71,.595,,
AER,259.250,3.698,-,.004,-,-,-,-,-,-,-,,Aeeris,,.195,+1,.15,.195,.20,.18,+5.55,.25,.18,,
AEI,236.615,18.167,1.184,.070,.01,46.50,-1.36,-,-,-,-,,Aeris Environmental,,.465,+1.5,.46,.495,.465,.435,+3.48,.60,.09,,
AFJ,75798.3,169.720,62.349,.162,-.15,-,-2.90,-,-,-,-,,Affinity Education,,.70,-8.5,.685,.705,.83,.49,-10.68,1.480,.49,,
AFT,500.000,4.872,5.521,.008,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+.15,.001,.001,,
AHA,13552.3,26.143,12.393,.003,-,-,-.03,-,-,-,-,,AG Financial,,.01,+.1,.006,.015,.01,.009,+11.26,.063,.006,,
AGX,1091.72,18.066,41.938,.002,.01,1.10,.79,1.4,-,-,-,,Agenix,,.011,-.2,.011,.015,.013,.011,-15.24,.022,.01,,
AGL,8214.15,218.557,168.894,10.674,8.49,1.86,103.90,15.2,63.00,1.65,3.98,f,AGL Energy,,15.82,-,15.70,15.90,16.05,15.41,+.15,16.70,12.55,,
AGJ,10.296,1.405,1.500,.008,.11,.75,1.76,4.7,.52,3.38,6.34,,Agricultural Land,,.082,-1.8,.083,.10,.085,.082,-17.85,.10,.076,,
APW,636.449,37.074,120.646,.061,-,-,5.82,2.3,.32,18.19,2.37,,AIMS Prop Sec Fund,,.135,-,.135,.14,.135,.13,+.15,.15,.105,,
AGI,2722.34,104.200,58.372,.857,.71,3.75,19.00,14.0,10.00,1.90,3.76,f,Ainsworth Game Tech,,2.66,+13,2.66,2.69,2.745,2.41,+5.29,3.98,2.03,,
AIZ,76.239,4.064,8.607,2.569,1.45,1.58,21.72,10.5,11.15,1.95,4.87,,Air New Zealand,,2.29,-1,2.24,2.30,2.29,2.23,-.29,2.90,1.595,,
AXP,893.528,3.655,-,.106,-,-,-,-,-,-,-,,"Airxpanders,",,.515,-4,.51,.57,.55,.51,-7.06,.59,.50,,
AJL,1516.34,15.395,10.931,.102,.38,1.00,-9.60,-,-,-,-,,AJ Lucas Grp,,.38,-4,.355,.395,.42,.32,-9.38,.94,.215,,
ACL,7700.02,198.739,39.943,.011,.04,.88,-5.30,-,-,-,-,,Alchemia,,.035,+.2,.035,.037,.038,.03,+6.21,.68,.03,,
AAI,1.000,.393,.022,.199,-,-,-246.13,-,9.90,-,.52,,Alcoa Inc,,18.98,-192,8.50,21.00,18.98,18.98,-9.04,26.86,16.00,,
LEP,295.489,14.019,10.337,.722,1.96,1.88,15.98,23.1,16.85,.95,4.57,,ALE Prop Grp,,3.69,-1,3.65,3.69,3.83,3.60,-.12,3.94,2.91,,
AJX,3553.79,222.141,27.818,.175,-.01,-,-2.25,-,-,-,-,,Alexium Int'l,,.67,-,.655,.67,.68,.58,+.15,.835,.082,,
AEB,85.000,17.109,18.304,.020,.01,6.10,-.80,-,-,-,-,,Algae.Tec,,.061,-,.056,.064,.064,.06,+.15,.105,.04,,
AMT,-,.530,.393,.017,.07,3.79,-.45,-,-,-,-,,Allegra Orthopaedics,,.265,-,.125,.27,.265,.265,+.15,.325,.05,,
