ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 23, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4431.5 at 2012-11-23T16:47:37. Report at Friday, November 23, 2012. Processed Saturday at 2012-11-24T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,72.503,2.544,.968,.121,.59,8.64,26.60,19.2,17.80,1.49,3.49,f,1300 Smiles,,5.10,-36,5.05,5.25,5.44,5.00,-8.23,6.54,3.80,,
TQH,741.419,1.260,2.018,.013,-.04,-,1.47,6.1,-,-,-,,3Q Hldgs,,.09,+1.8,.086,.09,.099,.072,+23.36,.099,.052,,
AYI,210.000,32.698,8.053,.002,.02,.20,-1.20,-,-,-,-,,A1 Invest & Res,,.004,-.2,.004,.006,.006,.004,-34.97,.05,.004,,
AAY,-,7.914,4.700,.002,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.02,-,.02,.025,.02,.02,-1.64,.041,.02,,
AAQ,5777.18,327.250,284.246,.002,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.005,-,.004,.005,.006,.004,-1.64,.011,.003,,
ABP,1340.37,176.337,144.292,.934,2.34,.90,2.11,99.5,16.50,.13,7.86,,Abacus Prop,†,2.10,+5,2.06,2.10,2.11,2.02,+.80,2.13,1.80,,
ALR,324.580,8.753,6.963,.064,1.08,.98,2.98,35.6,9.50,.31,8.96,f,Aberdeen Leaders,,1.06,-,1.05,1.06,1.06,1.05,-1.64,1.125,.975,,
AKG,1.279,.090,.409,.034,.10,7.00,6.30,11.1,4.50,1.40,6.43,f,Academies A'asia,,.70,-,.70,.85,.70,.70,-1.64,.80,.44,,
ACR,4105.51,232.476,129.546,.466,.17,16.47,4.44,63.1,8.00,.56,2.86,,Acrux,,2.80,+8,2.80,2.89,2.96,2.67,+1.30,4.77,2.59,,
ACW,-,4.703,3.364,.002,-,-,-2.12,-,-,-,-,,Actinogen,,.021,-,.01,.019,.021,.021,-1.64,.055,.02,,
ACWOA,-,.453,.244,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,.001,.002,.001,.001,-1.64,.003,.001,,
ACU,-,312.630,927.842,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.64,.002,.001,,
ADA,134.995,1.672,2.456,.031,.14,2.75,5.40,7.1,-,-,-,,Adacel Tech,,.385,-,.385,.39,.385,.385,-1.64,.43,.20,,
AAU,70.000,4.689,15.592,.008,.09,1.44,2.57,5.1,1.75,1.47,13.46,f,Adcorp Aust,,.13,+1.5,.13,.145,.13,.115,+11.41,.22,.10,,
ABN,120.724,43.782,371.102,.003,-,-,-1.35,-,-,-,-,,AdEffective,†,.015,+.4,.011,.014,.015,.011,+34.73,.044,.001,,
ABNO,270.000,68.353,-,-,-,-,-,-,-,-,-,,  opt jun14,,.004,-,.003,.004,.004,.004,-1.64,.005,.002,,
ABC,5138.13,372.295,452.157,1.995,1.23,2.54,24.20,12.9,16.50,1.47,5.27,f,Adelaide Brighton,,3.13,+6,3.12,3.16,3.19,3.06,+.32,3.40,2.80,,
ADQ,560.000,15.168,15.325,.012,.05,1.08,.79,6.8,-,-,-,,ADG Global Supply,,.054,+.1,.054,.057,.054,.053,+.25,.08,.043,,
ABV,3889.16,85.015,75.411,.022,.01,2.00,-.01,-,-,-,-,,Adv Braking Tech,,.02,+.2,.019,.02,.02,.018,+9.47,.024,.013,,
AMT,-,.756,.432,.004,.11,1.00,-.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.11,-,.105,.12,.11,.11,-1.64,.25,.105,,
ASW,-,4.174,2.684,.031,.14,5.18,3.73,19.4,3.70,1.01,5.10,f,Advanced Share Reg,,.725,-,.69,.725,.725,.725,-1.64,.76,.605,,
AEI,136.000,4.567,7.707,.026,-.02,-,-1.23,-,-,-,-,,Aeris Environmental,,.22,+6,.21,.225,.22,.17,+35.86,.30,.13,,
AFT,-,52.700,433.377,.007,-,-,-,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.64,.001,.001,,
AGX,147.731,218.406,46.655,.002,-,-,-5.00,-,-,-,-,,Agenix,†,.046,+.4,.046,.047,.05,.04,+7.89,.40,.04,,
AGK,7395.39,383.720,310.630,7.790,7.26,1.95,23.80,59.5,61.00,.39,4.31,f,AGL Energy,,14.16,+30,14.12,14.20,14.20,13.82,+.53,16.01,13.031,,
AGJ,5.000,3.414,1.512,.013,.21,.60,-10.73,-,3.18,-,25.44,,Agricultural Land,,.125,+1.5,.125,.13,.125,.11,+12.00,.19,.11,,
AHC,.833,.079,.133,.011,4.90,.41,-4.64,-,-,-,-,,AHC,,2.02,-3,2.00,-,2.02,2.02,-3.10,2.27,2.00,,
ENY,-,.114,.790,.002,-,-,-,-,-,-,-,,All 200 Energy,,12.61,-,11.94,12.61,12.61,12.61,-1.64,14.60,11.50,,
FIN,.150,.316,1.279,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.76,-,4.69,4.77,4.76,4.76,-1.64,4.89,3.962,,
FIX,1.080,.760,1.064,.003,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,5.55,-4,5.59,5.68,5.59,5.55,-2.35,5.79,4.62,,
IDD,15.175,.148,1.134,-,-,-,-,-,-,-,-,,All 200 Industrials,,3.29,+2,3.30,3.80,3.29,3.27,-1.03,3.86,3.18,,
RSR,.170,2.591,1.740,.003,-,-,-,-,-,-,-,,All 200 Resources,,4.06,+9,4.04,4.30,4.06,3.97,+.63,4.89,3.51,,
MAM,-,.506,2.334,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.52,-,3.40,3.46,3.52,3.52,-1.64,4.17,3.01,,
AGI,3665.75,135.747,28.716,.734,.36,6.33,23.00,9.9,-,-,-,,Ainsworth Game Tech,,2.28,+8,2.25,2.28,2.44,2.16,+2.00,2.75,.40,,
AIZ,250.433,7.398,10.193,1.068,1.16,.84,5.09,19.1,3.64,1.40,3.75,,Air New Zealand,,.97,+2,.97,.98,.97,.955,+.47,1.04,.65,,
AIG,-,-,.174,-,-.21,-,-5.37,-,-,-,-,,Aircruising Aust,,.079,-,.001,.065,.079,.079,-1.64,.08,.079,,
AJL,134.937,34.500,7.833,.103,.45,1.73,-133.20,-,-,-,-,,AJ Lucas Grp,,.78,+.5,.68,.78,.78,.68,-.99,1.50,.495,,
ACL,860.873,91.028,71.144,.163,.03,19.33,-6.20,-,-,-,-,,Alchemia,,.58,-1.5,.575,.58,.60,.555,-4.16,.615,.27,,
AAI,-,.014,.043,7.015,-,-,86.58,9.4,9.83,8.81,1.21,,Alcoa Inc,,8.10,-,6.00,9.89,8.10,8.10,-1.64,11.39,8.00,,
LEP,2169.49,42.698,27.168,.420,1.95,1.19,-10.70,-,16.00,-,6.90,,ALE Prop Grp,,2.32,+3,2.30,2.32,2.32,2.27,-.33,2.40,1.92,,
ALS,383.172,85.190,59.377,.180,.75,2.55,-14.72,-,8.00,-,4.18,f,Alesco Corp,,1.915,-.5,1.91,1.93,1.94,1.90,-1.90,2.03,.947,,
AJX,185.000,19.385,11.745,.009,-.01,-,-2.11,-,-,-,-,,Alexium Int'l,,.065,+.5,.062,.07,.065,.06,+6.70,.115,.059,,
AEB,309.197,31.765,9.520,.016,-,-,-2.51,-,-,-,-,,Algae.Tec,,.29,-3,.285,.30,.33,.29,-11.01,.63,.27,,
AEBO,-,6.923,-,-,-,-,-,-,-,-,-,,  opt jan14,,.075,-,.06,.095,.075,.075,-1.64,.12,.035,,
AQZ,40.623,19.621,-,.192,1.15,1.59,24.38,7.5,5.60,4.35,3.06,f,Alliance Aviation,,1.83,-3.5,1.80,1.87,1.865,1.82,-3.51,2.36,1.59,,
AHZ,7831.58,228.402,172.910,.017,.01,2.10,-1.51,-,-,-,-,,Allied Healthcare,,.021,-.1,.021,.022,.023,.021,-6.18,.052,.015,,
AZG,8609.11,150.778,171.497,.046,-,-,5.00,3.0,-,-,-,,Allmine Grp,,.15,+3,.145,.155,.155,.12,+23.36,.23,.10,,
ALQ,9030.54,161.105,51.304,2.959,.48,18.10,65.89,13.2,47.00,1.40,5.41,p,ALS,†,8.69,+29,8.68,8.82,9.40,8.16,+1.82,13.984,7.23,,
AIQ,1221.11,73.699,6.584,.053,.55,.74,1.55,26.1,-,-,-,,Alternative Invest,,.405,+.5,.40,.405,.405,.40,-.39,.458,.321,,
ALU,337.825,12.105,9.295,.105,.07,13.57,6.11,15.5,5.00,1.22,5.26,,Altium,,.95,-2,.93,.96,.95,.91,-3.70,.99,.12,,
AMA,975.273,88.938,32.868,.097,.02,17.00,2.72,12.5,1.60,1.70,4.71,f,AMA Grp,,.34,+.5,.335,.345,.345,.325,-.14,.36,.125,,
AHD,134.367,13.764,13.614,1.079,5.12,1.34,50.60,13.5,39.00,1.30,5.70,f,Amalgamated Hldgs,,6.84,+25,6.73,6.85,6.85,6.55,+2.16,7.16,5.52,,
AMO,22.918,.817,1.171,.008,.50,.50,-15.40,-,-,-,-,,Ambertech,,.25,-,.25,.29,.25,.25,-1.64,.275,.20,,
AMB,53.825,9.661,5.578,.013,.19,1.05,1.59,12.6,-,-,-,,Ambition Grp,,.20,-1,.20,.21,.21,.20,-6.40,.21,.12,,
