ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 22, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4980.8 at 2013-03-22T16:43:36. Report at Friday, March 22, 2013. Processed Saturday at 2013-03-23T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,13.812,.601,.692,.136,.65,8.85,28.92,19.9,19.20,1.51,3.34,f,1300 Smiles,,5.75,+12,5.74,5.75,5.79,5.71,+5.03,6.54,4.64,,
TIX,1696.75,18.603,-,.084,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.46,-1,.45,.465,.47,.455,+.77,.50,.37,,
AYI,1922.29,9.587,3.632,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,-.1,.003,.004,.005,.003,-22.10,.015,.003,,
AAY,-,3.368,4.451,.002,-.03,-,2.48,.8,-,-,-,,AACL Hldgs,,.02,-,.02,.022,.02,.02,+2.90,.037,.015,,
ABP,2841.05,26.928,43.923,.979,2.30,.94,6.83,31.6,16.50,.41,7.64,,Abacus Prop,,2.16,-6,2.15,2.22,2.235,2.155,+.19,2.30,1.895,,
ALR,223.738,2.716,1.236,.077,1.21,1.05,2.64,48.3,9.50,.28,7.45,f,Aberdeen Leaders,,1.275,-1.5,1.275,1.28,1.30,1.27,+1.73,1.36,.975,,
AKG,75.644,.879,-,.036,.12,6.25,7.01,10.7,5.00,1.40,6.67,f,Academies A'asia,,.75,+3,.705,.74,.75,.675,+7.06,.80,.44,,
ACR,3626.44,44.244,42.530,.653,.11,35.64,2.73,143.6,8.00,.34,2.04,,Acrux,,3.92,-8,3.83,3.92,3.99,3.79,+.90,4.77,2.64,,
ACW,147.000,.862,.806,.001,-,-,-.15,-,-,-,-,,Actinogen,,.016,-,.016,.021,.016,.016,+2.90,.039,.01,,
ACWOA,-,.107,.198,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,.03,.001,.001,+2.90,.003,.001,,
ACU,47967.0,79.931,51.966,.002,-,-,-.01,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+2.90,.002,.001,,
ADA,2.683,.250,.436,.029,.13,2.81,1.80,20.3,-,-,-,,Adacel Tech,,.365,-.6,.365,.38,.38,.365,+1.39,.414,.241,,
AAU,69.280,2.166,1.186,.007,.04,2.88,-6.79,-,.75,-,6.52,,Adcorp Aust,,.115,-,.105,.115,.115,.10,+2.90,.22,.10,,
ABN,-,13.460,1.397,.002,-,-,.15,6.7,-,-,-,,AdEffective,,.01,-,.004,.01,.01,.01,+2.90,.019,.008,,
ABNO,750.000,11.999,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-.1,.003,.005,.004,.003,-22.10,.005,.002,,
ABC,9598.43,117.191,97.110,2.193,1.29,2.67,24.20,14.2,16.50,1.47,4.80,f,Adelaide Brighton,,3.44,-10,3.43,3.46,3.61,3.42,+.07,3.70,2.80,,
ADQ,732.803,19.831,2.885,.013,.05,.98,.67,7.3,-,-,-,,ADG Global Supply,,.049,-.7,.049,.055,.056,.047,-9.60,.08,.043,,
ADJ,857.763,33.144,26.874,.020,.02,1.40,-.91,-,-,-,-,,Adslot,,.028,+.1,.028,.03,.028,.028,+6.60,.068,.024,,
ABV,1519.12,31.421,18.676,.020,-,-,-.07,-,-,-,-,,Adv Braking Tech,,.018,-.3,.018,.019,.02,.017,-11.39,.024,.013,,
AMT,-,.024,.060,.004,.10,1.05,.35,30.0,-,-,-,,Adv Surg Dsgn & Mnft,,.105,-,.06,.10,.105,.105,+2.90,.24,.105,,
ASW,2.954,.522,.411,.029,.14,4.82,3.67,18.4,3.70,.99,5.48,f,Advanced Share Reg,,.675,-2,.675,.69,.695,.675,+.02,.76,.645,,
AEI,30.000,.358,1.373,.018,-,-,-.92,-,-,-,-,,Aeris Environmental,,.15,-2.5,.145,.17,.175,.15,-11.39,.26,.13,,
AFT,-,2.000,33.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+2.90,.001,.001,,
AGX,248.175,4.981,9.557,.001,-,-,-8.13,-,-,-,-,,Agenix,†,.022,-,.018,.025,.022,.022,+2.90,.363,.017,,
