ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 17, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4551.1 at 2011-06-17T16:37:36. Report at Friday, June 17, 2011. Processed Saturday at 2011-06-18T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,1.500,.281,1.327,.075,.18,19.7,22.77,15.5,14.70,1.55,4.15,f,1300 Smiles,,3.54,-1,3.45,3.54,3.54,3.50,+1.53,4.25,2.90,,
TQH,327.651,1.269,.893,.010,-.06,-,1.08,5.6,-,-,-,,3Q Hldgs,,.06,-,.06,-,.06,.055,+1.81,.11,.052,,
FCS,-,.834,2.921,.004,.01,2.7,-.15,-,-,-,-,,4C Sec Solution,,.027,-,.006,.02,.027,.027,+1.81,.045,.02,,
AAY,40.000,1.036,2.763,.002,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.038,-1.2,.037,.049,.05,.038,-22.19,.14,.03,,
AAQ,5316.00,111.599,-,.004,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.01,-,.01,.011,.01,.01,+1.81,.725,.009,,
ABP,3658.40,73.130,545.949,.833,2.83,.8,2.91,75.6,9.90,.29,4.50,,Abacus Prop,†,2.20,+8,2.15,2.20,2.22,2.10,+5.58,2.45,1.90,,
ALR,323.485,3.664,2.270,.072,1.35,.9,4.77,25.2,9.50,.50,7.92,f,Aberdeen Leaders,,1.20,-1,1.19,1.20,1.21,1.175,+.98,1.345,1.175,,
AKG,30.000,.137,.125,.024,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,.38,.595,.55,.545,+1.81,.55,.365,,
ACR,2288.51,50.988,39.301,.569,.77,4.4,65.08,5.3,-,-,-,,Acrux,,3.42,-28,3.38,3.42,3.74,3.22,-5.76,3.90,1.433,,
ACW,40.000,1.293,.945,.002,.02,1.7,-2.12,-,-,-,-,,Actinogen,,.033,+.3,.032,.049,.033,.03,+11.81,.105,.023,,
ACWO,-,-,.008,-,-,-,-,-,-,-,-,,  opt aug12,,.01,-,-,.001,.01,.01,+1.81,.014,.001,,
ACWOA,-,.154,-,-,-,-,-,-,-,-,-,,  opt sep15,,.015,-,.004,.015,.015,.015,+1.81,.015,.01,,
