ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 17, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5652.5 at 2015-07-17T16:37:36. Report at Friday, July 17, 2015. Processed Saturday at 2015-07-18T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,16.224,.602,1.226,.166,.38,18.42,24.60,28.5,17.00,1.45,2.43,f,1300 Smiles,,7.00,-4,6.90,7.00,7.04,6.72,-3.75,7.20,5.70,,
1ST,1233.36,13.339,-,.008,-,-,-,-,-,-,-,,1ST Available,,.135,-.5,.135,.14,.14,.12,-6.75,.22,.12,,
TIX,438.855,21.920,12.208,.371,2.19,1.11,48.68,5.0,21.00,2.32,8.64,,360 Capital Indust,,2.43,-4,2.42,2.45,2.52,2.42,-4.80,2.79,2.17,,
TGP,1744.89,29.719,24.724,.252,-,-,15.09,6.7,5.52,2.73,5.44,,360 Capital Grp,,1.015,-2,1.01,1.015,1.045,1.00,-5.12,1.41,.81,,
TOF,362.812,13.766,14.560,.152,2.10,.99,4.70,44.0,17.00,.28,8.21,,360 Capital Office,,2.07,-,2.05,2.07,2.08,2.04,-3.18,2.24,1.925,,
TOT,76.500,1.665,-,.045,-,-,-10.50,-,-,-,-,,360 Capital Total Re,,1.135,-5.5,1.135,1.165,1.19,1.135,-7.81,1.35,1.13,,
3DM,1111.39,339.924,287.995,.033,.01,10.50,-.24,-,-,-,-,,3D Medical,†,.105,-,.105,.11,.11,.105,-3.18,.195,.004,,
3PL,215.709,20.267,13.660,.286,.10,21.20,-2.29,-,-,-,-,,3P Learning,,2.12,-3,2.11,2.20,2.15,2.08,-4.58,2.85,1.94,,
8CO,-,1.346,-,.003,-,-,-.61,-,-,-,-,,8common,,.24,-,.23,.245,.24,.24,-3.18,.295,.145,,
8IH,131.900,17.490,-,.307,-,-,-,-,-,-,-,,8I Hldgs,,.86,-2,.80,.88,.89,.855,-5.46,1.13,.25,,
NNW,248.635,38.607,36.698,.027,.04,4.50,.13,138.5,-,-,-,,99 Wuxian,,.18,+.5,.165,.18,.185,.165,-.33,.68,.15,,
AYI,-,195.402,69.643,.010,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-3.18,.002,.001,,
ABP,3761.84,100.633,95.836,1.648,2.42,1.23,24.24,12.3,17.00,1.43,5.70,,Abacus Prop,,2.98,+9,2.95,2.99,3.06,2.85,-.07,3.337,2.45,,
ALR,89.472,3.368,4.012,.070,1.19,.95,2.86,39.7,7.00,.41,6.17,f,Aberdeen Leaders,,1.135,+.5,1.135,1.15,1.15,1.10,-2.74,1.25,1.04,,
AKG,57.650,4.989,4.076,.042,-.01,-,6.20,11.0,4.50,1.38,6.62,f,Academies A'asia,,.68,-3,.68,.73,.72,.68,-7.41,1.40,.645,,
ACX,1806.05,10.575,-,.550,-,-,27.00,12.4,-,-,-,,Aconex,,3.34,-26,3.31,3.42,3.65,3.16,-10.41,3.90,1.65,,
ACQ,403.897,10.500,5.430,.038,.92,.80,-8.05,-,-,-,-,,Acorn Capital Invest,,.74,+4,.74,.75,.77,.695,+2.53,.94,.69,,
ACQO,60.000,6.745,6.000,-,-,-,-,-,-,-,-,,  opt oct15,,.001,-,.001,.002,.001,.001,-3.18,.037,.001,,
ACR,1127.06,70.229,237.851,.147,.09,9.78,6.01,14.6,8.00,.75,9.09,f,Acrux,,.88,+2,.88,.89,.895,.84,-.86,2.10,.755,,
ACW,626.271,149.057,11.686,.043,.01,7.10,-.58,-,-,-,-,,Actinogen,,.071,-.1,.069,.073,.075,.069,-4.57,.15,.016,,
ACWOA,-,1.193,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,.001,.002,.002,-3.18,.006,.001,,
ACU,1469.67,101.289,-,.010,-,-,-.04,-,-,-,-,,Acuvax,†,.12,-,.115,.12,.125,.11,-3.18,.215,.001,,
ADA,75.477,1.329,.552,.050,.12,5.29,-2.60,-,.75,-,1.18,,Adacel Tech,,.635,+3.5,.605,.635,.635,.59,+2.65,.64,.20,,
ADH,1784.57,45.307,-,.468,-,-,-,-,-,-,-,,Adairs,,2.82,+9,2.80,2.83,2.91,2.70,+.11,2.91,2.57,,
AAU,65.000,1.121,2.700,.003,-.03,-,-1.78,-,-,-,-,,Adcorp Aust,,.043,+.7,.04,.043,.043,.036,+16.26,.062,.035,,
