ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 19, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4171.9 at 2011-08-19T16:44:18. Report at Friday, August 19, 2011. Processed Saturday at 2011-08-20T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,24.401,.455,1.488,.077,.24,15.0,24.20,14.9,15.50,1.56,4.31,f,1300 Smiles,,3.60,+50,3.60,3.67,3.68,3.31,+17.69,4.25,3.00,,
TQH,-,1.397,.898,.010,-.06,-,1.08,5.6,-,-,-,,3Q Hldgs,,.06,-,-,-,.06,.06,+1.56,.11,.041,,
FCS,1.905,.954,3.513,.003,.01,1.7,-.15,-,-,-,-,,4C Sec Solution,,.017,-,-,-,.017,.017,+1.56,.045,.01,,
AAY,100.000,2.702,4.904,.007,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.05,-,-,-,.05,.05,+1.56,.071,.022,,
AAQ,3550.00,155.704,-,.004,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.009,-.2,.009,.01,.011,.009,-16.63,.725,.008,,
ABP,2403.41,97.525,749.984,.772,2.83,.7,2.91,68.6,16.50,.18,8.27,,Abacus Prop,†,1.995,+3.5,1.99,2.09,2.12,1.955,+3.34,2.45,1.905,,
ALR,291.212,5.512,3.120,.065,1.16,.9,3.24,33.3,9.50,.34,8.80,f,Aberdeen Leaders,,1.08,-,1.06,1.08,1.12,1.08,+1.56,1.345,1.03,,
AKG,-,.137,.138,.026,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,-,-,.55,.55,+1.56,.55,.365,,
ACR,3796.53,79.467,44.049,.628,.77,4.9,65.08,5.8,-,-,-,,Acrux,,3.77,-23,3.76,3.82,4.30,3.72,-4.19,4.30,1.599,,
ACW,141.000,1.848,1.910,.002,.02,1.6,-2.12,-,-,-,-,,Actinogen,,.031,+.1,-,-,.032,.031,+4.89,.105,.03,,
ACWO,-,.009,.013,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+1.56,.014,.001,,
ACWOA,-,.160,-,-,-,-,-,-,-,-,-,,  opt sep15,,.005,-,-,-,.005,.005,+1.56,.015,.005,,
ACU,4690.33,767.602,49.760,.005,-,-,-.14,-,-,-,-,,Acuvax,,.002,-,-,-,.002,.001,+1.56,.005,.001,,
ADA,9.609,1.710,3.874,.020,.17,1.4,-2.10,-,-,-,-,,Adacel Tech,,.24,-1,.225,.26,.25,.235,-2.44,.43,.18,,
AAU,70.000,13.050,5.614,.008,.08,1.6,-9.67,-,1.00,-,8.00,f,Adcorp Aust,,.125,-.5,-,-,.13,.125,-2.29,.25,.125,,
ABN,-,369.902,450.616,.005,-,-,.21,.5,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,+1.56,.002,.001,,
ABC,20030.6,322.535,370.614,1.692,1.17,2.3,22.80,11.7,16.50,1.38,6.20,f,Adelaide Brighton,,2.66,+14,2.63,2.70,2.71,2.53,+7.11,3.692,2.22,,
AYT,2126.63,19.324,8.209,.025,.27,1.0,10.03,2.6,5.23,1.92,19.74,,Adelaide Mgd,†,.265,+2.5,.265,.27,.27,.23,+11.97,.296,.182,,
ADQ,1135.00,11.001,7.732,.012,.03,1.8,-.86,-,-,-,-,,ADG Global Supply,,.055,-1,.055,.065,.065,.055,-13.83,.09,.05,,
ABV,796.000,63.933,30.798,.016,.01,1.7,-.03,-,-,-,-,,Adv Braking Tech,,.017,+.1,.016,.02,.02,.016,+7.81,.038,.014,,
AMT,10.000,.395,.655,.006,.14,1.2,-6.01,-,-,-,-,,Adv Surg Dsgn & Mnft,,.175,-.5,.15,.18,.18,.175,-1.22,.47,.15,,
AES,230.000,1.539,4.178,.023,-,-,-.06,-,-,-,-,,Advanced Energy,,.051,+2,-,-,.051,.05,+66.07,.065,.029,,
ANM,732.501,16.433,10.059,.019,.02,3.0,-.65,-,-,-,-,,Advanced Magnesium,,.06,+.2,-,-,.06,.056,+5.01,.087,.036,,
ASW,28.500,2.158,6.174,.030,.13,5.4,4.17,16.8,3.85,1.08,5.50,f,Advanced Share Reg,,.70,+3.5,.70,.73,.775,.70,+6.82,1.20,.665,,
AEI,259.000,6.012,4.684,.017,-.02,-,-1.54,-,-,-,-,,Aeris Environmental,,.165,-.5,.165,.185,.175,.165,-1.38,.39,.12,,
AFT,23673.7,384.150,987.637,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+1.56,.002,.001,,
AGX,1204.27,35.938,-,.015,-,-,.57,3.5,-,-,-,,Agenix,,.02,+.5,.016,.019,.02,.014,+34.89,.047,.012,,
AGK,6555.87,204.145,215.110,6.421,6.40,2.2,91.10,15.3,59.00,1.54,4.24,,AGL Energy,,13.92,+14,13.91,13.98,14.35,13.83,+2.57,16.92,12.50,,
AGJ,4.932,.989,.426,.012,.37,.4,2.23,5.8,1.88,1.19,14.46,,Agricultural Land,,.13,-1.5,-,-,.145,.13,-8.79,.20,.13,,
AHC,-,.092,.097,.012,4.92,.4,11.63,17.6,10.00,1.16,4.88,f,AHC,,2.05,-,-,-,2.05,2.05,+1.56,2.30,1.80,,
ENY,3.620,.733,.023,.003,-,-,-,-,-,-,-,p,All 200 Energy,,12.85,-85,12.81,12.89,13.80,12.85,-4.65,18.26,11.96,,
FIN,76.000,1.161,.158,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.05,+8,3.90,3.93,4.05,3.97,+3.57,4.87,3.55,,
