ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 18, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4246.7 at 2011-11-18T16:45:46. Report at Friday, November 18, 2011. Processed Saturday at 2011-11-19T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,28.363,.963,1.639,.091,.24,16.0,24.20,15.9,15.50,1.56,4.03,f,1300 Smiles,,3.85,+15,3.80,3.85,3.85,3.73,+6.62,4.25,3.00,,
TQH,154.000,1.918,2.121,.012,-.05,-,1.84,3.8,-,-,-,,3Q Hldgs,,.07,-1,.065,.08,.08,.06,-9.93,.08,.041,,
FCS,-,1.149,6.093,.007,.09,.4,.03,133.3,-,-,-,,4C Sec Solution,,.04,-,-,-,.04,.04,+2.57,.055,.01,,
AYI,-,8.053,13.374,.022,.01,5.0,-.94,-,-,-,-,,A1 Invest & Res,,.05,-,-,-,.05,.05,+2.57,.09,.028,,
AAY,-,4.655,8.195,.005,-,-,.22,18.2,-,-,-,,AACL Hldgs,,.04,-,.02,.045,.04,.04,+2.57,.066,.029,,
AAQ,34657.9,281.075,-,.004,-,-,-.30,-,-,-,-,,AAQ Hldgs,†,.01,-.6,.009,.01,.013,.009,-34.93,.725,.007,,
ABP,1986.23,142.678,962.711,.735,2.76,.7,4.66,40.8,16.50,.28,8.68,,Abacus Prop,,1.90,-1,1.895,1.95,1.965,1.875,+2.04,2.45,1.78,,
ALR,17.150,6.915,4.562,.062,1.10,.9,3.24,31.6,9.50,.34,9.27,f,Aberdeen Leaders,,1.025,+1,1.02,1.05,1.08,1.025,+3.55,1.345,.98,,
AKG,-,.409,.222,.026,.09,6.1,5.40,10.2,4.00,1.35,7.27,f,Academies A'asia,,.55,-,-,-,.55,.55,+2.57,.55,.48,,
ACR,2811.18,128.519,68.445,.504,-,-,34.73,8.7,-,-,-,,Acrux,,3.03,-17,3.02,3.06,3.29,2.98,-2.75,4.30,2.49,,
ACW,180.426,3.364,2.621,.003,.02,2.8,-1.66,-,-,-,-,,Actinogen,,.055,+.5,.028,.059,.06,.053,+12.57,.10,.018,,
ACWO,-,.015,.149,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+2.57,.014,.001,,
ACWOA,-,.244,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,+2.57,.015,.001,,
ACU,13087.3,864.025,484.563,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+2.57,.005,.001,,
ADA,25.000,2.378,4.736,.020,.09,2.8,-3.60,-,-,-,-,,Adacel Tech,,.25,+.5,.24,.26,.25,.245,+4.61,.39,.18,,
AAU,39.000,15.582,7.353,.011,.09,2.0,2.29,7.9,2.00,1.15,11.11,f,Adcorp Aust,,.18,+.5,.175,.18,.18,.18,+5.42,.25,.125,,
ABN,-,371.102,809.363,.005,-,-,-.02,-,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,+2.57,.002,.001,,
ABC,4040.05,449.538,523.303,1.845,1.17,2.5,22.80,12.7,16.50,1.38,5.69,f,Adelaide Brighton,,2.90,-5,2.89,2.97,3.05,2.88,+.87,3.514,2.22,,
AYT,12779.2,41.521,30.726,.003,.29,.1,10.03,.4,2.33,4.30,64.72,,Adelaide Mgd,†,.036,+.1,.036,.038,.037,.035,+5.42,.038,.022,,
ADQ,55.078,15.305,10.572,.011,.04,1.3,.47,10.9,-,-,-,,ADG Global Supply,,.051,+.1,-,-,.051,.05,+4.57,.09,.05,,
ABV,377.617,74.374,88.116,.021,.01,2.2,.06,36.7,-,-,-,,Adv Braking Tech,,.022,+.1,.022,.023,.023,.021,+7.33,.038,.016,,
AMT,5.000,.418,1.195,.005,.11,1.4,-9.25,-,-,-,-,,Adv Surg Dsgn & Mnft,,.15,-2,.10,.15,.17,.15,-9.20,.36,.15,,
ANM,87.166,21.354,14.837,.020,.02,2.9,-.68,-,-,-,-,,Advanced Magnesium,,.058,+.3,.057,.058,.058,.055,+8.02,.087,.036,,
ASW,12.000,2.676,7.487,.027,.13,4.8,4.17,15.1,3.85,1.08,6.11,f,Advanced Share Reg,,.63,+1.5,-,-,.63,.615,+5.01,1.20,.605,,
AEI,245.000,7.596,9.059,.022,.02,10.5,-2.16,-,-,-,-,,Aeris Environmental,,.21,+1,.20,.22,.21,.20,+7.57,.28,.155,,
AFT,-,433.377,1278.54,.007,-,-,.03,3.3,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+2.57,.002,.001,,
AGX,595.998,46.605,29.575,.011,-,-,-.40,-,-,-,-,,Agenix,,.014,-,.013,.014,.014,.013,+2.57,.032,.011,,
AGK,5112.87,306.648,309.059,6.760,6.95,2.1,122.40,11.9,60.00,2.04,4.12,f,AGL Energy,,14.55,-34,14.55,14.68,15.06,14.53,+.28,16.24,12.50,,
AGJ,-,1.505,1.484,.016,.36,.4,2.68,5.8,2.45,1.09,15.81,,Agricultural Land,,.155,-,-,-,.155,.155,+2.57,.20,.13,,
AHC,10.833,.133,.216,.013,4.95,.5,3.45,65.8,10.00,.35,4.41,,AHC,,2.27,+7,-,-,2.30,2.27,+5.75,2.30,1.80,,
ENY,1.033,.790,.119,.003,-,-,-,-,-,-,-,p,All 200 Energy,,13.91,-13,13.86,13.94,14.47,13.91,+1.64,18.26,11.87,,
FIN,-,1.279,.358,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.23,-,4.14,4.16,4.23,4.23,+2.57,4.87,3.55,,
FIX,-,1.064,.592,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.88,-,4.80,4.82,4.88,4.88,+2.57,5.54,4.34,,
IDD,-,1.134,.126,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.38,-,3.41,3.45,3.38,3.38,+2.57,3.90,3.00,,
RSR,.699,1.731,1.964,.007,-,-,-,-,-,-,-,p,All 200 Resources,,4.88,-4,4.77,4.79,4.92,4.88,+1.75,6.42,4.33,,
MAM,188.985,2.282,1.020,.004,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,4.21,-,4.09,4.12,4.28,4.21,+2.57,5.58,3.80,,
AGI,663.522,28.369,6.916,.119,.09,4.7,8.00,5.3,-,-,-,,Ainsworth Game Tech,,.425,+4,.40,.425,.43,.38,+12.96,.48,.15,,
AIZ,30.803,10.169,20.642,.855,1.03,.8,5.87,13.3,3.90,1.51,5.00,,Air New Zealand,,.78,-2,.78,.80,.80,.78,+.07,1.175,.765,,
AIG,-,.174,-,-,-.16,-,-5.00,-,-,-,-,,Aircruising Aust,,.08,-,-,-,.08,.08,+2.57,.08,.035,,
ACL,2832.28,70.264,42.315,.071,.01,32.0,-7.00,-,-,-,-,,Alchemia,,.32,+2.5,.31,.32,.33,.27,+11.04,.86,.25,,
AAI,.095,.043,.084,9.440,-,-,23.62,46.1,9.70,2.44,.89,,Alcoa Inc,,10.90,-10,8.00,13.18,10.90,10.90,+1.66,18.99,10.50,,
LEP,178.182,27.083,38.260,.315,2.22,.9,32.49,6.1,19.75,1.65,9.97,,ALE Prop Grp,,1.98,-1,1.98,2.01,2.01,1.98,+2.06,2.09,1.72,,
ALS,199.224,59.167,89.052,.127,.84,1.6,15.56,8.7,8.50,1.83,6.30,f,Alesco Corp,,1.35,+5,1.31,1.35,1.35,1.285,+6.41,3.554,1.20,,
