ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 18, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4794.7 at 2013-01-18T16:45:05. Report at Friday, January 18, 2013. Processed Saturday at 2013-01-19T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,24.589,.097,.030,.127,.59,9.08,26.60,20.2,17.80,1.49,3.32,f,1300 Smiles,,5.36,+10,5.30,5.35,5.36,5.26,+.61,6.54,3.86,,
TIX,5484.13,6.316,-,.070,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.385,-.5,.385,.39,.40,.37,-2.57,.48,.37,,
TQH,57.000,.057,-,.013,-.04,-,1.47,6.1,-,-,-,,3Q Hldgs,,.09,+.1,.089,.094,.09,.088,-.16,.099,.052,,
AYI,33.000,.188,.019,.002,.02,.25,-1.20,-,-,-,-,,A1 Invest & Res,,.005,-,.005,.006,.005,.005,-1.29,.04,.004,,
AAY,1208.34,1.243,.200,.002,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.02,-,.021,.025,.02,.02,-1.29,.037,.015,,
AAQ,750.000,2.086,6.922,.002,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.005,-,.004,.005,.005,.004,-1.29,.01,.003,,
ABP,1762.30,4.178,8.027,1.010,2.34,.97,2.11,107.6,16.50,.13,7.27,,Abacus Prop,†,2.27,+7,2.26,2.28,2.29,2.20,+1.89,2.30,1.80,,
ALR,245.305,.839,.311,.073,1.11,1.09,2.98,40.6,9.50,.31,7.85,f,Aberdeen Leaders,,1.21,+4.5,1.19,1.21,1.22,1.16,+2.58,1.22,.975,,
AKG,14.000,.023,-,.027,.10,5.50,6.30,8.7,4.50,1.40,8.18,f,Academies A'asia,,.55,-9.5,.55,.65,.645,.55,-16.02,.80,.44,,
ACR,2265.26,5.257,6.239,.519,.17,18.35,4.44,70.3,8.00,.56,2.56,,Acrux,,3.12,+25,3.10,3.13,3.14,2.85,+7.42,4.77,2.64,,
ACW,30.000,.236,.020,-,-,-,-2.12,-,-,-,-,,Actinogen,,.011,-,.01,.021,.011,.011,-1.29,.052,.01,,
ACWOA,-,.008,-,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,.001,.002,.001,.001,-1.29,.003,.001,,
ACU,500.000,8.005,1.108,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.29,.002,.001,,
ADA,20.300,.021,.005,.024,.14,2.14,5.40,5.6,-,-,-,,Adacel Tech,,.30,-6,.285,.33,.30,.30,-17.95,.43,.20,,
AAU,28.270,.118,.127,.008,.09,1.44,2.57,5.1,1.75,1.47,13.46,f,Adcorp Aust,,.13,-1,.13,.14,.14,.13,-8.43,.22,.10,,
ABN,200.000,.236,-,.002,-,-,-1.35,-,-,-,-,,AdEffective,†,.01,-.4,.006,.015,.014,.01,-29.86,.044,.001,,
ABNO,126.000,.126,-,-,-,-,-,-,-,-,-,,  opt jun14,,.004,-,.003,.004,.004,.004,-1.29,.005,.002,,
ABC,9553.21,24.181,16.466,2.110,1.23,2.69,24.20,13.7,16.50,1.47,4.98,f,Adelaide Brighton,,3.31,+4,3.30,3.32,3.32,3.19,-.06,3.40,2.80,,
ADQ,1369.40,3.136,.469,.015,.05,1.34,.79,8.5,-,-,-,,ADG Global Supply,,.067,+.8,.061,.069,.067,.059,+12.27,.08,.043,,
ADJ,1049.89,4.282,1.031,.027,.02,1.95,-1.08,-,-,-,-,,Adslot,,.039,+.2,.036,.039,.039,.036,+4.12,.089,.027,,
ABV,512.222,2.459,2.756,.023,.01,2.10,-.01,-,-,-,-,,Adv Braking Tech,,.021,+.1,.02,.021,.021,.02,+3.71,.024,.013,,
AMT,-,-,.010,.004,.11,.95,-.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.105,-,.105,.12,.105,.105,-1.29,.25,.105,,
ASW,87.282,.287,.046,.031,.14,5.18,3.73,19.4,3.70,1.01,5.10,f,Advanced Share Reg,,.725,+.5,.725,.75,.75,.72,-.59,.76,.62,,
AEI,50.000,.060,.167,.019,-.02,-,-1.23,-,-,-,-,,Aeris Environmental,,.16,-1,.16,.17,.17,.16,-7.17,.26,.13,,
AFT,-,-,15.500,.007,-,-,-,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.29,.001,.001,,
AGX,205.000,.894,.434,.002,-,-,-5.00,-,-,-,-,,Agenix,†,.038,+.5,.028,.038,.038,.035,+13.86,.375,.018,,
AGK,5564.61,14.556,12.001,8.522,7.26,2.13,23.80,65.1,61.00,.39,3.94,f,AGL Energy,,15.49,+9,15.48,15.50,15.60,15.375,-.70,16.01,13.031,,
AGJ,20.170,.046,.013,.010,.21,.48,-10.73,-,3.18,-,31.80,,Agricultural Land,,.10,-1,.096,.11,.11,.10,-10.38,.19,.089,,
AHC,-,.020,.012,.011,4.90,.41,-4.64,-,10.00,-,5.00,f,AHC,,2.00,-,2.10,2.29,2.00,2.00,-1.29,2.21,1.92,,
ENY,-,.012,.002,.002,-,-,-,-,-,-,-,p,All 200 Energy,,12.60,-,11.93,12.79,12.60,12.60,-1.29,14.60,11.50,,
FIN,7.685,.018,.075,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.89,+10,4.88,4.96,4.89,4.87,+.80,4.99,3.99,,
FIX,152.470,.162,.051,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,5.71,+10,5.66,5.76,5.72,5.61,+.50,5.99,4.62,,
IDD,15.000,.015,-,-,-,-,-,-,-,-,-,p,All 200 Industrials,,3.60,+15.6,3.59,3.85,3.60,3.444,+3.25,3.86,3.18,,
