ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 31, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4914.0 at 2013-05-31T16:45:05. Report at Friday, May 31, 2013. Processed Saturday at 2013-06-01T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,15.631,1.054,1.306,.142,.65,9.20,28.92,20.7,19.20,1.51,3.21,f,1300 Smiles,,5.98,+8,5.90,5.99,5.99,5.80,+2.37,6.54,5.00,,
TIX,3000.27,61.028,-,.178,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.55,+.5,.55,.555,.55,.53,+1.93,.565,.356,,
AYI,1019.70,25.813,21.606,-,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.002,-,.002,.003,.003,.002,+1.01,.015,.001,,
AAY,90.000,3.512,6.380,.002,-.03,-,2.48,.6,-,-,-,,AACL Hldgs,,.015,+.5,.001,.015,.015,.01,+51.01,.03,.01,,
ABP,2135.02,51.380,81.782,1.069,2.30,1.03,6.83,34.6,16.50,.41,6.99,,Abacus Prop,,2.36,+4,2.35,2.39,2.41,2.31,+2.74,2.51,1.895,,
ALR,73.381,4.682,2.366,.080,1.24,1.06,2.64,50.0,9.50,.28,7.20,f,Aberdeen Leaders,,1.32,-1.5,1.27,1.32,1.345,1.27,-.15,1.365,.975,,
AKG,38.839,3.157,.040,.039,.12,6.67,7.01,11.4,5.00,1.40,6.25,f,Academies A'asia,,.80,-,.78,.80,.80,.77,+1.01,.80,.46,,
ACR,3887.20,78.544,100.471,.634,.11,34.64,2.73,139.6,8.00,.34,2.10,,Acrux,,3.81,-,3.74,3.83,3.81,3.60,+1.01,4.77,2.64,,
ACW,-,1.195,3.040,.002,-,-,-.15,-,-,-,-,,Actinogen,,.019,-,.013,.018,.019,.019,+1.01,.039,.01,,
ACWOA,-,.107,.347,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+1.01,.003,.001,,
