ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 15, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5129.3 at 2013-03-15T16:57:05. Report at Friday, March 15, 2013. Processed Saturday at 2013-03-16T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,13.711,.588,.670,.136,.65,8.82,28.92,19.8,19.20,1.51,3.35,f,1300 Smiles,,5.73,-16,5.78,5.79,5.79,5.63,-2.60,6.54,4.64,,
TIX,466.422,16.907,-,.086,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.47,-,.47,.475,.485,.47,+.16,.50,.37,,
AYI,1580.00,7.665,.445,.002,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.004,-,.004,.005,.004,.003,+.16,.015,.003,,
AAY,4.000,3.368,4.201,.002,-.03,-,2.48,.8,-,-,-,,AACL Hldgs,,.02,-,.02,.024,.02,.02,+.16,.037,.015,,
ABP,2347.99,24.087,39.644,1.006,2.30,.97,6.83,32.5,16.50,.41,7.43,,Abacus Prop,,2.22,+4,2.20,2.23,2.22,2.16,+1.99,2.30,1.895,,
ALR,216.879,2.492,1.073,.078,1.21,1.07,2.64,48.9,9.50,.28,7.36,f,Aberdeen Leaders,,1.29,+2,1.29,1.305,1.34,1.28,+1.73,1.36,.975,,
AKG,32.950,.803,-,.035,.12,6.00,7.01,10.3,5.00,1.40,6.94,f,Academies A'asia,,.72,+1,.71,.72,.72,.70,+1.57,.80,.44,,
ACR,3110.34,40.618,31.878,.666,.11,36.36,2.73,146.5,8.00,.34,2.00,,Acrux,,4.00,-,3.95,4.00,4.03,3.92,+.16,4.77,2.64,,
ACW,20.040,.715,.545,.001,-,-,-.15,-,-,-,-,,Actinogen,,.016,-,.016,.021,.016,.016,+.16,.039,.01,,
ACWOA,-,.107,.198,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,.03,.001,.001,+.16,.003,.001,,
ACU,3150.54,31.964,47.908,.002,-,-,-.01,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,+.16,.002,.001,,
