ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 13, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5111.8 at 2015-11-13T16:39:35. Report at Friday, November 13, 2015. Processed Saturday at 2015-11-14T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,30.579,1.097,2.071,.189,.45,17.76,27.80,28.7,19.20,1.45,2.40,f,1300 Smiles,,7.99,+53,7.80,7.99,8.47,7.50,+10.10,8.47,5.86,,
1ST,478.066,24.437,-,.005,-,-,-,-,-,-,-,,1ST Available,,.09,-.1,.09,.097,.115,.09,+1.90,.22,.09,,
TIX,2169.69,64.411,30.489,.499,2.34,1.03,35.50,6.8,21.57,1.65,8.91,,360 Capital Indust,,2.42,-5,2.42,2.43,2.47,2.40,+.97,2.79,2.28,,
TGP,1721.90,52.937,42.237,.238,.71,1.35,10.60,9.1,6.00,1.77,6.25,,360 Capital Grp,,.96,-7,.945,.98,1.03,.935,-3.80,1.41,.912,,
TOF,238.346,22.134,32.367,.147,2.14,.94,16.40,12.3,17.00,.96,8.46,,360 Capital Office,,2.01,+1,2.00,2.02,2.01,1.98,+3.50,2.24,1.95,,
TOT,50.636,6.815,-,.042,-,-,-10.50,-,5.62,-,5.11,,360 Capital Total Re,,1.10,-,1.07,1.10,1.10,1.07,+3.00,1.35,1.00,,
3DM,4946.98,393.811,798.520,.029,.01,7.80,-3.60,-,-,-,-,,3D Medical,†,.078,+.1,.073,.077,.082,.072,+4.30,.195,.004,,
3PL,7984.69,60.627,26.602,.305,.12,18.83,3.04,74.3,1.80,1.69,.80,f,3P Learning,,2.26,-3,2.24,2.27,2.34,2.24,+1.69,2.85,1.70,,
8CO,11.828,2.579,3.707,.003,-,-,-.02,-,-,-,-,,8common,,.19,-,.17,.19,.19,.19,+3.00,.25,.145,,
8IH,386.555,22.316,-,.341,.12,7.96,4.21,22.7,1.48,2.84,1.55,,8I Hldgs,,.955,+5.5,.935,.995,.99,.93,+9.11,1.13,.25,,
NNW,856.130,48.373,76.611,.112,.04,2.63,.06,175.0,-,-,-,,99 Wuxian,,.105,-3,.105,.12,.14,.105,-19.23,.44,.105,,
AYI,1080.00,199.862,155.909,.010,-,-,-.05,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+3.00,.001,.001,,
ABP,3468.54,164.073,158.462,1.645,2.49,1.19,25.46,11.7,17.00,1.50,5.72,,Abacus Prop,,2.97,-19,2.96,3.00,3.175,2.94,-3.02,3.41,2.759,,
ALR,74.482,4.911,6.829,.063,1.16,.88,3.33,30.6,6.00,.56,5.88,f,Aberdeen Leaders,,1.02,-2,1.015,1.05,1.05,1.02,+1.07,1.24,1.02,,
AKG,85.963,6.593,6.729,.020,-.06,-,.90,36.7,4.50,.20,13.64,f,Academies A'asia,,.33,-6,.34,.39,.37,.325,-12.39,1.142,.293,,
