ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 15, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5054.6 at 2013-02-15T16:45:05. Report at Friday, February 15, 2013. Processed Saturday at 2013-02-16T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,32.796,.256,.075,.141,.59,10.10,26.60,22.4,19.20,1.39,3.22,f,1300 Smiles,,5.96,+6,5.95,5.96,5.97,5.89,-.29,6.54,4.35,,
TIX,1739.67,14.206,-,.090,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.49,+3.5,.49,.50,.50,.455,+6.39,.50,.37,,
AYI,-,2.968,.070,.002,.02,.25,-1.20,-,-,-,-,,A1 Invest & Res,,.005,-,.005,.006,.005,.005,-1.31,.04,.004,,
AAY,243.299,2.584,.200,.004,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.03,+1,.023,.03,.03,.02,+48.69,.037,.015,,
ABP,3415.19,13.727,23.064,.988,2.34,.95,2.11,105.2,16.50,.13,7.43,,Abacus Prop,†,2.22,+7,2.19,2.23,2.22,2.14,+1.95,2.30,1.845,,
ALR,135.943,1.629,.585,.079,1.21,1.07,2.98,43.6,9.50,.31,7.31,f,Aberdeen Leaders,,1.30,+9.5,1.27,1.30,1.30,1.205,+6.58,1.30,.975,,
AKG,202.677,.436,-,.031,.12,5.42,7.01,9.3,5.00,1.40,7.69,f,Academies A'asia,,.65,-,.645,.685,.66,.65,-1.31,.80,.44,,
ACR,6601.45,23.857,14.425,.636,.17,22.47,4.44,86.0,8.00,.56,2.09,,Acrux,,3.82,+27,3.82,3.84,4.05,3.55,+6.30,4.77,2.64,,
ACW,8.000,.440,.070,.001,-,-,-2.12,-,-,-,-,,Actinogen,,.016,+.2,.016,.021,.016,.014,+12.98,.052,.01,,
ACWOA,-,.107,.198,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,.001,-,.001,.001,-1.31,.003,.001,,
ACU,13380.0,26.313,37.094,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.31,.002,.001,,
ADA,5.000,.029,.017,.025,.14,2.21,5.40,5.7,-,-,-,,Adacel Tech,,.31,+1,.28,.32,.31,.30,+2.03,.43,.25,,
AAU,17.600,.350,.384,.008,.09,1.44,2.57,5.1,1.75,1.47,13.46,f,Adcorp Aust,,.13,+1,.13,.14,.13,.12,+7.03,.22,.10,,
ABN,-,13.196,-,.002,-,-,-1.35,-,-,-,-,,AdEffective,,.01,-,.01,.014,.01,.01,-1.31,.019,.001,,
ABNO,1017.29,10.876,-,-,-,-,-,-,-,-,-,,  opt jun14,,.005,-,.004,.005,.005,.005,-1.31,.005,.002,,
ABC,11073.0,62.802,45.556,2.148,1.23,2.74,24.20,13.9,16.50,1.47,4.90,f,Adelaide Brighton,,3.37,-2,3.36,3.37,3.49,3.34,-1.90,3.49,2.80,,
ADQ,10121.6,15.344,1.348,.018,.05,1.38,.79,8.7,-,-,-,,ADG Global Supply,,.069,+.9,.069,.07,.069,.059,+13.69,.08,.043,,
ADJ,3277.48,18.530,16.077,.021,.02,1.50,-1.08,-,-,-,-,,Adslot,,.03,-.3,.03,.033,.032,.03,-10.40,.081,.027,,
ABV,1733.62,13.655,6.555,.024,.01,2.20,-.01,-,-,-,-,,Adv Braking Tech,,.022,-,.022,.023,.022,.022,-1.31,.024,.013,,
AMT,15.000,.015,.013,.004,.11,1.09,-.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.12,+1.5,.115,.12,.12,.105,+12.98,.25,.105,,
ASW,47.900,.420,.116,.029,.14,4.82,3.73,18.1,3.70,1.01,5.48,f,Advanced Share Reg,,.675,-6.5,.67,.70,.74,.675,-10.09,.76,.62,,
AEI,26.000,.172,.506,.018,-.02,-,-1.23,-,-,-,-,,Aeris Environmental,,.155,-,.145,.165,.16,.155,-1.31,.26,.13,,
AFT,-,-,24.500,.007,-,-,-,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.31,.001,.001,,
AGX,531.747,2.506,4.531,.001,-,-,-5.00,-,-,-,-,,Agenix,†,.029,+.4,.029,.03,.029,.025,+14.69,.363,.017,,
AGK,10491.3,56.288,33.794,8.368,7.26,2.10,23.80,63.9,61.00,.39,4.01,f,AGL Energy,,15.21,+8,15.12,15.24,15.50,14.91,-.78,16.01,13.031,,
AGJ,532.308,.812,.172,.009,.21,.43,-10.73,-,3.18,-,34.95,,Agricultural Land,,.091,-,.084,.091,.091,.091,-1.31,.17,.089,,
AHC,-,.022,.039,.012,4.90,.45,-4.64,-,10.00,-,4.55,f,AHC,,2.20,-,2.00,2.29,2.20,2.20,-1.31,2.20,1.92,,
ENY,.729,.020,.008,.002,-,-,-,-,-,-,-,p,All 200 Energy,,13.15,+29,12.86,13.14,13.15,12.86,+.95,14.60,11.50,,
FIN,8.559,.050,.076,.002,-,-,-,-,-,-,-,p,All 200 Financials,,5.24,+10,5.23,5.31,5.24,5.14,+.64,5.24,4.00,,
FIX,11.946,.250,.057,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,6.15,+13,5.60,6.23,6.15,6.02,+.85,6.15,4.62,,
IDD,6.830,.026,-,-,-,-,-,-,-,-,-,p,All 200 Industrials,,3.88,+15,3.84,3.91,3.88,3.73,+2.71,3.88,3.18,,
RSR,2.838,.036,.027,.004,-,-,-,-,-,-,-,p,All 200 Resources,,4.46,+6,4.45,4.53,4.46,4.40,+.06,4.85,3.51,,
MAM,13.548,.032,.040,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.78,+15,3.75,3.81,3.78,3.63,+2.83,4.09,3.01,,
AGI,1521.24,11.448,7.464,1.024,.36,8.83,23.00,13.8,-,-,-,,Ainsworth Game Tech,,3.18,+1,3.14,3.23,3.32,3.01,-.99,3.32,.775,,
AIZ,74.109,.728,1.250,1.129,1.16,.88,5.09,20.1,3.64,1.40,3.55,,Air New Zealand,,1.025,+.5,1.025,1.05,1.04,1.02,-.82,1.10,.65,,
AJL,910.775,4.132,5.327,.237,.45,3.97,-133.20,-,-,-,-,,AJ Lucas Grp,,1.785,+13.5,1.73,1.795,1.95,1.50,+6.88,2.13,.495,,
ACL,2251.27,15.488,19.572,.090,.03,10.67,-6.20,-,-,-,-,,Alchemia,,.32,-1,.315,.33,.33,.30,-4.34,.615,.285,,
AAI,-,-,.003,6.885,-,-,56.52,14.1,9.86,5.73,1.24,,Alcoa Inc,,7.95,-,6.05,9.99,7.925,7.925,-1.31,10.50,7.925,,
LEP,789.494,5.369,1.290,.461,1.88,1.27,-13.13,-,16.00,-,6.72,,ALE Prop Grp,,2.38,-1,2.37,2.39,2.42,2.35,-1.72,2.47,1.94,,
AJX,157.945,1.981,2.378,.007,-.01,-,-2.11,-,-,-,-,,Alexium Int'l,,.05,+.1,.046,.055,.055,.048,+.73,.115,.048,,
AEB,708.231,2.860,14.189,.069,-,-,-2.51,-,-,-,-,,Algae.Tec,,.255,-1,.235,.255,.265,.225,-5.08,.41,.22,,
AEBO,-,-,-,-,-,-,-,-,-,-,-,,  opt jan14,,.06,-,.01,-,.06,.06,-1.31,.12,.035,,
AQZ,46.980,1.788,2.791,.201,1.15,1.67,24.38,7.9,5.60,4.35,2.92,f,Alliance Aviation,,1.92,+.5,1.92,1.96,1.93,1.92,-1.05,2.36,1.76,,
