ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 27, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5898.5 at 2015-02-27T16:36:36. Report at Friday, February 27, 2015. Processed Saturday at 2015-02-28T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,34.302,.177,.189,.156,.38,17.37,24.60,26.8,17.00,1.45,2.58,f,1300 Smiles,,6.60,-15,6.60,6.61,6.66,6.48,-3.13,7.00,5.62,,
TIX,1001.61,5.715,2.769,.325,2.19,1.19,48.68,5.3,18.75,2.60,7.21,,360 Capital Indust,,2.60,-7,2.59,2.60,2.675,2.59,-3.53,2.79,2.041,,
TGP,6434.03,15.145,7.397,.288,-,-,15.09,7.7,5.06,2.98,4.36,,360 Capital Grp,,1.16,-4,1.13,1.16,1.21,1.12,-4.24,1.21,.70,,
TOF,1275.50,5.470,-,.166,2.10,1.02,4.70,45.5,8.50,.55,3.97,,360 Capital Office,,2.14,-1,2.14,2.16,2.18,2.14,-1.37,2.24,1.92,,
3DM,19217.7,57.750,8.727,.018,-,-,-.05,-,-,-,-,,3D Medical,†,.091,-.3,.091,.093,.098,.081,-4.10,.10,.001,,
3PL,155.163,1.657,-,.336,-,-,-,-,-,-,-,,3P Learning,,2.49,+1,2.47,2.49,2.50,2.40,-.50,2.60,1.94,,
8CO,-,.435,-,.003,-,-,-,-,-,-,-,,8common,,.21,-,.21,.23,.21,.21,-.90,.295,.195,,
8IH,508.060,5.170,-,.143,-,-,-,-,-,-,-,,8I Hldgs,,.40,-1,.385,.40,.41,.39,-3.34,.43,.25,,
NNW,2360.21,9.361,4.350,.047,.02,15.50,.10,310.0,-,-,-,,99 Wuxian,,.31,-3,.305,.31,.38,.305,-9.73,.73,.30,,
AYI,-,1.800,.056,.004,-,-,-.20,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-.90,.002,.001,,
ABP,4384.44,29.283,27.070,1.579,2.42,1.27,24.24,12.7,17.00,1.43,5.54,,Abacus Prop,,3.07,+2,3.05,3.08,3.15,2.94,-.25,3.35,2.27,,
