ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 19, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4923.0 at 2013-04-19T16:46:06. Report at Friday, April 19, 2013. Processed Saturday at 2013-04-20T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,29.980,.820,1.038,.135,.65,8.77,28.92,19.7,19.20,1.51,3.37,f,1300 Smiles,,5.70,-6,5.60,5.70,5.70,5.60,+.81,6.54,4.94,,
TIX,4749.01,31.154,-,.103,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.49,-1,.49,.50,.50,.48,-.15,.51,.356,,
AYI,250.000,16.445,12.299,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,-,.001,.003,.003,.003,+1.85,.015,.002,,
AAY,-,3.372,5.157,.002,-.03,-,2.48,.8,-,-,-,,AACL Hldgs,,.02,-,.001,.02,.02,.02,+1.85,.035,.015,,
ABP,2921.29,36.746,60.527,.997,2.30,.96,6.83,32.2,16.50,.41,7.50,,Abacus Prop,,2.20,-3,2.19,2.21,2.26,2.17,+.51,2.30,1.895,,
ALR,196.014,3.481,1.549,.075,1.27,.98,2.64,47.0,9.50,.28,7.66,f,Aberdeen Leaders,,1.24,+2,1.22,1.24,1.24,1.21,+3.49,1.36,.975,,
AKG,126.730,2.962,.004,.032,.12,5.50,7.01,9.4,5.00,1.40,7.58,f,Academies A'asia,,.66,+2,.665,.69,.67,.64,+4.98,.80,.44,,
ACR,2037.85,55.256,57.580,.586,.11,32.00,2.73,128.9,8.00,.34,2.27,,Acrux,,3.52,-17,3.31,3.55,3.69,3.25,-2.75,4.77,2.64,,
ACW,4.000,1.109,1.004,-,-,-,-.15,-,-,-,-,,Actinogen,,.011,-1.2,.012,.019,.023,.011,-50.32,.039,.01,,
ACWOA,-,.107,.248,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+1.85,.003,.001,,
ADA,25.000,.316,.557,.029,.13,2.81,1.80,20.3,-,-,-,,Adacel Tech,,.365,-,.26,.365,.365,.365,+1.85,.414,.241,,
AAU,100.000,2.896,1.777,.006,.04,2.50,-6.79,-,.75,-,7.50,,Adcorp Aust,,.10,-1,.10,.12,.11,.10,-7.24,.22,.10,,
ABN,-,13.513,15.600,.002,-,-,.15,6.7,-,-,-,,AdEffective,,.01,-,.004,.01,.01,.01,+1.85,.016,.008,,
ABNO,-,12.043,6.222,-,-,-,-,-,-,-,-,,  opt jun14,,.005,-,.002,.004,.005,.005,+1.85,.005,.002,,
ABC,8211.54,157.327,124.241,2.103,1.29,2.56,24.20,13.6,16.50,1.47,5.00,f,Adelaide Brighton,,3.30,-3,3.25,3.31,3.38,3.21,+.95,3.70,2.80,,
ADQ,139.931,23.057,4.590,.014,.05,.94,.67,7.0,-,-,-,,ADG Global Supply,,.047,-.3,.03,.047,.05,.047,-4.15,.075,.043,,
ADJ,2411.97,43.168,31.747,.020,.02,1.40,-.91,-,-,-,-,,Adslot,,.028,-.5,.028,.031,.034,.028,-13.30,.063,.024,,
ABV,2500.00,39.857,28.862,.018,-,-,-.07,-,-,-,-,,Adv Braking Tech,,.016,-.1,.016,.019,.017,.016,-4.03,.024,.013,,
AMT,-,.024,.060,.005,.10,1.05,.35,30.0,-,-,-,,Adv Surg Dsgn & Mnft,,.105,-,.05,.10,.105,.105,+1.85,.24,.105,,
ASW,25.000,.629,.667,.029,.14,4.86,3.67,18.5,3.70,.99,5.44,f,Advanced Share Reg,,.68,-6,.685,.73,.74,.68,-6.25,.76,.645,,
AEI,7.090,.416,1.738,.018,-,-,-.92,-,-,-,-,,Aeris Environmental,,.155,+.5,.14,.16,.155,.15,+5.19,.26,.13,,
AFT,-,2.515,33.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+1.85,.001,.001,,
AGX,948.257,7.395,16.060,-,-,-,-8.13,-,-,-,-,,Agenix,†,.015,-.3,.016,.019,.018,.015,-14.81,.315,.015,,
AGXO,-,.150,-,-,-,-,-,-,-,-,-,,  opt jun15,,.01,-,.001,.012,.01,.01,+1.85,.01,.01,,
AGK,7376.47,134.940,108.544,8.546,7.61,2.03,65.00,23.7,62.00,1.05,4.02,f,AGL Energy,,15.42,-10,15.35,15.45,15.67,15.17,+1.21,16.60,13.66,,
AGJ,-,3.823,.296,.010,.19,.53,-10.80,-,3.18,-,31.80,,Agricultural Land,,.10,-,.086,.12,.10,.10,+1.85,.17,.089,,
AHC,1.500,.035,.039,.012,4.76,.44,-5.62,-,10.00,-,4.76,f,AHC,,2.10,-,2.11,-,2.10,2.10,+1.85,2.20,1.92,,
ENY,2.000,.042,.029,.002,-,-,-,-,-,-,-,p,All 200 Energy,,12.46,-44,12.17,14.50,12.72,12.46,-1.56,14.32,11.50,,
FIN,3.600,.096,.121,.002,-,-,-,-,-,-,-,p,All 200 Financials,,5.55,+2,5.48,5.59,5.49,5.49,+2.22,5.58,4.15,,
FIX,10.188,.355,.074,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,6.53,+2,6.00,6.52,6.53,6.51,+2.16,6.60,4.75,,
IDD,-,.029,.056,-,-,-,-,-,-,-,-,p,All 200 Industrials,,3.85,-,3.71,3.78,3.85,3.85,+1.85,3.96,3.18,,
RSR,18.200,.130,.096,.003,-,-,-,-,-,-,-,p,All 200 Resources,,3.77,-21,3.69,3.76,3.98,3.74,-3.42,4.69,3.51,,
MAM,5.000,.096,.117,.001,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,2.89,-28,2.95,3.02,3.17,2.89,-6.98,3.91,2.89,,
AGI,1009.59,32.205,39.887,1.127,.51,6.86,15.00,23.3,3.00,5.00,.86,,Ainsworth Game Tech,,3.50,+2,3.49,3.52,3.50,3.37,+2.43,3.97,1.565,,
AIZ,74.658,1.671,1.987,1.313,1.22,.98,9.65,12.3,4.75,2.03,3.99,,Air New Zealand,,1.19,+2,1.16,1.19,1.20,1.155,+3.55,1.235,.65,,
