ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 16, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5278.8 at 2015-01-16T16:38:36. Report at Friday, January 16, 2015. Processed Saturday at 2015-01-17T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,5.105,.014,.022,.145,.35,17.46,21.00,29.1,14.50,1.45,2.37,f,1300 Smiles,,6.11,+3,6.10,6.11,6.11,6.08,+3.46,6.98,5.35,,
TIX,771.509,1.156,.541,.319,2.21,1.18,45.00,5.8,18.75,2.40,7.18,,360 Capital Indust,,2.61,+9,2.52,2.63,2.61,2.47,+6.54,2.61,1.991,,
TGP,147.695,.223,.979,.255,.61,1.68,12.05,8.5,5.06,2.38,4.94,,360 Capital Grp,,1.025,-.5,1.01,1.025,1.045,1.02,+2.48,1.07,.65,,
TOF,66.119,1.784,-,.161,-,-,-,-,-,-,-,,360 Capital Office,,2.07,-,2.07,2.08,2.08,2.07,+2.97,2.10,1.92,,
3PL,59.072,.422,-,.306,-,-,-,-,-,-,-,,3P Learning,,2.27,-1,2.22,2.27,2.29,2.20,+2.53,2.60,1.94,,
8CO,-,-,-,.003,-,-,-,-,-,-,-,,8common,,.20,-,.20,.23,.20,.20,+2.97,.295,.20,,
8IH,169.750,.416,-,.121,-,-,-,-,-,-,-,,8I Hldgs,,.34,+1,.33,.345,.345,.33,+6.00,.39,.25,,
NNW,629.914,1.269,1.462,.059,.02,19.50,.10,390.0,-,-,-,,99 Wuxian,,.39,-1,.355,.395,.395,.35,+.47,.73,.30,,
AYI,800.000,.800,-,.004,-,-,-.20,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+2.97,.002,.001,,
ABP,3613.06,7.550,10.508,1.533,2.38,1.25,22.27,13.4,17.00,1.31,5.70,,Abacus Prop,,2.98,-25,2.95,2.99,3.225,2.955,-4.77,3.23,2.20,,
