ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 14, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4269.0 at 2011-10-14T17:46:35. Report at Friday, October 14, 2011. Processed Saturday at 2011-10-15T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,.928,.705,1.623,.084,.24,14.8,24.20,14.6,15.50,1.56,4.38,f,1300 Smiles,,3.54,+1,3.53,3.75,3.54,3.53,-.76,4.25,3.00,,
TQH,-,1.614,2.069,.013,-.05,-,1.84,4.3,-,-,-,,3Q Hldgs,,.08,-,.055,.12,.08,.08,-1.04,.08,.041,,
FCS,-,1.115,5.004,.003,.09,.2,.03,56.7,-,-,-,,4C Sec Solution,,.017,-,.017,.044,.017,.017,-1.04,.044,.01,,
AAY,-,4.401,6.722,.007,-,-,.22,22.7,-,-,-,,AACL Hldgs,,.05,-,-,-,.05,.05,-1.04,.071,.029,,
AAQ,-,170.852,-,.003,-,-,-.30,-,-,-,-,,AAQ Hldgs,†,.008,-,-,-,.008,.008,-1.04,.725,.007,,
ABP,2454.69,133.176,897.220,.735,2.76,.7,4.66,40.8,16.50,.28,8.68,,Abacus Prop,†,1.90,-7,1.89,1.95,2.03,1.875,-4.60,2.45,1.78,,
ALR,87.275,6.424,3.734,.063,1.11,.9,3.24,32.1,9.50,.34,9.13,f,Aberdeen Leaders,,1.04,+1,1.02,1.365,1.04,1.00,-.07,1.345,.98,,
AKG,-,.351,.188,.024,.09,5.7,5.40,9.4,4.00,1.35,7.84,f,Academies A'asia,,.51,-,-,-,.51,.51,-1.04,.55,.45,,
ACR,2157.53,117.684,52.025,.579,-,-,34.73,10.0,-,-,-,,Acrux,,3.48,+13,3.47,3.50,3.66,3.34,+2.84,4.30,1.941,,
ACW,50.000,2.074,2.316,.001,.02,1.3,-1.66,-,-,-,-,,Actinogen,,.025,-.1,.022,.035,.027,.025,-4.89,.105,.02,,
