ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 24, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4376.5 at 2012-08-24T17:06:36. Report at Friday, August 24, 2012. Processed Saturday at 2012-08-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,16.317,2.075,.595,.147,.59,10.5,26.60,23.3,17.80,1.49,2.88,f,1300 Smiles,,6.19,+40,5.99,6.15,6.19,5.98,+7.30,6.54,3.40,,
TQH,-,.307,1.397,.008,-.05,-,1.79,2.9,-,-,-,,3Q Hldgs,,.052,-,-,-,.052,.052,+.39,.08,.052,,
AYI,1010.00,27.388,5.806,.004,.02,.5,.03,33.3,-,-,-,,A1 Invest & Res,,.01,+.2,-,-,.011,.007,+25.39,.05,.006,,
AAY,150.000,6.824,2.710,.003,.01,2.2,1.65,1.3,-,-,-,,AACL Hldgs,,.022,-,-,-,.022,.022,+.39,.051,.02,,
AAQ,7773.59,103.331,157.578,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.004,+.1,.003,.004,.004,.003,+33.73,.017,.003,,
ABP,3295.88,133.809,99.278,.899,2.43,.8,2.52,80.2,16.50,.15,8.17,,Abacus Prop,†,2.02,-,2.01,2.04,2.07,2.00,+.39,2.12,1.78,,
ALR,193.980,5.926,5.612,.062,1.06,1.0,2.98,34.2,9.50,.31,9.31,f,Aberdeen Leaders,,1.02,+2,1.00,1.04,1.03,1.00,+2.39,1.125,.975,,
AKG,19.920,.064,.137,.031,.10,6.5,6.30,10.4,4.50,1.40,6.87,f,Academies A'asia,,.655,+16.5,.655,.70,.655,.49,+34.07,.655,.44,,
ACR,8828.03,154.956,82.841,.554,.17,19.6,4.44,75.0,8.00,.56,2.40,,Acrux,,3.33,-77,3.31,3.40,4.17,3.30,-18.39,4.77,2.59,,
ACW,-,4.052,1.848,.002,.01,3.5,-2.30,-,-,-,-,,Actinogen,,.035,-,-,-,.035,.035,+.39,.06,.018,,
ACWOA,-,.448,.160,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,+.39,.005,.001,,
ACU,-,298.630,770.952,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+.39,.002,.001,,
ADA,28.334,.925,1.765,.024,.13,2.3,.80,37.5,-,-,-,,Adacel Tech,,.30,+3,.31,.34,.30,.27,+11.51,.43,.20,,
AAU,184.034,2.702,13.102,.012,.07,2.7,2.31,8.2,2.00,1.16,10.53,f,Adcorp Aust,,.19,+1,-,-,.19,.185,+5.95,.205,.155,,
ABN,-,36.009,369.902,.002,-,-,-,-,-,-,-,,AdEffective,†,.01,-,-,-,.01,.01,+.39,.044,.001,,
ABNO,1599.46,54.417,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,+.39,.004,.002,,
ABC,12719.2,282.925,335.948,1.893,1.23,2.4,24.20,12.3,16.50,1.47,5.56,f,Adelaide Brighton,,2.97,+5,2.97,3.01,3.07,2.95,+2.11,3.40,2.45,,
ADQ,200.000,7.399,11.586,.013,.05,1.2,.79,7.6,-,-,-,,ADG Global Supply,,.06,-.5,-,-,.06,.06,-7.30,.08,.05,,
ABV,100.000,61.645,64.851,.020,.01,1.8,-.02,-,-,-,-,,Adv Braking Tech,,.018,-.1,-,-,.018,.018,-4.87,.026,.013,,
AMT,-,.095,.404,.005,.10,1.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-,-,-,.145,.145,+.39,.25,.145,,
ASW,2085.74,3.551,2.169,.031,.14,5.1,3.73,19.3,3.70,1.01,5.14,f,Advanced Share Reg,,.72,+3.8,.72,.755,.74,.681,+6.04,.76,.605,,
AEI,20.000,3.297,6.012,.014,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.13,-,-,-,.13,.13,+.39,.30,.13,,
AFT,-,51.200,384.150,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+.39,.001,.001,,
AGX,14063.0,182.889,36.434,.003,-,-,-.27,-,-,-,-,,Agenix,,.003,-,.003,.004,.003,.002,+.39,.02,.002,,
AGK,6330.40,256.944,207.630,8.374,7.26,2.1,23.80,64.5,61.00,.39,3.98,f,AGL Energy,,15.34,-19,15.31,15.46,15.89,15.285,-.83,16.01,13.031,,
AGJ,15.407,2.143,.989,.012,.21,.6,-10.73,-,3.18,-,26.50,,Agricultural Land,,.12,-,.12,.18,.12,.12,+.39,.19,.12,,
AHC,-,.079,.093,.012,4.92,.4,-6.74,-,-,-,-,,AHC,,2.05,-,-,-,2.05,2.05,+.39,2.30,2.00,,
ENY,1.000,.091,.740,.002,-,-,-,-,-,-,-,,All 200 Energy,,12.85,+39,12.57,12.64,12.85,12.85,+3.52,14.60,11.50,,
FIN,50.000,.261,1.161,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.59,+7,4.58,4.61,4.59,4.59,+1.94,4.59,3.89,,
FIX,6.926,.331,1.017,.004,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,5.47,+11,4.90,5.51,5.49,5.47,+2.45,5.49,4.34,,
IDD,20.000,.121,.626,-,-,-,-,-,-,-,-,,All 200 Industrials,,3.39,+5,3.39,3.42,3.39,3.34,+1.89,3.86,3.11,,
RSR,19.159,2.365,1.500,.005,-,-,-,-,-,-,-,,All 200 Resources,,4.01,-3,4.02,4.75,4.10,3.99,-.35,5.14,3.51,,
MAM,2.501,.427,1.768,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.31,-2,3.32,3.45,3.33,3.31,-.21,4.57,3.01,,
AGI,1450.53,97.758,21.804,.769,.23,10.4,21.81,11.0,-,-,-,,Ainsworth Game Tech,,2.39,+1,2.37,2.40,2.45,2.35,+.81,2.61,.315,,
AIZ,31.069,3.130,9.305,.797,1.07,.7,1.62,44.8,3.01,.54,4.15,,Air New Zealand,,.725,+1.5,.685,.725,.725,.71,+2.51,.92,.65,,
AIG,-,-,.174,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,.079,.12,.079,.079,+.39,.08,.079,,
AJL,166.669,26.295,7.833,.090,.86,1.0,-9.40,-,-,-,-,,AJ Lucas Grp,,.87,-1,.84,.87,.93,.87,-.74,1.50,.87,,
ACL,854.769,67.818,46.161,.146,.03,17.3,-6.20,-,-,-,-,,Alchemia,,.52,-1.5,.50,.52,.545,.50,-2.41,.58,.25,,
AAI,-,.012,.039,7.352,-,-,86.58,9.8,9.83,8.81,1.16,,Alcoa Inc,,8.49,-,6.00,10.00,8.465,8.465,+.39,11.66,8.465,,
LEP,416.401,25.953,23.040,.342,1.95,1.1,-10.70,-,16.00,-,7.48,,ALE Prop Grp,,2.14,-5,2.13,2.14,2.20,2.13,-1.89,2.23,1.835,,
ALS,1090.44,75.100,50.814,.188,.75,2.7,-14.72,-,8.00,-,4.01,f,Alesco Corp,,1.995,-1.5,1.99,2.00,2.02,1.975,-.35,2.03,.947,,
AJX,.041,17.412,10.535,.009,-.02,-,-1.99,-,-,-,-,,Alexium Int'l,,.069,-,.069,.08,.069,.069,+.39,.115,.06,,
AEB,474.816,25.655,8.677,.016,-,-,-1.00,-,-,-,-,,Algae.Tec,,.315,-1.5,.31,.315,.33,.31,-4.15,.63,.30,,
AEBO,212.500,6.020,-,-,-,-,-,-,-,-,-,,  opt jan14,,.10,+.5,.10,.12,.10,.095,+5.66,.11,.035,,
AQZ,3916.94,17.981,-,.194,1.15,1.9,24.38,8.8,5.60,4.35,2.60,f,Alliance Aviation,,2.15,+10,2.15,2.17,2.15,2.00,+5.27,2.36,1.59,,
AHZ,3997.78,141.274,121.071,.020,.01,2.5,-.72,-,-,-,-,,Allied Healthcare,,.025,+.7,.023,.026,.026,.019,+39.28,.052,.015,,
AZG,2053.92,103.770,118.996,.044,.07,2.3,2.00,8.0,-,-,-,,Allmine Grp,,.16,-,.155,.165,.17,.155,+.39,.23,.095,,
ALQ,4305.36,60.953,30.621,3.197,.48,19.6,65.89,14.3,45.00,1.46,4.79,p,ALS,†,9.39,-45,9.27,9.49,10.13,9.02,-4.18,13.984,7.648,,
AIQ,371.903,46.615,4.936,.052,.53,.7,-.07,-,-,-,-,,Alternative Invest,,.395,-.5,.39,.40,.40,.395,-.86,.458,.284,,
ALU,10.000,5.932,8.704,.045,-.06,-,-9.76,-,-,-,-,,Altium,,.44,-,.42,.45,.44,.44,+.39,.50,.096,,
AMA,3971.33,38.990,18.145,.056,-.04,-,3.28,6.1,1.00,3.28,5.00,,AMA Grp,,.20,+.5,.20,.205,.205,.165,+2.96,.205,.092,,
AHD,549.169,10.550,10.914,1.073,5.12,1.3,50.60,13.5,39.00,1.30,5.73,f,Amalgamated Hldgs,,6.81,-1,6.81,6.85,6.98,6.65,+.25,6.98,5.27,,
AMO,-,.532,.587,.006,.55,.4,-2.45,-,-,-,-,,Ambertech,,.21,-,-,-,.21,.21,+.39,.275,.20,,
AMB,70.000,8.446,3.112,.011,.19,.8,1.59,10.1,-,-,-,,Ambition Grp,,.16,-,.125,.175,.16,.16,+.39,.20,.12,,
AKY,-,.007,.007,.066,83.87,1.0,270.00,31.2,230.00,1.17,2.73,f,AMCB Fund No 5,,84.27,-,79.00,84.24,84.27,84.27,+.39,84.592,81.214,,
AKX,-,.005,.008,.022,29.62,1.0,250.00,11.9,169.00,1.48,5.67,f,AMCB Fund No 4,†,29.81,-4.9,-,29.78,4.311,4.261,-.75,4.476,4.069,,
AMH,128.492,11.188,17.506,.152,.79,.9,4.27,17.0,6.00,.71,8.28,f,AMCIL,,.725,+1,-,-,.725,.715,+1.79,.76,.605,,
AMM,7998.87,44.381,153.130,.284,.32,3.6,11.76,9.9,5.00,2.35,4.31,f,Amcom Telco,,1.16,-5,1.16,1.17,1.21,1.13,-3.74,1.23,.75,,
AMC,49426.6,720.807,688.168,8.954,.96,7.7,34.00,21.8,37.00,.92,4.99,,Amcor,,7.42,-22,7.37,7.46,7.74,7.32,-2.49,7.80,6.35,,
AMP,40861.8,1416.08,2242.42,12.738,1.06,4.2,25.40,17.3,26.50,.96,6.02,p,AMP,,4.40,+1,4.39,4.41,4.52,4.37,+.62,4.62,3.71,,
AGF,387.369,32.395,44.796,.210,.78,.8,-14.40,-,2.05,-,3.47,,AMP Capital China,,.59,-1,.59,.60,.61,.59,-1.27,.74,.585,,
ANQ,1075.44,21.492,8.709,.022,-.03,-,-5.30,-,-,-,-,,AnaeCo,,.045,-.1,.041,.045,.046,.04,-1.78,.063,.038,,
ALT,1117.33,212.050,100.455,.012,-,-,-.23,-,-,-,-,,Analytica,,.021,+.2,.021,.023,.023,.019,+10.92,.034,.016,,
ALTO,-,39.676,-,-,-,-,-,-,-,-,-,,  opt sep12,,.001,-,-,-,.001,.001,+.39,.009,.001,,
ALTOA,-,25.290,-,-,-,-,-,-,-,-,-,,  opt jun13,,.001,-,-,-,.001,.001,+.39,.005,.001,,
AYG,-,150.415,242.004,.011,-.01,-,-.47,-,-,-,-,,Anittel Grp,,.005,-,-,-,.005,.005,+.39,.007,.004,,
ANN,3604.18,107.973,100.889,1.996,2.43,6.3,99.10,15.4,35.50,2.79,2.32,,Ansell,,15.28,+18,15.11,15.30,15.49,15.10,+1.59,15.49,12.44,,
ANO,-,13.159,19.452,.005,.01,.9,-.88,-,-,-,-,,Antaria,,.009,-,-,-,.009,.009,+.39,.019,.008,,
