ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 3, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4666.6 at 2011-06-03T16:36:34. Report at Friday, June 3, 2011. Processed Saturday at 2011-06-04T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,8.000,.276,1.318,.076,.18,19.7,22.77,15.6,14.70,1.55,4.14,f,1300 Smiles,,3.55,-,3.50,3.55,3.55,3.45,+1.97,4.25,2.90,,
TQH,1.600,.297,.893,.009,-.06,-,1.08,5.1,-,-,-,,3Q Hldgs,,.055,-,.055,.079,.055,.055,+1.97,.11,.052,,
FCS,91.428,.834,2.841,.004,.01,2.7,-.15,-,-,-,-,,4C Sec Solution,,.027,-,.006,.027,.027,.027,+1.97,.045,.02,,
AAY,25.000,.996,2.664,.003,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.05,-,.037,.05,.05,.05,+1.97,.21,.03,,
AAQ,5599.53,102.430,-,.004,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.01,-,.01,.011,.011,.01,+1.97,.725,.009,,
ABP,3121.15,67.861,506.397,.810,2.83,.8,2.91,73.5,9.90,.29,4.63,,Abacus Prop,†,2.14,+1,2.11,2.15,2.18,2.10,+2.44,2.45,1.875,,
ALR,140.650,3.115,2.181,.074,1.38,.9,4.77,25.6,9.50,.50,7.79,f,Aberdeen Leaders,,1.22,-1,1.22,1.24,1.24,1.22,+1.16,1.345,1.21,,
AKG,-,.107,.122,.024,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,.36,.595,.55,.55,+1.97,.55,.365,,
ACR,2313.08,46.061,38.627,.644,.77,5.0,65.08,5.9,-,-,-,,Acrux,,3.87,+25,3.83,3.88,3.90,3.60,+8.88,3.90,1.433,,
ACW,144.000,1.164,.945,.002,.02,2.3,-2.12,-,-,-,-,,Actinogen,,.046,-.4,.03,.055,.05,.046,-6.03,.105,.023,,
ACWO,-,-,.008,-,-,-,-,-,-,-,-,,  opt aug12,,.01,-,-,.009,.01,.01,+1.97,.014,.001,,
ACWOA,11.050,.154,-,-,-,-,-,-,-,-,-,,  opt sep15,,.015,-,.003,.015,.015,.015,+1.97,.015,.01,,
ACU,9515.05,702.342,20.269,.002,-,-,-.14,-,-,-,-,,Acuvax,,.001,-,.001,.002,.002,.001,+1.97,.005,.001,,
ADA,-,1.150,3.499,.018,.17,1.3,-2.10,-,-,-,-,,Adacel Tech,,.22,-,.22,.24,.22,.22,+1.97,.47,.215,,
AAU,145.528,11.999,2.895,.009,.08,1.9,-9.67,-,1.00,-,6.67,f,Adcorp Aust,,.15,-.5,.145,.165,.155,.15,-1.26,.25,.145,,
ABN,500.000,358.402,101.244,.005,-,-,.21,.5,-,-,-,,AdEffective,,.001,-,-,.001,.001,.001,+1.97,.002,.001,,
ABC,7522.45,196.278,238.300,1.992,1.19,2.6,23.90,13.1,16.50,1.45,5.27,f,Adelaide Brighton,,3.13,+1,3.12,3.14,3.26,3.10,+2.29,3.692,2.503,,
AYT,335.633,10.852,6.555,.024,.27,.9,11.88,2.1,8.30,1.43,32.55,,Adelaide Mgd,,.255,+.5,.255,.26,.255,.25,+3.97,.296,.163,,
ADQ,115.000,6.271,4.208,.015,.03,2.6,-.86,-,-,-,-,,ADG Global Supply,,.078,-.2,.078,.08,.08,.078,-.53,.082,.05,,
ABV,1839.13,44.411,21.066,.021,.01,2.2,-.03,-,-,-,-,,Adv Braking Tech,,.022,-.2,.023,.025,.027,.022,-6.36,.038,.014,,
AMT,-,.364,.589,.011,.14,2.1,-6.01,-,-,-,-,,Adv Surg Dsgn & Mnft,,.30,-,.15,.30,.30,.30,+1.97,.54,.15,,
AES,61.500,.856,3.897,.029,-,-,-.06,-,-,-,-,,Advanced Energy,,.065,+1.5,.05,.065,.065,.05,+31.97,.065,.035,,
ANM,192.265,10.856,5.338,.016,.02,2.9,-.65,-,-,-,-,,Advanced Magnesium,,.058,-.5,.058,.065,.066,.058,-5.97,.087,.036,,
ASW,10.550,1.950,3.140,.034,.15,5.4,3.56,22.6,3.70,.96,4.60,f,Advanced Share Reg,,.805,+.5,.82,.85,.82,.80,+2.59,1.20,.375,,
AEI,242.022,3.919,2.018,.019,-.02,-,-1.54,-,-,-,-,,Aeris Environmental,,.195,-.5,.19,.195,.20,.19,-.53,.39,.055,,
AFT,6000.00,349.961,867.404,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+1.97,.002,.001,,
AGX,504.065,26.130,-,.012,-,-,.57,2.8,-,-,-,,Agenix,,.016,+.1,.015,.016,.016,.014,+8.64,.047,.014,,
