ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 21, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4635.2 at 2012-12-21T16:51:05. Report at Friday, December 21, 2012. Processed Saturday at 2012-12-22T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,11.291,2.671,1.061,.128,.59,9.15,26.60,20.3,17.80,1.49,3.30,f,1300 Smiles,,5.40,+32,5.30,5.40,5.40,5.05,+5.43,6.54,3.85,,
TIX,2931.66,5.417,-,.073,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.40,-5.5,.40,.42,.47,.40,-12.96,.48,.40,,
TQH,-,1.605,2.018,.013,-.04,-,1.47,6.1,-,-,-,,3Q Hldgs,,.089,-,.089,.10,.089,.089,-.87,.099,.052,,
AYI,110.000,32.820,8.238,.002,.02,.25,-1.20,-,-,-,-,,A1 Invest & Res,,.005,+.1,.003,.005,.005,.005,+24.13,.04,.004,,
AAY,260.000,8.174,6.902,.002,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.016,-.4,.016,.02,.016,.016,-20.87,.037,.016,,
AAQ,1363.04,334.879,299.775,.002,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.004,-.1,.004,.005,.006,.004,-20.87,.011,.003,,
ABP,13344.7,197.527,155.454,.956,2.34,.92,2.11,101.9,16.50,.13,7.67,,Abacus Prop,†,2.15,+4,2.15,2.22,2.30,2.105,+1.02,2.30,1.80,,
ALR,341.984,10.633,7.251,.068,1.11,1.01,2.98,37.6,9.50,.31,8.48,f,Aberdeen Leaders,,1.12,+3,1.10,1.12,1.125,1.08,+1.88,1.125,.975,,
AKG,-,2.534,.415,.035,.10,7.20,6.30,11.4,4.50,1.40,6.25,f,Academies A'asia,,.72,-,.68,.745,.72,.72,-.87,.80,.44,,
ACR,3576.64,248.539,139.457,.465,.17,16.41,4.44,62.8,8.00,.56,2.87,,Acrux,,2.79,-2,2.79,2.84,2.85,2.715,-1.59,4.77,2.64,,
ACW,96.500,4.857,3.914,.001,-,-,-2.12,-,-,-,-,,Actinogen,,.012,-.3,.005,.012,.015,.012,-20.87,.052,.012,,
ACWOA,-,.453,.244,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,.001,.002,.001,.001,-.87,.003,.001,,
ACU,91995.5,404.625,975.747,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,.001,.001,.002,.001,-.87,.002,.001,,
ADA,29.700,1.745,2.695,.031,.14,2.75,5.40,7.1,-,-,-,,Adacel Tech,,.385,-,.385,.395,.385,.385,-.87,.43,.20,,
AAU,73.858,4.951,16.062,.007,.09,1.28,2.57,4.5,1.75,1.47,15.22,f,Adcorp Aust,,.115,-.5,.115,.14,.13,.10,-5.04,.22,.10,,
ABN,108.216,43.925,371.102,.003,-,-,-1.35,-,-,-,-,,AdEffective,†,.015,+.1,.012,.014,.015,.014,+6.27,.044,.001,,
ABNO,686.666,69.040,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-.1,.003,.004,.004,.003,-25.87,.005,.002,,
ABC,30228.7,433.152,485.810,1.982,1.23,2.53,24.20,12.9,16.50,1.47,5.31,f,Adelaide Brighton,,3.11,+1,3.10,3.12,3.15,3.01,-.55,3.40,2.80,,
ADQ,168.000,16.754,15.812,.013,.05,1.16,.79,7.3,-,-,-,,ADG Global Supply,,.058,+.4,.051,.061,.058,.051,+6.53,.08,.043,,
ADJ,2654.62,152.297,156.823,.028,.02,2.00,-1.08,-,-,-,-,,Adslot,,.04,-.2,.039,.04,.04,.038,-5.64,.089,.027,,
ABV,2039.00,99.546,76.406,.024,.01,2.20,-.01,-,-,-,-,,Adv Braking Tech,,.022,+.2,.02,.022,.022,.019,+9.13,.024,.013,,
AMT,-,.871,.432,.004,.11,.95,-.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.105,-,.105,.11,.105,.105,-.87,.25,.105,,
ASW,9.623,4.245,2.910,.030,.14,5.07,3.73,19.0,3.70,1.01,5.21,f,Advanced Share Reg,,.71,+2,.685,.70,.71,.67,+2.02,.76,.62,,
AEI,337.650,5.062,8.905,.019,-.02,-,-1.23,-,-,-,-,,Aeris Environmental,,.165,-2.5,.16,.165,.18,.165,-14.03,.26,.13,,
AFT,-,52.700,433.877,.007,-,-,-,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-.87,.001,.001,,
AGX,365.592,220.179,50.102,.001,-,-,-5.00,-,-,-,-,,Agenix,†,.028,-1,.028,.03,.038,.027,-27.19,.375,.027,,
AGK,12427.7,416.950,346.064,8.429,7.26,2.11,23.80,64.4,61.00,.39,3.98,f,AGL Energy,,15.32,+69,15.20,15.33,15.32,14.52,+3.84,16.01,13.031,,
AGJ,-,5.497,1.701,.009,.21,.43,-10.73,-,3.18,-,35.33,,Agricultural Land,,.09,-,.086,.12,.09,.09,-.87,.19,.089,,
AHC,-,.079,.133,.011,4.90,.41,-4.64,-,10.00,-,4.95,f,AHC,,2.02,-,2.00,2.29,1.92,1.92,-.87,2.21,1.92,,
ENY,.574,.117,.862,.002,-,-,-,-,-,-,-,,All 200 Energy,,12.34,+10,12.29,12.35,12.36,12.24,-.06,14.60,11.50,,
FIN,18.848,.338,1.287,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.98,+27,4.80,4.97,4.98,4.71,+4.86,4.98,3.962,,
FIX,8.522,.864,1.640,.002,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,5.97,+10,5.92,5.95,5.97,5.86,+.83,5.97,4.62,,
IDD,1.675,.157,1.137,-,-,-,-,-,-,-,-,,All 200 Industrials,,3.52,+7,3.29,3.75,3.52,3.45,+1.16,3.86,3.18,,
RSR,5.019,2.601,2.322,.004,-,-,-,-,-,-,-,,All 200 Resources,,4.35,+13,4.25,4.70,4.35,4.25,+2.21,4.89,3.51,,
MAM,2.127,.517,2.387,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.66,+6,3.60,3.63,3.66,3.60,+.79,4.17,3.01,,
AGI,3706.87,147.157,32.547,.876,.36,7.56,23.00,11.8,-,-,-,,Ainsworth Game Tech,,2.72,+6,2.71,2.75,2.80,2.66,+1.38,2.80,.47,,
AIZ,37.731,7.878,10.924,1.113,1.16,.87,5.09,19.8,3.64,1.40,3.60,,Air New Zealand,,1.01,-6,.97,1.04,1.065,1.00,-6.48,1.10,.65,,
AIG,-,-,.174,-,-.21,-,-5.37,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,-.87,.079,.079,,
AJL,1249.52,37.428,7.833,.168,.45,2.81,-133.20,-,-,-,-,,AJ Lucas Grp,,1.265,+35.5,1.245,1.30,1.50,.955,+38.14,1.50,.495,,
ACL,4205.53,102.927,80.870,.111,.03,13.17,-6.20,-,-,-,-,,Alchemia,,.395,-15.5,.39,.395,.55,.35,-29.06,.615,.27,,
AAI,-,.015,.046,6.885,-,-,86.58,9.2,9.83,8.81,1.24,,Alcoa Inc,,7.95,-,6.00,9.20,7.95,7.95,-.87,11.39,7.95,,
