ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 7, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4729.3 at 2013-06-07T16:47:35. Report at Friday, June 7, 2013. Processed Saturday at 2013-06-08T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,14.330,1.068,1.342,.138,.65,8.94,28.92,20.1,19.20,1.51,3.30,f,1300 Smiles,,5.81,-17,5.80,5.90,5.98,5.75,+.92,6.54,5.00,,
TIX,1538.55,62.566,-,.172,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.53,-2,.525,.53,.55,.525,+.12,.565,.356,,
AYI,80.000,25.893,24.651,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,+.1,.003,.004,.003,.002,+53.76,.015,.001,,
AAY,-,3.512,6.380,.002,-.03,-,2.48,.6,-,-,-,,AACL Hldgs,,.015,-,.001,.015,.015,.015,+3.76,.03,.01,,
ABP,2226.16,53.606,84.374,1.042,2.30,1.00,6.83,33.7,16.50,.41,7.17,,Abacus Prop,,2.30,-6,2.30,2.34,2.37,2.30,+1.22,2.51,1.90,,
ALR,78.312,4.792,2.452,.076,1.24,1.01,2.64,47.3,9.50,.28,7.60,f,Aberdeen Leaders,,1.25,-5,1.25,1.32,1.32,1.24,-.03,1.365,.975,,
AKG,14.417,3.172,.040,.037,.12,6.42,7.01,11.0,5.00,1.40,6.49,f,Academies A'asia,,.77,-3,.77,.80,.80,.77,+.01,.80,.46,,
ACR,2535.61,81.079,104.809,.619,.11,33.82,2.73,136.3,8.00,.34,2.15,,Acrux,,3.72,-9,3.62,3.79,3.84,3.60,+1.40,4.77,2.64,,
ACW,-,1.195,3.140,.002,-,-,-.15,-,-,-,-,,Actinogen,,.019,-,.013,.018,.019,.019,+3.76,.039,.01,,
ACWOA,-,.107,.347,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+3.76,.003,.001,,
