ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 26, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5082.7 at 2013-04-26T16:45:06. Report at Friday, April 26, 2013. Processed Saturday at 2013-04-27T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,20.772,.840,1.078,.134,.65,8.74,28.92,19.6,19.20,1.51,3.38,f,1300 Smiles,,5.68,-2,5.55,5.68,5.70,5.55,-3.60,6.54,5.00,,
TIX,791.387,31.945,-,.111,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.53,+4,.52,.53,.53,.49,+4.92,.53,.356,,
AYI,-,16.445,12.599,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,-,.001,.003,.003,.003,-3.24,.015,.002,,
AAY,-,3.372,5.157,.002,-.03,-,2.48,.8,-,-,-,,AACL Hldgs,,.02,-,.01,.02,.02,.02,-3.24,.035,.015,,
ABP,1500.68,38.247,68.278,1.037,2.30,1.00,6.83,33.5,16.50,.41,7.21,,Abacus Prop,,2.29,+9,2.26,2.30,2.31,2.19,+.85,2.31,1.895,,
ALR,69.316,3.550,1.705,.077,1.27,1.00,2.64,48.3,9.50,.28,7.45,f,Aberdeen Leaders,,1.275,+3.5,1.25,1.275,1.275,1.22,-.42,1.36,.975,,
AKG,41.566,3.004,.038,.033,.12,5.71,7.01,9.8,5.00,1.40,7.30,f,Academies A'asia,,.685,+2.5,.685,.75,.69,.685,+.54,.80,.45,,
ACR,6074.11,61.331,61.889,.686,.11,37.45,2.73,150.9,8.00,.34,1.94,,Acrux,,4.12,+60,4.08,4.15,4.12,3.45,+13.80,4.77,2.64,,
ACW,-,1.109,1.004,-,-,-,-.15,-,-,-,-,,Actinogen,,.011,-,.012,.019,.011,.011,-3.24,.039,.01,,
ACWOA,-,.107,.248,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,-3.24,.003,.001,,
ADA,-,.316,.588,.029,.13,2.81,1.80,20.3,-,-,-,,Adacel Tech,,.365,-,.27,.35,.365,.365,-3.24,.414,.241,,
AAU,8.000,2.904,1.869,.006,.04,2.63,-6.79,-,.75,-,7.14,,Adcorp Aust,,.105,+.5,.105,.12,.105,.10,+1.76,.22,.10,,
ABN,-,13.513,15.852,.002,-,-,.15,6.7,-,-,-,,AdEffective,,.01,-,.007,.01,.01,.01,-3.24,.016,.008,,
ABNO,-,12.043,7.225,-,-,-,-,-,-,-,-,,  opt jun14,,.005,-,.002,.005,.005,.005,-3.24,.005,.002,,
