ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 15, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4107.0 at 2012-06-15T17:04:36. Report at Friday, June 15, 2012. Processed Saturday at 2012-06-16T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,26.668,1.371,.281,.136,.55,10.4,26.01,22.1,16.60,1.57,2.89,f,1300 Smiles,,5.74,+29,5.73,5.74,5.74,5.45,+5.42,5.74,3.00,,
TQH,-,.287,.980,.013,-.05,-,1.79,4.5,-,-,-,,3Q Hldgs,,.08,-,.054,.075,.08,.08,+.10,.08,.041,,
AYI,-,24.733,2.813,.004,.02,.4,.03,26.7,-,-,-,,A1 Invest & Res,,.008,-,.005,.007,.008,.008,+.10,.06,.006,,
AAY,-,6.380,.996,.003,.01,2.2,1.65,1.3,-,-,-,,AACL Hldgs,,.022,-,-,-,.022,.022,+.10,.066,.02,,
AAQ,1100.00,86.053,108.812,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-,-,-,.005,.005,+.10,.017,.004,,
ABP,2475.25,87.104,70.578,.840,2.43,.8,2.52,76.6,16.50,.15,8.55,,Abacus Prop,†,1.93,+3,1.90,1.965,1.97,1.90,+1.68,2.34,1.78,,
ALR,51.207,2.506,3.513,.064,1.11,1.0,3.48,30.3,9.50,.37,9.00,f,Aberdeen Leaders,,1.055,-.5,1.055,1.07,1.08,1.055,-.37,1.22,.98,,
AKG,-,.040,.137,.022,.09,5.1,5.39,8.5,4.00,1.35,8.70,f,Academies A'asia,,.46,-,.41,.70,.46,.46,+.10,.60,.44,,
ACR,3608.97,109.377,49.476,.733,.16,27.5,2.73,161.2,-,-,-,,Acrux,,4.40,+2,4.40,4.41,4.45,4.34,+.56,4.47,2.59,,
ACW,10.000,3.150,1.293,.002,.01,2.9,-2.30,-,-,-,-,,Actinogen,,.029,+.2,-,-,.029,.029,+7.51,.06,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.10,.01,.001,,
ACWOA,-,.347,.154,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,+.10,.015,.001,,
ACU,28500.5,292.611,710.945,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+.10,.002,.001,,
ADA,-,.835,1.220,.030,.13,2.8,.80,46.3,-,-,-,,Adacel Tech,,.37,-,.30,.38,.37,.37,+.10,.43,.18,,
AAU,70.000,2.300,12.039,.011,.07,2.6,2.31,7.8,2.00,1.16,11.11,f,Adcorp Aust,,.18,+.5,.18,.20,.18,.17,+2.96,.205,.125,,
ABN,104.600,27.692,366.902,.003,-,-,-,-,-,-,-,,AdEffective,†,.015,+.2,.012,.014,.015,.012,+15.49,.044,.001,,
ABNO,975.000,20.643,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,+.10,.003,.002,,
ABC,8860.81,196.856,203.822,1.925,1.22,2.5,23.30,13.0,16.50,1.41,5.46,f,Adelaide Brighton,,3.02,+3,2.95,3.03,3.03,2.90,+1.10,3.27,2.22,,
ADQ,160.000,6.444,6.321,.013,.04,1.5,.65,9.2,-,-,-,,ADG Global Supply,,.06,-1,-,-,.065,.06,-14.18,.085,.05,,
ABV,2680.00,37.906,49.041,.020,.01,1.8,-.02,-,-,-,-,,Adv Braking Tech,,.018,-,.016,.018,.018,.016,+.10,.027,.016,,
AMT,-,.095,.364,.005,.10,1.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-,-,-,.145,.145,+.10,.25,.145,,
ASW,72.990,1.027,1.958,.029,.13,5.2,4.42,15.4,3.85,1.15,5.66,f,Advanced Share Reg,,.68,+1,.685,.71,.68,.645,+1.59,.90,.605,,
AEI,-,2.849,4.122,.018,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.165,-,-,-,.165,.165,+.10,.30,.155,,
AFT,-,48.700,351.961,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+.10,.001,.001,,
AGX,7591.34,75.959,26.891,.003,-,-,-.27,-,-,-,-,,Agenix,,.004,-,.004,.005,.007,.004,+.10,.02,.004,,
AGK,9381.46,179.800,135.370,7.591,6.98,2.2,94.90,16.0,60.00,1.58,3.94,f,AGL Energy,*,15.21,+34,15.10,15.30,15.31,14.56,+2.39,15.45,12.101,,
AGJ,44.700,1.706,.219,.015,.33,.4,-1.01,-,1.49,-,10.28,,Agricultural Land,,.145,-2,.14,.145,.165,.145,-12.02,.20,.13,,
AHC,-,.039,.037,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,-,-,2.20,2.20,+.10,2.30,2.05,,
ENY,1.200,.074,.566,.003,-,-,-,-,-,-,-,p,All 200 Energy,,12.35,-20,11.21,13.60,12.43,12.35,-1.49,15.28,11.87,,
FIN,-,.171,.743,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.15,-,3.70,4.50,4.15,4.15,+.10,4.47,3.55,,
FIX,3.450,.252,1.003,.003,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,4.80,-10,4.37,5.30,4.90,4.79,-1.94,5.19,4.34,,
IDD,-,.099,.578,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.38,-,2.97,3.64,3.38,3.38,+.10,3.86,3.00,,
RSR,88.607,.595,1.031,.006,-,-,-,-,-,-,-,p,All 200 Resources,,4.00,-9,3.64,4.43,4.09,4.00,-2.10,5.70,4.00,,
MAM,6.330,.160,1.502,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.31,-11,2.90,3.65,3.42,3.31,-3.12,5.04,3.31,,
AGI,3074.55,78.510,13.526,.621,.23,8.7,21.81,9.2,-,-,-,,Ainsworth Game Tech,,2.01,+24,2.01,2.03,2.01,1.75,+13.66,2.01,.315,,
AIZ,14.435,2.419,8.265,.720,1.07,.6,1.62,40.4,3.01,.54,4.60,,Air New Zealand,,.655,-,.66,.68,.67,.655,+.10,.96,.65,,
AIG,-,-,.168,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,.079,.12,.079,.079,+.10,.08,.079,,
AJL,164.493,20.652,7.833,.099,.86,1.1,-9.40,-,-,-,-,,AJ Lucas Grp,,.965,+6.5,.935,.965,.975,.92,+7.32,1.50,.87,,
ACL,728.461,51.647,19.284,.123,.06,7.3,-6.40,-,-,-,-,,Alchemia,,.44,-,.425,.45,.44,.425,+.10,.86,.25,,
AAI,-,.012,.034,7.361,-,-,86.58,9.8,9.67,8.95,1.14,,Alcoa Inc,,8.50,-,6.00,10.80,8.50,8.50,+.10,16.34,8.50,,
LEP,819.816,18.462,16.085,.350,2.14,1.0,6.98,31.4,17.75,.39,8.11,,ALE Prop Grp,,2.19,+2,2.17,2.19,2.19,2.16,+1.02,2.20,1.72,,
ALS,2671.92,55.335,42.093,.188,.83,2.4,21.32,9.4,10.00,2.13,5.00,f,Alesco Corp,,2.00,-2,2.00,2.03,2.05,2.00,-.89,2.879,.995,,
AJX,270.930,15.822,8.574,.010,-.02,-,-1.99,-,-,-,-,,Alexium Int'l,,.082,-.7,.085,.091,.094,.082,-7.76,.12,.06,,
AEB,260.564,22.426,6.837,.017,-,-,-1.00,-,-,-,-,,Algae.Tec,,.335,-.5,.335,.345,.35,.33,-1.37,.63,.29,,
AEBO,-,4.800,-,-,-,-,-,-,-,-,-,,  opt jan14,,.065,-,-,-,.065,.065,+.10,.11,.035,,
AQZ,39.384,12.462,-,.203,-,-,-,-,-,-,-,,Alliance Aviation,,2.25,-,-,-,2.25,2.25,+.10,2.36,1.59,,
AHZ,681.088,104.150,33.994,.015,.01,1.9,-.72,-,-,-,-,,Allied Healthcare,,.019,-,-,-,.02,.019,+.10,.084,.019,,
AZG,570.451,79.055,77.724,.041,.07,2.1,2.00,7.5,-,-,-,,Allmine Grp,,.15,-1,.15,.155,.155,.15,-6.15,.275,.095,,
AIQ,3325.96,42.529,3.208,.051,.69,.6,-.07,-,-,-,-,,Alternative Invest,,.39,+.5,.39,.395,.395,.385,+1.40,.458,.284,,
ALU,48.300,5.415,4.967,.038,-.06,-,-9.76,-,-,-,-,,Altium,,.375,-,-,-,.375,.35,+.10,.40,.083,,
AMA,140.000,23.879,12.983,.040,-.04,-,3.28,4.3,1.00,3.28,7.14,,AMA Grp,,.14,-.5,.14,.145,.145,.14,-3.35,.155,.09,,
AHD,366.066,5.567,8.860,1.003,5.19,1.2,58.80,10.8,37.00,1.59,5.82,f,Amalgamated Hldgs,,6.36,+1,6.36,6.45,6.59,6.35,+.26,6.60,5.10,,
AMO,4.900,.439,.318,.006,.55,.4,-2.45,-,.50,-,2.38,,Ambertech,,.21,-1,-,-,.22,.21,-4.44,.31,.205,,
