ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 24, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5515.5 at 2014-04-24T16:40:36. Report at Thursday, April 24, 2014. Processed Saturday at 2014-04-26T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,16.577,.611,.837,.137,.61,9.51,20.85,27.8,15.00,1.39,2.59,f,1300 Smiles,,5.80,-20,5.80,5.93,6.00,5.80,-4.63,7.25,5.35,,
TIX,243.667,8.414,31.741,.199,1.94,1.12,17.12,12.7,18.30,.94,8.43,,360 Cap Indust Fund,†,2.17,+2,2.16,2.20,2.22,2.15,-.37,2.26,1.96,,
TGP,243.262,16.959,21.410,.194,.60,1.30,7.66,10.2,3.50,2.19,4.49,,360 Capital Grp,†,.78,+2.5,.78,.795,.795,.76,+2.01,.815,.465,,
TOF,1285.05,1.285,-,.151,-,-,-,-,-,-,-,,360 Capital Office,,1.94,-,1.93,1.94,2.01,1.92,-,2.01,1.92,,
NNW,261.614,16.137,-,.025,-,-,-,-,-,-,-,,99 Wuxian,,.37,-1,.37,.385,.38,.36,-3.93,.60,.30,,
AYI,-,67.643,16.445,-,-,-,-.54,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-1.30,.005,.001,,
ABP,3682.54,53.175,37.900,1.248,2.34,1.04,18.46,13.2,16.50,1.12,6.79,,Abacus Prop,,2.43,-3,2.41,2.43,2.435,2.38,-2.52,2.51,2.14,,
ALR,187.253,2.030,3.544,.077,1.22,1.02,2.93,42.7,8.75,.33,7.00,f,Aberdeen Leaders,,1.25,-.5,1.25,1.275,1.28,1.25,-1.70,1.385,1.18,,
AKG,248.939,1.319,3.004,.051,.16,5.63,8.70,10.3,5.00,1.74,5.56,f,Academies A'asia,,.90,+6.5,.90,.925,.90,.835,+6.49,1.10,.69,,
ACR,3053.21,90.859,56.919,.276,.22,7.52,17.87,9.3,8.00,2.23,4.83,,Acrux,,1.655,-2,1.645,1.68,1.69,1.645,-2.49,3.873,1.645,,
ACW,-,10.562,1.109,.006,.01,3.00,-.47,-,-,-,-,,Actinogen,†,.03,-,.026,.03,.03,.03,-1.30,.045,.01,,
ACWOA,-,-,.107,-,-,-,-,-,-,-,-,,  opt sep15,†,-,-,-,.02,.001,.001,-1.30,.001,.001,,
ADA,1.000,.180,.316,.028,.14,2.50,.70,50.0,-,-,-,,Adacel Tech,,.35,-,.35,.39,.35,.35,-1.30,.57,.30,,
AAU,-,2.146,2.899,.005,-.01,-,-5.55,-,-,-,-,,Adcorp Aust,,.09,-,.06,.092,.09,.09,-1.30,.125,.04,,
ABC,4599.61,135.910,161.516,2.509,1.38,2.85,23.70,16.6,16.50,1.44,4.20,f,Adelaide Brighton,,3.93,+3,3.92,3.96,3.98,3.90,-.53,4.375,3.108,,
ADQ,-,32.090,23.495,.004,.04,.30,-2.11,-,-,-,-,,ADG Global Supply,,.012,-,.01,.012,.012,.012,-1.30,.047,.009,,
AHZ,6541.96,379.978,299.933,.163,.01,13.00,-.03,-,-,-,-,,ADMEDUS,,.13,-,.13,.135,.135,.125,-1.30,.185,.026,,
ADJ,4849.28,168.004,43.800,.090,.63,.14,-1.12,-,-,-,-,,Adslot,,.091,+1.6,.089,.091,.092,.076,+20.04,.155,.028,,
ABV,1768.96,26.698,40.056,.008,-,-,-.20,-,-,-,-,,Adv Braking Tech,,.007,-,.007,.008,.01,.007,-1.30,.018,.007,,
AMT,-,.087,.024,.002,.09,.57,-.91,-,-,-,-,,Adv Surg Dsgn & Mnft,,.051,-,.051,.06,.051,.051,-1.30,.105,.045,,
ASW,-,.238,.673,.029,.14,4.79,3.43,19.5,3.70,.93,5.52,f,Advanced Share Reg,,.67,-,.65,.66,.67,.67,-1.30,.72,.619,,
AEI,-,.633,.416,.014,-.01,-,-1.03,-,-,-,-,,Aeris Environmental,,.12,-,.105,.11,.12,.12,-1.30,.205,.08,,
AFJ,1456.06,34.931,-,.174,-,-,-,-,-,-,-,,Affinity Education,,1.27,+1,1.255,1.285,1.29,1.24,-.50,1.446,.911,,
AFT,-,2.521,2.515,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.30,.001,.001,,
AHA,7361.80,9.508,15.033,.007,-,-,-6.31,-,-,-,-,,AG Financial,,.041,-,.04,.041,.042,.036,-1.30,.045,.021,,
AGX,1.059,34.448,7.426,.002,-,-,5.19,.3,-,-,-,,Agenix,,.015,-,.015,.017,.015,.015,-1.30,.042,.012,,
AGXO,-,.144,.154,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,-1.30,.005,.001,,
AGK,3152.00,101.779,138.564,8.838,7.56,2.09,51.10,30.9,63.00,.81,3.99,f,AGL Energy,,15.79,+25,15.78,15.85,15.88,15.45,+.31,16.15,13.85,,
AGJ,24.000,1.022,3.823,.008,.11,.73,-3.71,-,2.82,-,35.25,,Agricultural Land,,.08,-.2,.078,.093,.082,.08,-3.74,.145,.073,,
APW,2543.14,55.964,29.993,.042,.13,.67,-4.40,-,.09,-,1.03,,AIMS Prop Sec Fund,,.087,-.5,.087,.089,.093,.087,-6.73,.093,.061,,
AGI,2075.46,39.176,32.850,1.337,.63,6.59,20.00,20.8,10.00,2.00,2.41,,Ainsworth Game Tech,,4.15,+5,4.13,4.17,4.15,4.01,-.08,4.79,3.33,,
AIZ,48.946,6.662,1.898,2.171,1.43,1.36,18.53,10.5,8.52,2.17,4.37,,Air New Zealand,,1.95,+5,1.95,1.99,1.95,1.885,+1.33,1.97,1.15,,
AJL,148.539,6.291,8.891,.225,.47,1.79,-91.50,-,-,-,-,,AJ Lucas Grp,,.84,+10.5,.82,.85,.85,.74,+12.99,1.61,.72,,
ACL,523.287,18.993,30.425,.162,.04,12.50,-1.20,-,-,-,-,,Alchemia,,.50,-,.50,.51,.51,.485,-1.30,.675,.30,,
AAI,.800,.010,1.205,11.605,-,-,-239.16,-,8.06,-,.60,,Alcoa Inc,,13.40,-20,13.00,15.40,13.60,13.40,-2.77,13.70,7.50,,
LEP,128.432,6.841,15.923,.556,1.96,1.45,24.62,11.5,16.20,1.52,5.70,,ALE Prop Grp,,2.84,-,2.84,2.89,2.87,2.83,-1.30,2.98,2.42,,
AJX,455.843,21.632,10.227,.023,-.02,-,-2.08,-,-,-,-,,Alexium Int'l,,.115,-,.11,.12,.12,.11,-1.30,.19,.07,,
AEB,1366.14,12.313,8.094,.029,-,-,-1.36,-,-,-,-,,Algae.Tec,,.10,-2,.10,.105,.125,.09,-17.96,.27,.09,,
AQZ,16.551,9.378,4.124,.139,1.37,.96,18.33,7.2,9.20,1.99,7.00,f,Alliance Aviation,,1.315,+.5,1.25,1.315,1.315,1.30,-.92,1.895,1.16,,
ALQ,2166.83,104.492,99.174,2.957,-.07,-,53.73,14.0,46.00,1.17,6.13,p,ALS,,7.50,+10,7.45,7.63,7.55,7.41,+.05,10.64,7.05,,
AIQ,20.000,1.891,5.133,.022,.21,.81,4.94,3.4,-,-,-,,Alternative Invest,,.17,-.5,.17,.18,.175,.17,-4.16,.175,.047,,
ALU,689.503,17.666,11.287,.253,.03,74.67,8.87,25.3,12.00,.74,5.36,,Altium,,2.24,+4,2.18,2.24,2.25,2.16,+.52,2.90,1.34,,
AMA,716.709,46.605,38.411,.084,.03,8.33,1.83,13.7,1.60,1.14,6.40,p,AMA Grp,,.25,+.5,.25,.255,.25,.245,+.74,.39,.23,,
AHD,76.982,2.579,4.661,1.389,5.17,1.70,53.70,16.4,42.00,1.28,4.77,f,Amalgamated Hldgs,,8.80,+9,8.66,8.80,9.10,8.71,-.26,9.10,7.45,,
AMO,-,1.119,.159,.005,.37,.43,-7.00,-,-,-,-,,Ambertech,,.16,-,.16,.195,.16,.16,-1.30,.26,.16,,
AMB,-,.299,2.318,.011,.17,.94,-2.14,-,-,-,-,,Ambition Grp,,.16,-,.16,.21,.16,.16,-1.30,.20,.15,,
AKY,.223,.007,.009,.058,73.32,1.01,379.00,19.5,379.00,1.00,5.13,f,AMCB Fund No 5,,73.95,+9,73.98,75.00,73.95,73.95,-1.18,74.11,72.717,,
AMH,74.419,5.061,8.024,.210,.93,.99,3.18,28.9,3.00,1.06,3.26,,AMCIL,,.92,+1.5,.91,.92,.92,.91,+.36,1.019,.800,,
AMM,626.539,30.312,53.911,.498,.30,6.77,8.94,22.7,5.70,1.57,2.81,f,Amcom Telco,,2.03,-1,2.01,2.03,2.04,2.00,-1.79,2.20,1.50,,
AMC,7036.86,312.155,308.766,12.320,-.09,-,43.20,23.6,40.00,1.08,3.92,,Amcor,,10.21,+18,10.18,10.23,10.31,10.06,+.50,10.89,8.67,,
AMP,19305.2,706.825,747.780,15.262,1.35,3.82,23.20,22.2,23.00,1.01,4.46,p,AMP,,5.16,-2,5.14,5.17,5.18,5.13,-1.68,5.79,4.11,,
AGF,2298.51,28.622,53.124,.262,.93,.75,.63,111.1,1.92,.33,2.74,,AMP Capital China,,.70,-1.5,.70,.705,.715,.695,-3.40,.87,.605,,
AYK,-,.026,-,.100,100.17,1.01,174.16,57.9,250.00,.70,2.48,f,Aust Masters YF4,,100.87,-,100.83,-,100.87,100.87,-1.30,101.13,99.68,,
AYD,-,.019,.010,.092,100.71,1.01,-30.58,-,385.00,-,3.79,f,Aust Masters YF1,,101.50,-,101.67,-,101.50,101.50,-1.30,101.84,100.35,,
AYJ,-,.024,-,.099,100.54,1.01,248.00,40.9,349.00,.71,3.44,f,Aust Master YF3,,101.37,-,101.52,-,101.37,101.37,-1.30,101.66,100.20,,
AYH,-,.006,.005,.043,100.11,1.01,415.00,24.3,380.00,1.09,3.78,f,Aust Masters YF2,,100.66,-,101.19,-,100.66,100.66,-1.30,101.36,99.72,,
ANQ,33541.1,745.582,203.082,.023,-,-,1.58,.6,-,-,-,,AnaeCo,,.009,-.1,.009,.01,.011,.009,-11.30,.015,.006,,
ALT,37738.5,163.226,44.635,.021,.01,3.00,-.31,-,-,-,-,,Analytica,,.03,+.1,.03,.031,.034,.029,+2.15,.038,.017,,
AYG,750.100,76.329,99.188,.010,-,-,-.10,-,-,-,-,,Anittel Grp,,.004,-,.003,.004,.004,.003,-1.30,.009,.003,,
ANN,1156.02,50.776,79.317,2.753,4.21,4.28,118.03,15.3,40.89,2.89,2.27,,Ansell,,18.00,+9,17.91,18.07,18.19,17.83,-.80,22.24,15.60,,
ANO,500.000,96.833,23.211,.006,.01,1.10,-.10,-,-,-,-,,Antaria,,.011,-,.01,.012,.011,.011,-1.30,.023,.008,,
ADO,9368.20,360.659,60.202,.175,-,-,-.28,-,-,-,-,,Anteo Diagnostics,,.21,+1,.21,.215,.22,.19,+3.70,.285,.048,,
ANP,622.017,36.442,461.004,.021,.03,4.83,-1.90,-,-,-,-,,Antisense Therapeutic,†,.145,-1.5,.145,.15,.155,.14,-10.67,.232,.09,,
ANPO,358.969,8.300,-,.003,-,-,-,-,-,-,-,,  opt jan17,,.055,+.5,.052,.055,.068,.05,+8.70,.08,.035,,
ANZ,19431.1,393.223,487.966,95.139,13.48,2.57,231.30,15.0,164.00,1.41,4.73,f,ANZ Banking Grp,,34.67,+79,34.61,34.68,34.74,33.96,+1.03,34.74,26.30,,
APE,33.633,6.024,4.973,.896,2.34,2.17,36.40,13.9,23.00,1.58,4.54,f,AP Eagers,,5.07,-2,5.07,5.12,5.14,4.90,-1.69,5.50,3.86,,
APP,-,.420,.118,-,.01,1.20,-.20,-,-,-,-,,APA Fin Services,,.012,-,.004,.014,.012,.012,-1.30,.019,.01,,
APA,5584.29,165.840,156.931,5.600,1.37,4.89,21.14,31.7,36.00,.59,5.37,,APA Grp,,6.70,+18,6.65,6.70,6.73,6.49,+1.46,6.97,5.80,,
APN,3600.69,172.508,154.123,.720,-.18,-,.39,179.5,-,-,-,,APN News & Media,,.70,+2,.695,.70,.71,.675,+1.64,.71,.220,,
APD,181.000,8.399,1.965,.058,.22,1.23,2.92,9.2,1.25,2.34,4.63,f,APN Prop Grp,,.27,-,.265,.275,.28,.255,-1.30,.30,.185,,
ALA,500.684,39.822,3.372,.005,.11,1.82,-.55,-,-,-,-,,Applabs Tech,†,.20,-,.20,.205,.21,.19,-1.30,.34,.003,,
AQU,-,.178,-,.041,-,-,-,-,-,-,-,,Aquaint Capital,,.54,-,.33,.55,.54,.54,-1.30,.70,.41,,
ARP,193.585,13.772,7.273,.899,2.38,5.21,57.39,21.6,28.50,2.01,2.30,f,ARB Corp,,12.40,+15,12.10,12.40,12.56,12.20,-.07,13.88,10.46,,
AAD,5132.85,124.657,95.078,1.049,.76,3.41,9.08,28.5,12.20,.74,4.71,p,Ardent Leisure Grp,,2.59,+7,2.57,2.60,2.59,2.48,+1.48,2.64,1.535,,
ARF,268.930,12.760,-,.245,1.03,1.13,6.12,19.0,6.82,.90,5.88,,Arena REIT,†,1.16,-,1.145,1.16,1.16,1.13,-1.30,1.25,1.02,,
ARG,471.686,11.613,15.281,4.810,7.27,1.00,29.80,24.4,27.00,1.10,3.71,f,Argo Invest,,7.27,+2,7.27,7.30,7.34,7.23,-1.02,7.44,6.03,,
ARA,45.901,2.661,.974,.075,.35,1.04,1.58,23.1,1.00,1.58,2.74,p,Ariadne Aust,,.365,+1,.35,.36,.365,.35,+1.52,.365,.25,,
ALL,9506.48,161.713,146.981,2.707,.41,11.98,19.50,25.2,14.50,1.34,2.95,,Aristocrat Leisure,,4.91,-11,4.89,4.92,5.13,4.89,-3.49,5.55,3.77,,
AIK,-,15.815,1.344,.026,.14,.82,1.00,11.5,-,-,-,,Armidale Invest,,.115,-,.11,.115,.115,.115,-1.30,.115,.041,,
AWN,90.383,4.938,.738,.129,.03,26.33,5.94,13.3,3.25,1.83,4.11,,Arowana Internat,,.79,-9,.81,.87,.88,.79,-11.53,.95,.36,,
ARI,27235.6,725.305,688.727,1.762,1.34,.96,-2.06,-,9.00,-,6.98,,Arrium,,1.29,-4,1.285,1.29,1.315,1.27,-4.31,1.875,.675,,
AEM,1999.99,53.338,23.549,.005,-,-,-.25,-,-,-,-,,Artist & Entertain,,.013,-.2,.012,.014,.014,.013,-14.63,.022,.01,,
AJR,120.078,104.207,226.591,.002,-,-,-.17,-,-,-,-,,Arunta Resources,,.003,-,.003,.004,.003,.003,-1.30,.014,.002,,
AJROB,-,1.730,2.528,-,-,-,-,-,-,-,-,,  opt dec14,,.001,-,-,.001,.001,.001,-1.30,.004,.001,,
AIO,7047.47,279.836,335.212,5.306,.97,5.61,33.70,16.1,12.00,2.81,2.21,f,Asciano,,5.44,+7,5.42,5.46,5.49,5.35,+.01,6.23,4.57,,
AFA,11.539,.981,.980,.087,.04,4.88,-8.89,-,-,-,-,,ASF Grp,,.195,-3,.195,.23,.23,.195,-14.63,.235,.09,,
ASZ,350.916,25.117,53.640,.076,-,-,-8.21,-,-,-,-,f,ASG Grp,,.37,-,.37,.375,.375,.36,-1.30,.515,.28,,
DIG,1223.74,34.422,8.072,.029,-,-,-.01,-,-,-,-,,Asia Pac Digital,,.018,+.1,.016,.018,.018,.016,+4.58,.028,.002,,
AJD,36.476,8.397,-,.122,1.02,1.04,5.10,20.9,8.56,.60,8.04,,Asia Pacific Data,,1.065,-.5,1.06,1.065,1.07,1.06,-1.77,1.20,.99,,
AJJ,.599,.523,1.684,.018,.03,2.83,-.53,-,.20,-,2.35,,Asian American Med,,.085,-,.085,.09,.085,.085,-1.30,.18,.085,,
AUF,134.958,3.422,5.591,.132,1.04,.98,-.69,-,3.00,-,2.94,,Asian Masters Fund,,1.02,-,1.02,1.035,1.035,1.02,-1.30,1.15,.96,,
AKF,226.830,3.817,6.047,.010,.18,.86,-2.06,-,-,-,-,f,ASK Funding,,.155,+.5,.15,.155,.155,.155,+2.04,.174,.105,,
APZ,274.249,8.879,183.227,.160,1.65,.81,-58.79,-,15.00,-,11.28,,Aspen Grp,†,1.33,-4,1.255,1.33,1.37,1.29,-4.22,2.00,1.15,,
ASP,-,.110,.759,.010,-.09,-,.26,15.4,-,-,-,,Aspermont,,.04,-,.04,.10,.04,.04,-1.30,.078,.04,,
AIR,7.858,.412,1.511,.004,.20,.68,-8.01,-,-,-,-,,Astivita,,.135,-1.5,.135,.15,.135,.135,-11.30,.235,.085,,
AJA,90.757,9.801,12.338,.259,5.68,.68,214.94,1.8,20.00,10.75,5.19,,Astro Japan Prop Grp,,3.85,+5,3.80,3.85,3.87,3.76,+.02,4.10,2.92,,
ATR,77.852,.387,.225,.043,-,-,-5.21,-,-,-,-,,Astron Corp,†,.35,+13,.305,.36,.395,.30,+57.79,.395,.164,,
ASX,1339.48,38.430,54.086,6.873,6.60,5.38,196.10,18.1,170.50,1.15,4.80,f,ASX,,35.50,+28,35.46,35.58,35.78,35.06,-.50,39.38,32.06,,
ACG,433.860,40.766,48.585,.019,.03,4.00,-.34,-,-,-,-,,Atcor Medical,,.12,-,.12,.125,.13,.12,-1.30,.225,.069,,
ATP,83.312,31.437,6.193,.021,.09,.72,.64,10.2,-,-,-,,Atlas Pearls&Perfumes,,.065,-.1,.065,.068,.066,.065,-2.81,.07,.034,,
AIA,531.004,6.432,10.636,4.405,1.73,2.14,12.55,29.5,9.98,1.26,2.70,,Auckland Airport,†,3.70,+6,3.64,3.71,3.77,3.64,+.35,3.930,2.346,,
AKP,30.151,.316,.345,.105,.19,21.58,-8.46,-,-,-,-,,Audio Pixels,,4.10,+35,3.50,4.17,4.20,3.90,+8.04,5.78,2.19,,
AZJ,19375.2,356.389,951.579,11.093,2.99,1.74,17.40,29.8,16.20,1.07,3.12,p,Aurizon Hldgs,,5.19,+5,5.18,5.20,5.22,5.145,-.33,5.255,4.01,,
AUP,40.370,.107,.094,.013,5.31,1.01,-,-,43.20,-,8.06,,Aurora Prop,,5.36,+6,5.36,5.41,5.41,5.30,-.17,5.73,5.101,,
ABW,33.928,5.433,1.286,.022,1.07,.99,5.05,21.0,6.36,.79,6.00,,Aurora Absolute Return,,1.06,-,1.055,1.06,1.06,1.06,-1.30,1.09,1.045,,
