ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 1, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4941.9 at 2013-02-01T16:44:35. Report at Friday, February 1, 2013. Processed Saturday at 2013-02-02T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,81.738,.201,.052,.139,.59,9.92,26.60,22.0,17.80,1.49,3.04,f,1300 Smiles,,5.85,+42,5.75,5.88,5.85,5.41,+6.03,6.54,3.97,,
TIX,2654.86,10.620,-,.080,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.44,+4,.445,.45,.45,.395,+8.29,.48,.37,,
TQH,10.000,.067,-,.013,-.04,-,1.47,6.1,-,-,-,,3Q Hldgs,,.089,-.1,.089,.098,.09,.089,-2.82,.099,.052,,
AYI,595.000,1.083,.070,.002,.02,.25,-1.20,-,-,-,-,,A1 Invest & Res,,.005,-,.005,.006,.005,.005,-1.71,.04,.004,,
AAY,220.000,1.801,.200,.002,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.02,-.1,.02,.026,.021,.02,-6.47,.037,.015,,
AAQ,3466.76,9.289,9.222,.003,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.006,+.1,-,-,.006,.005,+18.29,.01,.003,,
ABP,1669.71,8.511,15.528,.961,2.34,.92,2.11,102.4,16.50,.13,7.64,,Abacus Prop,†,2.16,+3,2.15,2.16,2.18,2.13,-.30,2.30,1.815,,
ALR,244.012,1.253,.497,.072,1.11,1.08,2.98,40.3,9.50,.31,7.92,f,Aberdeen Leaders,,1.20,+1,1.20,1.21,1.21,1.18,-.87,1.22,.975,,
AKG,63.500,.086,-,.031,.10,6.40,6.30,10.2,4.50,1.40,7.03,f,Academies A'asia,,.64,+9,.60,.64,.64,.55,+14.65,.80,.44,,
ACR,5101.51,13.334,10.239,.599,.17,21.18,4.44,81.1,8.00,.56,2.22,,Acrux,,3.60,+43,3.58,3.61,3.66,3.17,+11.86,4.77,2.64,,
