ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 5, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4513.8 at 2012-10-05T16:52:07. Report at Friday, October 5, 2012. Processed Saturday at 2012-10-06T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,47.733,2.314,.703,.129,.59,9.2,26.60,20.5,17.80,1.49,3.27,f,1300 Smiles,,5.45,+5,5.32,5.48,5.56,5.30,-1.51,6.54,3.53,,
TQH,-,.372,1.584,.010,-.04,-,1.47,4.8,-,-,-,,3Q Hldgs,,.07,-,-,-,.07,.07,-2.44,.08,.052,,
AYI,283.342,30.363,6.318,.004,.02,.4,-1.20,-,-,-,-,,A1 Invest & Res,,.008,-,.007,.009,.008,.007,-2.44,.05,.006,,
AAY,-,6.824,4.342,.003,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.022,-,-,-,.022,.022,-2.44,.05,.02,,
AAQ,97987.4,280.818,169.652,.004,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.008,-,.008,.009,.01,.006,-2.44,.017,.003,,
ABP,1671.01,158.617,129.124,.899,2.34,.9,2.11,95.7,16.50,.13,8.17,,Abacus Prop,†,2.02,+8,2.02,2.04,2.03,1.925,+1.68,2.13,1.80,,
ALR,431.290,7.075,6.211,.065,1.07,1.0,2.98,35.9,9.50,.31,8.88,f,Aberdeen Leaders,,1.07,+2,1.07,1.08,1.07,1.04,-.53,1.125,.975,,
AKG,-,.078,.251,.038,.10,8.0,6.30,12.7,4.50,1.40,5.63,f,Academies A'asia,,.80,-,-,-,.775,.775,-2.44,.80,.44,,
ACR,3533.71,195.197,114.521,.559,.17,19.8,4.44,75.7,8.00,.56,2.38,,Acrux,,3.36,+16,3.35,3.36,3.38,3.18,+2.56,4.77,2.59,,
ACW,22.539,4.541,2.014,.002,-,-,-2.12,-,-,-,-,,Actinogen,,.039,+.5,.025,.04,.039,.034,+12.27,.06,.018,,
ACWOA,-,.448,.234,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,-2.44,.003,.001,,
ACU,-,300.630,821.925,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,-2.44,.002,.001,,
