ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 20, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4444.4 at 2012-04-20T16:45:03. Report at Friday, April 20, 2012. Processed Saturday at 2012-04-21T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,72.772,1.039,.153,.112,.55,8.6,26.01,18.3,16.60,1.57,3.49,f,1300 Smiles,,4.75,-2,4.80,4.95,4.75,4.64,-1.33,5.50,3.00,,
TQH,-,.190,.224,.011,-.05,-,1.79,3.8,-,-,-,,3Q Hldgs,,.068,-,-,-,.068,.068,-.91,.08,.041,,
AYI,2225.62,12.299,2.122,.004,.02,.4,.03,30.0,-,-,-,,A1 Invest & Res,,.009,-,-,-,.009,.008,-.91,.06,.008,,
AAY,500.000,5.157,.670,.004,.01,3.0,1.65,1.8,-,-,-,,AACL Hldgs,,.03,-.5,-,-,.035,.029,-15.20,.066,.02,,
AAQ,4459.42,48.371,81.408,.002,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.005,-.1,.004,.005,.006,.005,-17.58,.017,.005,,
ABP,4418.14,61.006,50.789,.887,2.43,.8,2.52,81.0,16.50,.15,8.09,,Abacus Prop,†,2.04,-,2.00,2.04,2.05,1.98,-.91,2.34,1.78,,
ALR,188.461,1.611,2.309,.065,1.07,1.0,3.48,31.0,9.50,.37,8.80,f,Aberdeen Leaders,,1.08,+2,1.08,1.10,1.09,1.06,+.97,1.29,.98,,
AKG,3.600,.004,.048,.028,.09,6.7,5.39,11.1,4.00,1.35,6.67,f,Academies A'asia,,.60,+2,.45,.495,.60,.58,+2.53,.60,.50,,
ACR,3179.40,57.859,33.898,.658,.16,24.7,2.73,144.7,-,-,-,,Acrux,,3.95,-,3.90,3.97,3.98,3.86,-.91,4.30,2.59,,
ACW,67.500,1.004,.986,.001,.01,2.9,-2.30,-,-,-,-,,Actinogen,,.029,+.6,.026,.029,.029,.023,+25.17,.062,.018,,
ACWO,-,.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-.91,.01,.001,,
ACWOA,-,.248,.142,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,-.91,.015,.001,,
ACU,5881.38,59.174,622.536,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,.001,.002,.002,.001,-.91,.003,.001,,
ADA,6.400,.564,1.011,.029,.13,2.8,.80,45.0,-,-,-,,Adacel Tech,,.36,+1,.35,.36,.36,.35,+1.94,.36,.18,,
AAU,80.217,1.777,11.663,.012,.07,2.7,2.31,8.2,2.00,1.16,10.53,f,Adcorp Aust,,.19,+1,-,-,.19,.19,+4.64,.20,.125,,
ABN,7916.62,15.619,249.461,.002,-,-,-,-,-,-,-,,AdEffective,†,.01,-.2,.008,.012,.01,.008,-17.58,.044,.001,,
ABNO,1168.01,6.222,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,-.91,.003,.003,,
ABC,7515.30,125.610,143.996,1.902,1.22,2.5,23.30,12.8,16.50,1.41,5.52,f,Adelaide Brighton,,2.99,+1,2.95,3.00,3.02,2.92,-.58,3.28,2.22,,
ADQ,-,4.590,3.827,.018,.04,2.0,.65,12.3,-,-,-,,ADG Global Supply,,.08,-,.075,.08,.08,.08,-.91,.09,.05,,
ABV,703.043,28.862,35.899,.020,.01,2.1,-.02,-,-,-,-,,Adv Braking Tech,,.021,-.1,.03,.024,.022,.021,-5.46,.029,.016,,
AMT,-,.060,.337,.008,.10,2.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.24,-,.10,.18,.24,.24,-.91,.30,.15,,
ASW,29.259,.674,1.609,.032,.13,5.8,4.42,17.2,3.85,1.15,5.07,f,Advanced Share Reg,,.76,+4,.72,.76,.76,.72,+4.64,.90,.605,,
AEI,18.500,1.738,2.049,.027,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.26,+1,.205,.25,.26,.25,+3.09,.30,.155,,
AFT,-,33.700,321.381,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,-.91,.001,.001,,
AGX,223.948,16.201,18.544,.008,-,-,-.27,-,-,-,-,,Agenix,,.011,-.1,.012,.013,.012,.011,-9.25,.02,.01,,
AGK,6458.45,109.270,84.042,6.924,6.98,2.1,94.90,15.6,60.00,1.58,4.05,f,AGL Energy,,14.80,-5,14.75,14.81,14.96,14.74,-1.25,15.79,12.50,,
AGJ,27.849,.296,.199,.015,.33,.4,-1.01,-,1.49,-,10.28,,Agricultural Land,,.145,+.5,-,-,.15,.145,+2.66,.20,.13,,
AHC,-,.039,.020,.012,4.92,.4,-6.74,-,10.00,-,4.55,,AHC,,2.20,-,-,-,2.20,2.20,-.91,2.30,1.90,,
ENY,1.000,.030,.504,.003,-,-,-,-,-,-,-,p,All 200 Energy,,14.27,+36,14.23,14.50,14.27,13.91,+1.67,17.41,11.87,,
FIN,-,.121,.718,.002,-,-,-,-,-,-,-,p,All 200 Financials,,4.21,-,4.26,4.28,4.21,4.21,-.91,4.70,3.55,,
FIX,-,.074,.948,.004,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,5.00,-,5.07,5.10,5.00,5.00,-.91,5.39,4.34,,
IDD,.026,.056,.535,.002,-,-,-,-,-,-,-,p,All 200 Industrials,,3.76,-9,3.75,3.90,3.76,3.76,-3.25,3.86,3.00,,
RSR,-,.096,.893,.007,-,-,-,-,-,-,-,p,All 200 Resources,,4.55,-,4.69,4.71,4.55,4.55,-.91,6.30,4.33,,
MAM,.892,.117,1.409,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.88,+9,3.88,3.91,3.88,3.82,+1.46,5.26,3.75,,
AGI,3584.30,40.248,4.900,.437,.23,6.8,21.81,7.2,-,-,-,,Ainsworth Game Tech,,1.565,+9,1.54,1.575,1.605,1.265,+5.19,1.78,.225,,
AIZ,1.150,1.987,7.840,.748,1.07,.6,1.62,42.0,3.01,.54,4.43,,Air New Zealand,,.68,-,-,-,.68,.68,-.91,.96,.655,,
AIG,-,-,.125,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,-.91,.08,.04,,
AJL,483.546,15.199,5.731,.111,.86,1.3,-9.40,-,-,-,-,,AJ Lucas Grp,,1.08,-2,1.075,1.085,1.10,1.075,-2.73,1.75,1.005,,
ACL,910.307,38.716,14.081,.143,.06,8.5,-6.40,-,-,-,-,,Alchemia,,.51,-1.5,.505,.51,.53,.50,-3.77,.86,.25,,
AAI,1.200,.010,.033,7.881,-,-,23.62,38.5,9.57,2.47,1.05,,Alcoa Inc,,9.10,-100,8.50,11.00,9.10,9.10,-10.81,16.40,9.00,,
LEP,392.839,6.535,11.637,.328,2.14,1.0,6.98,29.4,17.75,.39,8.66,,ALE Prop Grp,,2.05,-,2.04,2.06,2.05,2.03,-.91,2.15,1.72,,
ALS,444.758,16.168,34.442,.142,.83,1.8,21.32,7.1,10.00,2.13,6.62,f,Alesco Corp,,1.51,-4.5,1.51,1.535,1.555,1.47,-3.81,3.28,.995,,
AJX,196.224,7.332,6.311,.007,-.02,-,-1.99,-,-,-,-,,Alexium Int'l,,.084,+.3,-,-,.086,.081,+2.79,.13,.06,,
AEB,601.201,19.203,5.339,.020,-,-,-1.00,-,-,-,-,,Algae.Tec,,.40,-1,.385,.395,.40,.37,-3.35,.63,.29,,
AEBO,306.244,4.334,-,-,-,-,-,-,-,-,-,,  opt jan14,,.099,+1.4,.09,.18,.10,.083,+15.56,.10,.035,,
AQZ,24.238,11.438,-,.198,-,-,-,-,-,-,-,,Alliance Aviation,,2.20,-2,2.20,2.28,2.28,2.20,-1.81,2.36,1.59,,
AHZ,4580.70,66.955,21.928,.022,.01,3.0,-.72,-,-,-,-,,Allied Healthcare,,.03,+.1,.029,.03,.031,.029,+2.53,.084,.026,,
AZG,2681.08,59.376,58.560,.054,.07,2.8,2.00,9.8,-,-,-,,Allmine Grp,,.195,-1.5,.19,.195,.215,.19,-8.06,.275,.095,,
AIQ,77.006,16.490,2.158,.071,.65,.8,-.07,-,-,-,-,,Alternative Invest,,.54,+1.5,.53,.565,.54,.52,+1.94,.63,.391,,
ALU,36.176,2.402,4.294,.026,-.06,-,-9.76,-,-,-,-,,Altium,,.25,+5,-,-,.25,.20,+24.09,.30,.082,,
AMA,416.200,16.938,10.239,.041,-.04,-,3.28,4.4,1.00,3.28,6.90,,AMA Grp,,.145,-,.145,.15,.145,.145,-.91,.155,.09,,
AHD,35.566,3.057,5.306,1.009,5.19,1.2,58.80,10.9,37.00,1.59,5.78,f,Amalgamated Hldgs,,6.40,+16,6.40,6.46,6.50,6.23,+1.65,6.50,5.10,,
AMO,24.800,.258,.209,.008,.55,.5,-2.45,-,.50,-,1.85,,Ambertech,,.27,-,-,-,.27,.27,-.91,.325,.205,,
AMB,-,2.988,1.937,.013,.19,1.1,2.03,9.9,-,-,-,,Ambition Grp,,.20,-,.16,.20,.20,.20,-.91,.305,.12,,
AKY,-,.002,-,.078,82.85,1.2,270.00,36.8,230.00,1.17,2.31,f,AMCB Fund No 5,,99.45,-,-,-,82.636,82.636,-.91,84.592,81.214,,
AKX,-,.002,-,.022,29.59,1.0,250.00,12.0,135.00,1.85,4.50,f,AMCB Fund No 4,,29.98,-,-,-,29.98,29.98,-.91,30.957,28.138,,
AMH,243.211,4.961,9.505,.155,.80,.9,3.93,18.8,3.50,1.12,4.73,,AMCIL,,.74,+1,.73,.74,.74,.725,+.46,.74,.60,,
AMM,854.090,17.996,83.578,.260,.32,3.4,13.23,8.1,4.80,2.76,4.47,f,Amcom Telco,†,1.075,-4.5,1.075,1.08,1.13,1.055,-4.93,1.14,.196,,
AMC,19171.7,365.858,330.866,9.050,1.20,6.3,27.40,27.4,36.00,.76,4.80,,Amcor,,7.50,-,7.42,7.55,7.60,7.36,-.91,7.68,5.87,,
AMP,39564.2,710.711,1112.37,12.303,.89,4.8,26.30,16.2,29.00,.91,6.82,p,AMP,,4.25,-4,4.24,4.26,4.34,4.20,-1.85,5.68,3.61,,
AGF,857.801,14.947,19.202,.247,.88,.8,-14.40,-,2.05,-,2.95,,AMP Capital China,,.695,+2.5,.695,.70,.70,.66,+2.82,.79,.60,,
ANQ,230.091,4.856,3.595,.019,-.03,-,-5.30,-,-,-,-,,AnaeCo,,.048,-.1,.048,.05,.05,.048,-2.95,.092,.04,,
ANQOA,-,-,-,-,-,-,-,-,-,-,-,,  opt may12,,.001,-,-,-,.001,.001,-.91,.001,.001,,
ALT,2304.55,186.421,39.001,.013,-,-,-.23,-,-,-,-,,Analytica,,.024,-.1,.024,.025,.025,.024,-4.91,.040,.016,,
ALTO,775.000,31.553,-,-,-,-,-,-,-,-,-,,  opt sep12,,.003,-.2,-,-,.005,.003,-40.91,.009,.001,,
ALTOA,-,21.725,-,-,-,-,-,-,-,-,-,,  opt jun13,,.003,-,-,-,.003,.003,-.91,.005,.001,,
AYG,3226.00,70.767,129.168,.010,-.01,-,-.47,-,-,-,-,,Anittel Grp,,.005,-.1,.005,.006,.006,.005,-17.58,.009,.004,,
ANN,2346.38,40.551,49.663,1.942,2.31,6.4,93.30,15.9,34.00,2.74,2.29,,Ansell,,14.86,+5,14.86,15.00,14.99,14.59,-.58,15.36,11.82,,
ANO,1020.00,5.703,12.762,.008,.01,1.3,-.88,-,-,-,-,,Antaria,,.013,+.1,.012,.014,.014,.012,+7.42,.038,.012,,
ADO,6556.55,200.544,573.210,.062,-,-,-.35,-,-,-,-,,Anteo Diagnostics,,.081,+.1,.081,.082,.084,.079,+.34,.105,.054,,
ANP,26438.0,810.971,1798.41,.020,-,-,-.29,-,-,-,-,,Antisense Therapeutic,,.018,+.1,.017,.018,.018,.017,+4.97,.039,.006,,
ANPO,901.650,50.634,202.041,-,-,-,-,-,-,-,-,,  opt jul12,,.008,+.1,.006,.008,.008,.007,+13.37,.027,.002,,
ANZ,35103.9,586.826,588.712,62.835,11.44,2.0,208.20,11.3,140.00,1.49,5.97,f,ANZ Banking Grp,,23.45,+47,23.41,23.47,23.52,22.86,+1.13,24.49,17.63,,
APE,19.192,.205,.106,.455,8.37,1.7,127.70,11.4,80.00,1.60,5.52,f,AP Eagers,,14.50,+30,14.50,14.99,14.55,14.12,+1.20,14.55,9.20,,
APP,-,.015,1.013,-,.02,.4,-.08,-,-,-,-,,APA Fin Services,,.008,-,-,-,.008,.008,-.91,.022,.005,,
