ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 30, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4111.0 at 2011-12-30T14:43:55. Report at Friday, December 30, 2011. Processed Saturday at 2011-12-31T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,4.030,1.065,1.830,.094,.24,16.5,24.20,16.3,15.50,1.56,3.92,f,1300 Smiles,,3.95,-,3.85,3.95,3.95,3.85,+1.94,4.25,3.00,,
TQH,-,2.018,2.188,.013,-.05,-,1.84,4.3,-,-,-,,3Q Hldgs,,.08,-,.063,.071,.08,.08,+1.94,.08,.041,,
AYI,-,8.248,14.508,.015,.01,3.5,-.94,-,-,-,-,,A1 Invest & Res,,.035,-,-,-,.035,.035,+1.94,.09,.028,,
AAY,-,7.088,8.770,.005,-,-,.22,15.9,-,-,-,,AACL Hldgs,,.035,-,-,-,.035,.035,+1.94,.066,.02,,
AAQ,292.227,302.237,-,.004,-,-,-.30,-,-,-,-,,AAQ Hldgs,,.009,-,-,-,.009,.009,+1.94,.725,.007,,
ABP,485.878,156.688,978.500,.735,2.76,.7,4.66,40.8,16.50,.28,8.68,,Abacus Prop,,1.90,-6,1.90,1.95,1.975,1.90,-1.13,2.45,1.78,,
ALR,9.629,7.287,5.322,.063,1.04,1.0,3.24,32.1,9.50,.34,9.13,f,Aberdeen Leaders,,1.04,+.5,-,-,1.04,1.035,+2.42,1.345,.98,,
AKG,1.000,.416,.246,.028,.09,6.7,5.40,11.1,4.00,1.35,6.67,f,Academies A'asia,,.60,-,.41,.70,.60,.60,+1.94,.60,.48,,
ACR,845.576,141.518,85.446,.478,-,-,34.73,8.3,-,-,-,,Acrux,,2.87,+3,2.87,2.89,2.90,2.75,+2.99,4.30,2.49,,
ACW,-,3.914,3.461,.003,.02,2.5,-1.66,-,-,-,-,,Actinogen,,.05,-,.05,.055,.05,.05,+1.94,.085,.018,,
ACWO,-,.015,.159,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+1.94,.01,.001,,
ACWOA,-,.244,.171,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,+1.94,.015,.001,,
ACU,4268.66,984.026,546.258,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,+1.94,.005,.001,,
ADA,-,2.711,5.136,.019,.09,2.7,-3.60,-,-,-,-,,Adacel Tech,,.24,-,.25,.30,.24,.24,+1.94,.375,.18,,
AAU,-,16.062,7.664,.010,.09,1.9,2.29,7.4,2.00,1.15,11.76,f,Adcorp Aust,,.17,-,-,-,.17,.17,+1.94,.25,.125,,
ABN,-,371.102,901.022,.005,-,-,-.02,-,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,+1.94,.002,.001,,
ABC,1292.67,488.134,584.330,1.839,1.17,2.5,22.80,12.7,16.50,1.38,5.71,f,Adelaide Brighton,,2.89,-1,2.88,2.91,2.93,2.81,+1.59,3.514,2.22,,
ADQ,29.922,15.842,28.037,.013,.04,1.5,.47,12.6,-,-,-,,ADG Global Supply,,.059,-.3,-,-,.062,.059,-2.90,.09,.05,,
ABV,-,77.547,110.016,.021,.01,2.2,.06,36.7,-,-,-,,Adv Braking Tech,,.022,-,-,-,.022,.022,+1.94,.038,.016,,
AMT,2.833,.440,1.321,.007,.11,1.7,-9.25,-,-,-,-,,Adv Surg Dsgn & Mnft,,.19,+1,.10,.20,.19,.19,+7.49,.36,.15,,
ASW,-,2.915,7.989,.029,.13,5.2,4.17,16.2,3.85,1.08,5.70,f,Advanced Share Reg,,.675,-,-,-,.675,.675,+1.94,1.20,.605,,
AEI,4.000,8.959,10.202,.024,.02,11.5,-2.16,-,-,-,-,,Aeris Environmental,,.23,+2,-,-,.23,.21,+11.46,.30,.155,,
AFT,1000.00,434.877,1352.75,.007,-,-,.03,3.3,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,+1.94,.002,.001,,
AGX,-,50.440,37.140,.009,-,-,-.40,-,-,-,-,,Agenix,,.012,-,-,-,.012,.012,+1.94,.032,.011,,
AGK,1315.03,349.277,350.947,6.658,6.95,2.1,122.40,11.7,60.00,2.04,4.19,f,AGL Energy,,14.33,-12,14.25,14.43,14.53,14.25,+1.11,15.79,12.50,,
AGJ,30.000,1.731,1.617,.017,.36,.5,2.68,6.2,2.45,1.09,14.85,,Agricultural Land,,.165,+2.5,.155,.165,.165,.14,+19.79,.20,.13,,
AHC,-,.145,.217,.012,4.95,.4,3.45,64.1,10.00,.35,4.52,,AHC,,2.21,-,-,-,2.21,2.21,+1.94,2.30,1.90,,
ENY,.380,.863,.147,.003,-,-,-,-,-,-,-,,All 200 Energy,,13.01,+15,12.78,12.85,13.01,13.01,+3.10,18.26,11.87,,
FIN,3.500,1.290,.378,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.22,-,4.17,4.53,4.22,4.20,+1.94,4.87,3.55,,
FIX,1.500,1.643,.744,.003,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,4.85,-5,4.57,5.24,4.90,4.85,+.92,5.54,4.34,,
IDD,-,1.137,.133,.002,-,-,-,-,-,-,-,,All 200 Industrials,,3.50,-,3.39,3.41,3.50,3.50,+1.94,3.90,3.00,,
RSR,6.737,2.331,2.769,.007,-,-,-,-,-,-,-,,All 200 Resources,,4.41,-7,4.38,4.41,4.48,4.41,+.37,6.42,4.33,,
MAM,9.875,2.399,1.112,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.78,-7,3.75,3.78,3.82,3.77,+.12,5.58,3.77,,
AGI,229.784,32.831,9.064,.137,.09,5.4,8.00,6.1,-,-,-,,Ainsworth Game Tech,,.49,+3.5,.48,.49,.49,.47,+9.63,.49,.185,,
AIZ,7.800,10.932,21.294,.778,1.03,.7,5.87,12.1,3.90,1.51,5.49,,Air New Zealand,,.71,-,.66,.71,.71,.70,+1.94,1.175,.66,,
AIG,-,.174,-,-,-.16,-,-5.00,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,+1.94,.08,.035,,
AJL,2037.25,9.870,33.314,.078,.95,1.1,-17.50,-,-,-,-,,AJ Lucas Grp,,1.03,-32,1.03,1.05,1.50,1.005,-21.77,2.75,1.005,,
ACL,267.711,81.670,48.377,.084,.01,30.0,-7.00,-,-,-,-,,Alchemia,,.30,-1,.295,.30,.305,.295,-1.29,.86,.25,,
AAI,-,.046,.092,9.526,-,-,23.62,46.6,9.70,2.44,.88,,Alcoa Inc,,11.00,-,8.00,11.49,11.00,11.00,+1.94,18.99,10.50,,
LEP,57.300,29.040,42.764,.315,2.22,.9,32.49,6.1,19.75,1.65,9.97,,ALE Prop Grp,,1.98,+1.5,1.955,2.01,2.06,1.98,+2.70,2.15,1.72,,
ALS,131.335,62.115,100.541,.109,.84,1.4,15.56,7.4,8.50,1.83,7.36,f,Alesco Corp,,1.155,+12.5,1.10,1.19,1.195,1.03,+14.07,3.554,.995,,
AJX,26.500,12.271,39.408,.006,-.01,-,-2.37,-,-,-,-,,Alexium Int'l,,.07,+.9,-,-,.07,.061,+16.69,.145,.06,,
AEB,87.216,10.848,-,.018,-,-,-,-,-,-,-,,Algae.Tec,,.50,-1,.495,.51,.51,.49,-.03,.67,.17,,
AQZ,80.814,2.126,-,.148,-,-,-,-,-,-,-,,Alliance Aviation,,1.65,+5,1.62,1.65,1.65,1.63,+5.06,1.72,1.59,,
AHZ,269.577,210.903,9.070,.026,.01,4.0,-.70,-,-,-,-,,Allied Healthcare,,.04,+.2,.037,.04,.04,.037,+7.20,.095,.026,,
AZG,51.598,184.135,-,.036,-,-,-,-,-,-,-,,Allmine Grp,,.13,+1,-,-,.13,.13,+10.27,.30,.095,,
AIQ,242.450,7.514,24.885,.083,.85,.7,-16.06,-,-,-,-,,Alternative Invest,,.635,-1.5,.625,.65,.65,.635,-.37,.655,.513,,
ALU,-,9.435,11.430,.014,-,-,-6.80,-,-,-,-,,Altium,,.14,-,-,-,.14,.14,+1.94,.19,.082,,
AMA,114.560,36.422,49.830,.035,.05,2.5,4.37,2.9,1.00,4.37,8.00,f,AMA Grp,,.125,-1,.125,.135,.135,.125,-5.47,.155,.09,,
AHD,5.977,14.548,36.092,.890,5.07,1.1,87.70,6.4,37.00,2.37,6.55,f,Amalgamated Hldgs,,5.65,-,5.57,5.69,5.65,5.57,+1.94,6.73,5.10,,
AMO,16.300,1.283,3.331,.008,.55,.5,.40,67.5,.50,.80,1.85,,Ambertech,,.27,+2.5,.195,.28,.27,.24,+12.14,.38,.205,,
AMB,.277,5.591,2.639,.009,.17,.8,2.71,4.8,-,-,-,,Ambition Grp,,.13,-,-,-,.13,.13,+1.94,.36,.13,,
AKY,.567,.013,-,.077,-,-,-,-,-,-,-,f,AMCB Fund No 5,,98.74,-5,-,-,98.74,98.74,+1.89,98.79,95.478,,
AKX,-,.009,-,.051,-,-,-,-,-,-,-,f,AMCB Fund No 4,,71.10,-,-,-,55.468,55.468,+1.94,56.745,53.627,,
AMH,12.963,22.145,21.543,.134,.71,.9,4.13,15.5,3.50,1.18,5.47,f,AMCIL,,.64,-.5,.65,.655,.64,.64,+1.16,.70,.60,,
AMM,359.132,175.751,257.151,.196,.19,4.3,3.59,22.6,3.60,1.00,4.44,f,Amcom Telco,†,.81,-1,.81,.815,.82,.78,+.72,.90,.567,,
AMC,3994.15,1098.11,1389.33,8.751,1.37,5.3,29.10,24.8,35.00,.83,4.85,,Amcor,,7.21,-6,7.13,7.21,7.34,7.09,+1.11,7.54,5.87,,
AGF,182.144,64.427,66.781,.223,.88,.7,12.90,5.0,2.59,4.98,4.02,,AMP Capital China,,.645,+2,.63,.65,.645,.61,+5.14,.85,.60,,
AMP,10216.1,3042.28,2114.99,11.619,.97,4.2,31.40,13.0,30.00,1.05,7.37,p,AMP,,4.07,-13,4.07,4.14,4.23,4.05,-1.16,5.82,3.61,,
ANQ,250.000,15.169,10.725,.016,-.04,-,-6.20,-,-,-,-,,AnaeCo,,.05,+.4,.046,.05,.051,.05,+10.63,.15,.045,,
ANQOA,-,.032,.007,-,-,-,-,-,-,-,-,,  opt may12,,.001,-,-,-,.001,.001,+1.94,.001,.001,,
ALT,3108.05,149.076,262.286,.010,-,-,-.05,-,-,-,-,,Analytica,,.019,+.2,.018,.019,.019,.016,+13.70,.042,.016,,
ALTO,-,4.559,-,-,-,-,-,-,-,-,-,,  opt sep12,,.001,-,-,-,.001,.001,+1.94,.001,.001,,
ALTOA,2000.00,9.393,-,-,-,-,-,-,-,-,-,,  opt jun13,,.002,+.1,-,-,.002,.002,+101.9,.002,.001,,
AEK,-,9.294,108.144,.008,-,-,-1.78,-,-,-,-,,Anatolia Energy,,.13,-,-,-,.13,.13,+1.94,.31,.005,,
AYG,1070.00,348.851,158.405,.010,-.01,-,-1.46,-,-,-,-,,Anittel Grp,,.005,-,.005,.006,.005,.005,+1.94,.014,.004,,
ANN,397.505,153.717,184.196,1.900,2.44,6.0,92.40,15.7,33.00,2.80,2.27,,Ansell,,14.54,-30,14.26,14.68,15.04,14.28,-.09,15.15,11.82,,
ANO,50.000,33.431,22.388,.008,.01,1.4,-1.03,-,-,-,-,,Antaria,,.014,+.2,.012,.016,.014,.014,+18.60,.04,.012,,
ADO,1023.76,1923.31,3544.33,.056,.01,7.4,-.33,-,-,-,-,,Anteo Diagnostics,,.074,-.2,.073,.075,.077,.074,-.70,.105,.054,,
ANP,56132.9,5594.17,549.860,.023,-,-,-.24,-,-,-,-,,Antisense Therapeutic,,.023,+.2,.022,.023,.024,.019,+11.46,.039,.006,,
ANPO,2730.00,480.590,27.660,.002,-,-,-,-,-,-,-,,  opt jul12,,.014,+.2,.014,.016,.016,.012,+18.60,.027,.002,,
ANZ,10877.4,2353.78,2214.17,54.996,11.44,1.8,208.20,9.9,140.00,1.49,6.82,f,ANZ Banking Grp,,20.53,-32,20.49,20.60,20.93,20.43,+.40,25.96,17.63,,
APE,.207,.576,.752,.371,7.93,1.5,114.80,10.3,69.00,1.66,5.85,f,AP Eagers,,11.80,+10,-,-,11.80,11.80,+2.79,13.15,9.20,,
APP,-,3.624,4.352,-,.01,.5,-.09,-,-,-,-,,APA Fin Services,,.005,-,-,-,.005,.005,+1.94,.03,.005,,
APA,1332.16,312.284,269.021,2.871,1.51,3.0,19.70,22.8,34.40,.57,7.66,,APA Grp,,4.49,-7,4.48,4.53,4.60,4.48,+.40,4.70,3.53,,
AEZ,575.408,195.955,226.819,.001,-.17,-,-24.25,-,-,-,-,,APN European Ret,,.002,-,.002,.003,.002,.002,+1.94,.031,.001,,
APN,796.467,531.326,403.630,.447,-.63,-,-7.00,-,10.50,-,14.79,f,APN News & Media,,.71,-1.5,.705,.72,.73,.705,-.13,1.95,.695,,
APD,20.000,8.483,14.967,.021,.20,.7,-3.88,-,1.25,-,9.62,,APN Prop Grp,,.13,+.5,.13,.15,.13,.125,+5.94,.26,.125,,
