ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 20, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5401.6 at 2014-06-20T17:06:36. Report at Friday, June 20, 2014. Processed Saturday at 2014-06-21T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,18.406,1.141,1.099,.142,.61,9.82,20.85,28.7,15.00,1.39,2.50,f,1300 Smiles,,5.99,+4,5.95,6.00,6.10,5.91,+.34,7.25,5.35,,
TIX,294.984,11.049,65.663,.208,1.94,1.17,17.12,13.3,18.45,.93,8.13,,360 Cap Indust Fund,†,2.27,-,2.26,2.33,2.35,2.23,-.33,2.35,1.96,,
TGP,248.292,21.693,22.395,.198,.60,1.33,7.66,10.4,4.75,1.61,5.97,,360 Capital Grp,†,.795,+.5,.79,.81,.83,.785,+.30,.83,.465,,
TOF,2981.65,9.447,-,.158,-,-,-,-,-,-,-,,360 Capital Office,,2.03,+2,2.03,2.04,2.05,1.99,+.66,2.05,1.92,,
NNW,3089.67,30.265,-,.061,-,-,-,-,-,-,-,,99 Wuxian,,.58,+7,.57,.58,.62,.51,+13.39,.62,.30,,
AYI,-,67.643,28.043,-,-,-,-.54,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-.33,.005,.001,,
ABP,5989.63,79.977,60.134,1.284,2.34,1.07,18.46,13.5,16.50,1.12,6.60,,Abacus Prop,,2.50,+1,2.49,2.55,2.565,2.47,+.07,2.565,2.14,,
ALR,251.829,3.092,5.130,.079,1.20,1.08,2.93,44.0,7.00,.42,5.43,f,Aberdeen Leaders,,1.29,+3,1.27,1.29,1.29,1.255,+2.05,1.385,1.18,,
AKG,1042.64,3.186,3.184,.063,.16,7.00,8.70,12.9,5.00,1.74,4.46,f,Academies A'asia,,1.12,+2,1.12,1.24,1.12,1.10,+1.49,1.12,.78,,
ACQ,251.501,3.768,-,.044,-,-,-,-,-,-,-,,Acorn Capital Invest,,.875,-1.5,.87,.875,.885,.86,-2.02,.96,.86,,
