ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 30, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4070.1 at 2011-09-30T16:36:25. Report at Friday, September 30, 2011. Processed Saturday at 2011-10-01T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,11.301,.678,1.611,.084,.24,14.8,24.20,14.7,15.50,1.56,4.37,f,1300 Smiles,,3.55,-12,3.48,3.60,3.50,3.40,-5.68,4.25,3.00,,
TQH,-,1.584,2.027,.013,-.05,-,1.84,4.3,-,-,-,,3Q Hldgs,,.08,-,-,-,.08,.08,-2.30,.08,.041,,
FCS,-,1.093,4.299,.003,.09,.2,.03,56.7,-,-,-,,4C Sec Solution,,.017,-,-,-,.017,.017,-2.30,.044,.01,,
AAY,-,3.703,6.132,.005,-,-,.22,18.2,-,-,-,,AACL Hldgs,,.04,-,.038,.04,.035,.035,-2.30,.071,.029,,
AAQ,-,168.299,-,.003,-,-,-.30,-,-,-,-,,AAQ Hldgs,†,.007,-,.007,.009,.009,.009,-2.30,.725,.008,,
ABP,1038.22,125.965,867.136,.715,2.76,.7,4.66,39.7,16.50,.28,8.92,,Abacus Prop,†,1.85,+2.5,1.825,1.90,1.93,1.83,-.96,2.45,1.83,,
ALR,20.408,6.109,3.623,.062,1.11,.9,3.24,31.8,9.50,.34,9.22,f,Aberdeen Leaders,,1.03,+2,1.015,1.04,1.01,.99,-.28,1.345,.98,,
AKG,-,.213,.182,.026,.09,6.1,5.40,10.2,4.00,1.35,7.27,f,Academies A'asia,,.55,-,.51,.55,.50,.50,-2.30,.55,.45,,
ACR,1725.20,111.126,49.211,.533,-,-,34.73,9.2,-,-,-,,Acrux,,3.20,+6,3.19,3.24,3.18,2.89,-.38,4.30,1.932,,
ACW,-,1.976,2.210,.001,.02,1.1,-1.66,-,-,-,-,,Actinogen,,.022,-,.022,.041,.031,.031,-2.30,.105,.03,,
ACWO,-,.009,.023,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-2.30,.014,.001,,
ACWOA,-,.224,-,-,-,-,-,-,-,-,-,,  opt sep15,,.003,-,-,-,.003,.003,-2.30,.015,.003,,
ACU,21670.3,817.125,64.766,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,.001,.002,.001,.001,-2.30,.005,.001,,
ADA,7.496,2.147,4.240,.018,.09,2.4,-3.60,-,-,-,-,,Adacel Tech,,.22,-,.22,.225,.21,.21,-2.30,.43,.18,,
