ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 24, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5906.8 at 2015-04-24T16:35:36. Report at Friday, April 24, 2015. Processed Saturday at 2015-04-25T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,20.570,.296,.611,.151,.38,16.74,24.60,25.9,17.00,1.45,2.67,f,1300 Smiles,,6.36,-9,6.23,6.40,6.41,6.19,-2.34,7.00,5.62,,
TIX,469.568,13.101,8.414,.326,2.19,1.19,48.68,5.4,19.58,2.49,7.50,,360 Capital Indust,,2.61,-,2.61,2.63,2.64,2.57,-.94,2.79,2.151,,
TGP,471.537,19.584,16.959,.311,-,-,15.09,8.3,5.52,2.73,4.42,,360 Capital Grp,,1.25,-1,1.245,1.25,1.255,1.21,-1.74,1.41,.74,,
TOF,1720.10,9.156,1.285,.162,2.10,1.00,4.70,44.5,17.00,.28,8.13,,360 Capital Office,,2.09,-2,2.09,2.11,2.14,2.08,-1.89,2.24,1.925,,
TOT,250.077,.250,-,.051,-,-,-,-,-,-,-,,360 Capital Total Re,,1.29,-,1.29,1.32,1.35,1.29,-,1.35,1.29,,
3DM,11548.1,265.423,34.050,.022,.01,11.00,-.24,-,-,-,-,,3D Medical,†,.11,+1,.11,.115,.115,.091,+9.06,.195,.001,,
3PL,1945.41,10.503,-,.349,.10,25.90,-2.29,-,-,-,-,,3P Learning,,2.59,+20,2.52,2.59,2.68,2.36,+7.42,2.68,1.94,,
8CO,-,.565,-,.003,-,-,-.61,-,-,-,-,,8common,,.19,-,.145,.18,.19,.19,-.94,.295,.17,,
8IH,622.710,11.410,-,.321,-,-,-,-,-,-,-,,8I Hldgs,,.90,+9,.83,.90,.90,.80,+10.17,.90,.25,,
NNW,1743.19,27.913,16.137,.030,.04,5.00,.13,153.8,-,-,-,,99 Wuxian,,.20,+2.5,.20,.205,.21,.165,+13.34,.73,.15,,
AYI,-,5.000,67.643,.004,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-.94,.002,.001,,
ABP,2032.75,53.153,53.175,1.615,2.42,1.21,24.24,12.0,17.00,1.43,5.82,,Abacus Prop,,2.92,+5,2.91,2.94,2.935,2.84,+.80,3.337,2.401,,
ALR,65.277,2.167,2.030,.076,1.34,.92,2.86,43.2,6.50,.44,5.26,f,Aberdeen Leaders,,1.235,+2,1.205,1.24,1.235,1.21,+.70,1.295,1.04,,
AKG,6.900,4.330,1.319,.048,-.01,-,6.20,12.4,4.50,1.38,5.84,f,Academies A'asia,,.77,-,.75,.77,.77,.75,-.94,1.40,.645,,
ACX,194.575,4.097,-,.352,-,-,27.00,7.9,-,-,-,,Aconex,,2.14,+4,2.06,2.14,2.14,2.06,+.96,2.14,1.65,,
ACQ,403.662,5.468,-,.039,.91,.84,-8.05,-,-,-,-,,Acorn Capital Invest,,.76,-.5,.76,.78,.785,.76,-1.60,.96,.715,,
ACQO,180.000,5.458,-,-,-,-,-,-,-,-,-,,  opt oct15,,.002,-,.002,.003,.002,.002,-.94,.04,.001,,
ACR,2510.46,56.221,90.859,.158,.09,10.56,6.01,15.8,8.00,.75,8.42,f,Acrux,,.95,+8.5,.94,.955,.97,.835,+8.88,2.10,.75,,
ACW,11281.5,84.464,10.562,.057,.01,11.50,-.58,-,-,-,-,,Actinogen,,.115,+1,.11,.115,.15,.105,+8.58,.15,.011,,
ACWOA,326.500,.965,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,+.1,.002,.004,.003,.001,+99.06,.006,.001,,
ADA,5.000,.413,.180,.033,.12,3.42,-2.60,-,.75,-,1.83,,Adacel Tech,,.41,+1,.415,.43,.41,.40,+1.56,.43,.20,,
AAU,50.000,.359,2.146,.003,-.03,-,-1.78,-,-,-,-,,Adcorp Aust,,.045,-.2,.043,.06,.045,.045,-5.20,.07,.04,,
ABC,5989.03,123.981,135.910,3.021,1.35,3.45,26.90,17.3,17.00,1.58,3.65,f,Adelaide Brighton,,4.66,+11,4.65,4.68,4.69,4.43,+1.47,4.71,3.12,,
AHZ,46658.0,364.229,379.978,.148,.01,8.00,-1.22,-,-,-,-,,ADMEDUS,,.08,-,.08,.081,.082,.075,-.94,.167,.071,,
ADJ,3020.38,57.763,168.004,.091,.69,.12,-1.04,-,-,-,-,,Adslot,,.086,-.4,.086,.089,.09,.085,-5.39,.17,.075,,
ABV,3492.53,28.352,26.698,.010,-,-,-.64,-,-,-,-,,Adv Braking Tech,,.007,-,.007,.008,.007,.007,-.94,.009,.005,,
ABVO,-,.400,-,-,-,-,-,-,-,-,-,,  opt aug16,,.003,-,-,.003,.003,.003,-.94,.003,.002,,
