ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 14, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4410.2 at 2012-09-14T16:42:06. Report at Friday, September 14, 2012. Processed Saturday at 2012-09-15T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,23.368,2.158,.643,.141,.59,10.1,26.60,22.4,17.80,1.49,2.99,f,1300 Smiles,,5.95,-15,5.92,5.95,6.10,5.95,-3.87,6.54,3.40,,
TQH,-,.307,1.584,.008,-.04,-,1.47,3.5,-,-,-,,3Q Hldgs,,.052,-,-,-,.052,.052,-1.41,.08,.052,,
AYI,1384.28,28.869,6.203,.004,.02,.4,-1.20,-,-,-,-,,A1 Invest & Res,,.009,-.1,.009,.01,.01,.007,-11.41,.05,.006,,
AAY,-,6.824,3.500,.003,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.022,-,-,-,.022,.022,-1.41,.05,.02,,
AAQ,350.000,108.958,161.958,.001,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.003,-,.003,.004,.003,.003,-1.41,.017,.003,,
ABP,1759.92,143.529,120.106,.925,2.34,.9,2.11,98.6,16.50,.13,7.93,,Abacus Prop,†,2.08,-4,2.04,2.12,2.12,2.02,-3.30,2.13,1.78,,
ALR,134.804,6.309,5.901,.063,1.06,1.0,2.98,34.9,9.50,.31,9.13,f,Aberdeen Leaders,,1.04,+2,1.02,1.03,1.04,1.015,+.55,1.125,.975,,
AKG,-,.078,.137,.038,.10,8.0,6.30,12.7,4.50,1.40,5.63,f,Academies A'asia,,.80,-,-,-,.775,.775,-1.41,.80,.44,,
ACR,5542.48,177.796,95.712,.551,.17,19.5,4.44,74.5,8.00,.56,2.42,,Acrux,,3.31,+16,3.28,3.38,3.35,3.18,+3.67,4.77,2.59,,
ACW,65.900,4.518,1.976,.002,-,-,-2.12,-,-,-,-,,Actinogen,,.036,+1,.034,.039,.036,.026,+37.05,.06,.018,,
ACWOA,-,.448,.224,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,-1.41,.003,.001,,
ACU,1000.00,299.630,793.660,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.41,.002,.001,,
ADA,-,.933,2.036,.027,.14,2.4,5.40,6.1,-,-,-,,Adacel Tech,,.33,-,-,-,.33,.33,-1.41,.43,.20,,
AAU,286.173,3.520,14.286,.010,.09,1.9,2.57,6.6,1.75,1.47,10.29,f,Adcorp Aust,,.17,+1,.165,.17,.185,.16,+4.84,.22,.16,,
ABN,3897.88,39.917,369.902,.002,-,-,-1.35,-,-,-,-,,AdEffective,†,.01,+.1,.008,.013,.01,.009,+9.70,.044,.001,,
ABNO,-,55.971,-,-,-,-,-,-,-,-,-,,  opt jun14,,.003,-,-,-,.003,.003,-1.41,.004,.002,,
ABC,6512.31,303.313,378.340,1.931,1.23,2.5,24.20,12.5,16.50,1.47,5.45,f,Adelaide Brighton,,3.03,-,3.00,3.03,3.07,2.97,-1.41,3.40,2.45,,
ADQ,-,7.481,12.621,.013,.05,1.2,.79,7.3,-,-,-,,ADG Global Supply,,.058,-,-,-,.058,.058,-1.41,.08,.05,,
ABV,1224.69,63.938,66.285,.022,.01,2.0,-.01,-,-,-,-,,Adv Braking Tech,,.02,+.2,-,-,.02,.018,+9.70,.026,.013,,
AMT,51.080,.294,.411,.005,.11,1.3,-.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-,-,-,.145,.145,-1.41,.25,.145,,
ASW,16.000,3.942,2.349,.028,.14,4.8,3.73,17.8,3.70,1.01,5.56,f,Advanced Share Reg,,.665,-3,.67,.72,.70,.665,-5.73,.76,.605,,
AEI,140.000,3.717,6.429,.019,-.02,-,-1.23,-,-,-,-,,Aeris Environmental,,.18,+1,.165,.18,.18,.17,+4.47,.30,.13,,
AFT,-,51.700,409.750,.007,-,-,-,-,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,-1.41,.001,.001,,
AGX,3520.12,203.446,37.123,.002,-,-,-.20,-,-,-,-,,Agenix,,.002,-.1,.002,.004,.003,.002,-34.75,.02,.002,,
AGK,9532.76,285.960,242.830,8.030,7.26,2.0,23.80,61.8,61.00,.39,4.15,f,AGL Energy,,14.71,-43,14.70,14.75,15.16,14.70,-4.25,16.01,13.031,,
AGJ,5.000,2.169,1.071,.014,.21,.6,-10.73,-,3.18,-,23.56,,Agricultural Land,,.135,-,-,-,.135,.135,-1.41,.19,.12,,
AHC,-,.079,.103,.012,4.90,.4,-4.64,-,-,-,-,,AHC,,2.05,-,-,-,2.05,2.05,-1.41,2.30,2.00,,
ENY,1.835,.098,.751,.002,-,-,-,-,-,-,-,,All 200 Energy,,12.93,+29,12.83,13.04,12.93,12.60,+.88,14.60,11.50,,
