ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 10, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5191.1 at 2013-05-10T16:49:35. Report at Friday, May 10, 2013. Processed Saturday at 2013-05-11T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,24.028,.907,1.194,.140,.65,9.08,28.92,20.4,19.20,1.51,3.25,f,1300 Smiles,,5.90,+30,5.74,5.90,5.90,5.50,+3.68,6.54,5.00,,
TIX,12189.5,49.083,-,.165,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.51,-.5,.505,.51,.52,.50,-2.65,.53,.356,,
AYI,1401.70,18.780,16.026,.001,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.003,-,.003,.004,.003,.003,-1.68,.015,.002,,
AAY,-,3.372,6.214,.002,-.03,-,2.48,.8,-,-,-,,AACL Hldgs,,.02,-,.01,.018,.02,.02,-1.68,.031,.015,,
ABP,2060.45,43.179,73.397,1.114,2.30,1.07,6.83,36.0,16.50,.41,6.71,,Abacus Prop,,2.46,+7,2.43,2.46,2.44,2.34,+1.29,2.44,1.895,,
ALR,176.864,4.003,1.792,.080,1.27,1.03,2.64,49.6,9.50,.28,7.25,f,Aberdeen Leaders,,1.31,+2,1.32,1.345,1.365,1.29,-.16,1.365,.975,,
AKG,-,3.039,.040,.034,.12,5.92,7.01,10.1,5.00,1.40,7.04,f,Academies A'asia,,.71,-,.71,.75,.69,.69,-1.68,.80,.46,,
ACR,3592.07,68.860,82.740,.641,.11,35.00,2.73,141.0,8.00,.34,2.08,,Acrux,,3.85,-13,3.83,3.86,3.98,3.78,-4.96,4.77,2.64,,
ACW,4.000,1.125,2.130,.001,-,-,-.15,-,-,-,-,,Actinogen,,.013,+.1,.013,.019,.013,.012,+6.65,.039,.01,,
ACWOA,-,.107,.347,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,-,-,.001,.001,-1.68,.003,.001,,
ADA,53.500,.417,.677,.027,.13,2.62,1.80,18.9,-,-,-,,Adacel Tech,,.34,-,.34,.355,.34,.33,-1.68,.414,.241,,
AAU,69.000,2.998,1.906,.007,.04,2.75,-6.79,-,.75,-,6.82,,Adcorp Aust,,.11,+.5,.11,.115,.11,.105,+3.08,.22,.10,,
ABN,-,13.862,18.458,.001,-,-,.15,4.7,-,-,-,,AdEffective,,.007,-,.006,.01,.007,.007,-1.68,.016,.007,,
ABNO,900.016,12.943,8.358,-,-,-,-,-,-,-,-,,  opt jun14,,.002,-.3,.002,.004,.003,.002,-61.68,.005,.002,,
ABC,8953.72,183.495,142.959,2.184,1.29,2.65,24.20,14.1,16.50,1.47,4.82,f,Adelaide Brighton,,3.42,-1,3.37,3.42,3.395,3.27,-1.98,3.70,2.80,,
ADQ,200.000,24.192,5.091,.012,.05,.80,.67,6.0,-,-,-,,ADG Global Supply,,.04,-.3,.03,.04,.04,.04,-8.66,.075,.04,,
ADJ,5455.89,50.593,39.076,.028,.02,2.00,-.91,-,-,-,-,,Adslot,,.04,+.5,.04,.041,.037,.028,+14.99,.059,.024,,
ABV,500.000,45.304,31.132,.021,-,-,-.07,-,-,-,-,,Adv Braking Tech,,.019,+.1,.016,.019,.019,.018,+3.88,.024,.013,,
AMT,-,.024,.079,.005,.10,1.05,.35,30.0,-,-,-,,Adv Surg Dsgn & Mnft,,.105,-,.05,.09,.105,.105,-1.68,.175,.105,,
ASW,7.549,.707,.838,.028,.14,4.71,3.67,18.0,3.70,.99,5.61,f,Advanced Share Reg,,.66,-,.665,.675,.675,.655,-1.68,.76,.645,,
AEI,-,.532,2.049,.016,-,-,-.92,-,-,-,-,,Aeris Environmental,,.14,-,.125,.20,.14,.14,-1.68,.22,.13,,
AFT,-,3.015,33.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.68,.001,.001,,
AGX,108.000,7.821,29.073,.001,-,-,-8.13,-,-,-,-,,Agenix,†,.019,-,.015,.019,.019,.015,-1.68,.218,.015,,
AGXO,-,.154,-,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,-1.68,.01,.001,,
AGK,7892.26,155.052,125.390,8.407,7.61,1.99,65.00,23.3,62.00,1.05,4.09,f,AGL Energy,,15.17,+23,15.12,15.18,15.07,14.70,-.12,16.60,13.66,,
AGJ,25.675,3.848,.627,.009,.19,.48,-10.80,-,3.18,-,34.57,,Agricultural Land,,.092,-.8,.09,.12,.092,.091,-9.68,.17,.089,,
AHC,5.000,.070,.039,.012,4.76,.44,-5.62,-,10.00,-,4.76,f,AHC,,2.10,-,2.15,-,2.10,2.10,-1.68,2.20,1.92,,
ENY,1.175,.047,.048,.002,-,-,-,-,-,-,-,p,All 200 Energy,,13.15,+51,13.21,14.50,13.15,12.96,+2.36,13.70,11.50,,
FIN,-,.121,.121,.002,-,-,-,-,-,-,-,p,All 200 Financials,,5.89,-,5.77,5.89,5.89,5.89,-1.68,5.89,4.15,,
FIX,3.750,.390,.080,.002,-,-,-,-,-,-,-,p,All 200 Fin-x-A-REIT,,6.86,-5,6.00,6.90,6.95,6.85,-2.40,6.95,4.75,,
IDD,2.500,.035,.064,-,-,-,-,-,-,-,-,p,All 200 Industrials,,3.90,-,3.89,3.97,3.90,3.90,-1.68,3.96,3.18,,
RSR,12.858,.143,.107,.003,-,-,-,-,-,-,-,p,All 200 Resources,,4.08,+23,4.03,4.11,4.00,3.77,+4.42,4.46,3.51,,
MAM,12.134,.124,.134,.002,-,-,-,-,-,-,-,p,All 300 Metals & Mining,,3.05,+7,3.23,3.29,3.09,3.04,+.67,3.80,2.89,,
AGI,1661.42,36.304,66.078,1.288,.51,7.84,15.00,26.7,3.00,5.00,.75,,Ainsworth Game Tech,,4.00,+13,3.90,4.00,4.00,3.72,+1.68,4.05,1.61,,
AIZ,131.759,2.280,2.152,1.379,1.22,1.02,9.65,13.0,4.75,2.03,3.80,,Air New Zealand,,1.25,+2.5,1.245,1.25,1.25,1.225,+.38,1.255,.65,,
AJL,203.607,9.269,17.425,.195,.35,3.89,-150.10,-,-,-,-,,AJ Lucas Grp,,1.36,-3,1.35,1.36,1.36,1.28,-3.90,2.13,.495,,
ACL,1884.46,34.756,45.103,.123,.01,38.00,-5.40,-,-,-,-,,Alchemia,,.38,+1.5,.37,.385,.38,.335,+2.49,.615,.285,,
AAI,1.165,1.207,.011,6.495,-,-,9.91,75.7,9.86,1.01,1.31,,Alcoa Inc,,7.50,-40,6.00,8.75,8.50,7.50,-6.74,8.87,7.50,,
LEP,627.961,17.333,8.706,.521,1.88,1.43,-13.13,-,16.00,-,5.97,,ALE Prop Grp,,2.68,+7,2.65,2.68,2.68,2.57,+1.00,2.74,2.08,,
AJX,132.927,10.785,13.681,.012,-.02,-,-1.77,-,-,-,-,,Alexium Int'l,,.08,-.1,.08,.082,.079,.075,-2.93,.099,.04,,
AEB,940.032,9.681,20.768,.054,-,-,-2.71,-,-,-,-,,Algae.Tec,,.20,-3,.195,.20,.235,.20,-14.72,.40,.20,,
AEBO,-,-,4.637,-,-,-,-,-,-,-,-,,  opt jan14,,.06,-,-,.04,.06,.06,-1.68,.12,.06,,
AQZ,128.725,6.037,11.615,.190,1.30,1.38,26.34,6.8,10.40,2.53,5.78,f,Alliance Aviation,,1.80,-,1.78,1.80,1.835,1.785,-1.68,2.33,1.76,,
AHZ,21681.7,330.556,85.468,.037,.01,3.60,-1.44,-,-,-,-,,Allied Healthcare,,.036,+.7,.035,.036,.036,.029,+22.46,.036,.015,,
AZG,1529.80,53.317,68.467,.013,.07,.60,3.50,1.2,-,-,-,,Allmine Grp,,.042,-.3,.042,.049,.052,.042,-8.35,.18,.039,,
ALQ,5847.00,118.683,25.211,3.425,.58,17.19,75.38,13.2,47.00,1.60,4.71,p,ALS,†,9.97,+55,9.76,9.99,9.89,9.23,+4.33,12.45,7.23,,
ATP,529.072,7.254,10.327,.011,.10,.39,.65,6.0,-,-,-,,Atlas Pearls & Perfumes,,.039,-.1,.038,.04,.039,.034,-4.18,.062,.034,,
AIQ,282.200,5.668,16.553,.035,.42,.64,1.49,18.1,-,-,-,,Alternative Invest,†,.27,+.5,.265,.275,.27,.26,+.28,.27,.205,,
ALU,246.501,12.185,4.056,.182,.02,82.50,8.75,18.9,8.00,1.09,4.85,,Altium,,1.65,+10,1.64,1.65,1.67,1.53,+4.73,1.69,.335,,
AMA,683.717,40.059,19.825,.103,-.01,-,3.10,10.0,1.60,1.94,5.16,f,AMA Grp,,.31,-,.31,.32,.325,.31,-1.68,.425,.135,,
AHD,299.096,5.166,3.457,1.368,5.20,1.67,39.70,21.8,40.00,.99,4.61,f,Amalgamated Hldgs,,8.67,+4,8.55,8.67,8.62,8.40,-1.21,8.62,6.15,,
AMO,24.192,.184,.392,.008,.51,.51,-13.65,-,-,-,-,,Ambertech,,.26,+2,.24,.28,.26,.25,+6.65,.29,.20,,
AMB,-,2.373,2.993,.011,.18,.94,.11,154.5,-,-,-,,Ambition Grp,,.17,-,.17,.18,.17,.17,-1.68,.21,.15,,
