ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 10, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5478.1 at 2015-07-10T16:37:06. Report at Friday, July 10, 2015. Processed Saturday at 2015-07-11T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,20.224,.586,1.212,.167,.38,18.53,24.60,28.6,17.00,1.45,2.41,f,1300 Smiles,,7.04,+14,6.72,7.04,7.05,6.61,+2.93,7.20,5.70,,
1ST,545.490,12.106,-,.008,-,-,-,-,-,-,-,,1ST Available,,.14,-1,.14,.15,.155,.14,-5.76,.22,.13,,
TIX,448.128,21.481,12.118,.377,2.19,1.13,48.68,5.1,21.00,2.32,8.50,,360 Capital Indust,,2.47,+7,2.47,2.48,2.49,2.38,+3.82,2.79,2.17,,
TGP,146.828,27.975,23.417,.257,-,-,15.09,6.9,5.52,2.73,5.33,,360 Capital Grp,,1.035,-3,1.035,1.045,1.06,1.03,-1.91,1.41,.795,,
TOF,419.583,13.403,13.824,.161,2.10,.99,4.70,44.0,17.00,.28,8.21,,360 Capital Office,,2.07,-2,2.06,2.07,2.09,2.03,-.05,2.24,1.925,,
TOT,73.805,1.588,-,.047,-,-,-10.50,-,-,-,-,,360 Capital Total Re,,1.19,+1,1.13,1.19,1.19,1.16,+1.75,1.35,1.13,,
3DM,3871.45,338.812,253.175,.033,.01,10.50,-.24,-,-,-,-,,3D Medical,†,.105,-1.5,.105,.11,.11,.10,-11.60,.195,.004,,
3PL,184.106,20.051,12.282,.290,.10,21.50,-2.29,-,-,-,-,,3P Learning,,2.15,-,2.10,2.30,2.20,2.09,+.90,2.85,1.94,,
8CO,3.000,1.346,-,.003,-,-,-.61,-,-,-,-,,8common,,.24,-,.23,.245,.24,.24,+.90,.295,.145,,
8IH,64.325,17.358,-,.314,-,-,-,-,-,-,-,,8I Hldgs,,.88,+2,.80,.89,.895,.85,+3.23,1.13,.25,,
NNW,484.360,38.358,35.786,.026,.04,4.38,.13,134.6,-,-,-,,99 Wuxian,,.175,-1.5,.175,.18,.20,.175,-6.99,.685,.15,,
AYI,-,195.402,67.643,.010,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+.90,.002,.001,,
ABP,2444.90,96.872,92.615,1.599,2.42,1.19,24.24,11.9,17.00,1.43,5.88,,Abacus Prop,,2.89,-9,2.88,2.89,2.97,2.78,-2.12,3.337,2.45,,
