ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 7, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5472.3 at 2015-08-07T16:36:06. Report at Friday, August 7, 2015. Processed Saturday at 2015-08-08T23:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,19.184,.644,1.259,.162,.38,18.03,24.60,27.8,17.00,1.45,2.48,f,1300 Smiles,,6.85,-6,6.80,6.85,7.00,6.80,+2.82,7.20,5.70,,
1ST,3919.63,18.424,-,.009,-,-,-,-,-,-,-,,1ST Available,,.155,+4.5,.155,.16,.175,.115,+44.59,.22,.11,,
TIX,988.170,25.037,16.225,.392,2.19,1.16,48.68,5.2,21.00,2.32,8.24,,360 Capital Indust,,2.55,+9,2.52,2.55,2.60,2.48,+7.34,2.79,2.17,,
TGP,543.009,36.783,26.062,.262,-,-,15.09,7.0,5.75,2.62,5.45,,360 Capital Grp,,1.055,+.5,1.04,1.06,1.07,1.04,+4.16,1.41,.835,,
TOF,254.325,14.857,20.495,.152,2.10,.99,4.70,44.3,17.00,.28,8.17,,360 Capital Office,,2.08,+1,2.06,2.09,2.08,2.05,+4.17,2.24,1.925,,
TOT,211.001,2.087,-,.044,-,-,-10.50,-,2.81,-,2.51,,360 Capital Total Re,,1.12,-2,1.105,1.15,1.16,1.12,+1.93,1.35,1.12,,
3DM,1428.56,346.208,494.223,.029,.01,9.20,-.24,-,-,-,-,,3D Medical,†,.092,-.2,.09,.094,.095,.086,+1.56,.195,.004,,
3PL,255.519,22.539,15.731,.291,.10,21.60,-2.29,-,-,-,-,,3P Learning,,2.16,-8,2.15,2.19,2.28,2.10,+.11,2.85,1.94,,
8CO,197.587,1.703,-,.003,-,-,-.61,-,-,-,-,,8common,,.23,-1,.23,.24,.24,.23,-.48,.295,.145,,
8IH,162.583,18.097,-,.318,-,-,-,-,-,-,-,,8I Hldgs,,.89,+5.5,.80,.90,.92,.80,+10.27,1.13,.25,,
NNW,844.411,40.576,41.494,.031,.04,5.13,.13,157.7,-,-,-,,99 Wuxian,,.205,+.5,.195,.205,.27,.20,+6.19,.565,.15,,
AYI,-,195.402,98.526,.010,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+3.69,.001,.001,,
ABP,3704.97,110.034,102.973,1.709,2.42,1.28,24.24,12.7,17.00,1.43,5.50,,Abacus Prop,,3.09,-2,3.09,3.11,3.30,3.06,+3.04,3.337,2.47,,
ALR,247.607,3.691,4.741,.068,1.19,.93,2.86,38.8,7.00,.41,6.31,f,Aberdeen Leaders,,1.11,-2.5,1.11,1.135,1.145,1.11,+1.48,1.25,1.04,,
AKG,6.746,5.423,4.433,.034,-.01,-,6.20,8.8,4.50,1.38,8.26,f,Academies A'asia,,.545,-.5,.535,.55,.545,.545,+2.78,1.39,.52,,
ACX,2027.34,14.148,-,.697,-,-,27.00,15.7,-,-,-,,Aconex,,4.23,+66,4.21,4.23,4.50,3.60,+22.17,4.50,1.65,,
ACQ,238.125,11.357,6.337,.038,.92,.82,-8.05,-,-,-,-,,Acorn Capital Invest,,.75,+1,.75,.76,.76,.735,+5.04,.93,.69,,
ACQO,15.000,6.999,6.550,-,-,-,-,-,-,-,-,,  opt oct15,,.001,-,.001,.002,.001,.001,+3.69,.032,.001,,
ACR,6464.90,91.978,272.079,.111,.09,7.39,6.01,11.1,8.00,.75,12.03,f,Acrux,,.665,-1.5,.65,.665,.705,.65,+1.48,2.10,.65,,
ACW,1516.44,155.827,11.710,.038,.01,6.20,-.58,-,-,-,-,,Actinogen,,.062,+.2,.055,.063,.065,.056,+7.02,.15,.018,,
ACWOA,-,1.193,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,.001,.002,.002,+3.69,.006,.001,,
ACU,2416.90,110.991,-,.008,-,-,-.04,-,-,-,-,,Acuvax,†,.09,-.8,.09,.095,.099,.09,-4.48,.215,.001,,
ADA,1253.06,5.075,.584,.077,.12,8.08,-2.60,-,.75,-,.77,,Adacel Tech,,.97,-6,.96,.975,1.07,.97,-2.14,1.07,.20,,
ADH,1345.17,48.242,-,.479,-,-,-,-,-,-,-,,Adairs,,2.89,+10,2.89,2.90,2.91,2.79,+7.27,2.92,2.57,,
AAU,21.000,1.155,2.849,.002,-.03,-,-1.78,-,-,-,-,,Adcorp Aust,,.041,-,.04,.043,.041,.041,+3.69,.062,.035,,
