ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 25, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4858.9 at 2013-01-25T16:41:35. Report at Friday, January 25, 2013. Processed Saturday at 2013-01-26T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,22.949,.120,.036,.129,.59,9.20,26.60,20.4,17.80,1.49,3.28,f,1300 Smiles,,5.43,+7,5.42,5.43,5.50,5.35,-.03,6.54,3.86,,
TIX,1649.11,7.965,-,.073,-,-,-,-,-,-,-,,360 Cap Indust Fund,,.40,+1.5,.405,.41,.41,.38,+2.56,.48,.37,,
TQH,.400,.057,-,.013,-.04,-,1.47,6.1,-,-,-,,3Q Hldgs,,.09,-,.09,.094,.09,.09,-1.34,.099,.052,,
AYI,300.000,.488,.039,.002,.02,.25,-1.20,-,-,-,-,,A1 Invest & Res,,.005,-,.005,.006,.005,.005,-1.34,.04,.004,,
AAY,337.330,1.581,.200,.003,-.03,-,-3.11,-,-,-,-,,AACL Hldgs,,.021,+.1,.02,.025,.021,.021,+3.66,.037,.015,,
AAQ,3736.50,5.823,7.197,.002,-,-,-.16,-,-,-,-,,AAQ Hldgs,,.005,-,.005,.006,.006,.004,-1.34,.01,.003,,
ABP,2662.98,6.841,10.271,.948,2.34,.91,2.11,100.9,16.50,.13,7.75,,Abacus Prop,†,2.13,-14,2.11,2.13,2.275,2.095,-7.51,2.30,1.81,,
ALR,170.176,1.009,.439,.072,1.11,1.07,2.98,39.9,9.50,.31,7.98,f,Aberdeen Leaders,,1.19,-2,1.18,1.19,1.21,1.18,-2.99,1.22,.975,,
AKG,-,.023,-,.027,.10,5.50,6.30,8.7,4.50,1.40,8.18,f,Academies A'asia,,.55,-,.57,.65,.55,.55,-1.34,.80,.44,,
ACR,2974.78,8.232,7.845,.528,.17,18.65,4.44,71.4,8.00,.56,2.52,,Acrux,,3.17,+5,3.15,3.20,3.25,3.07,+.26,4.77,2.64,,
ACW,42.000,.278,.020,-,-,-,-2.12,-,-,-,-,,Actinogen,,.01,-.1,.012,.021,.01,.01,-10.43,.052,.01,,
ACWOA,98.500,.107,.010,-,-,-,-,-,-,-,-,,  opt sep15,,.001,-,.001,-,.001,.001,-1.34,.003,.001,,
ACU,1928.00,9.933,24.608,.002,-,-,-.02,-,-,-,-,,Acuvax,,.001,-,-,.001,.001,.001,-1.34,.002,.001,,
ADA,-,.021,.015,.024,.14,2.14,5.40,5.6,-,-,-,,Adacel Tech,,.30,-,.285,.33,.30,.30,-1.34,.43,.20,,
