ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 10, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4302.8 at 2012-08-10T16:42:36. Report at Friday, August 10, 2012. Processed Saturday at 2012-08-11T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,64.079,2.039,.428,.136,.59,9.7,26.60,21.6,17.80,1.49,3.10,f,1300 Smiles,,5.75,-35,5.68,5.75,6.30,5.57,-7.15,6.54,3.31,,
TQH,-,.307,1.397,.009,-.05,-,1.79,2.9,-,-,-,,3Q Hldgs,,.052,-,-,-,.052,.052,-1.41,.08,.052,,
AYI,60.000,26.378,5.570,.004,.02,.4,.03,26.7,-,-,-,,A1 Invest & Res,,.008,-,-,-,.008,.008,-1.41,.05,.006,,
AAY,-,6.674,2.303,.003,.01,2.2,1.65,1.3,-,-,-,,AACL Hldgs,,.022,-,.003,.03,.022,.022,-1.41,.051,.02,,
AAQ,412.100,94.955,150.554,.001,-,-,-.21,-,-,-,-,,AAQ Hldgs,,.003,-,-,-,.003,.003,-1.41,.017,.003,,
ABP,2101.42,126.584,94.118,.866,2.43,.8,2.52,79.0,16.50,.15,8.29,,Abacus Prop,†,1.99,-,1.975,1.995,2.00,1.965,-1.41,2.12,1.78,,
ALR,426.240,5.344,5.141,.060,1.11,.9,3.48,28.6,9.50,.37,9.55,f,Aberdeen Leaders,,.995,-.5,1.00,1.015,1.02,.995,-1.91,1.125,.975,,
AKG,-,.044,.137,.023,.09,5.4,5.39,9.1,4.00,1.35,8.16,f,Academies A'asia,,.49,-,-,-,.49,.49,-1.41,.60,.44,,
ACR,3035.00,142.579,74.597,.658,.16,24.7,2.73,144.7,-,-,-,,Acrux,,3.95,+20,3.93,3.98,3.99,3.74,+3.92,4.77,2.59,,
ACW,10.000,4.052,1.707,.002,.01,3.5,-2.30,-,-,-,-,,Actinogen,,.035,-,-,-,.035,.035,-1.41,.06,.018,,
ACWOA,-,.448,.160,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,-1.41,.005,.001,,
ACU,2000.00,298.630,762.911,.002,-,-,-.03,-,-,-,-,,Acuvax,,.001,-,-,-,.001,.001,-1.41,.002,.001,,
ADA,5.000,.895,1.672,.023,.13,2.2,.80,35.0,-,-,-,,Adacel Tech,,.28,-10.5,.25,.34,.385,.28,-28.68,.43,.20,,
AAU,8.418,2.493,12.808,.012,.07,2.7,2.31,8.2,2.00,1.16,10.53,f,Adcorp Aust,,.19,-,.18,.20,.19,.19,-1.41,.205,.125,,
ABN,-,36.009,369.902,.002,-,-,-,-,-,-,-,,AdEffective,†,.01,-,.009,.012,.01,.01,-1.41,.044,.001,,
ABNO,500.366,52.143,-,-,-,-,-,-,-,-,-,,  opt jun14,,.004,-,.003,.004,.004,.004,-1.41,.004,.002,,
ABC,6377.55,248.577,297.493,2.052,1.22,2.6,23.30,13.8,16.50,1.41,5.12,f,Adelaide Brighton,,3.22,-10,3.21,3.24,3.40,3.22,-4.42,3.40,2.45,,
ADQ,-,7.056,9.446,.015,.04,1.6,.65,10.0,-,-,-,,ADG Global Supply,,.065,-,-,-,.065,.065,-1.41,.08,.05,,
ABV,4539.06,60.329,62.287,.021,.01,1.9,-.02,-,-,-,-,,Adv Braking Tech,,.019,-,-,-,.019,.018,-1.41,.026,.013,,
AMT,-,.095,.385,.005,.10,1.4,-6.28,-,-,-,-,,Adv Surg Dsgn & Mnft,,.145,-,-,-,.145,.145,-1.41,.25,.145,,
ASW,60.000,1.466,2.128,.030,.14,5.0,3.73,18.8,3.70,1.01,5.29,f,Advanced Share Reg,,.70,+2.5,.70,.725,.70,.675,+2.29,.775,.605,,
AEI,-,3.237,5.643,.018,-.02,-,-1.88,-,-,-,-,,Aeris Environmental,,.165,-,-,-,.165,.165,-1.41,.30,.16,,
AFT,-,51.200,360.476,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,-,.001,.001,-1.41,.001,.001,,
AGX,12641.0,165.166,34.733,.003,-,-,-.27,-,-,-,-,,Agenix,,.004,+.1,.004,.005,.005,.003,+31.92,.02,.003,,
AGK,5835.38,244.980,194.159,8.406,6.98,2.2,94.90,16.2,60.00,1.58,3.90,f,AGL Energy,,15.40,-22,15.37,15.49,15.87,15.32,-2.82,16.01,13.031,,
AGJ,112.777,1.987,.984,.015,.33,.5,-1.01,-,1.49,-,9.93,,Agricultural Land,,.15,+1,-,-,.15,.125,+5.73,.19,.125,,
AHC,-,.079,.092,.012,4.92,.4,-6.74,-,-,-,-,,AHC,,2.05,-,-,-,2.05,2.05,-1.41,2.30,2.00,,
ENY,.550,.090,.727,.002,-,-,-,-,-,-,-,,All 200 Energy,,12.46,+45,11.29,12.55,12.46,12.01,+2.34,14.60,11.50,,
FIN,28.268,.211,1.076,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.52,+4,4.05,4.53,4.54,4.48,-.52,4.54,3.89,,
FIX,52.077,.323,1.009,.004,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,5.40,+32,4.90,5.41,5.43,5.08,+4.89,5.43,4.34,,
IDD,-,.100,.608,-,-,-,-,-,-,-,-,,All 200 Industrials,,3.27,-,2.93,3.28,3.27,3.27,-1.41,3.86,3.11,,
RSR,10.102,2.260,1.449,.005,-,-,-,-,-,-,-,,All 200 Resources,,3.91,+12,3.61,4.04,3.91,3.88,+1.76,5.18,3.51,,
MAM,1.374,.421,1.732,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.27,+12,2.99,3.35,3.27,3.21,+2.40,4.57,3.01,,
AGI,1748.39,94.432,19.746,.705,.23,9.5,21.81,10.0,-,-,-,,Ainsworth Game Tech,,2.19,+3,2.18,2.23,2.23,2.14,-.02,2.30,.315,,
AIZ,12.745,3.049,9.027,.770,1.07,.7,1.62,43.2,3.01,.54,4.30,,Air New Zealand,,.70,-,.695,.715,.70,.70,-1.41,.92,.65,,
AIG,-,-,.174,-,-.19,-,-4.88,-,-,-,-,,Aircruising Aust,,.079,-,.079,.12,.079,.079,-1.41,.08,.079,,
AJL,207.137,25.985,7.833,.095,.86,1.1,-9.40,-,-,-,-,,AJ Lucas Grp,,.925,-4,.92,.95,.995,.905,-5.55,1.50,.87,,
ACL,2188.67,65.901,41.938,.156,.06,9.3,-6.40,-,-,-,-,,Alchemia,,.555,+6,.54,.57,.57,.49,+10.71,.58,.25,,
AAI,-,.012,.039,7.352,-,-,86.58,9.8,9.83,8.81,1.16,,Alcoa Inc,,8.49,-,6.10,10.00,8.465,8.465,-1.41,11.85,8.465,,
LEP,879.280,25.370,22.162,.347,1.95,1.1,-10.70,-,16.00,-,7.37,,ALE Prop Grp,,2.17,+8,2.16,2.17,2.17,2.08,+2.42,2.23,1.78,,
ALS,1570.22,72.067,49.772,.197,.75,2.8,-14.72,-,8.00,-,3.83,f,Alesco Corp,,2.09,+3,2.07,2.09,2.09,2.05,+.05,2.55,.995,,
AJX,338.275,17.269,10.402,.009,-.02,-,-1.99,-,-,-,-,,Alexium Int'l,,.07,-,.07,.079,.073,.07,-1.41,.115,.06,,
AEB,259.653,24.596,8.344,.018,-,-,-1.00,-,-,-,-,,Algae.Tec,,.35,+2,.35,.38,.385,.33,+4.65,.63,.30,,
AEBO,282.499,5.664,-,-,-,-,-,-,-,-,-,,  opt jan14,,.095,+.5,.09,.10,.095,.09,+4.15,.11,.035,,
AQZ,146.852,14.028,-,.184,-,-,9.30,22.0,-,-,-,,Alliance Aviation,,2.05,-,1.995,2.10,2.05,2.05,-1.41,2.36,1.59,,
AHZ,2872.37,133.640,117.299,.015,.01,1.9,-.72,-,-,-,-,,Allied Healthcare,,.019,-.2,-,-,.021,.016,-10.93,.059,.015,,
AZG,4810.83,97.666,115.258,.046,.07,2.4,2.00,8.3,-,-,-,,Allmine Grp,,.165,+3,.165,.17,.18,.125,+20.81,.23,.095,,
AIQ,1139.22,45.838,4.891,.051,.69,.6,-.07,-,-,-,-,,Alternative Invest,,.39,-,-,-,.39,.385,-1.41,.458,.284,,
ALU,20.608,5.880,8.628,.047,-.06,-,-9.76,-,-,-,-,,Altium,,.46,-4,.42,.46,.50,.46,-9.41,.50,.096,,
AMA,4619.51,33.316,16.441,.051,-.04,-,3.28,5.5,1.00,3.28,5.56,,AMA Grp,,.18,+3,.17,.18,.18,.145,+18.59,.18,.092,,
AHD,697.169,9.739,10.234,1.096,5.19,1.3,58.80,11.8,37.00,1.59,5.32,f,Amalgamated Hldgs,,6.95,+25,6.91,6.95,6.95,6.57,+2.32,6.95,5.20,,
AMO,-,.532,.514,.006,.55,.4,-2.45,-,-,-,-,,Ambertech,,.21,-,-,-,.21,.21,-1.41,.295,.20,,
AMB,-,8.376,3.108,.011,.19,.8,2.03,7.9,-,-,-,,Ambition Grp,,.16,-,.12,.195,.16,.16,-1.41,.20,.12,,
AKY,.745,.007,.007,.066,83.25,1.0,270.00,31.2,230.00,1.17,2.73,f,AMCB Fund No 5,,84.27,+16,79.00,84.27,84.27,83.50,-1.22,84.592,81.214,,
AKX,-,.005,.007,.022,29.66,1.0,250.00,11.9,135.00,1.85,4.53,f,AMCB Fund No 4,,29.81,-,-,-,29.81,29.81,-1.41,30.957,28.138,,
AMH,750.290,10.927,16.851,.148,.77,.9,4.27,16.6,6.00,.71,8.45,f,AMCIL,,.71,-1.5,.705,.71,.74,.71,-3.48,.76,.605,,
AMM,1037.74,34.024,134.786,.287,.32,3.7,13.23,9.0,4.80,2.76,4.03,f,Amcom Telco,†,1.19,+2,1.19,1.20,1.215,1.165,+.30,1.215,.265,,
AMC,15816.4,656.815,630.595,8.809,1.20,6.1,27.40,26.6,36.00,.76,4.93,,Amcor,,7.30,+17,7.30,7.34,7.56,7.18,+.98,7.80,6.35,,
