ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, January 6, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4164.5 at 2012-01-06T16:37:24. Report at Friday, January 6, 2012. Processed Saturday at 2012-01-07T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,9.370,.009,.004,.094,.24,16.5,24.20,16.3,15.50,1.56,3.92,f,1300 Smiles,,3.95,-,3.90,3.95,3.95,3.95,-1.30,4.25,3.00,,
TQH,-,-,.014,.013,-.05,-,1.84,4.3,-,-,-,,3Q Hldgs,,.08,-,-,-,.08,.08,-1.30,.08,.041,,
AYI,19.364,.019,.178,.018,.01,4.0,-.94,-,-,-,-,,A1 Invest & Res,,.04,+.5,.022,.04,.04,.035,+12.99,.083,.028,,
AAY,200.000,.200,.020,.005,-,-,.22,15.9,-,-,-,,AACL Hldgs,,.035,-,-,-,.035,.035,-1.30,.066,.02,,
AAQ,951.000,.951,-,.004,-,-,-.30,-,-,-,-,,AAQ Hldgs,,.009,-,.009,.01,.009,.009,-1.30,.725,.007,,
ABP,2630.47,2.630,1.519,.746,2.76,.7,4.66,41.4,16.50,.28,8.55,,Abacus Prop,,1.93,+3,1.93,1.975,1.98,1.905,+.28,2.45,1.78,,
ALR,49.000,.049,.108,.063,1.04,1.0,3.24,32.1,9.50,.34,9.13,f,Aberdeen Leaders,,1.04,-,1.01,1.04,1.04,1.04,-1.30,1.345,.98,,
AKG,-,-,-,.028,.09,6.7,5.40,11.1,4.00,1.35,6.67,f,Academies A'asia,,.60,-,-,-,.60,.60,-1.30,.60,.48,,
ACR,1457.02,1.457,.591,.498,-,-,34.73,8.6,-,-,-,,Acrux,,2.99,+12,2.99,3.02,3.05,2.83,+2.88,4.30,2.49,,
ACW,-,-,-,.003,.02,2.5,-1.66,-,-,-,-,,Actinogen,,.05,-,-,-,.05,.05,-1.30,.085,.018,,
ACWO,-,-,-,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,-1.30,.01,.001,,
ACWOA,-,-,.079,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-,-,-,.002,.002,-1.30,.015,.001,,
ACU,525.049,.525,10.337,.002,-,-,-.05,-,-,-,-,,Acuvax,,.001,-,.001,.002,.001,.001,-1.30,.005,.001,,
ADA,1.000,-,-,.020,.09,2.8,-3.60,-,-,-,-,,Adacel Tech,,.25,+1,.24,.30,.25,.24,+2.87,.37,.18,,
AAU,72.112,.072,.150,.010,.09,1.9,2.29,7.4,2.00,1.15,11.76,f,Adcorp Aust,,.17,-,.17,.18,.17,.165,-1.30,.25,.125,,
ABN,-,-,-,.005,-,-,-.02,-,-,-,-,,AdEffective,,.001,-,-,-,.001,.001,-1.30,.002,.001,,
ABC,2285.79,2.286,4.470,1.845,1.17,2.5,22.80,12.7,16.50,1.38,5.69,f,Adelaide Brighton,,2.90,+1,2.89,2.97,2.99,2.85,-.95,3.514,2.22,,
ADQ,.078,-,.020,.013,.04,1.4,.47,12.1,-,-,-,,ADG Global Supply,,.057,-.2,-,-,.057,.057,-4.69,.09,.05,,
ABV,1889.85,1.890,2.013,.018,.01,1.9,.06,31.7,-,-,-,,Adv Braking Tech,,.019,-.3,.018,.019,.02,.018,-14.94,.036,.016,,
AMT,-,-,-,.007,.11,1.7,-9.25,-,-,-,-,,Adv Surg Dsgn & Mnft,,.19,-,.11,.20,.19,.19,-1.30,.36,.15,,
ASW,18.000,.018,.281,.029,.13,5.2,4.17,16.2,3.85,1.08,5.70,f,Advanced Share Reg,,.675,-,.635,.675,.675,.64,-1.30,1.20,.605,,
AEI,-,-,.003,.024,.02,11.5,-2.16,-,-,-,-,,Aeris Environmental,,.23,-,.22,.24,.23,.23,-1.30,.30,.155,,
AFT,4000.00,4.000,2.050,.007,-,-,.03,3.3,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.30,.002,.001,,
AGX,15.000,.015,.337,.009,-,-,-.40,-,-,-,-,,Agenix,,.012,-,.013,.015,.012,.012,-1.30,.032,.011,,
AGK,3662.55,3.663,2.331,6.830,6.95,2.1,122.40,12.0,60.00,2.04,4.08,f,AGL Energy,,14.70,+37,14.55,14.85,14.89,14.28,+1.28,15.79,12.50,,
AGJ,12.903,.013,-,.016,.36,.4,2.68,5.8,2.45,1.09,15.81,,Agricultural Land,,.155,-1,.15,.155,.165,.155,-7.36,.20,.13,,
AHC,-,-,-,.012,4.95,.4,3.45,64.1,10.00,.35,4.52,,AHC,,2.21,-,-,-,2.21,2.21,-1.30,2.30,1.90,,
ENY,.300,-,.044,.003,-,-,-,-,-,-,-,,All 200 Energy,,12.81,-20,11.72,13.80,12.81,12.797,-2.84,18.26,11.87,,
FIN,-,-,.468,.002,-,-,-,-,-,-,-,,All 200 Financials,,4.22,-25.8,3.64,4.29,3.962,3.962,-7.42,4.87,3.55,,
FIX,1.500,.002,.280,.003,-,-,-,-,-,-,-,,All 200 Fin-x-A-REIT,,4.80,-5,4.33,5.10,4.80,4.708,-2.33,5.54,4.34,,
IDD,-,-,.329,.002,-,-,-,-,-,-,-,,All 200 Industrials,,3.50,-5.2,3.14,3.71,3.448,3.448,-2.79,3.90,3.00,,
RSR,4.863,.005,.052,.007,-,-,-,-,-,-,-,,All 200 Resources,,4.50,+9,4.11,4.82,4.56,4.44,+.74,6.42,4.33,,
MAM,5.281,.005,.105,.002,-,-,-,-,-,-,-,,All 300 Metals & Mining,,3.80,+2,3.48,4.10,3.80,3.75,-.77,5.58,3.75,,
AGI,740.840,.741,.571,.162,.09,6.4,8.00,7.2,-,-,-,,Ainsworth Game Tech,,.58,+9,.575,.58,.60,.50,+17.07,.60,.185,,
AIZ,960.888,.961,.437,.773,1.03,.7,5.87,12.0,3.90,1.51,5.53,,Air New Zealand,,.705,-.5,.66,.70,.71,.67,-2.00,1.175,.66,,
AIG,-,-,-,-,-.16,-,-5.00,-,-,-,-,,Aircruising Aust,,.079,-,-,-,.079,.079,-1.30,.08,.035,,
AJL,1212.50,1.213,.470,.088,.95,1.2,-17.50,-,-,-,-,,AJ Lucas Grp,,1.16,+13,1.14,1.18,1.20,1.01,+11.32,2.75,1.005,,
ACL,516.000,.516,.399,.081,.01,29.0,-7.00,-,-,-,-,,Alchemia,,.29,-1,.285,.305,.305,.285,-4.63,.86,.25,,
AAI,.060,-,.005,9.829,-,-,23.62,48.1,9.70,2.44,.85,,Alcoa Inc,,11.35,+35,8.81,11.55,11.35,11.00,+1.88,18.99,10.50,,
LEP,115.849,.116,.397,.308,2.22,.9,32.49,6.0,19.75,1.65,10.18,,ALE Prop Grp,,1.94,-4,1.94,1.975,1.985,1.94,-3.32,2.15,1.72,,
