ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, May 27, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4760.3 at 2011-05-27T16:37:34. Report at Friday, May 27, 2011. Processed Saturday at 2011-05-28T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,3.500,.268,1.288,.076,.18,19.7,22.77,15.6,14.70,1.55,4.14,f,1300 Smiles,,3.55,-5,3.45,3.59,3.55,3.55,-.40,4.25,2.90,,
TQH,-,.296,.893,.009,-.06,-,1.08,5.1,-,-,-,,3Q Hldgs,,.055,-,.055,.079,.055,.055,+.99,.11,.052,,
FCS,18.572,.743,2.840,.004,.01,2.7,-.15,-,-,-,-,,4C Sec Solution,,.027,-,.027,.031,.027,.027,+.99,.045,.02,,
AAY,95.025,.971,2.664,.003,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.05,-1,.05,.06,.06,.042,-15.68,.21,.03,,
AAQ,9071.79,96.830,-,.004,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.01,-.1,.01,.011,.011,.009,-8.10,.725,.009,,
ABP,2721.72,64.740,486.555,.806,2.83,.8,2.91,73.2,9.90,.29,4.65,,Abacus Prop,†,2.13,-6,2.11,2.15,2.20,2.11,-1.75,2.45,1.875,,
ALR,280.299,2.975,1.989,.074,1.38,.9,4.77,25.8,9.50,.50,7.72,f,Aberdeen Leaders,,1.23,+1,1.215,1.23,1.24,1.21,+1.81,1.345,1.21,,
AKG,-,.107,.121,.024,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,.36,.645,.55,.55,+.99,.55,.365,,
ACR,2101.95,43.748,38.167,.603,.77,4.7,65.08,5.6,-,-,-,,Acrux,,3.62,-2,3.61,3.63,3.65,3.42,+.44,3.65,1.433,,
ACW,18.000,1.020,.905,.002,.02,2.5,-2.12,-,-,-,-,,Actinogen,,.05,-1,.05,.058,.06,.05,-15.68,.105,.023,,
