ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, October 25, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5385.7 at 2013-10-25T16:46:06. Report at Friday, October 25, 2013. Processed Saturday at 2013-10-26T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,51.346,2.355,2.397,.154,.62,10.48,26.90,24.2,18.50,1.45,2.85,f,1300 Smiles,,6.50,-9,6.50,6.70,6.68,6.47,-2.58,7.25,5.00,,
TIX,445.283,91.367,-,.199,.02,106.00,24.80,8.5,18.15,1.37,8.56,,360 Cap Indust Fund,†,2.12,-,2.11,2.12,2.14,2.08,-1.22,2.26,1.423,,
TGP,769.000,61.184,5.720,.176,.58,1.22,-7.40,-,6.25,-,8.80,,Trafalgar Corp,†,.71,+3.5,.71,.74,.71,.67,+3.97,.71,.465,,
NNW,2873.71,17.119,-,.029,-,-,-,-,-,-,-,,99 Wuxian,,.425,-3,.425,.435,.46,.38,-7.74,.60,.38,,
AYI,2000.00,51.449,32.033,-,-,-,-.66,-,-,-,-,,A1 Invest & Res,,.002,-,.001,.003,.002,.002,-1.22,.006,.001,,
AAY,333.500,5.480,7.856,.002,.01,1.40,3.98,.4,-,-,-,,AACL Hldgs,,.014,+.1,.01,.014,.014,.011,+6.48,.03,.003,,
ABP,1542.39,110.318,165.080,1.066,2.32,1.00,13.68,16.9,16.50,.83,7.14,,Abacus Prop,,2.31,+4,2.30,2.32,2.35,2.29,+.55,2.51,2.00,,
ALR,113.728,7.867,7.570,.080,1.16,1.14,2.97,44.4,9.50,.31,7.20,f,Aberdeen Leaders,,1.32,+3,1.315,1.32,1.32,1.29,+1.11,1.365,1.04,,
AKG,215.288,6.816,.078,.055,.10,10.25,6.80,15.1,5.00,1.36,4.88,f,Academies A'asia,,1.025,-.5,1.00,1.15,1.05,1.01,-1.70,1.06,.55,,
ACR,5848.35,140.602,210.104,.463,.14,19.86,4.16,66.8,8.00,.52,2.88,,Acrux,,2.78,-37,2.78,2.79,3.20,2.73,-12.96,4.12,2.64,,
ACW,191.144,4.040,4.646,-,-,-,-.18,-,-,-,-,,Actinogen,,.007,-,.006,.008,.007,.007,-1.22,.025,.005,,
ACWOA,-,.107,.453,-,-,-,-,-,-,-,-,,  opt sep15,,-,-,-,.001,.001,.001,-1.22,.001,.001,,
ADA,13.611,1.474,1.235,.034,.13,3.31,1.00,43.0,-,-,-,,Adacel Tech,,.43,-8.5,.435,.50,.515,.425,-17.72,.57,.241,,
AAU,53.664,7.679,4.337,.005,.02,3.75,-11.20,-,.75,-,10.00,,Adcorp Aust,,.075,+.3,.07,.075,.075,.066,+2.95,.15,.065,,
ABN,18939.4,190.623,42.242,.007,-,-,.02,140.0,-,-,-,,AdEffective,,.028,-.3,.025,.027,.035,.025,-10.89,.039,.007,,
ABNO,15937.9,103.355,66.520,.002,-,-,-,-,-,-,-,,  opt jun14,,.012,-.2,.012,.013,.016,.012,-15.50,.02,.002,,
ABC,4819.18,390.306,342.400,2.337,1.30,2.82,23.20,15.8,16.50,1.41,4.51,f,Adelaide Brighton,,3.66,-,3.65,3.70,3.735,3.635,-1.22,3.735,3.00,,
ADQ,120.000,41.363,10.795,.005,.04,.45,-.38,-,-,-,-,,ADG Global Supply,,.018,-.1,.013,.018,.018,.018,-6.48,.07,.01,,
ADJ,30292.9,260.379,131.431,.092,.01,13.00,-.94,-,-,-,-,,Adslot,,.13,+2,.13,.135,.135,.10,+16.97,.135,.024,,
ABV,4663.81,103.277,75.763,.017,-,-,-.08,-,-,-,-,,Adv Braking Tech,,.015,-.1,.014,.017,.016,.014,-7.47,.024,.013,,
AMT,29.032,.184,.633,.002,.09,.61,-1.49,-,-,-,-,,Adv Surg Dsgn & Mnft,,.055,-,.045,-,.055,.055,-1.22,.12,.055,,
ASW,38.981,1.724,4.090,.029,.14,4.89,3.70,18.5,3.70,1.00,5.40,f,Advanced Share Reg,,.685,+1.5,.675,.685,.685,.67,+1.02,.758,.619,,
AEI,43.750,1.341,4.022,.015,-.01,-,-.77,-,-,-,-,,Aeris Environmental,,.13,-2,.13,.15,.13,.13,-14.55,.22,.13,,
AFT,2500.00,7.765,51.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-1.22,.001,.001,,
AGX,380.975,19.281,215.132,.002,-,-,-.67,-,-,-,-,,Agenix,†,.019,-,.019,.02,.019,.019,-1.22,.073,.003,,
AGXO,-,.950,-,-,-,-,-,-,-,-,-,,  opt jun15,,.003,-,.001,.012,.003,.003,-1.22,.01,.001,,
AGK,10102.8,346.722,345.009,8.599,7.56,2.04,70.70,21.8,63.00,1.12,4.09,f,AGL Energy,,15.40,-13,15.35,15.46,15.84,14.83,-2.05,16.60,13.66,,
AGJ,21.288,4.885,2.838,.012,.12,.79,-5.99,-,2.82,-,29.68,,Agricultural Land,,.095,+.5,.095,.10,.10,.09,+4.34,.145,.083,,
AHC,7.100,.183,.079,.012,4.82,.44,1.08,194.4,10.00,.11,4.76,f,AHC,,2.10,-,2.10,-,2.10,2.10,-1.22,2.20,1.92,,
AGI,1036.69,75.317,122.846,1.543,.54,8.87,16.00,29.9,8.00,2.00,1.67,,Ainsworth Game Tech,,4.79,+48,4.67,4.79,4.79,4.30,+9.92,4.79,1.90,,
AIZ,973.989,10.774,7.029,1.649,1.33,1.12,13.98,10.7,6.73,2.08,4.52,,Air New Zealand,,1.49,+6,1.43,1.49,1.45,1.345,+3.18,1.45,.91,,
AJL,247.842,21.749,33.849,.342,.40,3.20,-97.60,-,-,-,-,,AJ Lucas Grp,,1.28,-6,1.16,1.26,1.34,1.15,-5.69,1.893,.596,,
ACL,1154.42,81.767,85.095,.199,.05,12.30,-1.60,-,-,-,-,,Alchemia,,.615,-,.605,.63,.64,.60,-1.22,.675,.285,,
AAI,-,1.210,.013,6.842,-,-,12.06,65.5,7.38,1.63,.93,,Alcoa Inc,,7.90,-,8.00,10.00,7.90,7.90,-1.22,8.75,7.50,,
LEP,339.652,31.560,34.227,.526,1.90,1.42,8.21,32.8,16.00,.51,5.95,,ALE Prop Grp,,2.69,+7,2.69,2.72,2.67,2.60,+1.48,2.94,2.21,,
AJX,5987.49,41.047,18.971,.026,-.02,-,-1.74,-,-,-,-,,Alexium Int'l,,.155,+3,.155,.16,.175,.13,+21.86,.175,.04,,
AEB,66.825,21.958,29.815,.045,-,-,-2.00,-,-,-,-,,Algae.Tec,,.16,-.5,.16,.165,.165,.16,-4.25,.33,.16,,
AEBO,-,-,6.823,-,-,-,-,-,-,-,-,,  opt jan14,,-,-,-,-,.06,.06,-1.22,.105,.06,,
AQZ,234.616,13.198,19.379,.174,1.36,1.21,23.40,7.1,10.40,2.25,6.30,f,Alliance Aviation,,1.65,-1,1.63,1.65,1.73,1.63,-1.82,2.33,1.46,,
ABQ,8635.50,101.378,-,.013,-,-,13.27,.3,-,-,-,,Allied Consolidated,,.042,+.4,.039,.042,.042,.03,+9.31,.045,.008,,
AHZ,68017.2,1693.84,193.486,.188,.01,15.00,-.21,-,-,-,-,,Allied Healthcare,,.15,+5,.145,.15,.157,.105,+48.78,.157,.019,,
ALQ,2804.50,280.003,133.397,3.883,.56,18.02,66.44,15.2,48.00,1.38,4.76,p,ALS,,10.09,-1,10.06,10.24,10.39,10.11,-1.31,12.272,8.043,,
AIQ,40.896,9.987,70.662,.037,.38,.75,3.45,8.3,-,-,-,,Alternative Invest,,.285,-.5,.285,.29,.28,.28,-2.97,.32,.188,,
ALU,635.965,34.561,10.337,.298,.05,52.80,1.43,184.6,11.00,.13,4.17,,Altium,,2.64,+8,2.63,2.66,2.75,2.58,+1.86,2.90,.85,,
AMA,3588.36,100.763,80.747,.125,.04,9.38,2.36,15.9,1.60,1.47,4.27,p,AMA Grp,,.375,+2.5,.375,.385,.39,.34,+6.03,.425,.26,,
AHD,135.451,13.912,12.577,1.307,5.36,1.54,54.30,15.2,42.00,1.29,5.07,f,Amalgamated Hldgs,,8.28,-5,8.20,8.30,8.53,8.15,-1.82,8.92,6.53,,
AMO,6.400,.456,.767,.006,.35,.51,-7.10,-,-,-,-,,Ambertech,,.18,-,.18,.25,.18,.18,-1.22,.29,.18,,
AMB,32.500,3.865,9.527,.013,.18,1.06,-1.33,-,-,-,-,,Ambition Grp,,.19,-,.19,.21,.19,.19,-1.22,.21,.15,,
AKY,.260,.023,.008,.064,80.86,1.01,404.00,20.2,394.00,1.03,4.83,f,AMCB Fund No 5,,81.63,+3,81.66,-,81.63,81.59,-1.18,81.72,78.588,,
AMH,339.559,16.690,13.916,.214,.88,1.07,3.63,25.9,3.00,1.21,3.19,f,AMCIL,,.94,+2.5,.94,.95,.95,.90,+1.49,1.019,.714,,
AMM,3005.21,150.118,67.559,.501,.34,6.03,8.50,24.1,5.50,1.55,2.68,f,Amcom Telco,,2.05,+6,2.03,2.05,2.15,1.915,+1.91,2.20,1.215,,
AMC,16623.0,847.257,861.045,12.875,.94,11.35,49.80,21.4,40.00,1.24,3.75,,Amcor,,10.67,+12,10.65,10.77,10.825,10.56,-.08,11.17,7.65,,
AMP,38950.6,2023.07,1806.57,14.197,1.18,4.07,24.80,19.4,24.00,1.03,5.00,p,AMP,,4.80,+27,4.79,4.80,4.97,4.68,+4.57,5.79,4.155,,
AGF,2480.87,93.530,62.596,.278,.92,.83,-2.93,-,2.34,-,3.08,,AMP Capital China,,.76,-1.5,.76,.775,.79,.76,-3.15,.805,.585,,
AYD,.100,.030,-,.092,100.84,1.01,4.42,2297.7,300.00,.01,2.95,f,Aust Masters YF1,,101.56,-,101.58,101.56,101.56,101.56,-1.22,101.67,100.35,,
AYH,-,.011,-,.043,100.52,1.00,453.00,22.3,320.00,1.42,3.17,f,Aust Masters YF2,,100.96,-,101.12,-,100.96,100.96,-1.22,101.457,99.72,,
