ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 21, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4995.7 at 2011-04-21T16:37:13. Report at Thursday, April 21, 2011. Processed Saturday at 2011-04-23T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,2.905,.154,.410,.081,.18,21.2,22.77,16.8,14.70,1.55,3.85,f,1300 Smiles,,3.82,-8,3.60,3.82,3.85,3.82,-3.19,4.25,2.75,,
TQH,.514,.224,.815,.009,-.06,-,1.08,5.1,-,-,-,,3Q Hldgs,,.055,-,.055,-,.055,.055,-1.14,.11,.052,,
FCS,43.708,.640,2.198,.005,.01,3.0,-.15,-,-,-,-,,4C Sec Solution,,.03,+.2,.029,.044,.03,.027,+6.00,.048,.018,,
AAY,-,.670,1.856,.002,-,-,-3.00,-,-,-,-,,AACL Hldgs,,.045,-,.048,.06,.045,.045,-1.14,.25,.03,,
AAQ,1953.34,82.344,-,.006,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.014,-.1,.013,.014,.015,.014,-7.81,.725,.013,,
ABP,2304.27,51.286,350.936,.836,2.83,.8,2.91,75.9,9.90,.29,4.48,,Abacus Prop,†,2.21,-4,2.20,2.23,2.27,2.20,-2.92,2.45,1.825,,
ALR,74.419,2.322,1.401,.077,1.38,.9,4.77,26.7,9.50,.50,7.45,f,Aberdeen Leaders,,1.275,-2,1.27,1.275,1.28,1.255,-2.69,1.44,1.21,,
AKG,-,.048,.121,.022,.15,3.4,4.95,10.3,4.00,1.24,7.84,f,Academies A'asia,,.51,-,.40,.53,.51,.51,-1.14,.56,.365,,
ACR,1452.28,34.271,29.113,.564,.77,4.4,65.08,5.2,-,-,-,,Acrux,,3.39,+9,3.37,3.39,3.40,3.24,+1.58,3.40,1.433,,
ACW,45.000,.986,.587,.003,.02,3.0,-2.12,-,-,-,-,,Actinogen,,.06,-.9,.06,.069,.069,.05,-14.19,.105,.023,,
ACWO,-,-,.008,-,-,-,-,-,-,-,-,,  opt aug12,,.01,-,-,.01,.01,.01,-1.14,.014,.001,,
ACWOA,-,.142,-,-,-,-,-,-,-,-,-,,  opt sep15,,.015,-,.02,-,.015,.015,-1.14,.015,.01,,
ACU,37534.9,624.058,10.269,.004,-,-,-.14,-,-,-,-,,Acuvax,,.002,-.1,.002,.003,.003,.002,-34.48,.007,.001,,
ADA,8.450,1.019,2.022,.020,.17,1.5,-2.10,-,-,-,-,,Adacel Tech,,.25,-,.25,.26,.25,.25,-1.14,.69,.25,,
AAU,60.000,11.663,2.384,.010,.08,2.1,-9.67,-,1.00,-,6.06,f,Adcorp Aust,,.165,-,.165,.195,.165,.165,-1.14,.25,.145,,
ABN,38250.0,252.461,-,.005,-,-,.21,.5,-,-,-,,AdEffective,,.001,-,.001,.002,.001,.001,-1.14,.003,.001,,
ABC,8711.97,145.461,169.828,2.071,1.19,2.7,23.90,13.6,16.50,1.45,5.06,f,Adelaide Brighton,,3.26,-2,3.23,3.29,3.36,3.23,-1.75,3.692,2.473,,
AYT,43.700,9.921,5.050,.024,.27,.9,11.88,2.1,8.30,1.43,33.20,,Adelaide Mgd,,.25,-,.25,.255,.25,.25,-1.14,.296,.163,,
ADQ,80.820,3.827,2.956,.015,.03,2.7,-.86,-,-,-,-,,ADG Global Supply,,.08,+.5,.065,.078,.08,.079,+5.52,.082,.05,,
ABV,1250.00,36.149,17.344,.028,.01,2.9,-.03,-,-,-,-,,Adv Braking Tech,,.029,-,.027,.029,.029,.026,-1.14,.038,.014,,
AMT,69.952,.337,.213,.008,.14,1.6,-6.01,-,-,-,-,,Adv Surg Dsgn & Mnft,,.23,+3,.23,.26,.25,.165,+13.86,.54,.15,,
AES,-,.441,2.849,.022,-,-,-.06,-,-,-,-,,Advanced Energy,,.05,-,.035,.055,.05,.05,-1.14,.115,.035,,
