ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 29, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4500.5 at 2011-07-29T16:36:37. Report at Friday, July 29, 2011. Processed Saturday at 2011-07-30T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,30.303,.377,1.449,.071,.18,18.5,22.77,14.6,14.70,1.55,4.41,f,1300 Smiles,,3.33,-17,-,-,3.47,3.30,-1.14,4.25,3.15,,
TQH,-,1.397,.893,.010,-.06,-,1.08,5.6,-,-,-,,3Q Hldgs,,.06,-,-,-,.06,.06,+3.71,.11,.041,,
FCS,-,.951,3.245,.003,.01,1.8,-.15,-,-,-,-,,4C Sec Solution,,.018,-,-,-,.018,.018,+3.71,.045,.01,,
AAY,171.200,1.790,4.033,.003,-,-,-3.00,-,-,-,-,,AACL Hldgs,*,.045,-,-,-,.046,.044,+3.71,.071,.022,,
AAQ,3728.52,140.353,-,.004,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.01,-.1,-,-,.011,.01,-5.38,.725,.008,,
ABP,1849.95,86.393,700.097,.791,2.83,.7,2.91,71.8,16.50,.18,7.89,,Abacus Prop,†,2.09,-8,2.06,2.15,2.18,2.07,+.03,2.45,1.975,,
ALR,105.209,4.740,2.940,.068,1.24,.9,4.77,23.7,9.50,.50,8.41,f,Aberdeen Leaders,,1.13,-4,1.13,1.16,1.17,1.10,+.29,1.345,1.10,,
AKG,-,.137,.125,.026,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,-,-,.55,.55,+3.71,.55,.365,,
ACR,2746.31,68.490,42.497,.683,.77,5.3,65.08,6.3,-,-,-,,Acrux,,4.10,-12,4.07,4.15,4.27,4.07,+.87,4.27,1.545,,
ACW,-,1.642,.975,.002,.02,1.6,-2.12,-,-,-,-,,Actinogen,,.031,-,-,-,.031,.031,+3.71,.105,.023,,
