ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Thursday, April 2, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5869.7 at 2015-04-02T16:52:36. Report at Thursday, April 2, 2015. Processed Saturday at 2015-04-04T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,4.561,.251,.536,.153,.38,17.03,24.60,26.3,17.00,1.45,2.63,f,1300 Smiles,,6.47,-8,6.46,6.50,6.52,6.46,-.89,7.00,5.62,,
TIX,951.181,11.447,7.497,.317,2.19,1.16,48.68,5.2,19.58,2.49,7.71,,360 Capital Indust,,2.54,-1,2.52,2.59,2.60,2.49,-.07,2.79,2.141,,
TGP,822.366,18.608,14.621,.331,-,-,15.09,8.8,3.81,3.96,2.86,,360 Capital Grp,,1.33,+.5,1.30,1.33,1.35,1.26,+.70,1.41,.74,,
TOF,140.746,6.891,-,.167,2.10,1.02,4.70,45.7,8.50,.55,3.95,,360 Capital Office,,2.15,-,2.11,2.15,2.16,2.11,+.33,2.24,1.92,,
3DM,8363.22,238.149,22.950,.020,.01,10.00,-.24,-,-,-,-,,3D Medical,†,.10,-1.5,.10,.105,.115,.098,-12.72,.195,.001,,
3PL,71.206,4.414,-,.317,.10,23.50,-2.29,-,-,-,-,,3P Learning,,2.35,-1,2.35,2.40,2.40,2.33,-.10,2.68,1.94,,
8CO,80.000,.565,-,.003,-,-,-.61,-,-,-,-,,8common,,.19,-.5,.15,.195,.195,.17,-2.24,.295,.17,,
8IH,424.800,8.149,-,.186,-,-,-,-,-,-,-,,8I Hldgs,,.52,+1.5,.45,.54,.52,.44,+3.30,.54,.25,,
NNW,1327.71,23.724,14.787,.024,.04,4.00,.13,123.1,-,-,-,,99 Wuxian,,.16,-4,.16,.18,.20,.16,-19.67,.73,.16,,
AYI,-,2.800,29.025,.004,-,-,.04,2.5,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+.33,.002,.001,,
ABP,4178.16,45.821,43.314,1.583,2.42,1.19,24.24,11.9,17.00,1.43,5.90,,Abacus Prop,,2.88,-1,2.87,2.90,2.95,2.84,-.02,3.337,2.301,,
ALR,20.007,1.983,1.491,.074,1.36,.88,2.86,42.0,6.50,.44,5.42,f,Aberdeen Leaders,,1.20,-,1.21,1.24,1.21,1.20,+.33,1.30,1.04,,
AKG,24.776,4.274,.720,.047,-.01,-,6.20,12.2,4.50,1.38,5.96,f,Academies A'asia,,.755,+1.5,.75,.785,.755,.72,+2.35,1.40,.645,,
ACX,196.046,2.698,-,.336,-,-,27.00,7.6,-,-,-,,Aconex,,2.04,+3,2.03,2.04,2.05,2.00,+1.82,2.06,1.65,,
ACQ,165.000,4.034,-,.039,.85,.90,-8.05,-,-,-,-,,Acorn Capital Invest,,.765,-.5,.765,.78,.77,.76,-.32,.96,.715,,
ACQO,710.000,4.638,-,-,-,-,-,-,-,-,-,,  opt oct15,,.004,-,.004,.008,.005,.004,+.33,.04,.001,,
ACR,2222.64,50.880,75.722,.140,.09,9.33,6.01,14.0,8.00,.75,9.52,f,Acrux,,.84,-3,.835,.85,.89,.825,-3.12,2.10,.75,,
ACW,1288.87,59.656,9.208,.043,.01,8.80,-.58,-,-,-,-,,Actinogen,,.088,+.8,.083,.088,.089,.081,+10.33,.095,.011,,
ACWOA,3.000,.353,-,-,-,-,-,-,-,-,-,,  opt sep15,,.002,-.3,-,.004,.005,.002,-59.67,.006,.001,,
ACU,-,41.589,-,-,-,-,-.04,-,-,-,-,,Acuvax,†,-,-,-,-,.025,.025,+.33,.029,.001,,
ADA,31.500,.323,.169,.027,.12,2.88,-2.60,-,.75,-,2.17,,Adacel Tech,,.345,-2.5,.375,.45,.37,.345,-6.43,.39,.20,,
AAU,-,.219,1.951,.003,-.03,-,-1.78,-,-,-,-,,Adcorp Aust,,.051,-,.042,.051,.051,.051,+.33,.095,.04,,
ABC,6689.10,106.048,114.586,2.956,1.35,3.38,26.90,17.0,17.00,1.58,3.73,f,Adelaide Brighton,,4.56,-1,4.55,4.58,4.58,4.435,+.11,4.60,3.12,,
AHZ,28563.8,234.570,340.621,.115,.01,7.10,-1.22,-,-,-,-,,ADMEDUS,,.071,-.5,.071,.072,.077,.071,-6.25,.167,.071,,
ADJ,1458.38,50.957,146.501,.095,.69,.13,-1.04,-,-,-,-,,Adslot,,.09,-.1,.089,.09,.093,.088,-.77,.17,.064,,
ABV,2716.04,23.829,20.847,.010,-,-,-.64,-,-,-,-,,Adv Braking Tech,,.007,+.1,.006,.007,.007,.006,+16.99,.01,.005,,
ABVO,-,.400,-,-,-,-,-,-,-,-,-,,  opt aug16,,.003,-,-,.003,.003,.003,+.33,.003,.002,,
ASW,-,.275,.211,.026,.15,4.10,3.69,16.7,3.85,.96,6.26,f,Advanced Share Reg,,.615,-,.605,.635,.615,.615,+.33,.68,.595,,
AER,875.416,.875,-,.005,-,-,-,-,-,-,-,,Aeeris,,.23,-,.22,.23,.25,.23,-,.25,.23,,
AEI,67.040,13.360,.633,.069,.01,49.00,-1.36,-,-,-,-,,Aeris Environmental,,.49,-1,.485,.49,.515,.49,-1.67,.60,.086,,
AFJ,3398.11,50.265,27.011,.226,-.15,-,-2.90,-,-,-,-,,Affinity Education,,1.07,-5,1.07,1.08,1.14,1.07,-4.14,1.480,1.035,,
AFT,1000.00,1.000,1.021,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+.33,.001,.001,,
AHA,75.000,3.104,2.085,.003,-,-,-.03,-,-,-,-,,AG Financial,,.01,-.5,.005,.01,.01,.01,-33.01,.063,.01,,
AGX,52.000,7.978,33.565,.002,.01,1.40,.79,1.8,-,-,-,,Agenix,,.014,-.1,.014,.016,.015,.014,-6.34,.019,.01,,
AGXO,-,.115,.143,-,-,-,-,-,-,-,-,,  opt jun15,,.001,-,.001,.012,.001,.001,+.33,.005,.001,,
AGL,5262.78,107.452,86.026,10.202,8.49,1.78,103.90,14.6,63.00,1.65,4.17,f,AGL Energy,,15.12,-19,15.10,15.15,15.37,15.01,-.91,15.590,12.55,,
AGJ,6.038,.737,.944,.009,.11,.82,1.76,5.1,.52,3.38,5.78,,Agricultural Land,,.09,-,.09,.095,.09,.09,+.33,.105,.075,,
APW,2232.58,24.289,34.172,.064,-,-,5.82,2.4,.23,25.30,1.64,,AIMS Prop Sec Fund,,.14,+.5,.135,.14,.14,.135,+4.03,.15,.083,,
AGI,2737.10,58.170,30.530,.912,.71,3.99,19.00,14.9,10.00,1.90,3.53,f,Ainsworth Game Tech,,2.83,-7,2.78,2.86,2.91,2.785,-2.09,4.21,2.03,,
AIZ,48.785,1.865,6.406,2.948,1.45,1.81,21.72,12.1,11.15,1.95,4.24,,Air New Zealand,,2.63,+3,2.64,2.70,2.68,2.60,+1.48,2.90,1.595,,
AJL,445.191,3.814,5.620,.068,.38,.67,-9.60,-,-,-,-,,AJ Lucas Grp,,.255,-1.5,.25,.26,.26,.215,-5.23,.945,.215,,
ACL,1532.17,39.285,16.597,.021,.04,1.65,-5.30,-,-,-,-,,Alchemia,,.066,+.6,.065,.066,.067,.058,+10.33,.68,.056,,
AAI,-,.391,.009,.249,-,-,-246.13,-,9.50,-,.40,,Alcoa Inc,,23.69,-,-,23.65,23.69,23.69,+.33,26.86,13.01,,
LEP,222.423,8.724,5.777,.763,1.96,1.99,15.98,24.4,16.65,.96,4.27,,ALE Prop Grp,,3.90,+10,3.71,3.90,3.90,3.72,+2.96,3.94,2.82,,
AJX,2694.96,147.228,17.969,.165,-.01,-,-2.25,-,-,-,-,,Alexium Int'l,,.69,-,.685,.69,.73,.68,+.33,.835,.082,,
AEB,522.787,6.869,9.364,.018,.01,5.70,-.80,-,-,-,-,,Algae.Tec,,.057,-.4,.057,.066,.067,.057,-6.23,.125,.04,,
AMT,-,.262,.083,.010,.07,2.14,-.45,-,-,-,-,,Allegra Orthopaedics,,.15,-,.12,-,.15,.15,+.33,.15,.049,,
AQZ,46.956,11.150,8.227,.049,-,-,-20.80,-,5.70,-,12.39,f,Alliance Aviation,,.46,-3,.46,.49,.495,.45,-5.80,1.455,.36,,
ALQ,8404.00,113.369,92.949,1.967,-.02,-,28.41,17.0,31.00,.92,6.42,p,ALS,,4.83,-18,4.81,4.96,5.11,4.82,-3.27,9.30,4.33,,
AIQ,42.400,5.467,1.808,.016,.18,.67,.58,20.7,-,-,-,,Alternative Invest,†,.12,-,.115,.12,.12,.115,+.33,.12,.093,,
ALU,1054.58,29.353,15.285,.578,.41,10.90,14.27,31.3,16.00,.89,3.58,,Altium,,4.47,+15,4.40,4.48,4.49,4.28,+3.80,4.50,2.07,,
AMA,555.682,36.458,44.191,.180,-,-,2.24,24.1,1.60,1.40,2.96,f,AMA Grp,,.54,+2,.54,.545,.55,.52,+4.17,.56,.225,,
AHD,195.395,3.096,2.017,1.934,5.23,2.34,52.80,23.2,43.00,1.23,3.51,f,Amalgamated Hldgs,,12.24,+63,12.20,12.24,12.39,11.33,+5.75,12.49,8.46,,
AMO,79.195,1.706,1.110,.005,.32,.47,-4.29,-,-,-,-,,Ambertech,,.15,-1,.14,.15,.15,.15,-5.92,.20,.11,,
AMB,13.910,1.826,.299,.010,.17,.85,-.27,-,-,-,-,,Ambition Grp,,.145,-.5,.15,.175,.145,.145,-3.01,.165,.10,,
AKY,.700,.005,.005,.034,45.65,.94,316.00,13.6,303.00,1.04,7.05,f,AMCB Fund No 5,,43.00,-,43.00,46.39,43.00,43.00,+.33,58.783,43.00,,
AMH,634.943,3.944,4.545,.223,.95,.97,2.33,39.5,2.50,.93,2.72,f,AMCIL,,.92,-.5,.905,.92,.925,.90,-.21,1.010,.83,,
AMM,1639.75,39.488,26.620,.743,.40,6.97,8.11,34.4,9.00,.90,3.23,f,Amcom Telco,,2.79,+8,2.77,2.80,2.82,2.65,+3.28,2.99,1.84,,
AMC,15729.8,282.649,273.873,17.111,-.06,-,66.03,21.5,47.90,1.38,3.38,,Amcor,,14.18,+9,14.00,14.30,14.31,13.80,+.97,14.78,9.88,,
AOW,237.142,6.105,-,.012,-,-,-1.23,-,-,-,-,,American Patriot Oil,,.16,+2,.155,.16,.165,.15,+14.61,.21,.11,,
AOWO,-,.954,-,.002,-,-,-,-,-,-,-,,  opt oct16,,.025,-,.02,.03,.025,.025,+.33,.06,.02,,
AMP,36085.2,490.742,619.425,19.344,1.42,4.61,30.30,21.6,26.00,1.17,3.98,p,AMP,,6.54,+3,6.53,6.55,6.55,6.29,+.79,6.83,4.98,,
AGF,4153.28,47.945,23.522,.529,1.53,.90,48.82,2.8,2.92,16.72,2.12,,AMP Capital China,,1.38,+8.5,1.38,1.39,1.395,1.295,+6.89,1.395,.63,,
AYK,-,.006,.023,.085,84.42,1.01,320.84,26.6,324.00,.99,3.79,f,Aust Masters YF4,,85.38,-,85.58,-,85.38,85.38,+.33,90.91,84.64,,
AYD,-,.003,.016,.072,79.49,1.01,449.89,17.8,415.00,1.08,5.18,f,Aust Masters YF1,,80.10,-,80.23,-,80.10,80.10,+.33,103.00,79.52,,
AYJ,-,.002,.023,.084,92.11,.94,485.00,17.8,544.00,.89,6.29,f,Aust Masters YF3,,86.51,-,86.00,93.00,86.51,86.51,+.33,89.649,86.50,,
AYH,-,.005,.006,.038,89.60,1.01,420.00,21.5,394.00,1.07,4.35,f,Aust Masters YF2,,90.49,-,90.63,-,90.49,90.49,+.33,101.54,89.25,,
ANQ,9901.66,159.423,653.405,.010,-,-,-.20,-,-,-,-,,AnaeCo,,.004,-,.003,.004,.004,.004,+.33,.012,.003,,
ALT,2084.36,50.260,103.026,.021,-,-,-.46,-,-,-,-,,Analytica,,.022,-.2,.021,.023,.024,.022,-8.01,.05,.018,,
ANR,220.507,2.591,-,.012,.02,29.25,-2.61,-,-,-,-,,Anatara Lifesciences,,.585,+1.5,.57,.585,.585,.53,+2.96,.585,.28,,
ANN,2825.84,33.995,45.194,4.386,.63,45.46,45.53,62.9,49.24,.92,1.72,,Ansell,,28.64,+109,28.40,28.95,29.10,27.00,+4.28,29.10,17.81,,
ANO,1840.02,30.188,94.796,.016,.01,2.70,.03,90.0,-,-,-,,Antaria,,.027,-,.024,.027,.027,.025,+.33,.031,.01,,
