Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
Based on Market Capitalisation at close of trade Friday, July 18, 2014,,,,,,,,,,,,,,,,,,,,
"XAO 5519.2 at 2014-07-18T16:41:35. Report at Friday, July 18, 2014. Processed Saturday at 2014-07-19T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
1,1,CBA,C'wlth Bank  of Aust,131.765,81.27,+4,82.685,70.12,383.00,f,4.71,6.73,9.0,509.80,15.9,8.9,2.896,22.10,15.3,25.3,,
2,2,BHP,BHP Billiton,123.297,38.39,+81,39.79,33.81,129.10,f,3.36,4.80,7.6,314.04,12.2,-24.4,1.588,16.04,14.8,.7,,
3,3,WBC,Westpac Banking,105.397,33.90,-5,35.99,29.265,178.00,f,5.25,7.50,4.8,230.20,14.7,6.6,2.220,11.13,16.0,26.5,,
4,4,ANZ,ANZ Banking Grp,92.125,33.42,+7,35.07,28.79,174.00,f,5.21,7.44,13.1,247.10,13.5,-.9,2.020,13.90,18.3,24.3,,
5,5,NAB,National Aust Bank,80.862,34.18,+51,37.07,30.27,196.00,f,5.73,8.19,5.6,244.10,14.0,5.1,1.734,14.91,15.8,20.3,,
6,6,TLS,Telstra Corp,67.566,5.43,+10,5.44,4.77,28.50,f,5.25,7.50,-,31.50,17.2,-2.9,5.248,.37,15.1,30.8,,
7,7,WES,Wesfarmers,49.698,43.47,+51,44.60,38.939,188.10,f,4.33,6.18,9.1,208.78,20.8,6.4,1.910,4.38,12.3,19.6,,
8,8,WOW,Woolworths,45.291,35.95,-2,38.92,32.36,136.00,f,3.78,5.40,5.6,195.09,18.4,-15.5,4.870,2.83,12.1,14.9,,
9,9,WPL,Woodside Petroleum,34.769,42.20,+74,43.05,36.54,207.71,f,4.92,7.03,61.9,238.04,17.7,-5.1,1.950,20.65,18.5,7.9,,
10,10,CSL,CSL,32.073,67.58,+9,72.82,62.83,115.86,,1.71,1.71,25.6,291.60,23.2,38.8,9.893,5.53,4.1,32.8,,
11,11,RIO,Rio Tinto,28.015,64.29,+215,71.30,56.00,213.14,f,3.32,4.74,30.3,221.73,29.0,58.5,.469,23.76,15.7,-4.4,,
12,12,WDC,Westfield Grp,22.526,10.84,-,11.72,9.67,51.00,p,4.70,5.02,3.0,74.13,14.6,9.6,1.468,7.29,1.3,16.5,,
13,13,MQG,Macquarie Grp,19.271,60.00,+74,61.19,36.633,258.34,p,4.31,5.04,32.2,413.28,14.5,55.7,1.617,.32,45.3,37.0,,
14,15,SUN,Suncorp Grp,17.768,13.81,+18,13.87,11.78,65.00,f,4.71,6.72,37.5,36.37,38.0,-31.1,1.271,6.14,15.3,30.5,,
15,14,SCG,Scentre Grp,17.730,3.33,-1,3.47,3.07,-,,-,-,-,-,-,-,-,-,-,-,,
16,17,ORG,Origin Energy,15.727,14.25,-12,15.50,11.71,50.00,,3.51,3.51,-,15.90,89.6,-16.0,1.063,-,23.6,2.8,,
17,16,AMP,AMP,15.587,5.27,-12,5.52,4.11,23.00,p,4.36,5.67,-8.0,23.20,22.7,-33.2,1.901,1.35,22.3,11.1,,
18,18,WFD,Westfield Corp,15.503,7.46,+3,7.48,6.70,-,,-,-,-,-,-,-,-,-,-,-,,
19,19,QBE,QBE Insurance Grp,14.807,11.59,+12,17.53,10.05,32.00,f,2.76,3.94,-36.0,-23.42,-,-,1.274,5.31,-27.8,-7.3,,
20,20,TCL,Transurban Grp,14.583,7.69,+3,7.885,6.412,35.00,p,4.55,4.94,5.1,11.70,65.7,208.8,4.334,2.01,20.7,20.9,,
21,22,BXB,Brambles,14.540,9.30,+14,9.855,7.61,27.00,p,2.90,3.28,3.9,94.30,9.9,13.6,4.457,.78,5.5,14.3,,
22,21,OSH,Oil Search,14.431,9.50,+3,9.88,7.765,4.36,,.46,.46,12.9,17.17,55.3,54.9,3.774,-,17.9,12.2,,
23,25,FMG,Fortescue Metals Grp,14.292,4.59,+25,6.22,3.56,20.00,f,4.36,6.22,25.0,107.19,4.3,20.6,2.506,2.44,30.4,-8.1,,
24,23,IAG,Insurance Aust Grp,13.909,5.94,-4,6.25,5.32,38.00,f,6.40,9.14,111.8,46.15,12.9,180.4,2.789,1.78,9.2,28.1,,
25,24,STO,Santos,13.819,14.15,+15,15.80,13.11,30.00,f,2.12,3.03,-,53.30,26.5,15.2,1.353,-,5.7,5.6,,
26,26,AMC,Amcor,12.417,10.29,+7,10.89,9.147,40.00,,3.89,3.89,8.1,43.20,23.8,9.1,3.355,-.09,10.2,22.3,,
27,27,CWN,Crown Resorts,11.130,15.28,-32,18.22,12.42,37.00,p,2.42,2.94,-,82.03,18.6,-3.4,3.047,4.20,22.1,23.8,,
28,28,AZJ,Aurizon Hldgs,10.772,5.04,+1,5.265,4.42,16.20,p,3.21,4.38,48.2,17.40,29.0,32.8,1.658,2.99,14.7,17.5,,
29,29,WRT,Westfield Retail Tr,9.772,3.28,-,3.32,2.82,19.85,p,6.05,6.09,5.9,25.68,12.8,2.3,.933,3.52,16.3,17.6,,
30,30,SYD,Sydney Airport,9.641,4.35,-,4.475,3.46,23.00,,5.29,5.29,7.1,3.24,134.3,-67.7,2.636,-2.66,28.3,17.3,,
31,32,SGP,Stockland,9.401,4.04,+10,4.12,3.46,24.00,,5.94,5.94,-,24.34,16.6,-23.7,1.147,3.52,20.2,17.6,,
32,31,RHC,Ramsay Health Care,9.221,45.63,+24,50.56,32.23,75.50,f,1.65,2.36,17.5,135.10,33.8,17.2,5.981,2.07,26.2,40.9,,
33,34,GMG,Goodman Grp,9.001,5.21,+9,5.24,4.47,20.05,,3.85,4.27,79.6,9.39,55.5,78.6,1.542,2.73,15.1,20.8,,
34,35,NCM,Newcrest Min,8.830,11.52,+32,14.17,6.96,-,,-,-,-65.7,-791.10,-,-58.4,.876,12.68,-5.8,-33.1,,
35,33,AGK,AGL Energy,8.368,14.95,-93,16.27,14.11,63.00,f,4.21,6.02,3.3,51.10,29.3,120.0,1.140,7.56,7.0,7.1,,
36,36,ORI,Orica,8.014,21.50,+55,24.85,17.47,95.00,p,4.42,5.83,2.2,157.90,13.6,-20.7,2.006,4.41,24.2,-2.0,,
37,37,LLC,Lend Lease Grp,7.594,13.15,-9,13.87,8.63,42.00,,3.19,3.19,10.5,92.00,14.3,8.6,1.754,5.46,55.7,19.1,,
38,38,RMD,ResMed Inc,7.323,5.22,-7,5.94,4.68,9.25,,1.77,1.77,367.8,26.35,19.8,34.1,4.217,-,3.0,25.5,,
39,39,CCL,Coca-Cola Amatil,7.178,9.40,-,13.373,9.00,56.00,p,5.96,7.80,-,10.50,89.5,-10.2,4.126,1.83,-23.2,-1.7,,
40,40,SHL,Sonic Healthcare,7.171,17.89,+34,18.34,14.19,64.00,p,3.58,4.27,5.1,90.90,19.7,4.5,2.457,-2.76,30.0,18.9,,
41,41,LEI,Leighton Hldgs,7.095,20.96,+31,23.15,14.96,105.00,p,5.01,6.08,31.3,150.90,13.9,12.8,2.186,7.93,33.6,3.8,,
42,43,ASX,ASX,7.008,36.20,+34,37.96,34.01,170.50,f,4.71,6.73,-2.8,196.10,18.5,1.5,2.110,6.60,9.4,13.1,,
43,42,CPU,Computershare,6.980,12.55,-1,12.97,9.54,28.00,p,2.23,2.42,-,42.09,29.8,42.8,5.725,-2.50,31.7,18.8,,
44,44,MGR,Mirvac Grp,6.683,1.81,+3.5,1.88,1.57,4.50,,2.49,2.49,3.6,9.14,19.8,9.4,1.112,1.65,16.2,23.4,,
45,45,GPT,GPT Grp,6.506,3.86,-2,4.015,3.34,20.40,,5.28,5.28,5.7,31.50,12.3,-,.969,3.79,13.2,15.4,,
46,46,AFI,Aust Foundation,6.483,6.18,+6,6.33,5.55,21.00,f,3.40,4.85,4.8,23.83,25.9,9.4,1.401,5.85,11.6,16.3,,
47,48,CFX,CFS Retail Prop,6.368,2.11,+6,2.14,1.86,13.60,,6.45,6.47,3.8,12.55,16.8,8.2,1.105,2.02,10.1,14.5,,
48,47,DXS,DEXUS Prop Grp,6.302,1.16,+2,1.175,.98,6.26,,5.40,5.40,12.2,10.81,10.7,251.5,1.214,1.08,17.1,16.9,,
49,50,CTX,Caltex Aust,6.226,23.06,+69,23.19,16.80,34.00,f,1.47,2.11,-15.0,196.30,11.7,-29.5,2.397,9.05,25.4,32.5,,
50,51,REA,REA Grp,6.188,46.98,+198,52.45,29.60,47.50,f,1.01,1.44,25.8,97.80,48.0,25.8,19.652,2.09,44.9,60.6,,
51,49,JHX,James Hardie Ind,5.983,13.45,-35,14.982,8.494,43.16,,3.21,3.21,151.0,23.86,56.4,78.9,-,.49,55.7,40.5,,
52,52,APA,APA Grp,5.917,7.08,+4,7.18,5.80,36.00,,5.08,5.08,1.4,21.14,33.5,5.5,2.355,1.37,24.8,28.5,,
53,54,AIO,Asciano,5.813,5.96,+19,6.23,4.95,12.00,f,2.01,2.88,53.3,33.70,17.7,38.9,1.599,.97,19.9,7.9,,
54,53,FBU,Fletcher Bldg,5.675,8.25,-8,9.27,7.12,29.50,,3.58,3.58,5.9,43.80,18.8,9.4,1.895,2.39,19.0,13.2,,
55,55,SEK,Seek,5.549,16.30,-16,18.54,9.12,26.00,f,1.60,2.28,27.2,101.20,16.1,34.0,4.280,-.59,76.1,38.1,,
56,56,BEN,Bendigo & Adelaide Bk,5.495,12.27,-5,12.54,9.81,62.00,f,5.05,7.22,1.7,82.00,15.0,-3.9,1.239,6.83,21.7,19.2,,
57,59,IPL,Incitec Pivot,5.164,3.12,+17,3.235,2.305,9.30,p,2.98,3.94,-25.8,13.90,22.4,-26.3,1.224,.81,22.8,-4.0,,
58,57,ARG,Argo Invest,5.068,7.66,-10,7.89,6.64,27.00,f,3.52,5.04,1.9,29.80,25.7,3.3,1.347,7.46,16.1,17.0,,
59,58,TTS,Tatts Grp,4.906,3.42,+1,3.49,2.85,15.50,f,4.53,6.47,-32.6,17.27,19.8,-30.8,1.777,-1.23,12.7,22.1,,
60,61,TEL,Telecom Corp of NZ,4.809,2.63,+9,2.63,1.895,14.02,,5.33,5.33,-15.4,12.08,21.8,-,4.040,.22,40.5,25.6,,
61,62,FLT,Flight Centre Travel,4.655,46.29,+97,55.72,42.21,146.00,f,3.15,4.51,22.3,264.20,17.5,23.0,4.537,6.99,5.1,34.3,,
62,60,SPN,SP AusNet,4.641,1.355,-.5,1.41,1.117,8.36,p,6.17,7.04,2.0,8.54,15.9,-18.1,1.347,.91,22.6,22.9,,
63,64,BOQ,Bank of Qld,4.463,12.31,+21,13.25,8.99,62.00,f,5.04,7.19,-46.2,68.80,17.9,839.0,1.584,7.06,38.1,24.7,,
64,63,WOR,WorleyParsons,4.437,18.22,-22,24.54,14.72,85.00,p,4.67,4.86,1.7,113.30,16.1,-6.8,2.023,.49,-13.5,-9.6,,
65,65,TPM,TPG Telecom,4.366,5.50,-1,6.85,3.46,8.50,f,1.55,2.21,36.4,20.30,27.1,63.4,6.098,.36,51.5,56.9,,
66,66,AIA,Auckland Airport,4.250,3.57,+4,3.99,2.554,5.44,,1.52,1.52,20.9,12.55,28.4,19.0,2.018,1.73,28.9,29.8,,
67,67,BLD,Boral,4.188,5.35,-,5.965,4.05,13.00,f,2.43,3.47,-,-27.76,-,6.5,1.234,3.24,29.6,11.7,,
68,68,CGF,Challenger,4.061,7.65,+20,7.785,4.14,23.00,,3.01,3.01,11.1,69.70,11.0,4.3,1.770,2.98,86.3,21.5,,
69,69,AWC,Alumina,3.957,1.41,+2.5,1.537,.935,-,,-,-,-,.02,7050.0,-77.0,1.267,1.02,45.4,-12.5,,
70,71,TOL,Toll Hldgs,3.815,5.32,+8,6.00,5.01,27.50,f,5.17,7.38,8.0,9.10,58.5,2.0,1.415,1.42,4.8,10.9,,
71,70,PTM,Platinum Asset,3.772,6.50,-2,7.75,5.23,28.00,f,4.31,6.15,4.8,29.97,21.7,.3,10.963,.64,7.4,24.8,,
72,76,ILU,Iluka Res,3.714,8.87,+57,12.08,8.04,9.00,f,1.01,1.45,-74.3,4.40,201.6,-66.0,2.415,3.65,-18.8,-18.2,,
73,75,FDC,Federation Cntres,3.612,2.53,+7,2.65,2.16,15.30,,6.05,6.05,116.9,22.47,11.3,71.3,1.074,2.30,15.1,-,,
74,73,COH,Cochlear,3.578,62.70,+28,63.69,51.79,254.00,,4.05,4.31,2.9,133.40,47.0,-16.4,10.024,1.29,7.2,-.2,,
75,72,SOL,Soul Pattinson WH,3.545,14.81,-38,15.97,13.31,47.00,f,3.17,4.53,4.5,43.82,33.8,3.9,.945,12.26,13.3,8.0,,
76,77,ALL,Aristocrat Leisure,3.543,5.69,+29,5.77,4.155,15.50,,2.72,2.72,-,20.30,28.0,132.9,9.438,.42,35.2,36.8,,
77,79,TWE,Treasury Wine Estates,3.325,5.12,+2,5.27,3.41,13.00,,2.54,2.54,-,14.80,34.6,8.1,1.105,3.26,10.7,17.5,,
78,78,HVN,Harvey Norman,3.325,3.13,+1,3.425,2.475,10.50,f,3.35,4.79,-,16.17,19.4,2.8,1.407,2.39,21.5,17.4,,
79,74,ALQ,ALS,3.226,8.11,-82,10.64,7.05,39.00,p,4.81,5.84,-17.6,40.74,19.9,-31.5,2.273,.02,-.1,.8,,
80,81,BSL,BlueScope Steel,3.219,5.76,+12,6.64,4.46,-,,-,-,-,-12.24,-,-53.0,.722,6.40,7.3,-.2,,
81,80,DUE,DUET Grp,3.136,2.38,-2,2.49,1.95,17.00,,7.14,7.14,3.1,16.73,14.2,11.1,2.061,1.39,18.9,25.4,,
82,82,REH,Reece Aust,3.110,31.22,+22,34.15,23.40,63.00,f,2.02,2.88,1.6,125.00,25.0,5.2,4.060,7.61,35.2,17.9,,
83,83,MYT,Mighty River Power,3.010,2.15,+1,2.24,1.755,11.11,,5.17,5.17,-,8.14,26.4,-,1.123,2.06,9.6,-,,
84,85,HGG,Henderson Grp,2.948,4.45,+1,4.87,2.75,14.30,,3.21,3.21,29.3,21.74,20.5,105.1,1.915,.26,66.6,28.9,,
85,86,MLT,Milton Corp,2.927,4.64,+1,4.90,3.859,16.80,f,3.62,5.17,5.1,18.89,24.6,5.5,1.360,4.40,21.6,20.2,,
86,87,ANN,Ansell,2.917,19.07,+13,22.24,17.725,40.28,,2.11,2.11,7.0,118.03,16.2,5.4,3.500,4.21,5.1,13.6,,
87,89,SKI,Spark Infrastructure,2.823,1.925,+1.5,1.937,1.535,11.00,,5.71,5.71,4.8,9.68,19.9,-16.7,1.729,1.86,15.1,22.0,,
88,84,XRO,Xero,2.782,21.77,-153,42.96,13.05,-,,-,-,-,-29.49,-,157.2,11.636,-,42.3,-,,
89,88,QAN,Qantas Airways,2.745,1.25,-3.5,1.55,.952,-,,-,-,-,-15.38,-,11.5,.461,2.25,-.8,-12.2,,
90,90,CRZ,carsales.com,2.680,11.27,+12,12.61,8.69,30.30,f,2.69,3.84,15.5,38.00,29.7,15.4,17.575,.33,16.4,39.7,,
91,93,TAH,Tabcorp Hldgs,2.647,3.47,+11,3.83,3.10,16.00,f,4.61,6.59,-20.8,17.05,20.4,-60.3,1.873,1.48,11.2,10.7,,
92,91,EGP,Echo Entertainment,2.617,3.17,+2,3.26,2.13,6.00,f,1.89,2.70,50.0,7.60,41.7,-19.2,.914,1.28,23.7,-4.8,,
93,92,ALZ,Australand Prop,2.605,4.50,+3,4.62,3.36,23.75,,5.28,5.28,-,23.40,19.2,-27.2,1.119,-,38.0,30.0,,
94,103,NHC,New Hope Corp,2.443,2.94,+29,4.422,2.50,11.00,f,3.74,5.34,-64.5,3.30,89.1,-27.0,1.212,2.34,-18.2,-13.7,,
95,98,MTS,Metcash,2.434,2.74,+9,3.72,2.54,18.50,f,6.75,9.64,-33.9,19.20,14.3,-14.4,1.527,-.19,-15.4,-6.4,,
96,96,QUB,Qube Holdings,2.407,2.29,-1,2.41,1.66,4.70,f,2.05,2.93,9.8,9.03,25.4,9.1,2.108,.51,32.2,19.7,,
97,97,PRY,Primary Health Care,2.402,4.75,+5,5.41,4.36,20.00,f,4.21,6.01,59.1,31.10,15.3,28.0,.896,1.33,-2.5,17.6,,
98,94,ENV,Envestra,2.381,1.325,-3.7,1.38,1.01,6.70,,5.06,5.06,6.9,7.70,17.2,36.5,2.828,.14,29.7,34.5,,
99,95,FPH,Fisher & Paykel Health,2.372,4.27,-9,4.54,2.98,11.41,,2.67,2.67,14.5,16.60,25.7,47.4,6.227,.68,43.1,35.0,,
100,99,SKT,Sky Network TV,2.370,6.09,+5,6.52,4.52,23.60,,3.88,3.88,15.6,35.53,17.1,19.4,2.380,-.57,34.3,18.9,,
101,100,ABC,Adelaide Brighton,2.325,3.63,+1,4.375,3.15,16.50,f,4.55,6.49,-,23.70,15.3,-2.5,2.190,1.38,16.4,17.5,,
102,101,SVW,Seven Grp Hldgs,2.316,7.65,+12,9.42,6.58,40.00,f,5.23,7.47,5.3,151.00,5.1,22.9,.763,6.87,15.7,-1.3,,
103,106,BPT,Beach Energy,2.243,1.735,+9.5,1.817,1.279,3.00,f,1.73,2.47,22.2,21.30,8.1,1.5,1.258,1.53,33.0,22.8,,
104,102,PPT,Perpetual,2.198,47.19,-131,53.16,35.81,160.00,f,3.39,4.84,44.4,171.50,27.5,9.2,6.789,3.19,22.6,31.1,,
105,110,IOF,Investa Office Fd,2.174,3.54,+12,3.60,2.80,18.50,,5.23,5.23,82.0,26.22,13.5,-29.0,1.094,3.24,26.9,18.4,,
106,108,DJS,David Jones,2.143,3.99,+6,4.05,2.45,17.00,f,4.26,6.09,-2.9,17.20,23.2,-1.6,2.675,1.37,55.4,17.3,,
107,109,FXJ,Fairfax Media,2.140,.91,+1.5,1.065,.47,3.00,f,3.30,4.70,-33.3,-8.90,-,-,1.178,.27,97.2,5.5,,
108,104,DLX,DuluxGroup,2.113,5.51,-6,5.87,4.33,19.50,f,3.54,5.05,12.9,28.20,19.5,22.4,9.149,.11,28.0,33.8,,
109,113,GMA,Genworth Mortgage,2.112,3.25,+12,3.34,2.90,-,,-,-,-,-,-,-,.956,-,-,-,,
110,107,BKW,Brickworks,2.104,14.21,-11,15.50,11.85,41.00,f,2.89,4.12,-,57.70,24.6,26.7,1.223,10.04,19.5,16.6,,
111,115,MIN,Mineral Res,2.071,11.10,+51,12.74,9.15,62.00,f,5.59,7.98,4.3,133.58,8.3,1.6,2.035,5.52,23.4,1.8,,
112,111,SGM,Sims Metal Mgt,2.058,10.06,+5,11.17,8.52,-,,-,-,-100.0,-79.00,-,-75.1,1.067,8.48,11.8,-14.5,,
113,105,AIZ,Air New Zealand,2.006,1.80,-11,2.12,1.15,8.52,,4.73,4.73,54.6,18.53,9.7,181.9,1.311,1.43,50.1,31.4,,
114,112,SKC,SkyCity Entertain,2.002,3.44,-6,3.90,3.20,16.61,f,4.83,5.81,24.8,19.24,17.9,4.6,2.924,.67,-2.4,10.5,,
115,114,DOW,Downer EDI,1.981,4.55,+1,5.59,3.67,22.00,p,4.84,6.29,-,46.50,9.8,10.6,1.085,3.03,26.6,8.3,,
116,117,SPO,Spotless Group,1.977,1.80,+2.5,1.86,1.64,-,,-,-,-,-,-,-,2.905,-,-,-,,
117,122,BTT,BT Invest Mgt,1.974,6.94,+30,7.45,3.54,26.00,p,3.75,4.40,44.0,43.30,16.0,45.7,3.515,.27,100.9,52.7,,
118,120,NEC,Nine Entertainment,1.956,2.08,+4,2.39,1.80,-,,-,-,-,3.90,53.3,-,1.137,-,-,-,,
119,121,IFL,IOOF Hldgs,1.945,8.38,+13,9.93,7.62,45.00,f,5.37,7.67,13.5,40.90,20.5,12.6,2.382,.09,6.9,15.7,,
120,116,NVT,Navitas,1.935,5.15,-10,7.88,4.43,19.60,f,3.81,5.44,-,20.20,25.5,2.0,8.208,-.60,-11.6,15.9,,
121,119,GNC,GrainCorp,1.934,8.45,+4,12.52,7.50,35.00,f,4.14,5.92,14.3,45.10,18.7,-23.4,1.100,5.62,-28.9,8.6,,
122,124,JBH,JB Hi-Fi,1.925,19.45,+43,23.13,16.38,77.00,f,3.96,5.66,10.8,125.20,15.5,10.5,7.893,2.31,9.1,14.9,,
123,118,SWM,Seven West Media,1.923,1.925,-.5,2.595,1.645,12.00,f,6.23,8.90,-48.8,19.32,10.0,-5.0,.672,-,-5.0,-8.9,,
124,123,CSR,CSR,1.847,3.65,-7,3.86,2.06,10.00,,2.74,2.74,96.1,17.40,21.0,114.3,1.601,2.16,72.3,16.7,,
125,127,SUL,Super Retail Grp,1.812,9.21,+17,14.095,7.89,39.50,f,4.29,6.13,18.8,53.90,17.1,25.7,2.477,.21,-24.5,16.5,,
126,126,MFG,Magellan Fin Grp,1.811,11.40,+19,14.38,9.30,33.00,f,2.89,4.14,377.8,57.00,20.0,242.7,11.832,1.14,1.1,108.6,,
127,125,DMP,Domino's Pizza,1.786,20.78,-70,22.98,10.682,33.10,f,1.59,2.28,16.1,41.70,49.8,14.1,17.407,-.01,87.3,58.8,,
128,128,ORA,Orora,1.774,1.47,+3.5,1.53,1.115,-,,-,-,-,-,-,-,1.364,-,-,-,,
129,131,CTY,Country Road,1.714,16.55,+19,16.99,2.949,44.38,f,2.68,3.83,272.8,54.39,30.4,147.1,7.242,.75,462.8,79.6,,
130,129,CMW,Cromwell Property,1.710,.99,-.5,1.05,.935,7.62,,7.70,7.70,3.8,6.14,16.1,10.7,1.424,.71,9.2,24.3,,
131,130,GNE,Genesis Energy,1.680,1.68,-2.5,1.79,1.60,-,,-,-,-,-,-,-,.957,-,-,-,,
132,134,TPI,Transpacific Indust,1.674,1.06,+3,1.23,.81,-,,-,-,-,-5.90,-,1.6,.834,.61,24.0,9.1,,
133,138,WHC,Whitehaven Coal,1.657,1.615,+17,2.27,1.36,-,,-,-,-100.0,-4.80,-,-,.502,3.05,-17.8,-35.1,,
134,133,MQA,Macq Atlas Roads,1.647,3.38,+2,3.53,2.16,8.30,,2.46,2.46,-,295.80,1.1,-,1.881,1.80,54.8,28.6,,
135,135,BWP,BWP Trust,1.611,2.54,+1,2.643,2.12,13.97,,5.50,5.50,-3.6,22.76,11.2,54.9,1.554,2.02,10.5,22.1,,
